date,Current_Stress
4/21/2008,0.2360941
4/22/2008,0.304419726
4/23/2008,0.44137295
4/24/2008,0.610854511
4/25/2008,0.449959912
4/26/2008,0.29389962
4/27/2008,0.364854959
4/28/2008,0.514537569
4/29/2008,0.365411377
4/30/2008,0.512481487
5/1/2008,0.653966454
5/2/2008,0.558171123
5/3/2008,0.267952248
5/4/2008,0.167003245
5/5/2008,0.211524211
5/6/2008,0.210058495
5/7/2008,0.253428228
5/8/2008,0.394865421
5/9/2008,0.517286888
5/10/2008,0.266569933
5/11/2008,0.74716855
5/12/2008,1.121471172
5/13/2008,0.46981458
5/14/2008,0.598223629
5/15/2008,0.485548216
5/16/2008,0.269956518
5/17/2008,0.404467263
5/18/2008,0.507476787
5/19/2008,0.472631887
5/20/2008,0.613145405
5/21/2008,0.798943165
5/22/2008,0.225406214
5/23/2008,0.20569773
5/24/2008,0.187550266
5/25/2008,0.919520951
5/26/2008,0.94265088
5/27/2008,0.561302828
5/28/2008,0.487537304
5/29/2008,0.34337585
5/30/2008,0.619024015
5/31/2008,0.333457837
6/1/2008,0.215147671
6/2/2008,0.192056919
6/3/2008,0.127761167
6/4/2008,0.245471095
6/5/2008,0.52188912
6/6/2008,0.584517403
6/7/2008,0.487537304
6/8/2008,0.37513803
6/9/2008,0.130053258
6/10/2008,0.130053258
6/11/2008,0.154635506
6/12/2008,0.238812458
6/13/2008,0.29130441
6/14/2008,0.27806365
6/15/2008,0.142718737
6/16/2008,0.171447551
6/17/2008,0.287277146
6/18/2008,0.43950154
6/19/2008,0.335568302
6/20/2008,0.176560125
6/21/2008,0.162627751
6/22/2008,0.154524633
6/23/2008,0.156304239
6/24/2008,0.152536912
6/25/2008,0.45503348
6/26/2008,0.384637564
6/27/2008,0.156304239
6/28/2008,0.190673143
6/29/2008,0.162627751
6/30/2008,0.137901197
7/1/2008,0.267337355
7/2/2008,0.12657475
7/3/2008,0.099326049
7/4/2008,0.134504787
7/5/2008,0.179452403
7/6/2008,0.244305186
7/7/2008,0.267490999
7/8/2008,0.348040676
7/9/2008,0.348401092
7/10/2008,0.213667016
7/11/2008,0.119687048
7/12/2008,0.203342063
7/13/2008,0.415011751
7/14/2008,0.565414441
7/15/2008,0.374384305
7/16/2008,0.806171228
7/17/2008,0.208334111
7/18/2008,0.078563904
7/19/2008,0.082893367
7/20/2008,0.154413806
7/21/2008,0.176680081
7/22/2008,0.278220972
7/23/2008,0.170623674
7/24/2008,0.108103152
7/25/2008,0.114598514
7/26/2008,0.112746501
7/27/2008,0.11797654
7/28/2008,0.228749371
7/29/2008,0.236522077
7/30/2008,0.198421918
7/31/2008,0.093519659
8/1/2008,0.111552106
8/2/2008,0.077892484
8/3/2008,0.188421586
8/4/2008,0.208731294
8/5/2008,0.121604488
8/6/2008,0.1353236
8/7/2008,0.119687048
8/8/2008,0.228609485
8/9/2008,0.472631887
8/10/2008,0.305084659
8/11/2008,0.225406214
8/12/2008,0.211524211
8/13/2008,0.481365398
8/14/2008,0.323026182
8/15/2008,0.141873922
8/16/2008,0.080978037
8/17/2008,0.162285236
8/18/2008,0.7651613
8/19/2008,5.543452774
8/20/2008,1.678398041
8/21/2008,1.685113692
8/22/2008,0.982459158
8/23/2008,0.306083702
8/24/2008,0.102000869
8/25/2008,0.134811501
8/26/2008,0.105158979
8/27/2008,0.085618225
8/28/2008,0.113670311
8/29/2008,0.419841187
8/30/2008,0.860424202
8/31/2008,1.121842541
9/1/2008,0.628036366
9/2/2008,0.696704878
9/3/2008,0.431448191
9/4/2008,0.902570751
9/5/2008,1.360541136
9/6/2008,0.12935314
9/7/2008,0.191049947
9/8/2008,0.977341504
9/9/2008,1.561779837
9/10/2008,1.194586402
9/11/2008,0.733990692
9/12/2008,0.47024734
9/13/2008,0.375326606
9/14/2008,0.240394767
9/15/2008,0.179937158
9/16/2008,0.156415863
9/17/2008,0.166307813
9/18/2008,0.381391496
9/19/2008,0.753522605
9/20/2008,0.263970611
9/21/2008,0.177400831
9/22/2008,0.213935772
9/23/2008,0.661151285
9/24/2008,1.259017254
9/25/2008,0.387323381
9/26/2008,0.096187309
9/27/2008,0.103397574
9/28/2008,0.158770838
9/29/2008,0.167933156
9/30/2008,0.115811759
10/1/2008,0.133485365
10/2/2008,0.107385074
10/3/2008,0.15697469
10/4/2008,0.721521839
10/5/2008,0.364854959
10/6/2008,0.312119461
10/7/2008,0.547651482
10/8/2008,0.159673434
10/9/2008,0.132470484
10/10/2008,0.103836306
10/11/2008,0.145591775
10/12/2008,0.512937957
10/13/2008,1.013169391
10/14/2008,1.043409648
10/15/2008,0.850708098
10/16/2008,0.498903254
10/17/2008,0.148932046
10/18/2008,0.125394801
10/19/2008,0.967833295
10/20/2008,0.556009343
10/21/2008,0.394865421
10/22/2008,0.609330191
10/23/2008,0.998257888
10/24/2008,0.529770533
10/25/2008,0.103836306
10/26/2008,0.624679517
10/27/2008,0.520505819
10/28/2008,1.48032417
10/29/2008,0.534909048
10/30/2008,0.485548216
10/31/2008,0.53960694
11/1/2008,0.453550092
11/2/2008,0.531402205
11/3/2008,0.359319076
11/4/2008,0.603761134
11/5/2008,0.350387424
11/6/2008,0.131157917
11/7/2008,0.0548415
11/8/2008,0.050729019
11/9/2008,0.532102438
11/10/2008,0.649203549
11/11/2008,0.564445338
11/12/2008,0.223883755
11/13/2008,0.18359756
11/14/2008,0.165383236
11/15/2008,0.246933163
11/16/2008,1.166589525
11/17/2008,0.7651613
11/18/2008,0.852896039
11/19/2008,1.193427601
11/20/2008,0.180908994
11/21/2008,0.388477932
11/22/2008,0.881978832
11/23/2008,0.529770533
11/24/2008,0.241983339
11/25/2008,0.053090959
11/26/2008,0.288883996
11/27/2008,0.07670701
11/28/2008,0.039767612
11/29/2008,0.131560969
11/30/2008,0.677563177
12/1/2008,0.170153941
12/2/2008,0.77779692
12/3/2008,0.386554844
12/4/2008,0.087039384
12/5/2008,0.053570656
12/6/2008,0.111003342
12/7/2008,0.50702331
12/8/2008,0.362265147
12/9/2008,0.205960469
12/10/2008,0.213667016
12/11/2008,0.561544175
12/12/2008,0.822582984
12/13/2008,0.786688873
12/14/2008,0.32682782
12/15/2008,0.097791804
12/16/2008,0.12112346
12/17/2008,0.07328484
12/18/2008,0.080901959
12/19/2008,0.056438367
12/20/2008,0.045800279
12/21/2008,0.091139496
12/22/2008,1.208547317
12/23/2008,0.561544175
12/24/2008,0.251350642
12/25/2008,0.126772037
12/26/2008,0.209394268
12/27/2008,0.356387604
12/28/2008,0.125689183
12/29/2008,0.059646477
12/30/2008,0.244742012
12/31/2008,0.205829074
1/1/2009,0.79324968
1/2/2009,0.299296163
1/3/2009,0.095181853
1/4/2009,0.125394801
1/5/2009,0.096692332
1/6/2009,0.212996006
1/7/2009,0.667310097
1/8/2009,0.242707489
1/9/2009,0.348040676
1/10/2009,0.175961067
1/11/2009,0.080143441
1/12/2009,0.095935372
1/13/2009,0.403086955
1/14/2009,0.517745984
1/15/2009,0.858852429
1/16/2009,1.562695379
1/17/2009,0.857910226
1/18/2009,0.21059078
1/19/2009,0.619024015
1/20/2009,1.507467567
1/21/2009,0.748898157
1/22/2009,0.128954065
1/23/2009,0.114598514
1/24/2009,0.071713659
1/25/2009,0.054658917
1/26/2009,0.110729551
1/27/2009,0.167003245
1/28/2009,0.121315737
1/29/2009,0.17333952
1/30/2009,0.556729362
1/31/2009,1.313255634
2/1/2009,0.342483142
2/2/2009,0.317203778
2/3/2009,0.983484699
2/4/2009,1.071682019
2/5/2009,1.168874887
2/6/2009,0.609076366
2/7/2009,0.229169336
2/8/2009,0.137590379
2/9/2009,0.133282025
2/10/2009,0.213935772
2/11/2009,0.187674594
2/12/2009,0.080370565
2/13/2009,0.124514077
2/14/2009,0.162513532
2/15/2009,0.173102352
2/16/2009,0.590225243
2/17/2009,0.70862778
2/18/2009,0.359319076
2/19/2009,0.882617839
2/20/2009,0.856968668
2/21/2009,0.475459526
2/22/2009,0.073572606
2/23/2009,0.73827181
2/24/2009,0.644987935
2/25/2009,0.35056834
2/26/2009,0.282647784
2/27/2009,0.187053445
2/28/2009,0.067664539
3/1/2009,1.32600949
3/2/2009,1.255027351
3/3/2009,0.739416056
3/4/2009,0.602247779
3/5/2009,0.201132081
3/6/2009,0.197779862
3/7/2009,0.162970692
3/8/2009,0.090489131
3/9/2009,0.130053258
3/10/2009,0.158996204
3/11/2009,0.138940232
3/12/2009,0.157759022
3/13/2009,0.124318853
3/14/2009,0.153418472
3/15/2009,0.25701371
3/16/2009,0.178243904
3/17/2009,0.423891807
3/18/2009,0.635043876
3/19/2009,0.189045426
3/20/2009,0.6428865
3/21/2009,0.993432855
3/22/2009,0.59221861
3/23/2009,0.560338076
3/24/2009,0.550508251
3/25/2009,0.775141594
3/26/2009,0.736272029
3/27/2009,0.826871579
3/28/2009,0.868942805
3/29/2009,0.833947344
3/30/2009,0.378351657
3/31/2009,0.217447964
4/1/2009,0.38482903
4/2/2009,0.771609946
4/3/2009,1.113320588
4/4/2009,0.276179954
4/5/2009,0.187301758
4/6/2009,1.350498428
4/7/2009,1.764562247
4/8/2009,0.381963115
4/9/2009,0.233394347
4/10/2009,0.294224997
4/11/2009,0.234103007
4/12/2009,0.349303121
4/13/2009,0.61620818
4/14/2009,1.161267954
4/15/2009,0.176920138
4/16/2009,0.464425661
4/17/2009,0.785796845
4/18/2009,0.674044639
4/19/2009,0.337863752
4/20/2009,0.284557887
4/21/2009,0.423485676
4/22/2009,0.282171469
4/23/2009,0.216634429
4/24/2009,0.238812458
4/25/2009,0.86420378
4/26/2009,0.935342723
4/27/2009,0.834564406
4/28/2009,0.68163715
4/29/2009,0.639742302
4/30/2009,0.568814376
5/1/2009,0.307084719
5/2/2009,0.193320059
5/3/2009,0.390213683
5/4/2009,0.371003944
5/5/2009,0.204779718
5/6/2009,0.247079656
5/7/2009,0.227213439
5/8/2009,0.332230455
5/9/2009,0.376270347
5/10/2009,0.315164089
5/11/2009,0.398767558
5/12/2009,0.380820399
5/13/2009,0.415814289
5/14/2009,0.463566967
5/15/2009,0.641837374
5/16/2009,0.582540086
5/17/2009,0.571494576
5/18/2009,0.627777751
5/19/2009,0.381010707
5/20/2009,0.366154071
5/21/2009,1.178044509
5/22/2009,0.456094859
5/23/2009,0.509975365
5/24/2009,0.180544192
5/25/2009,0.136351216
5/26/2009,0.12237645
5/27/2009,0.242417673
5/28/2009,0.313808715
5/29/2009,0.337156449
5/30/2009,0.555769464
5/31/2009,0.136557287
6/1/2009,0.183966006
6/2/2009,0.157086596
6/3/2009,0.239387119
6/4/2009,0.228050454
6/5/2009,0.370629499
6/6/2009,0.609076366
6/7/2009,0.393699337
6/8/2009,0.204517877
6/9/2009,0.101479944
6/10/2009,0.133078868
6/11/2009,0.130153456
6/12/2009,0.15798354
6/13/2009,0.159447502
6/14/2009,0.135528759
6/15/2009,0.16804961
6/16/2009,0.187053445
6/17/2009,0.204517877
6/18/2009,0.163657854
6/19/2009,0.138628041
6/20/2009,0.165267878
6/21/2009,0.416416813
6/22/2009,0.865465938
6/23/2009,0.631663886
6/24/2009,0.2181273
6/25/2009,0.436944907
6/26/2009,0.801448313
6/27/2009,0.491604599
6/28/2009,0.388734783
6/29/2009,0.724438211
6/30/2009,0.770141387
7/1/2009,0.726701068
7/2/2009,0.318738769
7/3/2009,0.228003904
7/4/2009,0.116061551
7/5/2009,0.163352238
7/6/2009,0.435016217
7/7/2009,0.666773144
7/8/2009,0.598558339
7/9/2009,0.189045426
7/10/2009,0.180179826
7/11/2009,0.227445759
7/12/2009,0.095935372
7/13/2009,0.160163602
7/14/2009,0.103134852
7/15/2009,0.132032111
7/16/2009,0.088714478
7/17/2009,0.259571741
7/18/2009,0.172825899
7/19/2009,0.184581056
7/20/2009,0.151548731
7/21/2009,0.186185888
7/22/2009,0.179573519
7/23/2009,0.12237645
7/24/2009,0.109457056
7/25/2009,0.265650777
7/26/2009,0.127562981
7/27/2009,0.072211465
7/28/2009,0.191930876
7/29/2009,0.18804787
7/30/2009,0.143248244
7/31/2009,0.151987456
8/1/2009,0.20048482
8/2/2009,0.1721556
8/3/2009,0.177400831
8/4/2009,0.133688886
8/5/2009,0.150455185
8/6/2009,0.149583703
8/7/2009,0.152097254
8/8/2009,0.231276071
8/9/2009,0.219353294
8/10/2009,0.207805235
8/11/2009,0.14420426
8/12/2009,0.208466456
8/13/2009,0.277592003
8/14/2009,0.272280309
8/15/2009,0.631404348
8/16/2009,0.485327514
8/17/2009,0.539371445
8/18/2009,0.495543631
8/19/2009,0.457796216
8/20/2009,0.17132971
8/21/2009,0.120643544
8/22/2009,0.271039463
8/23/2009,0.207805235
8/24/2009,0.09057028
8/25/2009,0.329086911
8/26/2009,0.293087125
8/27/2009,0.30292683
8/28/2009,0.160919437
8/29/2009,0.243142602
8/30/2009,0.095683817
8/31/2009,0.173933282
9/1/2009,0.121604488
9/2/2009,0.111277527
9/3/2009,0.124221308
9/4/2009,0.159560445
9/5/2009,0.076780796
9/6/2009,0.099840542
9/7/2009,0.124221308
9/8/2009,0.21867168
9/9/2009,0.352380614
9/10/2009,0.32613461
9/11/2009,0.100356575
9/12/2009,0.164461702
9/13/2009,0.378920499
9/14/2009,0.331880278
9/15/2009,0.143460369
9/16/2009,0.145913081
9/17/2009,0.197908174
9/18/2009,0.161487692
9/19/2009,0.242562555
9/20/2009,0.136866735
9/21/2009,0.176320357
9/22/2009,0.163543209
9/23/2009,0.369881298
9/24/2009,0.236379366
9/25/2009,0.161943147
9/26/2009,0.152426927
9/27/2009,0.472849031
9/28/2009,0.209527013
9/29/2009,0.208466456
9/30/2009,0.324578144
10/1/2009,0.122473146
10/2/2009,0.127463956
10/3/2009,0.078938346
10/4/2009,0.154746427
10/5/2009,0.122279799
10/6/2009,0.085304242
10/7/2009,0.130053258
10/8/2009,0.151439167
10/9/2009,0.229449568
10/10/2009,0.126772037
10/11/2009,0.240683132
10/12/2009,0.260327
10/13/2009,0.154192293
10/14/2009,0.074512312
10/15/2009,0.196755146
10/16/2009,0.540078121
10/17/2009,0.789070695
10/18/2009,1.524985532
10/19/2009,1.607974762
10/20/2009,0.614675614
10/21/2009,0.395449251
10/22/2009,0.313808715
10/23/2009,0.097198886
10/24/2009,0.142718737
10/25/2009,0.233252769
10/26/2009,0.134096473
10/27/2009,0.29389962
10/28/2009,0.188421586
10/29/2009,0.1357341
10/30/2009,0.251202636
10/31/2009,0.184211879
11/1/2009,0.066843548
11/2/2009,0.096861013
11/3/2009,0.490863548
11/4/2009,0.649203549
11/5/2009,1.238752122
11/6/2009,1.105575316
11/7/2009,1.006216566
11/8/2009,1.078914991
11/9/2009,1.137135334
11/10/2009,0.362080589
11/11/2009,0.557449955
11/12/2009,0.912978305
11/13/2009,0.873698023
11/14/2009,0.252982168
11/15/2009,0.212727954
11/16/2009,0.228050454
11/17/2009,0.186805327
11/18/2009,0.082662167
11/19/2009,0.169919362
11/20/2009,0.19155304
11/21/2009,0.135118624
11/22/2009,0.109366491
11/23/2009,0.075751487
11/24/2009,0.176200546
11/25/2009,0.146556942
11/26/2009,0.529770533
11/27/2009,1.211273813
11/28/2009,0.322681913
11/29/2009,0.134096473
11/30/2009,0.030582986
12/1/2009,0.067664539
12/2/2009,0.45864835
12/3/2009,0.29389962
12/4/2009,0.806473277
12/5/2009,0.677021124
12/6/2009,0.540078121
12/7/2009,0.065353237
12/8/2009,0.068284041
12/9/2009,0.220720322
12/10/2009,0.474588382
12/11/2009,0.944650195
12/12/2009,0.473935667
12/13/2009,0.087198124
12/14/2009,0.106491384
12/15/2009,0.104893666
12/16/2009,0.459501454
12/17/2009,0.77043496
12/18/2009,1.093472745
12/19/2009,1.863198244
12/20/2009,0.98485313
12/21/2009,0.627519203
12/22/2009,0.690927626
12/23/2009,0.251794976
12/24/2009,0.278378349
12/25/2009,0.266876743
12/26/2009,0.321994041
12/27/2009,0.279639288
12/28/2009,0.580320544
12/29/2009,0.767795313
12/30/2009,0.284876991
12/31/2009,0.038060446
1/1/2010,0.347680487
1/2/2010,1.033149982
1/3/2010,0.82656479
1/4/2010,0.759910155
1/5/2010,0.867677483
1/6/2010,0.780161957
1/7/2010,0.182617179
1/8/2010,0.116656064
1/9/2010,1.286765715
1/10/2010,1.666448124
1/11/2010,0.675126057
1/12/2010,0.40092371
1/13/2010,0.200355516
1/14/2010,0.14991016
1/15/2010,0.25462003
1/16/2010,0.420043154
1/17/2010,0.657952024
1/18/2010,0.184457948
1/19/2010,0.17298384
1/20/2010,0.086643265
1/21/2010,0.293737012
1/22/2010,0.413009544
1/23/2010,0.179573519
1/24/2010,0.505211892
1/25/2010,0.881020863
1/26/2010,0.541021241
1/27/2010,0.555769464
1/28/2010,0.339813468
1/29/2010,0.114412522
1/30/2010,0.434947432
1/31/2010,0.880701685
2/1/2010,0.286956424
2/2/2010,0.153418472
2/3/2010,0.706121895
2/4/2010,0.285675694
2/5/2010,0.517516405
2/6/2010,1.259816193
2/7/2010,0.624421758
2/8/2010,0.192056919
2/9/2010,0.415212297
2/10/2010,1.511947134
2/11/2010,0.426129781
2/12/2010,0.858538289
2/13/2010,1.786408434
2/14/2010,0.419639279
2/15/2010,0.159108958
2/16/2010,0.953344552
2/17/2010,0.862942771
2/18/2010,0.531868964
2/19/2010,0.220036174
2/20/2010,0.105602031
2/21/2010,0.11543766
2/22/2010,0.256563871
2/23/2010,0.102436155
2/24/2010,0.336450045
2/25/2010,1.50523094
2/26/2010,0.354380671
2/27/2010,0.319080487
2/28/2010,0.737128665
3/1/2010,0.181396076
3/2/2010,1.170018624
3/3/2010,1.779936087
3/4/2010,1.165828363
3/5/2010,0.385403779
3/6/2010,0.519815014
3/7/2010,0.276806996
3/8/2010,0.119210466
3/9/2010,0.073572606
3/10/2010,0.176560125
3/11/2010,0.679734078
3/12/2010,0.436186585
3/13/2010,1.235592069
3/14/2010,0.926751639
3/15/2010,1.155204894
3/16/2010,0.36745599
3/17/2010,0.407434762
3/18/2010,0.999984666
3/19/2010,0.325961447
3/20/2010,0.174528245
3/21/2010,0.502276827
3/22/2010,0.659550453
3/23/2010,0.495990776
3/24/2010,0.365596965
3/25/2010,0.214339285
3/26/2010,0.47676808
3/27/2010,0.500925722
3/28/2010,0.750919175
3/29/2010,1.368945999
3/30/2010,0.792950725
3/31/2010,0.271814592
4/1/2010,0.252685055
4/2/2010,0.152646943
4/3/2010,0.263361229
4/4/2010,0.31330136
4/5/2010,0.298967412
4/6/2010,0.406840204
4/7/2010,0.384446155
4/8/2010,0.42735353
4/9/2010,0.449749269
4/10/2010,0.738843795
4/11/2010,0.617999157
4/12/2010,0.723779037
4/13/2010,0.745153817
4/14/2010,1.256223483
4/15/2010,0.750919175
4/16/2010,0.636346845
4/17/2010,0.294387768
4/18/2010,0.513166286
4/19/2010,0.30292683
4/20/2010,0.363928739
4/21/2010,0.279166034
4/22/2010,0.246055298
4/23/2010,0.281378686
4/24/2010,0.728023093
4/25/2010,0.590723196
4/26/2010,0.955358027
4/27/2010,0.810406343
4/28/2010,0.283920325
4/29/2010,0.411212608
4/30/2010,0.731713751
5/1/2010,0.530702539
5/2/2010,0.665968215
5/3/2010,0.596718866
5/4/2010,0.270265665
5/5/2010,0.22749224
5/6/2010,0.113207857
5/7/2010,0.189170341
5/8/2010,0.268413975
5/9/2010,0.35056834
5/10/2010,0.766623945
5/11/2010,0.7938478
5/12/2010,0.882937451
5/13/2010,0.577123762
5/14/2010,0.71617853
5/15/2010,0.502727692
5/16/2010,0.420851616
5/17/2010,0.363003949
5/18/2010,0.158770838
5/19/2010,0.17132971
5/20/2010,0.145057191
5/21/2010,0.240683132
5/22/2010,0.468733748
5/23/2010,0.453126811
5/24/2010,0.36745599
5/25/2010,0.207277159
5/26/2010,0.253874761
5/27/2010,0.107743765
5/28/2010,0.124905062
5/29/2010,0.354380671
5/30/2010,0.415814289
5/31/2010,0.359686536
6/1/2010,0.358584841
6/2/2010,0.280429118
6/3/2010,0.287277146
6/4/2010,0.462709246
6/5/2010,0.236522077
6/6/2010,0.098046551
6/7/2010,0.155190578
6/8/2010,0.510658104
6/9/2010,0.534206543
6/10/2010,0.192814213
6/11/2010,0.219353294
6/12/2010,0.284398415
6/13/2010,0.200097059
6/14/2010,0.123054259
6/15/2010,0.111918823
6/16/2010,0.138628041
6/17/2010,0.110820771
6/18/2010,0.081588141
6/19/2010,0.137797545
6/20/2010,0.168866121
6/21/2010,0.387900395
6/22/2010,0.675126057
6/23/2010,0.688734613
6/24/2010,0.584022686
6/25/2010,0.525125609
6/26/2010,0.363373694
6/27/2010,0.271194382
6/28/2010,0.427761923
6/29/2010,0.502276827
6/30/2010,0.302761226
7/1/2010,0.21867168
7/2/2010,0.233961172
7/3/2010,0.230713148
7/4/2010,0.181883934
7/5/2010,0.338394818
7/6/2010,0.257914808
7/7/2010,0.532335975
7/8/2010,0.329609578
7/9/2010,0.079539582
7/10/2010,0.124514077
7/11/2010,0.252388153
7/12/2010,0.173814433
7/13/2010,0.141768527
7/14/2010,0.174290115
7/15/2010,0.2978185
7/16/2010,0.441997834
7/17/2010,0.498230214
7/18/2010,0.628812604
7/19/2010,0.703621518
7/20/2010,0.866729246
7/21/2010,0.717582273
7/22/2010,0.603256421
7/23/2010,1.175747874
7/24/2010,0.573693249
7/25/2010,0.384254804
7/26/2010,0.210058495
7/27/2010,0.176560125
7/28/2010,0.084834513
7/29/2010,0.113023183
7/30/2010,0.270884597
7/31/2010,0.205041757
8/1/2010,0.177882297
8/2/2010,0.128854409
8/3/2010,0.152097254
8/4/2010,0.1721556
8/5/2010,0.176200546
8/6/2010,0.167003245
8/7/2010,0.148932046
8/8/2010,0.226378264
8/9/2010,0.261386578
8/10/2010,1.064479573
8/11/2010,0.470896938
8/12/2010,0.099411691
8/13/2010,0.08546115
8/14/2010,0.166307813
8/15/2010,0.154081606
8/16/2010,0.116280376
8/17/2010,0.112562266
8/18/2010,0.125296764
8/19/2010,0.135426157
8/20/2010,0.110001363
8/21/2010,0.163772547
8/22/2010,0.216634429
8/23/2010,0.462709246
8/24/2010,0.371378619
8/25/2010,0.177040239
8/26/2010,0.208996334
8/27/2010,0.248400438
8/28/2010,0.399354897
8/29/2010,0.689556486
8/30/2010,0.871476905
8/31/2010,0.925434333
9/1/2010,1.005176231
9/2/2010,0.197908174
9/3/2010,0.1138556
9/4/2010,0.112838685
9/5/2010,0.155858211
9/6/2010,0.239099685
9/7/2010,0.247666149
9/8/2010,0.295691886
9/9/2010,0.135016204
9/10/2010,0.10542468
9/11/2010,0.10542468
9/12/2010,0.106669775
9/13/2010,0.138836123
9/14/2010,0.765746149
9/15/2010,0.65317114
9/16/2010,0.486652649
9/17/2010,0.416617773
9/18/2010,0.631923489
9/19/2010,0.615441602
9/20/2010,0.608822607
9/21/2010,0.82656479
9/22/2010,0.900951304
9/23/2010,0.641051225
9/24/2010,0.474370749
9/25/2010,0.353288879
9/26/2010,0.214878007
9/27/2010,0.219489769
9/28/2010,0.294550592
9/29/2010,1.176513106
9/30/2010,0.429807463
10/1/2010,0.169997534
10/2/2010,0.15895863
10/3/2010,0.806473277
10/4/2010,0.931040982
10/5/2010,1.136011932
10/6/2010,1.798396656
10/7/2010,1.076741891
10/8/2010,0.258215595
10/9/2010,0.103660684
10/10/2010,0.107295509
10/11/2010,0.132166904
10/12/2010,0.138524069
10/13/2010,0.116468132
10/14/2010,0.083047707
10/15/2010,0.568327902
10/16/2010,0.474588382
10/17/2010,0.412010656
10/18/2010,0.169919362
10/19/2010,0.088393992
10/20/2010,0.0770024
10/21/2010,0.215012814
10/22/2010,0.31828349
10/23/2010,0.51629304
10/24/2010,0.437773086
10/25/2010,0.448626856
10/26/2010,0.431995949
10/27/2010,0.177280585
10/28/2010,0.154487685
10/29/2010,0.491901211
10/30/2010,0.501450886
10/31/2010,0.178565697
11/1/2010,0.29189792
11/2/2010,0.228562868
11/3/2010,0.316182939
11/4/2010,0.668922566
11/5/2010,1.160888427
11/6/2010,1.073487398
11/7/2010,1.961215724
11/8/2010,0.489235651
11/9/2010,0.062626848
11/10/2010,0.094348639
11/11/2010,0.312963399
11/12/2010,0.710580612
11/13/2010,0.570031686
11/14/2010,0.215147671
11/15/2010,0.106046166
11/16/2010,0.231698802
11/17/2010,0.089760684
11/18/2010,0.266263336
11/19/2010,0.564445338
11/20/2010,0.284717412
11/21/2010,0.359870351
11/22/2010,0.241116068
11/23/2010,0.248253476
11/24/2010,0.290496252
11/25/2010,0.179210316
11/26/2010,0.374761052
11/27/2010,0.279797147
11/28/2010,0.410614691
11/29/2010,0.208069573
11/30/2010,0.251054682
12/1/2010,0.92576355
12/2/2010,1.316539504
12/3/2010,0.810406343
12/4/2010,0.257614231
12/5/2010,0.604013588
12/6/2010,1.399048032
12/7/2010,1.016191609
12/8/2010,0.29341196
12/9/2010,0.736557506
12/10/2010,0.376270347
