date,ShearStress
5/25/2008,17.44579341
5/26/2008,17.50458888
5/27/2008,16.27952885
5/28/2008,15.918695
5/29/2008,14.93594238
5/30/2008,16.53296377
5/31/2008,14.85570857
6/1/2008,13.38836015
6/2/2008,12.96508959
6/3/2008,11.2370212
6/4/2008,13.87142804
6/5/2008,16.11626105
6/6/2008,16.40667405
6/7/2008,15.94866404
6/8/2008,15.23502441
6/9/2008,11.38883657
6/10/2008,11.39543285
6/11/2008,12.15614319
6/12/2008,13.82542012
6/13/2008,14.48692263
6/14/2008,14.34098912
6/15/2008,11.83151566
6/16/2008,12.5959277
6/17/2008,14.45105231
6/18/2008,15.69344175
6/19/2008,14.92776228
6/20/2008,12.71206184
6/21/2008,12.37831291
6/22/2008,12.16273218
6/23/2008,12.2012212
6/24/2008,12.08355021
6/25/2008,15.7741927
6/26/2008,15.29530641
6/27/2008,12.12391737
6/28/2008,12.92931634
6/29/2008,12.27691739
6/30/2008,11.54650412
7/1/2008,14.12300471
7/2/2008,11.07925822
7/3/2008,9.891334142
7/4/2008,11.33142832
7/5/2008,12.57883593
7/6/2008,13.75352765
7/7/2008,14.05880053
7/8/2008,14.90994468
7/9/2008,14.91179356
7/10/2008,13.23488678
7/11/2008,10.73305373
7/12/2008,13.04994873
7/13/2008,15.42742879
7/14/2008,16.25253627
7/15/2008,15.11425343
7/16/2008,17.09803555
7/17/2008,13.09042916
7/18/2008,8.511981555
7/19/2008,8.778053169
7/20/2008,11.81676109
7/21/2008,12.38707563
7/22/2008,14.11672393
7/23/2008,12.20898081
7/24/2008,10.03898252
7/25/2008,10.30056493
7/26/2008,10.20524702
7/27/2008,10.41549608
7/28/2008,13.3281421
7/29/2008,13.45089774
7/30/2008,12.75593311
7/31/2008,9.194940694
8/1/2008,10.09635419
8/2/2008,8.238624622
8/3/2008,12.51260408
8/4/2008,12.91541049
8/5/2008,10.45984384
8/6/2008,10.95801066
8/7/2008,10.34027367
8/8/2008,13.24340223
8/9/2008,15.64436532
8/10/2008,14.28241746
8/11/2008,13.15072741
8/12/2008,12.88523138
8/13/2008,15.67284943
8/14/2008,14.4640079
8/15/2008,11.10596433
8/16/2008,8.259086706
8/17/2008,11.73812104
8/18/2008,16.84733309
8/19/2008,20.79400987
8/20/2008,18.42600061
8/21/2008,18.39344082
8/22/2008,17.23044379
8/23/2008,13.87748566
8/24/2008,8.63327158
8/25/2008,10.02107555
8/26/2008,8.650795668
8/27/2008,7.504898328
8/28/2008,8.956489702
8/29/2008,14.75876186
8/30/2008,16.72734272
8/31/2008,17.30061518
9/1/2008,15.90046055
9/2/2008,16.16299134
9/3/2008,14.75252048
9/4/2008,16.77973945
9/5/2008,17.64060113
9/6/2008,9.321158177
9/7/2008,11.31767952
9/8/2008,16.9180868
9/9/2008,17.89273212
9/10/2008,17.35164693
9/11/2008,16.23151398
9/12/2008,14.96264571
9/13/2008,14.19425845
9/14/2008,12.38552826
9/15/2008,11.00370965
9/16/2008,10.28892072
9/17/2008,10.60397194
9/18/2008,14.24944824
9/19/2008,16.2995878
9/20/2008,12.8128064
9/21/2008,10.9580465
9/22/2008,11.8730156
9/23/2008,15.97008698
9/24/2008,17.47355698
9/25/2008,14.3338307
9/26/2008,7.774795138
9/27/2008,8.16604255
9/28/2008,10.43388479
9/29/2008,10.72394313
9/30/2008,8.756284354
10/1/2008,9.502673492
10/2/2008,8.347695109
10/3/2008,10.35580561
10/4/2008,16.20917664
10/5/2008,14.12713737
10/6/2008,13.53457171
10/7/2008,15.45820234
10/8/2008,10.45607092
10/9/2008,9.483894902
10/10/2008,8.186505944
10/11/2008,9.966272584
10/12/2008,15.25592833
10/13/2008,17.01386373
10/14/2008,17.07948646
10/15/2008,16.61545607
10/16/2008,15.17767443
10/17/2008,10.0967403
10/18/2008,9.193676114
10/19/2008,16.92132789
10/20/2008,15.51054955
10/21/2008,14.42579046
10/22/2008,15.77477481
10/23/2008,16.99658706
10/24/2008,15.37352619
10/25/2008,8.20910809
10/26/2008,15.83823271
10/27/2008,15.31947903
10/28/2008,17.82617768
10/29/2008,15.41577574
10/30/2008,15.12581413
10/31/2008,15.4468053
11/1/2008,14.91538795
11/2/2008,15.40498553
11/3/2008,14.11894927
11/4/2008,15.77309472
11/5/2008,14.03168375
11/6/2008,9.513620244
11/7/2008,5.093352883
11/8/2008,4.751674794
11/9/2008,15.42248775
11/10/2008,15.98524119
11/11/2008,15.60150578
11/12/2008,12.20445212
11/13/2008,11.26440804
11/14/2008,10.74558167
11/15/2008,12.64781997
11/16/2008,17.37746891
11/17/2008,16.42418995
11/18/2008,16.69021257
11/19/2008,17.4417242
11/20/2008,11.25201659
11/21/2008,14.46412867
11/22/2008,16.78450335
11/23/2008,15.46014117
11/24/2008,12.62644621
11/25/2008,5.051674215
11/26/2008,13.37948995
11/27/2008,6.83338892
11/28/2008,3.862583747
11/29/2008,9.676789794
11/30/2008,16.14851985
12/1/2008,10.98599089
12/2/2008,16.49735005
12/3/2008,14.47820401
12/4/2008,7.505101515
12/5/2008,5.129553393
12/6/2008,8.798631733
12/7/2008,15.35943616
12/8/2008,14.26968595
12/9/2008,11.95098965
12/10/2008,12.12233512
12/11/2008,15.6574845
12/12/2008,16.64474877
12/13/2008,16.54203428
12/14/2008,13.89033673
12/15/2008,8.140289704
12/16/2008,9.278465237
12/17/2008,6.650605561
12/18/2008,7.15596692
12/19/2008,5.390289785
12/20/2008,4.472311378
12/21/2008,7.784766339
12/22/2008,17.51413811
12/23/2008,15.67334167
12/24/2008,12.86497547
12/25/2008,9.549773628
12/26/2008,12.05389765
12/27/2008,14.23201328
12/28/2008,9.512843608
12/29/2008,5.682819059
12/30/2008,12.76339361
12/31/2008,11.99406385
1/1/2009,16.58652343
1/2/2009,13.6033667
1/3/2009,8.078411695
1/4/2009,9.54175844
1/5/2009,8.169356732
1/6/2009,12.17406861
1/7/2009,16.16521895
1/8/2009,12.7636607
1/9/2009,14.18997461
1/10/2009,11.29844989
1/11/2009,7.222712944
1/12/2009,8.168845884
1/13/2009,14.71052258
1/14/2009,15.4931286
1/15/2009,16.81142913
1/16/2009,18.09154292
1/17/2009,16.81964299
1/18/2009,12.20414801
1/19/2009,16.00810732
1/20/2009,18.03034969
1/21/2009,16.50937383
1/22/2009,9.834512011
1/23/2009,9.221747672
1/24/2009,6.77233841
1/25/2009,5.455098285
1/26/2009,9.048968909
1/27/2009,11.16217503
1/28/2009,9.535669592
1/29/2009,11.35050554
1/30/2009,15.75543037
1/31/2009,17.78351144
2/1/2009,14.23789103
2/2/2009,13.95646723
2/3/2009,17.16985086
2/4/2009,17.36422344
2/5/2009,17.55757526
2/6/2009,16.02959871
2/7/2009,12.69626936
2/8/2009,10.27416264
2/9/2009,10.11218166
2/10/2009,12.40150082
2/11/2009,11.80792974
2/12/2009,7.470037147
2/13/2009,9.77810624
2/14/2009,11.13170226
2/15/2009,11.44021781
2/16/2009,15.96107647
2/17/2009,16.43840604
2/18/2009,14.46599386
2/19/2009,16.96617335
2/20/2009,16.90541126
2/21/2009,15.37587077
2/22/2009,7.101601914
2/23/2009,16.56159695
2/24/2009,16.22705973
2/25/2009,14.4181993
2/26/2009,13.64207079
2/27/2009,11.90281221
2/28/2009,6.727878124
3/1/2009,17.88236637
3/2/2009,17.77639348
3/3/2009,16.59687422
3/4/2009,16.08305082
3/5/2009,12.29043214
3/6/2009,12.22186812
3/7/2009,11.328877
3/8/2009,8.319522312
3/9/2009,10.21978754
3/10/2009,11.22623596
3/11/2009,10.5679217
3/12/2009,11.20299057
3/13/2009,10.01928042
3/14/2009,11.08142812
3/15/2009,13.37048169
3/16/2009,11.80269109
3/17/2009,15.12451364
3/18/2009,16.25449946
3/19/2009,12.07927598
3/20/2009,16.28777066
3/21/2009,17.31735887
3/22/2009,16.07952747
3/23/2009,15.93137218
3/24/2009,15.88735368
3/25/2009,16.75655103
3/26/2009,16.63750044
3/27/2009,16.91500928
3/28/2009,17.03021332
3/29/2009,16.94015108
3/30/2009,14.8030401
3/31/2009,12.75063807
4/1/2009,14.85670803
4/2/2009,16.76203999
4/3/2009,17.59063111
4/4/2009,13.7217379
4/5/2009,12.12671494
4/6/2009,18.00974477
4/7/2009,18.56547984
4/8/2009,14.87994668
4/9/2009,13.11750691
4/10/2009,14.00783108
4/11/2009,13.14728772
4/12/2009,14.61057515
4/13/2009,16.25696539
4/14/2009,17.73711054
4/15/2009,11.99400916
4/16/2009,15.51190689
4/17/2009,16.87486963
4/18/2009,16.51047554
4/19/2009,14.54951911
4/20/2009,13.96314851
4/21/2009,15.27099165
4/22/2009,13.94642247
4/23/2009,12.93633411
4/24/2009,13.33479865
4/25/2009,17.12581962
4/26/2009,17.30906849
4/27/2009,17.05599127
4/28/2009,16.58192389
4/29/2009,16.43165373
4/30/2009,16.13886272
5/1/2009,14.32125122
5/2/2009,12.57332018
5/3/2009,15.10177061
5/4/2009,14.95444689
5/5/2009,12.84468068
5/6/2009,13.58935889
5/7/2009,13.28045885
5/8/2009,14.63510296
5/9/2009,15.03312545
5/10/2009,14.48025268
5/11/2009,15.21999689
5/12/2009,15.08731123
5/13/2009,15.35153219
5/14/2009,15.66097361
5/15/2009,16.50712959
5/16/2009,16.26737019
5/17/2009,16.22274123
5/18/2009,16.46386236
5/19/2009,15.09855987
5/20/2009,14.96620353
5/21/2009,17.87956612
5/22/2009,15.59685913
5/23/2009,15.89755033
5/24/2009,12.36343948
5/25/2009,11.08323608
5/26/2009,10.52696255
5/27/2009,13.50533012
5/28/2009,14.4047008
5/29/2009,14.62269276
5/30/2009,16.06998791
5/31/2009,10.92176258
6/1/2009,12.28793911
6/2/2009,11.56822662
6/3/2009,13.35860697
6/4/2009,13.15942074
6/5/2009,14.85945137
6/6/2009,16.25544385
6/7/2009,15.02186291
6/8/2009,12.63332877
6/9/2009,9.25544557
6/10/2009,10.62161158
6/11/2009,10.50178768
6/12/2009,11.43704075
6/13/2009,11.4772309
6/14/2009,10.68866612
6/15/2009,11.71841687
6/16/2009,12.19552486
6/17/2009,12.58306012
6/18/2009,11.5746477
6/19/2009,10.76182234
6/20/2009,11.60482248
6/21/2009,15.14910035
6/22/2009,17.06342279
6/23/2009,16.28898131
6/24/2009,12.77146026
6/25/2009,15.25173924
6/26/2009,16.84927554
6/27/2009,15.59039978
6/28/2009,14.8830752
6/29/2009,16.59718048
6/30/2009,16.73334131
7/1/2009,16.58196171
7/2/2009,14.13873809
7/3/2009,12.7989682
7/4/2009,9.531382359
7/5/2009,11.24316669
7/6/2009,15.11136908
7/7/2009,16.29893956
7/8/2009,16.01360432
7/9/2009,11.88526571
7/10/2009,11.64718047
7/11/2009,12.68921286
7/12/2009,8.393121518
7/13/2009,11.02824161
7/14/2009,8.741980492
7/15/2009,10.02521221
7/16/2009,7.926303219
7/17/2009,13.18398342
7/18/2009,11.36257385
7/19/2009,11.67213546
7/20/2009,10.7014961
7/21/2009,11.6971945
7/22/2009,11.52235058
7/23/2009,9.584842891
7/24/2009,8.996489391
7/25/2009,13.25078075
7/26/2009,9.796850498
7/27/2009,6.805954073
7/28/2009,11.81230989
7/29/2009,11.70903824
7/30/2009,10.35747951
7/31/2009,10.64909269
8/1/2009,11.98725038
8/2/2009,11.25937914
8/3/2009,11.40254296
8/4/2009,9.974962646
8/5/2009,10.576658
8/6/2009,10.541222
8/7/2009,10.61181338
8/8/2009,12.58589701
8/9/2009,12.34449581
8/10/2009,12.08920896
8/11/2009,10.2908604
8/12/2009,12.08660576
8/13/2009,13.31816413
8/14/2009,13.23690278
8/15/2009,16.01335805
8/16/2009,15.26259699
8/17/2009,15.57374636
8/18/2009,15.32531669
8/19/2009,15.08313172
8/20/2009,11.12402716
8/21/2009,9.321603348
8/22/2009,13.18976238
8/23/2009,12.03191503
8/24/2009,7.785952176
8/25/2009,13.94576259
8/26/2009,13.49929992
8/27/2009,13.62863053
8/28/2009,10.78643795
8/29/2009,12.71990725
8/30/2009,8.048764445
8/31/2009,11.13726702
9/1/2009,9.293937121
9/2/2009,8.817953941
9/3/2009,9.390036286
9/4/2009,10.67893661
9/5/2009,6.838945498
9/6/2009,8.200922884
9/7/2009,9.356011783
9/8/2009,12.17666512
9/9/2009,14.13134266
9/10/2009,13.84235188
9/11/2009,8.201424006
9/12/2009,10.77208579
9/13/2009,14.36184227
9/14/2009,13.87668664
9/15/2009,10.05033005
9/16/2009,10.13772019
9/17/2009,11.66154974
9/18/2009,10.65763021
9/19/2009,12.59261548
9/20/2009,9.798050552
9/21/2009,11.09046095
9/22/2009,10.71162224
9/23/2009,14.26305815
9/24/2009,12.46937146
9/25/2009,10.65736482
9/26/2009,10.34779344
9/27/2009,15.08258047
9/28/2009,11.91834746
9/29/2009,11.89801699
9/30/2009,13.78705725
10/1/2009,9.218035337
10/2/2009,9.43411633
10/3/2009,6.91690665
10/4/2009,10.45171262
10/5/2009,9.225876034
10/6/2009,7.321549008
10/7/2009,9.542257431
10/8/2009,10.33951177
10/9/2009,12.35837442
10/10/2009,9.420152554
10/11/2009,12.5779611
10/12/2009,12.92116186
10/13/2009,10.45587579
10/14/2009,6.655261091
10/15/2009,11.6723751
10/16/2009,15.51595461
10/17/2009,16.52647595
10/18/2009,17.96259571
10/19/2009,18.07335438
10/20/2009,15.90421596
10/21/2009,14.56773681
10/22/2009,13.73572517
10/23/2009,8.110212357
10/24/2009,10.14021464
10/25/2009,12.52088627
10/26/2009,9.82064067
10/27/2009,13.49009712
10/28/2009,11.54323032
10/29/2009,9.896837755
10/30/2009,12.85525119
10/31/2009,11.44770459
11/1/2009,6.224110417
11/2/2009,8.135024269
11/3/2009,15.29140506
11/4/2009,16.08145248
11/5/2009,17.5831997
11/6/2009,17.34727256
11/7/2009,17.14528266
11/8/2009,17.29902496
11/9/2009,17.41362525
11/10/2009,14.33078857
11/11/2009,15.69000313
11/12/2009,16.94061828
11/13/2009,16.84339227
11/14/2009,12.97240353
11/15/2009,12.22208746
11/16/2009,12.5378822
11/17/2009,11.63048443
11/18/2009,7.432274753
11/19/2009,11.18474286
11/20/2009,11.76540316
11/21/2009,10.03629202
11/22/2009,8.928359834
11/23/2009,7.006695614
11/24/2009,11.38029646
11/25/2009,10.45925217
11/26/2009,15.58234023
11/27/2009,17.58763392
11/28/2009,13.97822455
11/29/2009,10.02169113
11/30/2009,3.088883176
12/1/2009,6.458388588
12/2/2009,15.16340367
12/3/2009,13.6270287
12/4/2009,16.68693438
12/5/2009,16.24492499
12/6/2009,15.6331344
12/7/2009,6.250242674
12/8/2009,6.465245124
12/9/2009,12.40720312
12/10/2009,15.2497588
12/11/2009,17.03857359
12/12/2009,15.2476361
12/13/2009,7.722456585
12/14/2009,8.779405129
12/15/2009,8.698589656
12/16/2009,15.15488438
12/17/2009,16.56185729
12/18/2009,17.35262607
12/19/2009,18.43105717
12/20/2009,17.13034348
12/21/2009,16.04398023
12/22/2009,16.29468542
12/23/2009,12.98338896
12/24/2009,13.39074176
12/25/2009,13.22161289
12/26/2009,13.9546499
12/27/2009,13.41402293
12/28/2009,15.83856498
12/29/2009,16.56345636
12/30/2009,13.49742869
12/31/2009,3.878776159
1/1/2010,14.24241652
1/2/2010,17.24704344
1/3/2010,16.74328352
1/4/2010,16.54499383
1/5/2010,16.86252882
1/6/2010,16.61522082
1/7/2010,11.58838292
1/8/2010,9.32196912
1/9/2010,17.72927253
1/10/2010,18.2508989
1/11/2010,16.26552067
1/12/2010,14.75952385
1/13/2010,12.03569429
1/14/2010,10.63275438
1/15/2010,13.08074412
1/16/2010,14.90750304
1/17/2010,16.19312169
1/18/2010,11.63970086
1/19/2010,11.33427321
1/20/2010,7.75655657
1/21/2010,13.64246273
1/22/2010,14.84766656
1/23/2010,11.50690334
1/24/2010,15.46318959
1/25/2010,16.89854329
1/26/2010,15.66023247
1/27/2010,15.73665827
1/28/2010,14.18120467
1/29/2010,9.213891517
1/30/2010,15.0088719
1/31/2010,16.90144016
2/1/2010,13.54714225
2/2/2010,10.72206775
2/3/2010,16.3667976
2/4/2010,13.5239965
2/5/2010,15.5266039
2/6/2010,17.6734947
2/7/2010,16.04744949
2/8/2010,11.81120011
2/9/2010,14.85233033
2/10/2010,18.04727851
2/11/2010,14.94436035
2/12/2010,16.83610755
2/13/2010,18.37566594
2/14/2010,14.89054455
2/15/2010,10.89841309
2/16/2010,17.0765912
2/17/2010,16.84985641
2/18/2010,15.6099239
2/19/2010,12.43500084
2/20/2010,8.776540114
2/21/2010,9.24385553
2/22/2010,13.08333791
2/23/2010,8.608138696
2/24/2010,14.13112092
2/25/2010,18.03385667
2/26/2010,14.31601896
2/27/2010,13.93407182
2/28/2010,16.46658745
3/1/2010,11.52322273
3/2/2010,17.50916414
3/3/2010,18.3564217
3/4/2010,17.50527227
3/5/2010,14.6017465
3/6/2010,15.53487834
3/7/2010,13.38932501
3/8/2010,9.408336391
3/9/2010,6.878236944
3/10/2010,11.40383886
3/11/2010,16.25943732
3/12/2010,14.9571566
3/13/2010,17.57367279
3/14/2010,16.94334108
3/15/2010,17.42302207
3/16/2010,14.33709332
3/17/2010,14.68543946
3/18/2010,17.10260079
3/19/2010,13.88914481
3/20/2010,11.16030721
3/21/2010,15.33168926
3/22/2010,16.08564715
3/23/2010,15.28130712
3/24/2010,14.28090174
3/25/2010,12.10122611
3/26/2010,15.15376559
3/27/2010,15.3026624
3/28/2010,16.40327244
3/29/2010,17.71044572
3/30/2010,16.49912672
3/31/2010,13.05260406
4/1/2010,12.7335593
4/2/2010,10.31279921
4/3/2010,12.89870008
4/4/2010,13.60552497
4/5/2010,13.41678643
4/6/2010,14.55537208
4/7/2010,14.35890253
4/8/2010,14.72055559
4/9/2010,14.88752887
4/10/2010,16.30415179
4/11/2010,15.83663311
4/12/2010,16.25180946
4/13/2010,16.32463549
4/14/2010,17.50867751
4/15/2010,16.3493623
4/16/2010,15.92162039
4/17/2010,13.36315157
4/18/2010,15.30587411
4/19/2010,13.46425637
4/20/2010,14.15695464
4/21/2010,13.12364188
4/22/2010,12.57987742
4/23/2010,13.15201847
4/24/2010,16.25793145
4/25/2010,15.7022219
4/26/2010,16.87570699
4/27/2010,16.47984719
4/28/2010,13.11617344
4/29/2010,14.52099181
4/30/2010,16.22215202
5/1/2010,15.33517596
5/2/2010,15.97369952
5/3/2010,15.67326524
5/4/2010,12.90437353
5/5/2010,12.14570695
5/6/2010,8.606792331
5/7/2010,11.27209414
5/8/2010,12.89147173
5/9/2010,13.96807375
5/10/2010,16.36134222
5/11/2010,16.45473758
5/12/2010,16.7171138
5/13/2010,15.6336585
5/14/2010,16.22348646
5/15/2010,15.24781685
5/16/2010,14.68913375
5/17/2010,14.17512164
5/18/2010,10.52556473
5/19/2010,10.91651671
5/20/2010,10.07000302
5/21/2010,12.53399871
5/22/2010,15.05271375
5/23/2010,14.9533121
5/24/2010,14.25228375
5/25/2010,11.89580021
5/26/2010,12.81559675
5/27/2010,8.578342758
5/28/2010,9.368754627
5/29/2010,14.14349649
5/30/2010,14.69897459
5/31/2010,14.19176314
6/1/2010,14.14949973
6/2/2010,13.19290542
6/3/2010,13.29211946
6/4/2010,15.00871825
6/5/2010,12.46350079
6/6/2010,8.00871175
6/7/2010,10.42407537
6/8/2010,15.30839817
6/9/2010,15.44831825
6/10/2010,11.52238343
6/11/2010,12.13855755
6/12/2010,13.27509448
6/13/2010,11.73079736
6/14/2010,9.275558929
6/15/2010,8.783111514
6/16/2010,9.925947179
6/17/2010,8.758173537
6/18/2010,7.157337704
6/19/2010,9.921903879
6/20/2010,10.96691303
6/21/2010,14.49488337
6/22/2010,16.15238556
6/23/2010,16.21114384
6/24/2010,15.78017697
6/25/2010,15.48530942
6/26/2010,14.31157787
6/27/2010,13.20046338
6/28/2010,14.87313785
6/29/2010,15.37862332
6/30/2010,13.66499342
7/1/2010,12.29598851
7/2/2010,12.58367821
7/3/2010,12.49896257
7/4/2010,11.3843035
7/5/2010,14.02267391
7/6/2010,12.9222775
7/7/2010,15.48181494
7/8/2010,13.88757715
7/9/2010,6.997689397
7/10/2010,9.352180055
7/11/2010,12.80066576
7/12/2010,11.06878442
7/13/2010,10.03006886
7/14/2010,11.08604469
7/15/2010,13.49252832
7/16/2010,14.91024887
7/17/2010,15.29082136
7/18/2010,15.96001738
7/19/2010,16.25968766
7/20/2010,16.77499605
7/21/2010,16.32690533
7/22/2010,15.88292362
7/23/2010,17.46758735
7/24/2010,15.74496699
7/25/2010,14.51009807
7/26/2010,12.09924382
7/27/2010,11.28586757
7/28/2010,7.48837892
7/29/2010,9.013395251
7/30/2010,13.23409922
7/31/2010,12.03112048
8/1/2010,11.36548308
8/2/2010,9.743120826
8/3/2010,10.60127154
8/4/2010,11.21791162
8/5/2010,11.33923904
8/6/2010,11.08058495
8/7/2010,10.50044901
8/8/2010,12.48747259
8/9/2010,13.08793059
8/10/2010,17.27254404
8/11/2010,15.19163447
8/12/2010,8.329539522
8/13/2010,7.536555277
8/14/2010,11.00589212
8/15/2010,10.62623606
8/16/2010,9.158901883
8/17/2010,8.967912441
8/18/2010,9.534198726
8/19/2010,9.939727206
8/20/2010,8.848685879
8/21/2010,10.90394119
8/22/2010,12.23413594
8/23/2010,15.11073107
8/24/2010,14.38156127
8/25/2010,11.25831443
8/26/2010,12.04455738
8/27/2010,12.81093783
8/28/2010,14.62259557
8/29/2010,16.22377893
8/30/2010,16.79477844
8/31/2010,16.9331278
9/1/2010,17.12203075
9/2/2010,11.79867973
9/3/2010,8.991505841
9/4/2010,8.943928113
9/5/2010,10.62377876
9/6/2010,12.64234557
9/7/2010,12.78057208
9/8/2010,13.49590221
9/9/2010,9.828120431
9/10/2010,8.516492659
9/11/2010,8.515109107
9/12/2010,8.579527844
9/13/2010,9.971714392
9/14/2010,16.46561242
9/15/2010,16.06664565
9/16/2010,15.23702094
9/17/2010,14.74798647
9/18/2010,15.98798099
9/19/2010,15.92096912
9/20/2010,15.89383209
9/21/2010,16.67080667
9/22/2010,16.874848
9/23/2010,16.0398396
9/24/2010,15.18338634
9/25/2010,14.20574776
9/26/2010,12.18592159
9/27/2010,12.28219139
9/28/2010,13.51707791
9/29/2010,17.45230833
9/30/2010,14.86063668
10/1/2010,11.04529022
10/2/2010,10.71117144
10/3/2010,16.61296837
10/4/2010,16.95274653
10/5/2010,17.39358992
10/6/2010,18.32171732
10/7/2010,17.28913135
10/8/2010,13.0154489
10/9/2010,8.540073923
10/10/2010,8.727819059
10/11/2010,9.833842164
10/12/2010,10.08489515
10/13/2010,9.185628613
10/14/2010,7.405667091
10/15/2010,15.75250672
10/16/2010,15.23231811
10/17/2010,14.78859607
10/18/2010,11.15947238
10/19/2010,7.767491006
10/20/2010,7.058985005
10/21/2010,12.28385215
10/22/2010,13.90147367
10/23/2010,15.49995096
10/24/2010,15.00318638
10/25/2010,15.08176307
10/26/2010,14.96652157
10/27/2010,11.41044029
10/28/2010,10.73984067
10/29/2010,15.37902398
10/30/2010,15.4400065
10/31/2010,11.48116385
11/1/2010,13.62144276
11/2/2010,12.61828171
11/3/2010,13.92479123
11/4/2010,16.23477869
11/5/2010,17.51542844
11/6/2010,17.35325131
11/7/2010,18.57540418
11/8/2010,15.39678729
11/9/2010,6.154303598
11/10/2010,8.258037142
11/11/2010,13.92202405
11/12/2010,16.4152896
11/13/2010,15.84357625
11/14/2010,12.41135191
11/15/2010,8.90449371
11/16/2010,12.73961224
11/17/2010,8.033416507
11/18/2010,13.32495315
11/19/2010,15.83149239
11/20/2010,13.59965327
11/21/2010,14.45811335
11/22/2010,12.93896255
11/23/2010,13.06482561
11/24/2010,13.69261879
11/25/2010,11.62663984
11/26/2010,14.60755787
11/27/2010,13.55889955
11/28/2010,14.9171668
11/29/2010,12.33303862
11/30/2010,13.13636995
12/1/2010,17.0855546
12/2/2010,17.85036601
12/3/2010,16.7906602
12/4/2010,13.27942977
12/5/2010,16.06448946
12/6/2010,17.99174509
12/7/2010,17.32251548
12/8/2010,13.81881361
12/9/2010,16.58720205
12/10/2010,14.69473862
12/11/2010,10.48997032
