date,Net_Inflow,LOSA_dmd_SFWMM,C44RO,C43RO,Cutback,Stage,Storage,S77_Q,S308_Q,S77EW,TotRegEW,TotRegSo
5/18/2008,717.2534354,11676.12,61.00000003,0,7588.441429,9.306634526,1824056.703,0,0,0,0,0
5/19/2008,718.2848553,7572.47,0,0,3484.791429,9.272638566,1813517.956,0,0,0,0,0
5/20/2008,617.1660254,8077.28,0,0,4116.808571,9.243727478,1804555.518,0,0,0,0,0
5/21/2008,722.6683905,8736.01,15,0,4775.538571,9.195640368,1789648.514,0,0,0,0,0
5/22/2008,348.0249102,515.46,0,0,0,9.218709705,1796800.008,0,0,0,0,0
5/23/2008,101.7337151,725.47,102.0000001,0,0,9.231082407,1800635.546,0,0,0,0,0
5/24/2008,386.6238203,1056.59,161.0000001,0,0,9.223235278,1798202.936,0,0,0,0,0
5/25/2008,338.6231202,5747.07,149.0000001,0,1786.598571,9.246459581,1805402.47,0,0,0,0,0
5/26/2008,422.2474803,6354.57,108.0000001,0,2394.098571,9.206579654,1793039.693,0,0,0,0,0
5/27/2008,-43.39898007,5865.19,177.0000001,0,2302.918571,9.161971454,1779211.151,0,0,0,0,0
5/28/2008,127.9952551,5186.7,114.0000001,0,1624.428571,9.123446426,1767268.392,0,0,0,0,0
5/29/2008,-40.30472003,7316.23,0,0,3753.958571,9.0767622,1752796.282,0,0,0,0,0
5/30/2008,-175.7381001,7144.09,33.00000002,0,3581.818571,9.04690529,1743540.64,0,0,0,0,0
5/31/2008,104.5304501,5965.52,5.799999992,0,2403.248571,9.005538357,1730716.891,0,0,0,0,0
6/1/2008,407.3117253,8904.39,0,0,5342.118571,8.969743771,1720346.719,0,0,0,0,0
6/2/2008,392.3561352,3109,38.00000002,0,0,8.926577594,1708001.192,0,0,0,0,0
6/3/2008,-27.51114501,5192.72,63.00000002,0,1757.105714,8.909795297,1703201.455,0,0,0,0,0
6/4/2008,-77.35650005,8541.34,80.00000006,0,5105.725714,8.890741141,1697751.966,0,0,0,0,0
6/5/2008,66.18939501,9488.3,53.00000002,0,6052.685714,8.865190419,1690444.46,0,0,0,0,0
6/6/2008,349.3340202,10406.6,39.00000003,0,6970.985714,8.818502329,1677091.666,0,0,0,0,0
6/7/2008,12.29769997,11274.76,87.00000005,0,7839.145714,8.756459101,1659347.303,0,0,0,0,0
6/8/2008,110.08425,9774.86,49.00000004,0,6339.245714,8.697031575,1642351.03,0,0,0,0,0
6/9/2008,-8.330699982,213.7,0,14,0,8.648723836,1628535.017,0,0,0,0,0
6/10/2008,-80.03422507,458.54,51.00000003,47,0,8.627902043,1622579.984,0,0,0,0,0
6/11/2008,588.7424704,3583.08,29.00000003,493,318.4371429,8.60023964,1614668.537,0,0,0,0,0
6/12/2008,135.3540401,1465.79,16.00000002,0,0,8.58021709,1608942.088,0,0,0,0,0
6/13/2008,-21.67965502,3720.39,53.00000002,0,1346.104286,8.561305103,1603533.259,0,0,0,0,0
6/14/2008,409.9101102,3468.96,103.0000001,0,1094.674286,8.533492928,1595578.977,0,0,0,0,0
6/15/2008,580.6101204,754.76,74.00000004,0,0,8.515679092,1590484.22,0,0,0,0,0
6/16/2008,203.0707302,41.84,64.00000004,186,0,8.520220785,1591783.144,0,0,0,0,0
6/17/2008,873.6325756,850.68,77.00000005,479,0,8.496554093,1585007.579,0,0,0,0,0
6/18/2008,108.6958001,3.32,70.00000006,69,0,8.513969938,1589995.402,0,0,0,0,0
6/19/2008,936.5491954,79.1,117.0000001,78,0,8.513820989,1589952.803,0,0,0,0,0
6/20/2008,818.2532552,1043.94,153.0000001,40,0,8.518890745,1591402.753,0,0,0,0,0
6/21/2008,1119.32872,0,199.0000001,594,0,8.526595464,1593606.303,0,0,0,0,0
6/22/2008,641.9201053,0,76.00000004,402,0,8.537556696,1596741.215,0,0,0,0,0
6/23/2008,2003.434176,0,106.0000001,959,0,8.570730966,1606229.056,0,0,0,0,0
6/24/2008,1472.570236,726.76,266.0000002,1599,0,8.621342215,1620703.874,0,0,0,0,0
6/25/2008,1618.238476,554.31,171.0000001,1565,0,8.626965222,1622312.054,0,0,0,0,0
6/26/2008,2529.557551,0,124.0000001,1394,0,8.743374722,1655605.17,0,0,0,0,0
6/27/2008,3214.321256,72.55,23.00000001,2048,0,8.825141906,1678990.585,0,0,0,0,0
6/28/2008,3429.471501,469.27,14.00000003,2349,0,8.841570981,1683689.301,0,0,0,0,0
6/29/2008,2794.354801,1360.57,197.0000001,1982,0,8.862565453,1689693.719,0,0,0,0,0
6/30/2008,3781.364236,0,320.0000002,1684,0,8.906204951,1702174.616,0,0,0,0,0
7/1/2008,3546.874867,0,171.0000001,1447,0,8.99923921,1728782.414,0,0,0,0,0
7/2/2008,4929.810736,0,345.0000002,1695,0,9.113708152,1764249.527,0,0,0,0,0
7/3/2008,7214.148183,0,414.0000004,1591,0,9.14768823,1774783.351,0,0,0,0,0
7/4/2008,7218.055678,0,177.0000001,1200,0,9.189372035,1787705.331,0,0,0,0,0
7/5/2008,5844.243908,0.28,425.0000003,1205,0,9.216459412,1796102.418,0,0,0,0,0
7/6/2008,5079.207957,0,426.0000004,1518,0,9.25569579,1808265.695,0,0,0,0,0
7/7/2008,8066.259783,0.3,240.0000001,1080,0,9.317675101,1827479.281,0,0,0,0,0
7/8/2008,6859.121517,0.26,352.0000002,1954,0,9.350038163,1837511.83,0,0,0,0,0
7/9/2008,6295.986032,148.75,349.0000002,2503,0,9.367105664,1842802.756,0,0,0,0,0
7/10/2008,4752.644517,149.64,355.0000003,1021,0,9.382493554,1847573.002,0,0,0,0,0
7/11/2008,3959.760227,362.64,319.0000002,572,0,9.361228466,1840980.824,0,0,0,0,0
7/12/2008,4112.192202,0.22,36.00000002,984,0,9.367316831,1842868.217,0,0,0,0,0
7/13/2008,7248.482567,0,351.0000002,2499,0,9.382703711,1847638.15,0,0,0,0,0
7/14/2008,7643.575933,0,357.0000002,3919,0,9.410304563,1856194.414,0,0,0,0,0
7/15/2008,9045.156703,0.12,418.0000002,3485,0,9.445063,1866969.53,0,0,0,0,0
7/16/2008,10543.37359,0,463.0000003,4542,0,9.511769154,1887648.438,0,0,0,0,0
7/17/2008,11712.19064,52.96,409.0000001,3954,0,9.559231149,1902361.656,0,0,0,0,0
7/18/2008,11807.25979,167.35,355.0000003,2762,0,9.596019444,1913766.028,0,0,0,0,0
7/19/2008,10188.68412,41.75,301.0000002,2674,0,9.622834439,1922078.676,0,0,0,0,0
7/20/2008,9725.834399,207.64,198.0000001,2310,0,9.627382266,1923488.502,0,0,0,0,0
7/21/2008,9826.020984,220.46,263.0000002,2169,0,9.681715902,1940331.93,0,0,0,0,0
7/22/2008,10583.91633,221.39,13.00000001,1317,0,9.733190725,1956289.125,0,0,0,0,0
7/23/2008,14313.59056,30,162.0000001,2251,0,9.782822059,1971674.838,0,0,0,0,0
7/24/2008,15866.07601,0,221.0000001,1580,0,9.856676284,1994569.648,0,0,0,0,0
7/25/2008,15758.74883,0,327.0000002,2324,0,9.935981383,2019154.229,0,0,0,0,0
7/26/2008,15179.2098,0,576.0000005,1041,0,9.9731888,2030688.528,0,0,0,0,0
7/27/2008,14353.61759,0,343.0000002,1952,0,10.01374436,2043508.15,0,0,0,0,0
7/28/2008,14119.18773,0,451.0000002,1835,0,10.08113498,2065612.275,0,0,0,0,0
7/29/2008,12610.20043,0,153.0000001,1853,0,10.11097135,2075398.604,0,0,0,0,0
7/30/2008,13631.88145,0,593.0000004,1299,0,10.1259667,2080317.077,0,0,0,0,0
7/31/2008,10927.042,0.38,428.0000003,1732,0,10.16356388,2092648.953,0,0,0,0,0
8/1/2008,10959.27388,68.73,340.0000002,1189,0,10.17250719,2095582.357,0,0,0,0,0
8/2/2008,11457.96545,80.52,137.0000001,1191,0,10.19671586,2103522.804,0,0,0,0,0
8/3/2008,11751.10691,0,395.0000002,1203,0,10.24903319,2120682.887,0,0,0,0,0
8/4/2008,11558.88593,0,158.0000001,1447,0,10.27842932,2130324.818,0,0,0,0,0
8/5/2008,12447.95013,0.25,97.00000006,1338,0,10.29858593,2136936.184,0,0,0,0,0
8/6/2008,11314.6774,0,304.0000002,1224,0,10.3720234,2161023.675,0,0,0,0,0
8/7/2008,9689.457009,0.27,136.0000001,1298,0,10.41668538,2175672.804,0,0,0,0,0
8/8/2008,11454.93069,0.47,295.0000002,1003,0,10.42583194,2178672.876,0,0,0,0,0
8/9/2008,9839.984825,0.83,241.0000002,1301,0,10.45026565,2186687.132,0,0,0,0,0
8/10/2008,10026.41399,37.9,426.0000004,1185,0,10.51617805,2208274.045,0,0,0,0,0
8/11/2008,7845.615243,3.67,242.0000001,770,0,10.58496753,2230699.414,0,0,0,0,0
8/12/2008,6570.323918,23.73,60.00000005,1057,0,10.62325931,2243182.535,0,0,0,0,0
8/13/2008,5843.688528,111.73,175.0000001,954,0,10.62291173,2243069.225,0,0,0,0,0
8/14/2008,4871.872703,49.94,336.0000002,957,0,10.58207148,2229755.301,0,0,0,0,0
8/15/2008,5894.922333,148.61,187.0000001,962,0,10.62003192,2242130.407,0,0,0,0,0
8/16/2008,5068.794583,113.41,479.0000004,822,0,10.61227185,2239600.624,0,0,0,0,0
8/17/2008,5215.910778,260.52,69.00000004,949,0,10.61436681,2240283.581,0,0,0,0,0
8/18/2008,7125.188208,22.85,408.0000004,2985,0,10.70882891,2271078.224,0,0,0,0,0
8/19/2008,38466.80822,0,578.0000003,11040,0,11.21379124,2442109.68,0,0,0,0,0
8/20/2008,82253.36325,0,4140.000002,18139,0,11.65836914,2600379.414,0,0,0,0,0
8/21/2008,88183.17535,0,3040.000002,14160,0,11.9804833,2715052.054,0,0,0,0,0
8/22/2008,91336.38525,0,2024.000001,12739,0,12.30330953,2839077.479,0,0,0,0,0
8/23/2008,85087.62656,0,1560.7,16053,0,12.60757462,2956523.805,0,0,0,0,0
8/24/2008,83087.24659,0,1881,10960,0,12.93143594,3081534.273,0,0,0,0,0
8/25/2008,72698.36929,0,1506,13556,0,13.16633573,3177528.334,0,0,0,0,0
8/26/2008,67261.95246,0,3303,13472,0,13.36215865,3259382.315,0,0,0,0,0
8/27/2008,56120.23624,0,2659,11592,0,13.55261168,3339096.904,0,0,0,0,0
8/28/2008,59226.29818,0,1812,11254,0,13.70240637,3402010.676,0,0,0,0,0
8/29/2008,57109.96305,0,1200.6,9118,0,13.8305131,3455815.503,0,0,0,0,0
8/30/2008,50674.5568,0,1341.87,7678,0,13.95862328,3509621.777,0,0,0,0,0
8/31/2008,48156.30521,0,1190,12538,0,14.10018448,3572684.122,1400,10,0,2796.735,0
9/1/2008,42762.75221,0,1011,6528,0,14.19409151,3615505.73,1400,189,0,3151.7815,0
9/2/2008,36765.22347,0,1123.5,5072,0,14.26466232,3647686.018,1400,76.5,0,2928.63775,0
9/3/2008,31788.70137,0,1192.4,4954,0,14.32958611,3677291.266,1400,7.6,0,2791.9746,0
9/4/2008,28327.93026,0,814.9999999,3981,0,14.35877156,3690599.832,1400,385.0000001,0,3540.5475,0
9/5/2008,30690.13961,0,1133,3373,0,14.52670237,3767016.069,1400,67,0,2909.7945,0
9/6/2008,34267.93749,0,983.9999988,4287,0,14.66128915,3827580.12,1700,516.0000012,0,4395.436002,0
9/7/2008,25977.02648,0,584.9999985,3633,0,14.70300252,3846351.136,1700,915.0000015,0,5186.852503,0
9/8/2008,22173.74455,0,415.9999988,3434,0,14.72239525,3855077.862,1700,1084.000001,0,5522.064002,0
9/9/2008,21101.86117,0,675.9999991,4067,0,14.74285025,3864282.611,1700,824.0000009,0,5006.354002,0
9/10/2008,16306.09542,0,353.999999,254,0,14.75926213,3871667.961,1700,1146.000001,0,5645.041002,223.9536327
9/11/2008,13589.98972,6.47,0,2456,0,14.7603688,3872165.962,1700,1500,0,6347.2,404.5683535
9/12/2008,12324.51673,36.29,0,2348,0,14.75796823,3871085.704,1700,1500,0,6347.2,404.5683535
9/13/2008,12257.65296,75.33,298.9999998,1480,0,14.75772573,3870976.578,1700,1201,0,5754.1335,595.05
9/14/2008,8964.229905,217.79,95.99999986,1680,0,14.74983219,3867424.486,1700,1404,0,6156.784,595.05
9/15/2008,8752.034857,169.67,283,662,0,14.74401437,3864806.464,1700,1217,0,5785.8695,595.05
9/16/2008,8801.40439,282.53,172.9999998,1370,0,14.73801776,3862107.993,1700,1327,0,6004.0545,595.05
9/17/2008,8185.229891,432.13,209.9999997,973,0,14.73167558,3859254.009,1700,1290,0,5930.665001,595.05
9/18/2008,7282.281409,594.04,0,1247,0,14.72591403,3856661.314,1700,1500,0,6347.2,595.05
9/19/2008,4567.722557,705.43,0,1270,0,14.68840749,3839783.368,1700,1500,0,6347.2,595.05
9/20/2008,4781.226753,107.32,0,186,0,14.68413763,3837861.935,1400,1200,0,5157.1,595.05
9/21/2008,4982.43274,86.7,0,1011,0,14.68192646,3836866.908,1400,1200,0,5157.1,595.05
9/22/2008,4474.399138,52.63,0,1929,0,14.68546082,3838457.367,1400,1200,0,5157.1,595.05
9/23/2008,4926.854997,8.44,0,1652,0,14.69405203,3842323.415,1400,1200,0,5157.1,595.05
9/24/2008,4261.986123,3.7,65.99999918,1661,0,14.67173506,3832280.778,1400,1134.000001,0,5026.189002,595.05
9/25/2008,3427.845032,11.38,322,1769,0,14.67112072,3832004.322,1400,878,0,4518.413,595.05
9/26/2008,2173.161974,18.81,203.9999998,745,0,14.66398997,3828795.485,1400,996.0000002,0,4752.466,595.05
9/27/2008,1856.635341,62.92,95.99999965,1175,0,14.6449118,3820210.308,1400,1104,0,4966.684001,595.05
9/28/2008,1729.235136,7.43,291.9999999,1263,0,14.63463975,3815587.887,1400,908.0000001,0,4577.918,595.05
9/29/2008,1844.019888,0,32.9999997,1420,0,14.62144524,3809650.359,1400,1167,0,5091.644501,595.05
9/30/2008,4775.75167,0,183.9999998,5542,0,14.67899331,3835546.989,1400,1016,0,4792.136,595.05
10/1/2008,4864.731868,0.18,326.9999999,4183,0,14.69457861,3842560.376,1400,873.0000001,0,4508.4955,404.5683535
