,date,SLTRIB,C44RO,C43RO
103,2016-08-31,578.0482058064515,15813987.096774194,180171870.96351326
104,2016-09-30,1422.199913666666,20251008.0,221250239.9901162
105,2016-10-31,1241.928855,26731045.16129032,59309419.36296791
106,2016-11-30,0.20826749999999994,1632787.2000000007,607680.0011048313
107,2016-12-31,0.013436612903225804,1987200.0,4927587.096131513
108,2017-01-31,0.021114677419354834,3681977.8064516126,6114890.322695838
109,2017-02-28,0.5844241071428572,3420514.285714286,6597257.141912325
110,2017-03-31,0.1369254838709677,35117.419354838705,627096.773941288
111,2017-04-30,0.022479666666666665,794591.9999999999,12545280.000001695
112,2017-05-31,3.988754516129033,4687618.064516129,9782152.258041695
113,2017-06-30,1818.9217321666672,68000832.0,259280640.00000188
114,2017-07-31,777.7924143548386,23879845.16129032,115210219.35495546
115,2017-08-31,1200.718123387097,33629611.354838714,165695690.32262146
116,2017-09-30,4600.3698976666665,56637244.8,693872639.9891999
117,2017-10-31,4452.924228387095,331787705.8064516,342706993.5639441
118,2017-11-30,1451.2562051666662,309974400.0,92767680.03593923
119,2017-12-31,613.3871375806449,39641713.548387095,70906529.03864953
120,2018-01-31,256.4691093548386,4010632.2580645164,14903721.289926512
121,2018-02-28,29.06960928571428,351771.4285714285,4656651.429249471
122,2018-03-31,0.0,0.0,3952103.2255199244
123,2018-04-30,0.16132466666666662,1686240.0,7079039.999781143
124,2018-05-31,2640.7813527419357,98744051.61290322,129176361.29153247
125,2018-06-30,1776.3174744999997,16704000.000000004,191961216.00326476
126,2018-07-31,467.97163387096776,16226477.41935484,202881135.48587918
127,2018-08-31,414.61164483870976,13291664.516129036,187736051.61381987
128,2018-09-30,258.1088879999999,20257920.0,129983039.99760953
129,2018-10-31,28.095317741935496,794238.9677419354,16114993.547904449
130,2018-11-30,11.936703000000009,2085120.0000000002,6287040.000055375
131,2018-12-31,11.522855322580643,1639844.1290322582,16198049.030914921
132,2019-01-31,104.2182087096774,5846019.096774193,64621625.80545823
133,2019-02-28,145.8460466071429,1854205.7142857139,80817942.85747682
134,2019-03-31,47.1868251612903,2810508.387096774,41285264.51382678
135,2019-04-30,2.5944179999999997,3017548.8000000007,16822079.998795256
136,2019-05-31,76.33147838709674,4285244.903225806,51083024.51728861
137,2019-06-30,158.84264699999997,3358655.9999999995,131531327.99975364
138,2019-07-31,191.13006000000004,19233754.83870968,150174348.38713524
139,2019-08-31,1245.8907362903221,30116531.612903226,377568000.0
140,2019-09-30,438.14192666666685,11079359.999999998,51735743.99952546
141,2019-10-31,192.65607532258065,3790451.6129032257,34769032.25795607
142,2019-11-30,81.5555695,2814566.4,8982720.000208499
143,2019-12-31,925.2394059677417,30861745.548387095,31065259.35597563
144,2020-01-31,502.7283124193545,9844834.064516127,10649496.77408291
145,2020-02-29,225.21958534482764,5149022.896551724,34506372.41407328
146,2020-03-31,0.24633790322580637,800482.064516129,730219.3540684404
147,2020-04-30,6.4576148333333325,3953174.3999999994,4317120.000031454
148,2020-05-31,526.7798495161293,9450459.87096774,49591649.03352229
149,2020-06-30,2773.1981278333324,38832480.0,124050240.0008741
150,2020-07-31,1041.6292664516131,22595550.967741933,71784464.51544352
151,2020-08-31,941.1464361290322,19692176.51612903,135547664.51541802
152,2020-09-30,1036.9652048333332,25750655.999999996,279504000.0
153,2020-10-31,2146.816271290323,38280774.19354839,169734193.5451693
154,2020-11-30,3554.102739,67484159.99999999,176592959.99073574
155,2020-12-31,409.43215048387094,10423741.935483871,70778322.58143346
156,2021-01-31,44.942270967741905,454296.77419354836,20147922.579967853
157,2021-02-28,208.26395803571435,3005485.714285714,41502857.142081834
158,2021-03-31,33.00160096774193,994993.5483870967,8163406.451015788
159,2021-04-30,66.6277485,12340800.0,20805119.99969526
160,2021-05-31,0.019835000000000005,0.0,8759845.16129251
161,2021-06-30,190.69831816666672,2528640.0,23359680.00077692
162,2021-07-31,1217.495334193548,18211169.032258064,189321909.6774545
163,2021-08-31,1449.4208704838718,24295122.580645163,186880412.90322742
164,2021-09-30,1434.760096833333,30594240.000000004,347731200.0
165,2021-10-31,380.66628177419346,13400361.290322581,122529135.48397702
166,2021-11-30,525.894611333333,8994240.0,110908799.99819583
167,2021-12-31,213.6504630645161,3224670.9677419355,25292903.226152755
168,2022-01-31,177.61218758064513,1948180.6451612902,29245006.455389153
169,2022-02-28,36.09474124999997,0.0,16079657.141851384
170,2022-03-31,122.62252935483866,490529.0322580645,6368516.128990335
171,2022-04-30,30.582925333333343,0.0,20496960.000445813
172,2022-05-31,0.017275645161290324,0.0,12330116.127658492
173,2022-06-30,214.80776066666672,13104000.0,201179520.00048953
174,2022-07-31,438.5345743548387,12741212.903225806,91447432.25807892
175,2022-08-31,135.46153290322584,844490.3225806451,82486916.12888078
176,2022-09-30,2252.1386283333327,34600320.0,445651200.0
177,2022-10-31,1030.2254211290317,6357367.741935484,218296567.7419355
178,2022-11-30,1212.0712294999998,26328960.0,110154240.00017178
179,2022-12-31,317.475170967742,4871845.161290322,47848877.418479025
180,2023-01-31,52.58066548387098,666116.1290322583,37673187.09856809
181,2023-02-28,27.26604107142856,4289142.857142857,16298742.855532914
182,2023-03-31,0.17595564516129028,1112051.6129032257,8168980.643766206
