date,Flow_cmd,Flow_In_cms
6/7/2008,212852.0725,2.463565654
6/8/2008,119882.2018,1.387525483
6/9/2008,34252.05765,0.396435852
6/10/2008,202429.6607,2.342935888
6/11/2008,849451.0297,9.83160914
6/12/2008,297038.7371,3.437948346
6/13/2008,131185.3808,1.518349315
6/14/2008,607093.256,7.026542315
6/15/2008,683034.961,7.905497234
6/16/2008,158611.4927,1.835781165
6/17/2008,988098.4659,11.43632484
6/18/2008,222075.6623,2.570320166
6/19/2008,1188057.085,13.75066071
6/20/2008,1277283.695,14.7833761
6/21/2008,1420604.091,16.44217698
6/22/2008,845389.7142,9.784603174
6/23/2008,2815372.344,32.58532806
6/24/2008,2023391.374,23.41888164
6/25/2008,2877906.815,33.30910666
6/26/2008,4933935.507,57.10573503
6/27/2008,6307540.881,73.00394538
6/28/2008,6433955.44,74.46707685
6/29/2008,5905690.848,68.35290333
6/30/2008,7033611.107,81.40753596
7/1/2008,6288555.456,72.78420666
7/2/2008,7920861.728,91.67664038
7/3/2008,12491505.23,144.5776068
7/4/2008,10413310.57,120.5244279
7/5/2008,8770581.882,101.5113644
7/6/2008,8649354.063,100.1082646
7/7/2008,10126620.84,117.2062598
7/8/2008,10125715.61,117.1957825
7/9/2008,10534636.25,121.9286603
7/10/2008,6717171.025,77.74503501
7/11/2008,5656335.868,65.46685033
7/12/2008,5005155.321,57.93003844
7/13/2008,11191541.78,129.5317336
7/14/2008,10868911.86,125.797591
7/15/2008,12737312.68,147.4226004
7/16/2008,15766026.41,182.4771575
7/17/2008,16590253.25,192.01682
7/18/2008,17157075.87,198.577267
7/19/2008,15528855.38,179.7321224
7/20/2008,14560158.25,168.5203502
7/21/2008,14055943.5,162.6845312
7/22/2008,13393973.55,155.0228421
7/23/2008,17775252.11,205.7320846
7/24/2008,20213240.18,233.9495391
7/25/2008,19569815.27,226.5024916
7/26/2008,19575760.45,226.5713015
7/27/2008,18641975.96,215.7636107
7/28/2008,19136306.55,221.4850295
7/29/2008,17300567.52,200.23805
7/30/2008,19492503.49,225.6076792
7/31/2008,15847130.39,183.415861
8/1/2008,14803641.45,171.3384427
8/2/2008,14101670,163.2137731
8/3/2008,14882592.45,172.2522274
8/4/2008,13123822.68,151.8960959
8/5/2008,13974130.01,161.7376159
8/6/2008,12987401.63,150.3171485
8/7/2008,11159589.5,129.1619156
8/8/2008,13627401.33,157.7245524
8/9/2008,12091123.14,139.9435549
8/10/2008,12938886.04,149.7556254
8/11/2008,9666566.778,111.8815599
8/12/2008,7655481.679,88.60511202
8/13/2008,7809982.924,90.39332088
8/14/2008,6559269.039,75.91746573
8/15/2008,7213923.724,83.49448755
8/16/2008,6606903.865,76.46879474
8/17/2008,6399752.314,74.07120734
8/18/2008,9200616.465,106.4886165
8/19/2008,46741850.28,540.9936375
8/20/2008,95205037.71,1101.910159
8/21/2008,102779146.3,1189.573452
8/22/2008,109909543.9,1272.101203
8/23/2008,98729549.98,1142.703125
8/24/2008,92996905.42,1076.353072
8/25/2008,80379646.2,930.3199792
8/26/2008,75204184.76,870.4188051
8/27/2008,62501124.14,723.3926405
8/28/2008,65047275.31,752.8619827
8/29/2008,62051565.88,718.1894199
8/30/2008,55417040.18,641.400928
8/31/2008,52713280.61,610.1074145
9/1/2008,46880057.33,542.5932561
9/2/2008,41236296.86,477.2719544
9/3/2008,36853403.56,426.5440227
9/4/2008,33557670.58,388.398965
9/5/2008,35651939.24,412.6381857
9/6/2008,39819093.51,460.8691378
9/7/2008,29602340.82,342.6196854
9/8/2008,24810893.87,287.1631235
9/9/2008,23884302.32,276.4386842
9/10/2008,18227623.93,210.9678696
9/11/2008,15161208.47,175.4769499
9/12/2008,14185000.36,164.1782449
9/13/2008,13799860.44,159.7206069
9/14/2008,9938699.376,115.0312428
9/15/2008,10120822.46,117.1391488
9/16/2008,10307961.02,119.3051044
9/17/2008,9403143.989,108.8326851
9/18/2008,8772343.416,101.5317525
9/19/2008,5241470.053,60.66516265
9/20/2008,5546264.435,64.1928754
9/21/2008,5972506.826,69.12623641
9/22/2008,5523682.542,63.93151091
9/23/2008,5893996.217,68.21754881
9/24/2008,5027981.871,58.19423462
9/25/2008,3772325.903,43.66117944
9/26/2008,2508791.962,29.03694401
9/27/2008,1920586.27,22.22900775
9/28/2008,2044187.266,23.65957484
9/29/2008,1955939.286,22.63818618
9/30/2008,5452218.071,63.10437582
10/1/2008,5418577.657,62.71501918
10/2/2008,4400533.106,50.93209614
10/3/2008,5074907.19,58.73735173
10/4/2008,4660212.635,53.93764624
10/5/2008,2914434.188,33.73187718
10/6/2008,4658059.648,53.91272741
10/7/2008,7611663.511,88.0979573
10/8/2008,4273311.178,49.45962011
10/9/2008,5826837.718,67.44025137
10/10/2008,10421971.44,120.6246695
10/11/2008,10963765.6,126.8954352
10/12/2008,7436121.715,86.06622356
10/13/2008,5780988.892,66.90959366
10/14/2008,4860685.035,56.25792865
10/15/2008,4133122.399,47.8370648
10/16/2008,4097035.41,47.41939132
10/17/2008,3047968.281,35.27741066
10/18/2008,2766685.491,32.02182281
10/19/2008,2143885.22,24.81348634
10/20/2008,2593370.079,30.0158574
10/21/2008,2640417.727,30.56039036
10/22/2008,2148851.768,24.87096954
10/23/2008,1512032.619,17.50037754
10/24/2008,1448543.984,16.76555537
10/25/2008,1535666.539,17.77391827
10/26/2008,1983903.645,22.96184774
10/27/2008,1459871.628,16.89666237
10/28/2008,1447027.107,16.74799892
10/29/2008,1217269.197,14.08876386
10/30/2008,1021200.633,11.81945177
10/31/2008,786182.586,9.099335486
11/1/2008,126683.6818,1.466246317
11/2/2008,790292.8329,9.146907789
11/3/2008,329724.9864,3.816261416
11/4/2008,365078.003,4.22543985
11/5/2008,1130293.437,13.08209996
11/6/2008,350618.7415,4.058087286
11/7/2008,794794.532,9.199010786
11/8/2008,392283.9231,4.540323184
11/9/2008,774830.4755,8.967945318
11/10/2008,417801.706,4.835667894
11/11/2008,277466.1327,3.211413573
11/12/2008,753789.9258,8.724420437
11/13/2008,745960.884,8.633806528
11/14/2008,1129559.464,13.07360491
11/15/2008,631950.4636,7.314241477
11/16/2008,564620.7046,6.534961858
11/17/2008,599435.4746,6.937910585
11/18/2008,277955.4478,3.217076942
11/19/2008,413128.7467,4.781582717
11/20/2008,225843.3887,2.61392811
11/21/2008,434242.6937,5.025957103
11/22/2008,326691.2327,3.781148526
11/23/2008,281869.9687,3.262383897
11/24/2008,197071.6602,2.280921994
11/25/2008,232938.4578,2.696046965
11/26/2008,230418.4849,2.666880613
11/27/2008,212436.1547,2.45875179
11/28/2008,432456.6936,5.005285805
11/29/2008,208864.1544,2.417409194
11/30/2008,713910.7444,8.262855838
12/1/2008,277612.9272,3.213112584
12/2/2008,525108.5095,6.077644786
12/3/2008,412199.048,4.770822315
12/4/2008,695463.5648,8.049346815
12/5/2008,720222.9093,8.335913302
12/6/2008,283998.4894,3.287019553
12/7/2008,364613.1537,4.220059649
12/8/2008,365029.0715,4.224873513
12/9/2008,505168.9188,5.846862486
12/10/2008,295375.0657,3.41869289
12/11/2008,923141.8851,10.68451256
12/12/2008,1458526.012,16.8810881
12/13/2008,2412568.146,27.92324243
12/14/2008,1493903.494,17.2905497
12/15/2008,602420.2968,6.972457138
12/16/2008,446133.0509,5.163576978
12/17/2008,915190.5146,10.59248281
12/18/2008,565917.3896,6.549969787
12/19/2008,767050.3653,8.877897746
12/20/2008,567165.1431,6.564411379
12/21/2008,332930.0003,3.853356485
12/22/2008,435123.4609,5.036151168
12/23/2008,446744.6947,5.170656189
12/24/2008,488703.4654,5.656290108
12/25/2008,534674.6199,6.188363656
12/26/2008,583190.213,6.749886724
12/27/2008,536460.62,6.209034954
12/28/2008,601955.4474,6.967076937
12/29/2008,501181.0006,5.800706026
12/30/2008,307999.3955,3.564807818
12/31/2008,374937.7025,4.339556741
1/1/2009,407795.212,4.719851991
1/2/2009,368185.154,4.261402245
1/3/2009,407990.9381,4.722117339
1/4/2009,247691.3083,2.86679755
1/5/2009,338288.0008,3.915370379
1/6/2009,660795.5893,7.648097098
1/7/2009,549990.1828,6.365627116
1/8/2009,439135.8448,5.082590796
1/9/2009,352576.002,4.080740764
1/10/2009,523836.2902,6.062920026
1/11/2009,387782.2241,4.488220186
1/12/2009,565477.006,6.544872755
1/13/2009,590334.2136,6.832571916
1/14/2009,730376.1978,8.453428215
1/15/2009,94266.5558,1.091048099
1/16/2009,382057.2373,4.421958765
1/17/2009,278836.215,3.227271007
1/18/2009,297821.6412,3.447009737
1/19/2009,664930.302,7.695952569
1/20/2009,329211.2055,3.810314878
1/21/2009,381518.9907,4.415729059
1/22/2009,344771.426,3.990410023
1/23/2009,300659.6689,3.479857279
1/24/2009,368772.3321,4.268198288
1/25/2009,368087.2909,4.260269571
1/26/2009,755918.4465,8.749056094
1/27/2009,326006.1915,3.773219809
1/28/2009,512533.1112,5.932096194
1/29/2009,381934.9085,4.420542923
1/30/2009,608805.8589,7.046364108
1/31/2009,668746.9598,7.74012685
2/1/2009,230516.348,2.668013287
2/2/2009,462060.2577,5.347919649
2/3/2009,591997.8849,6.851827372
2/4/2009,93948.50098,1.087366909
2/5/2009,6091.97311,0.070508948
2/6/2009,3425.205765,0.039643585
2/7/2009,872913.6891,10.1031677
2/8/2009,666789.6994,7.717473372
2/9/2009,341639.8093,3.954164459
2/10/2009,405519.8968,4.693517324
2/11/2009,277539.53,3.212263078
2/12/2009,307877.0667,3.563391976
2/13/2009,569734.0475,6.594144068
2/14/2009,455283.2434,5.269481984
2/15/2009,661651.8907,7.658007995
2/16/2009,182343.2755,2.110454577
2/17/2009,291754.1339,3.376783957
2/18/2009,720663.2929,8.341010334
2/19/2009,449313.5991,5.200388878
2/20/2009,361628.3315,4.185513096
2/21/2009,519310.1254,6.010533859
2/22/2009,289013.9693,3.345069089
2/23/2009,385017.5937,4.456222149
2/24/2009,266065.0907,3.079457068
2/25/2009,327816.6574,3.794174276
2/26/2009,372833.6475,4.315204253
2/27/2009,318397.3416,3.685154417
2/28/2009,322532.0543,3.733009887
3/1/2009,357689.3449,4.139922973
3/2/2009,337040.2473,3.900928788
3/3/2009,178404.2888,2.064864454
3/4/2009,281845.5029,3.262100728
3/5/2009,306335.7241,3.545552363
3/6/2009,148482.6699,1.71854942
3/7/2009,301295.7785,3.487219659
3/8/2009,281576.3796,3.258985875
3/9/2009,176740.6175,2.045608998
3/10/2009,344477.8369,3.987012001
3/11/2009,309981.1217,3.587744464
3/12/2009,317467.6429,3.674394015
3/13/2009,316464.5469,3.662784108
3/14/2009,320843.9171,3.713471263
3/15/2009,342153.5901,3.960110997
3/16/2009,165241.7124,1.912519819
3/17/2009,287154.5719,3.323548285
3/18/2009,384259.1553,4.447443927
3/19/2009,537708.3736,6.223476546
3/20/2009,715916.9363,8.286075652
3/21/2009,522025.8243,6.041965559
3/22/2009,343303.4806,3.973419915
3/23/2009,426315.7889,4.93421052
3/24/2009,152250.3962,1.762157364
3/25/2009,380466.9632,4.403552815
3/26/2009,294298.5725,3.406233478
3/27/2009,104786.8306,1.21281054
3/28/2009,273576.0776,3.166389787
3/29/2009,1453901.984,16.82756926
3/30/2009,1757937.927,20.34650379
3/31/2009,618543.2296,7.159065157
4/1/2009,1440666.01,16.67437512
4/2/2009,388051.3474,4.491335039
4/3/2009,521193.9886,6.032337831
4/4/2009,439233.7078,5.08372347
4/5/2009,373078.305,4.318035938
4/6/2009,547250.0182,6.333912247
4/7/2009,245587.2533,2.842445062
4/8/2009,469497.8473,5.434002863
4/9/2009,431575.9264,4.99509174
4/10/2009,63855.62176,0.739069696
4/11/2009,454647.1338,5.262119604
4/12/2009,436738.2008,5.054840287
4/13/2009,269123.3101,3.114853126
4/14/2009,433459.7895,5.016895712
4/15/2009,535384.1268,6.196575541
4/16/2009,632341.9157,7.318772172
4/17/2009,598358.9813,6.925451173
4/18/2009,741043.2672,8.576889667
4/19/2009,364466.3591,4.218360638
4/20/2009,126536.8873,1.464547306
4/21/2009,268829.721,3.111455104
4/22/2009,676209.0152,7.826493232
4/23/2009,587765.3092,6.802839227
4/24/2009,192741.2215,2.230801175
4/25/2009,439918.749,5.091652187
4/26/2009,171260.2882,1.982179262
4/27/2009,330458.959,3.82475647
4/28/2009,429422.9399,4.970172915
4/29/2009,165388.5069,1.91421883
4/30/2009,218112.2099,2.524446874
5/1/2009,679169.3716,7.860756616
5/2/2009,974984.8209,11.28454654
5/3/2009,897036.924,10.38237181
5/4/2009,763992.1458,8.842501688
5/5/2009,996539.1515,11.53401796
5/6/2009,1080260.967,12.50302045
5/7/2009,906260.5138,10.48912632
5/8/2009,997542.2475,11.54562786
5/9/2009,977676.054,11.31569507
5/10/2009,577514.1577,6.68419164
5/11/2009,505144.453,5.846579318
5/12/2009,551237.9363,6.380068707
5/13/2009,544827.9084,6.305878569
5/14/2009,1219177.526,14.110851
5/15/2009,1398487.048,16.18619269
5/16/2009,1346546.249,15.58502603
5/17/2009,609099.448,7.04976213
5/18/2009,1596928.791,18.48297211
5/19/2009,3653446.797,42.28526386
5/20/2009,4126223.056,47.7572113
5/21/2009,5827669.554,67.4498791
5/22/2009,4276491.726,49.49643201
5/23/2009,3996334.36,46.25386991
5/24/2009,4233945.777,49.00400205
5/25/2009,4041351.35,46.77489989
5/26/2009,7302807.814,84.52323858
5/27/2009,9546611.179,110.4931849
5/28/2009,14477048.08,167.5584269
5/29/2009,22113226.28,255.940119
5/30/2009,22604278.46,261.6235933
5/31/2009,18237434.7,211.0814201
6/1/2009,14411993.64,166.8054819
6/2/2009,13667892.15,158.1931962
6/3/2009,12169462.49,140.8502603
6/4/2009,14791481.97,171.197708
6/5/2009,18106175.92,209.5622213
6/6/2009,19900445.49,230.3292302
6/7/2009,16520379.05,191.2080908
6/8/2009,16653546.15,192.7493768
6/9/2009,17787069.07,205.868855
6/10/2009,17163681.62,198.6537225
6/11/2009,13209477.29,152.8874687
6/12/2009,12804544.57,148.2007474
6/13/2009,13160276.66,152.3180169
6/14/2009,11874087.43,137.4315674
6/15/2009,8546720.219,98.9203729
6/16/2009,9578025.209,110.8567732
6/17/2009,11413666.38,132.1026201
6/18/2009,11315240.64,130.9634333
6/19/2009,10696599.55,123.8032355
6/20/2009,10237279.46,118.4870307
6/21/2009,9092649.086,105.2389941
6/22/2009,7931137.345,91.79557113
6/23/2009,8921560.058,103.258797
6/24/2009,10914785.16,126.3285319
6/25/2009,11586516.94,134.1032053
6/26/2009,11504556.66,133.1545909
6/27/2009,11115208.62,128.648248
6/28/2009,8805176.459,101.9117646
6/29/2009,10038323.93,116.1843048
6/30/2009,14748104.19,170.6956503
7/1/2009,17233311.16,199.4596199
7/2/2009,21622247.5,250.2574942
7/3/2009,29161443.44,337.5167065
7/4/2009,27973288.49,323.7649131
7/5/2009,27228991.28,315.1503621
7/6/2009,24432628.83,282.7850559
7/7/2009,21536519.49,249.2652719
7/8/2009,17401048.38,201.4010229
7/9/2009,13608733.96,157.5084949
7/10/2009,14240464.23,164.8201878
7/11/2009,13427369.31,155.409367
7/12/2009,20079485.89,232.4014571
7/13/2009,19866535.96,229.9367588
7/14/2009,18588200.23,215.1412064
7/15/2009,17397990.16,201.3656269
7/16/2009,15666622.04,181.326644
7/17/2009,13034963.06,150.867628
7/18/2009,12399098.07,143.5080796
7/19/2009,11899262.69,137.7229478
7/20/2009,15686830.76,181.5605412
7/21/2009,15565089.16,180.1514949
7/22/2009,13470844.96,155.9125574
7/23/2009,11940903.41,138.2049005
7/24/2009,12101741.28,140.06645
7/25/2009,11783808.79,136.3866758
7/26/2009,11784738.49,136.3974362
7/27/2009,17767202.88,205.6389222
7/28/2009,16480304.14,190.7442609
7/29/2009,16690318.18,193.174979
7/30/2009,16719065.45,193.5077019
7/31/2009,16427286.85,190.1306348
8/1/2009,16067224.32,185.9632445
8/2/2009,14706267.75,170.2114322
8/3/2009,15286032.75,176.9216754
8/4/2009,18381293.34,212.7464507
8/5/2009,15690207.03,181.5996184
8/6/2009,6175083.281,71.47087131
8/7/2009,15813538.91,183.0270707
8/8/2009,15172536.11,175.6080569
8/9/2009,13952159.76,161.4833306
8/10/2009,13924268.8,161.1605186
8/11/2009,12403868.9,143.5632974
8/12/2009,13350253.25,154.51682
8/13/2009,11285514.75,130.6193837
8/14/2009,9757554.922,112.9346635
8/15/2009,11375866.78,131.6651248
8/16/2009,11147943.81,129.0271274
8/17/2009,8958454.417,103.685815
8/18/2009,7610538.086,88.08493155
8/19/2009,7143560.211,82.68009504
8/20/2009,5471815.141,63.33119376
8/21/2009,4391138.256,50.82335945
8/22/2009,3909260.737,45.24607334
8/23/2009,4327062.443,50.08174123
8/24/2009,5083983.985,58.84240723
8/25/2009,6605435.92,76.45180463
8/26/2009,7535819.669,87.22013505
8/27/2009,7056144.067,81.66833411
8/28/2009,6582266.85,76.18364409
8/29/2009,5637864.223,65.25305814
8/30/2009,5704141.955,66.02016151
8/31/2009,6812489.609,78.84825936
9/1/2009,8667067.27,100.3132786
9/2/2009,8827317.968,102.168032
9/3/2009,14643659.88,169.4868041
9/4/2009,13760690.76,159.2672542
9/5/2009,10282492.17,119.0103261
9/6/2009,10086399.14,116.7407308
9/7/2009,11334348.4,131.1845879
9/8/2009,12122537.17,140.3071432
9/9/2009,10036317.74,116.161085
9/10/2009,10009356.48,115.8490333
9/11/2009,13421937.91,155.3465036
9/12/2009,12108126.84,140.140357
9/13/2009,9866990.246,114.201276
9/14/2009,13294471.33,153.8711959
9/15/2009,12118084.41,140.2556066
9/16/2009,9118729.581,105.5408516
9/17/2009,9508640.326,110.0537075
9/18/2009,9758753.744,112.9485387
9/19/2009,9345796.258,108.1689382
9/20/2009,9299335.788,107.6312013
9/21/2009,9222513.316,106.7420523
9/22/2009,8120012.978,93.98163169
9/23/2009,7773064.099,89.96601967
9/24/2009,7355849.572,85.13714782
9/25/2009,7251234.001,83.92631946
9/26/2009,4896307.175,56.67022193
9/27/2009,6695005.051,77.48848438
9/28/2009,6231574.711,72.1247073
9/29/2009,6757074.672,78.20688278
9/30/2009,5508464.842,63.75538012
10/1/2009,5033902.584,58.26276138
10/2/2009,2413497.845,27.93400283
10/3/2009,2451982.478,28.37942683
10/4/2009,2579962.845,29.86068108
10/5/2009,2785719.848,32.24212788
10/6/2009,2553368.569,29.55287695
10/7/2009,1414169.597,16.36770367
10/8/2009,882333.005,10.21218756
10/9/2009,466537.4909,5.399739478
10/10/2009,1611045.531,18.64636032
10/11/2009,1534883.635,17.76485688
10/12/2009,1669689.947,19.32511513
10/13/2009,1150795.74,13.31939514
10/14/2009,757166.2001,8.763497686
10/15/2009,846270.4814,9.794797239
10/16/2009,1236205.692,14.30793625
10/17/2009,704075.5107,8.149022115
10/18/2009,1271509.777,14.71654835
10/19/2009,757582.1179,8.76831155
10/20/2009,214956.1275,2.487918142
10/21/2009,485449.5199,5.618628702
10/22/2009,889892.9234,10.29968661
10/23/2009,321284.3007,3.718568296
10/24/2009,386974.8541,4.478875627
10/25/2009,266676.7345,3.086536279
10/26/2009,318030.3553,3.68090689
10/27/2009,234039.4168,2.708789546
10/28/2009,266236.3509,3.081439247
10/29/2009,231299.2521,2.677074678
10/30/2009,121937.3252,1.411311635
10/31/2009,167443.6304,1.938004981
11/1/2009,944035.6403,10.92633843
11/2/2009,751294.4187,8.695537254
11/3/2009,731501.6226,8.466453965
11/4/2009,189242.6185,2.190308085
11/5/2009,176300.2339,2.040511966
11/6/2009,202723.2498,2.346333909
11/7/2009,473975.0806,5.485822692
11/8/2009,177474.5901,2.054104052
11/9/2009,176349.1654,2.041078303
11/10/2009,291460.5448,3.373385935
11/11/2009,536020.2364,6.203937922
11/12/2009,179652.0424,2.079306046
11/13/2009,175761.9872,2.03428226
11/14/2009,179015.9327,2.071943666
11/15/2009,179774.3711,2.080721888
11/16/2009,180801.9329,2.092614964
11/17/2009,181242.3165,2.097711996
11/18/2009,582505.1718,6.741958007
11/19/2009,194111.3038,2.246658609
11/20/2009,189731.9336,2.195971454
11/21/2009,454378.0104,5.259004751
11/22/2009,273404.8173,3.164407608
11/23/2009,188141.6595,2.177565504
11/24/2009,195285.6601,2.260250696
11/25/2009,188679.9061,2.18379521
11/26/2009,459833.8739,5.322151318
11/27/2009,948268.216,10.97532657
11/28/2009,415208.336,4.805652036
11/29/2009,411416.1439,4.761760924
11/30/2009,493547.6849,5.712357465
12/1/2009,346410.6316,4.00938231
12/2/2009,313039.3411,3.623140522
12/3/2009,385971.7582,4.46726572
12/4/2009,1361445.894,15.75747563
12/5/2009,1784605.601,20.65515742
12/6/2009,1644685.945,19.03571696
12/7/2009,1979548.74,22.91144375
12/8/2009,1636930.301,18.94595255
12/9/2009,1103430.037,12.77118099
12/10/2009,1797841.574,20.80835156
12/11/2009,1500900.7,17.37153588
12/12/2009,796311.4088,9.216567231
12/13/2009,527212.5645,6.101997274
12/14/2009,818306.123,9.471135682
12/15/2009,797950.6144,9.235539519
12/16/2009,1711991.238,19.81471341
12/17/2009,1697067.128,19.64198064
12/18/2009,1774134.257,20.53396131
12/19/2009,2027256.963,23.46362226
12/20/2009,1487248.809,17.21352788
12/21/2009,1066437.815,12.34303026
12/22/2009,1059758.664,12.26572527
12/23/2009,1373140.525,15.89283015
12/24/2009,830514.5349,9.612436747
12/25/2009,1191531.223,13.79087063
12/26/2009,1229526.541,14.23063126
12/27/2009,312060.7109,3.611813784
12/28/2009,595961.3373,6.897700663
12/29/2009,343058.8231,3.97058823
12/30/2009,974642.3004,11.28058218
12/31/2009,920524.0493,10.65421353
1/1/2010,707965.5658,8.194045901
1/2/2010,860631.8799,9.961017128
1/3/2010,773705.0507,8.954919569
1/4/2010,789363.1342,9.136147387
1/5/2010,402535.0746,4.658970771
1/6/2010,259581.6655,3.004417424
1/7/2010,198906.5919,2.302159629
