date,Value,Data_L001,Data_L004,Data_L005,Data_L006,Data_L007,Data_L008,Data_LZ40,Mean_NO,Max,Min
2010-04-30,,0.17313155312587603,0.4562842724978974,0.13975480769230766,0.45012884615384613,0.49372692307692306,0.43491729744883656,0.4162832912811886,0.3663181416109822,0.49372692307692306,0.13975480769230766
2010-05-31,,0.19193711834010574,0.3248987764182425,0.27114322129483415,0.41843819501884016,0.39754898446833925,0.40113904338153505,0.3759062450341649,0.3401445119937231,0.41843819501884016,0.19193711834010574
2010-06-30,,0.15267602040816322,0.15347417840375585,0.2174363636363636,0.20764045855379185,0.138396352413019,0.30874999999999997,0.3121428571428571,0.21293089007970725,0.3121428571428571,0.138396352413019
2010-07-31,,0.08965306122448974,0.1175915492957746,0.12048714220808719,0.11677142857142853,0.13677272727272724,0.202,0.24242857142857138,0.14652921142872552,0.24242857142857138,0.08965306122448974
2010-08-31,,0.027100926723046485,0.10112698773284869,0.06532394366197179,0.05638894009216585,0.1748181818181818,0.09514143920595533,0.17330219780219774,0.09902894529090966,0.1748181818181818,0.027100926723046485
2010-09-30,,0.014181196581196537,0.0452,0.017585211267605594,0.15404999999999994,0.2112662337662337,0.05163717948717946,0.15806709401709398,0.09314098787418704,0.2112662337662337,0.014181196581196537
2010-10-31,,0.0576559139784946,0.16399999999999998,0.013102150537634374,0.09850268817204295,0.23328571428571426,0.13953225806451613,0.2005913978494623,0.12952430326969494,0.23328571428571426,0.013102150537634374
2010-11-30,,0.044030303030302975,0.1015113636363636,0.09794999999999997,0.28722638888888885,0.2787878968253968,0.14777272727272722,0.32534090909090907,0.18323136982065552,0.32534090909090907,0.044030303030302975
2010-12-31,,0.09544379276637335,0.24565029325513194,0.21084946236559138,0.3698358294930876,0.36077899385560674,0.3898715542521994,0.3724313782991202,0.29212304346958723,0.3898715542521994,0.09544379276637335
2011-01-31,,0.23269551534225016,0.3053186467348544,0.30619892473118276,0.3510445468509984,0.4272196620583717,0.38544791502753734,0.3693378442171518,0.3396090078517638,0.4272196620583717,0.23269551534225016
2011-02-28,,0.216965354767184,0.28259201773835924,0.31975486618004867,0.38870833333333327,0.4332083333333333,0.31237195121951217,0.37737888026607536,0.33299710526254944,0.4332083333333333,0.216965354767184
2011-03-31,,0.11301909734639864,0.23573750089407053,0.29337226277372264,0.30026807563959956,0.3185450500556173,0.23018410700236033,0.3361672269508619,0.2610419029518044,0.3361672269508619,0.11301909734639864
2011-04-30,,0.03144866434378625,0.1021303832752613,0.26020072992700727,0.19665436105476672,0.19147403651115616,0.20515503911642885,0.2036706620209059,0.17010483946418747,0.26020072992700727,0.03144866434378625
2011-05-31,,0.07289482244510703,0.030069883437245818,0.22702919708029193,0.04983286527514228,0.04998330170777985,0.1536415094339622,0.07600520466251012,0.09420811200600561,0.22702919708029193,0.030069883437245818
2011-06-30,,0.049705882352941134,0.013605042016806677,0.19385766423357662,0.008759999999999999,0.018791538461538426,0.09551886792452825,0.03685294117647054,0.05958456230940881,0.19385766423357662,0.008759999999999999
2011-07-31,,0.020999999999999953,0.01309243697478986,0.16068613138686133,0.017455988779803616,0.026374999999999954,0.0373962264150943,0.03147058823529407,0.043925195970263294,0.16068613138686133,0.01309243697478986
2011-08-31,,0.016139231499051197,0.012571428571428525,0.12697080291970803,0.04039130434782604,0.03382692307692303,0.022144221863505207,0.02599999999999995,0.039720558896920284,0.12697080291970803,0.012571428571428525
2011-09-30,,0.03838273809523805,0.026971988795518164,0.0937992700729927,0.07270103519668733,0.04502980769230767,0.05917391304347821,0.03399635854341733,0.052865015919948494,0.0937992700729927,0.026971988795518164
2011-10-31,,0.07506912442396309,0.15972626728110595,0.06062773722627738,0.1357680491551459,0.07405913978494622,0.13172959326788214,0.15608018433179718,0.11329429935301684,0.15972626728110595,0.06062773722627738
2011-11-30,,0.1893363636363636,0.23921878787878784,0.0312625693430657,0.14791111111111108,0.12690555555555552,0.27617757575757573,0.23980545454545452,0.1786596311182734,0.27617757575757573,0.0312625693430657
2011-12-31,,0.2250260338739601,0.3195136154168412,0.023784,0.3992840684660961,0.3524476629361421,0.2759028068705488,0.2685975522173679,0.26636510568299376,0.3992840684660961,0.023784
2012-01-31,,0.23544497898414946,0.33501807869549804,0.019568000000000002,0.29308689927583936,0.21915233706385776,0.24718291386033317,0.24396267787512024,0.227630840822114,0.33501807869549804,0.019568000000000002
2012-02-29,,0.3207179075936093,0.33624267472703717,0.015488,0.263282590412111,0.34550496215306975,0.09385842946147674,0.1676798827306994,0.2203963495825719,0.34550496215306975,0.015488
2012-03-31,,0.26679916407673343,0.2955106633801307,0.01242391115811738,0.2426526919186242,0.30369259300887935,0.1989771728646447,0.2098947368421052,0.218564419035605,0.30369259300887935,0.01242391115811738
2012-04-30,,0.15928214285714282,0.21370535714285713,0.01836338797814203,0.2435380952380952,0.20968571428571423,0.06322678571428568,0.23101885964912275,0.1626886204093371,0.2435380952380952,0.01836338797814203
2012-05-31,,0.03852126099706739,0.08601862519201224,0.026530054644808693,0.23450076804915512,0.12329339477726571,0.09332507680491547,0.21938671274961594,0.11736798474497723,0.23450076804915512,0.026530054644808693
2012-06-30,,0.042194214876033004,0.06757936507936504,0.034696721311475366,0.13076349206349203,0.04168253968253963,0.198355827932751,0.22471428571428567,0.10571234952284883,0.22471428571428567,0.034696721311475366
2012-07-31,,0.08428925619834708,0.0790618279569892,0.04286338797814203,0.09951612903225802,0.11424423963133637,0.23637869822485205,0.10957526881720428,0.10941840111987558,0.23637869822485205,0.04286338797814203
2012-08-31,,0.12707438016528919,0.03966935483870963,0.051163934426229456,0.08224193548387095,0.11005875576036861,0.2668284023668639,0.0521129032258064,0.10416423803816259,0.2668284023668639,0.03966935483870963
2012-09-30,,0.15271305785123965,0.15530666666666662,0.059711569086651005,0.16599999999999998,0.3507583333333333,0.2967869822485207,0.14401666666666663,0.189327610836154,0.3507583333333333,0.059711569086651005
2012-10-31,,0.10372113232389726,0.2513187623436471,0.07159999999999996,0.2496833443054641,0.2851020408163265,0.3267455621301775,0.12064647794601709,0.20125961712364707,0.3267455621301775,0.07159999999999996
2012-11-30,,0.25569387755102035,0.29981632653061224,0.08552428571428568,0.3254319727891156,0.25291836734693873,0.35543626373626375,0.2819510204081632,0.26525315915377135,0.35543626373626375,0.08552428571428568
2012-12-31,,0.29038479262672806,0.36338479262672807,0.18783410138248846,0.38586635944700454,0.29594470046082944,0.2879884792626728,0.3807396313364055,0.31316326530612243,0.38586635944700454,0.18783410138248846
2013-01-31,,0.2830967741935484,0.4010151802656546,0.20048387096774192,0.414994623655914,0.4271720430107527,0.20953510436432635,0.40671916508538897,0.3347166802204753,0.4271720430107527,0.20048387096774192
2013-02-28,,0.31298133116883115,0.35013497899159657,0.11265259740259738,0.36596049783549783,0.44203517316017316,0.1766250954927425,0.3660990737203972,0.303784106824548,0.44203517316017316,0.11265259740259738
2013-03-31,,0.12819428152492665,0.2983306451612903,0.224243890518084,0.3852346041055718,0.3888445747800586,0.3437927663734115,0.3991214565004887,0.30968031699483306,0.3991214565004887,0.12819428152492665
2013-04-30,,0.04435370370370368,0.24904722222222223,0.050977777777777726,0.34455555555555556,0.3250194444444444,0.33925555555555553,0.31179907407407403,0.2378583333333333,0.34455555555555556,0.04435370370370368
2013-05-31,,0.10164641577060929,0.22962365591397846,0.05358655913978492,0.22608817204301074,0.23639086021505373,0.21256344086021506,0.1511691756272401,0.1730097542242703,0.23639086021505373,0.05358655913978492
2013-06-30,,0.0733313636363636,0.22042045454545448,0.026832272727272684,0.15339142857142854,0.2982385714285714,0.028412727272727225,0.0790104545454545,0.1256624675324675,0.2982385714285714,0.026832272727272684
2013-07-31,,0.028101906158357743,0.07896407624633428,0.06015909090909088,0.16641474654377875,0.2687465437788018,0.017233989215778973,0.06597214076246333,0.09794178480208654,0.2687465437788018,0.017233989215778973
2013-08-31,,0.0380165130568356,0.08288364055299535,0.0085165130568356,0.1473617511520737,0.09492165898617508,0.032838709677419316,0.10250076804915509,0.0724342220759271,0.1473617511520737,0.0085165130568356
2013-09-30,,0.05287460317460313,0.11489523809523808,0.00618571428571424,0.12373660714285713,0.05100595238095234,0.05284381720430102,0.1421992063492063,0.07767730551898175,0.1421992063492063,0.00618571428571424
2013-10-31,,0.023928571428571375,0.17449999999999996,0.006743589743589694,0.12306884866163345,0.02252556623198348,0.07160714285714281,0.1533571428571428,0.08224726596858052,0.17449999999999996,0.006743589743589694
2013-11-30,,0.09439502164502162,0.21226666666666666,0.007525641025640973,0.1533051063829787,0.05664570799706525,0.15532337662337659,0.16532337662337657,0.12068355670916091,0.21226666666666666,0.007525641025640973
2013-12-31,,0.2923657821328946,0.2906726986624705,0.00858984445923859,0.22379759939984994,0.07837931034482755,0.3230100851155139,0.2242634289392747,0.20586839272200996,0.3230100851155139,0.00858984445923859
2014-01-31,,0.3394113439668121,0.33773785852228017,0.015280414314245871,0.2824991747936984,0.11968476084538375,0.24400017881410482,0.3167761605035405,0.23648427025143795,0.3394113439668121,0.015280414314245871
2014-02-28,,0.1898983957219251,0.29578495034377383,0.04461538461538455,0.2943880952380952,0.16384880952380948,0.19629927425515659,0.29674999999999996,0.211654987099735,0.29674999999999996,0.04461538461538455
2014-03-31,,0.11140512333965841,0.2715094876660341,0.077032967032967,0.30881720430107523,0.13184715821812593,0.25100094876660334,0.3211290322580645,0.2103917030832184,0.3211290322580645,0.077032967032967
2014-04-30,,0.07223529411764701,0.1985068965517241,0.10720647773279349,0.4271227272727272,0.38812207792207787,0.1508724137931034,0.3341896551724138,0.23975079179464098,0.4271227272727272,0.07223529411764701
2014-05-31,,0.03635294117647054,0.10166613697759411,0.11815789473684206,0.3031876832844575,0.30340720569752827,0.039473700937549615,0.30283028762116637,0.1721536929188012,0.30340720569752827,0.03635294117647054
2014-06-30,,0.016877229601517982,0.04294378629500576,0.12618421052631573,0.21829302325581393,0.2828955703211517,0.011257450076804863,0.1375442508710801,0.11942793156395573,0.2828955703211517,0.011257450076804863
2014-07-31,,0.023483870967741887,0.027029822786707083,0.13421052631578945,0.08257818025935051,0.24900099514674584,0.01883870967741931,0.039906485332134395,0.08214979864084121,0.24900099514674584,0.01883870967741931
2014-08-31,,0.026848818195332202,0.040973886328724986,0.14236842105263153,0.05307718894009212,0.1844081632653061,0.042113757990188745,0.08482949308755756,0.08208853269426189,0.1844081632653061,0.026848818195332202
2014-09-30,,0.024047619047619,0.08001714285714281,0.15039473684210522,0.10658642857142854,0.15358448979591832,0.0728130952380952,0.143047619047619,0.10435587591427545,0.15358448979591832,0.024047619047619
2014-10-31,,0.05247926267281101,0.13471612903225802,0.1584210526315789,0.1710350230414746,0.12067926267281101,0.111294930875576,0.19860829493087553,0.135319136551055,0.19860829493087553,0.05247926267281101
2014-11-30,,0.1461428571428571,0.19945,0.1664473684210526,0.17884523809523806,0.042035714285714246,0.1744178571428571,0.24011785714285713,0.1639224131757966,0.24011785714285713,0.042035714285714246
2014-12-31,,0.203110599078341,0.28284331797235024,0.17447368421052628,0.24980829493087556,0.17707649769585249,0.13990668202764972,0.24133986175115205,0.20979413395239246,0.28284331797235024,0.13990668202764972
2015-01-31,,0.25050921658986175,0.3061497695852534,0.20608234295415956,0.3104036866359447,0.32495115207373265,0.1693076036866359,0.2566658986175115,0.2605813814490142,0.32495115207373265,0.1693076036866359
2015-02-28,,0.2664349489795918,0.31533545918367345,0.1548022959183673,0.3301964285714285,0.3061556122448979,0.2245650510204081,0.26986989795918365,0.2667656705539358,0.3301964285714285,0.1548022959183673
2015-03-31,,0.13280529953917047,0.272597465437788,0.019513774794630286,0.2950608294930875,0.2927695852534562,0.14113087557603682,0.22383778801843315,0.19681651687322893,0.2950608294930875,0.019513774794630286
2015-04-30,,0.04618596491228066,0.24347714285714284,0.013434782608695604,0.2687819047619047,0.25003333333333333,0.1669459649122807,0.2365755555555555,0.17506209270588477,0.2687819047619047,0.013434782608695604
2015-05-31,,0.09715789473684207,0.16574294093003766,0.008130434782608649,0.2109400921658986,0.23196290322580645,0.07415789473684208,0.18016513056835637,0.13832247016377028,0.23196290322580645,0.008130434782608649
2015-06-30,,0.10522722127900393,0.056151818181818136,0.01106539130434782,0.14917666666666665,0.1767772222222222,0.03927754385964908,0.10595047619047614,0.09194661995774056,0.1767772222222222,0.01106539130434782
2015-07-31,,0.046080645161290276,0.08766164874551968,0.02564,0.14389247311827955,0.05621146953405013,0.11698494623655911,0.13127526881720428,0.08682092165898615,0.14389247311827955,0.02564
2015-08-31,,0.015474505723204968,0.12572222222222218,0.04051999999999999,0.17685613644790504,0.0729183042887158,0.16469892473118275,0.20890860215053764,0.11501409936625262,0.20890860215053764,0.015474505723204968
2015-09-30,,0.024657142857142815,0.09134285714285711,0.05515999999999999,0.17910643678160917,0.07421701149425283,0.077547619047619,0.1884714285714285,0.09864321369927277,0.1884714285714285,0.024657142857142815
2015-10-31,,0.019714444621007424,0.12004973780390907,0.07916866359447002,0.18073978494623655,0.10539498207885302,0.02374368345781021,0.17278738280629266,0.10022838275836843,0.18073978494623655,0.019714444621007424
2015-11-30,,0.03573793103448271,0.1944390804597701,0.1206318681318681,0.21621532567049806,0.1884817369093231,0.11008390804597698,0.22871494252873562,0.1563292561115221,0.22871494252873562,0.03573793103448271
2015-12-31,,0.17836585365853652,0.3314878048780488,0.1625274725274725,0.29780761822078733,0.14612843538891446,0.2139024390243902,0.32812195121951215,0.2369059392739517,0.3314878048780488,0.14612843538891446
2016-01-31,,0.26724704956726986,0.35287583148558754,0.2051098901098901,0.2529644517559545,0.25432358200414845,0.22044360203132818,0.3443003361705171,0.2710378204463851,0.35287583148558754,0.2051098901098901
2016-02-29,,0.136051724137931,0.3569905956112852,0.24631868131868132,0.24840472458575902,0.2551422973578146,0.2710783699059561,0.32637617554858933,0.2629089383522881,0.3569905956112852,0.136051724137931
2016-03-31,,0.19757142857142856,0.36757142857142855,0.2875274725274725,0.3537361751152074,0.36581221198156677,0.31185714285714283,0.3072857142857142,0.3130516534157087,0.36757142857142855,0.19757142857142856
2016-04-30,,0.15599642857142854,0.31858333333333333,0.33659569597069594,0.31172683982683985,0.35513376623376625,0.36218214285714284,0.27640952380952377,0.30237539008610437,0.36218214285714284,0.15599642857142854
2016-05-31,,0.04948399897593442,0.2521328725038402,0.3338639272913466,0.11664135689942139,0.13120583339938174,0.3247676651305684,0.2724039938556067,0.2114999497222999,0.3338639272913466,0.04948399897593442
2016-06-30,,0.03708333333333328,0.16163827160493824,0.2459880952380952,0.11877127127127123,0.03780380380380376,0.10903024691358022,0.18433333333333332,0.12780690792833646,0.2459880952380952,0.03708333333333328
2016-07-31,,0.02522222222222217,0.04040675572933633,0.1576349206349206,0.0717295536005213,0.05974063212772886,0.07061617304911019,0.061227761485825954,0.0695111455499522,0.1576349206349206,0.02522222222222217
2016-08-31,,0.013166666666666613,0.10496480938416422,0.06783333333333327,0.1316797653958944,0.13722639296187678,0.036315789473684155,0.12702492668621698,0.08831595484311949,0.13722639296187678,0.013166666666666613
2016-09-30,,0.12233730158730154,0.24187619047619044,0.011781746031746,0.2533447619047619,0.17526,0.059245614035087664,0.2910428571428571,0.16498406731113494,0.2910428571428571,0.011781746031746
2016-10-31,,0.41087788018433175,0.3210875576036866,0.0162096774193548,0.2543110599078341,0.23493548387096772,0.1885322580645161,0.3806198156682027,0.2580819618169848,0.41087788018433175,0.0162096774193548
2016-11-30,,0.3680416666666666,0.3264861111111111,0.10226388888888885,0.37044635854341734,0.3931362745098039,0.2765555555555555,0.3347222222222222,0.31023601107109505,0.3931362745098039,0.10226388888888885
2016-12-31,,0.35149780058651026,0.34588294232649064,0.23287805474095793,0.4247569802114394,0.4274280292762266,0.3538172043010752,0.3255650048875855,0.35168943090432647,0.4274280292762266,0.23287805474095793
2017-01-31,,0.2805180503589847,0.3301243806249368,0.23032763676812618,0.5259586842523439,0.4748600031781344,0.34785317018909895,0.3642321771665487,0.36483915750545337,0.5259586842523439,0.23032763676812618
2017-02-28,,0.26035765838011227,0.3040661587810746,0.2068861267040898,0.477240117746005,0.48843187552565176,0.31942502004811546,0.4293618684843624,0.3551098322384873,0.48843187552565176,0.2068861267040898
2017-03-31,,0.314105691745517,0.3760096370246408,0.05296312539673376,0.4768324997190063,0.48862549173878833,0.33809172485429045,0.4533941658491546,0.3571460480468759,0.48862549173878833,0.05296312539673376
2017-04-30,,0.35505645161290317,0.39613461538461536,0.06683831908831905,0.4039607142857143,0.4359828571428571,0.1842750712250712,0.42021823361823357,0.323209466051102,0.4359828571428571,0.06683831908831905
2017-05-31,,0.384630964768842,0.3812188940092166,0.04621702812708822,0.3558248847926267,0.32249585253456214,0.2617944188428059,0.40266154633896567,0.3078347984877296,0.40266154633896567,0.04621702812708822
2017-06-30,,0.3035988095238095,0.3178988095238095,0.03261016949152538,0.3414126984126984,0.3097261904761905,0.21105595238095234,0.33611547619047616,0.2646311579999231,0.3414126984126984,0.03261016949152538
2017-07-31,,0.10286612903225802,0.18585,0.029508474576271145,0.21753225806451607,0.2625061443932411,0.1401790322580645,0.25981774193548385,0.1711799686085478,0.2625061443932411,0.029508474576271145
2017-08-31,,0.0778428571428571,0.11384516129032256,0.026355932203389783,0.12557621758380766,0.11490765338393417,0.15531428571428568,0.3463428571428572,0.1371692806373506,0.3463428571428572,0.026355932203389783
2017-09-30,,0.0910120779220779,0.3843490909090909,0.06039137134052384,0.36211235294117644,0.37633764705882355,0.19551220779220777,0.4350620779220779,0.27211097512656834,0.4350620779220779,0.06039137134052384
2017-10-31,,0.31325513196480936,0.43912023460410554,0.2896634897360703,0.4409043010752688,0.45497419354838714,0.37028519061583576,0.46856964809384166,0.39668174137690265,0.46856964809384166,0.2896634897360703
2017-11-30,,0.5255785714285715,0.5124285714285715,0.31036785714285714,0.5148986507936508,0.5028507142857143,0.4663178571428571,0.5121678571428572,0.477801439909297,0.5255785714285715,0.31036785714285714
2017-12-31,,0.5689307148215625,0.5379929803879542,0.4501637016396956,0.517040590504769,0.5020807791233522,0.5264480227199657,0.5285282927874826,0.518740725997826,0.5689307148215625,0.4501637016396956
2018-01-31,,0.5846545386346587,0.5671890472618155,0.4900609527381845,0.5622402850712678,0.530344336084021,0.5334863090772693,0.5573576519129783,0.5464761601114564,0.5846545386346587,0.4900609527381845
2018-02-28,,0.5508954081632653,0.5526517857142857,0.5526977040816327,0.5460232142857143,0.5494821428571429,0.5665573979591836,0.5623163265306123,0.5543748542274052,0.5665573979591836,0.5460232142857143
2018-03-31,,0.4884953917050691,0.49642741935483875,0.49664285714285716,0.5540841013824885,0.5461451612903226,0.5493433179723503,0.5521947004608295,0.5261904213298223,0.5540841013824885,0.4884953917050691
2018-04-30,,0.46218571428571426,0.47274999999999995,0.3188928571428571,0.5618607142857143,0.5597892857142858,0.5438500000000001,0.5515285714285715,0.49583673469387757,0.5618607142857143,0.3188928571428571
2018-05-31,,0.41842857142857137,0.4608571428571428,0.23585714285714282,0.4975702764976958,0.5112062211981566,0.5205714285714286,0.4978571428571429,0.44890684660961155,0.5205714285714286,0.23585714285714282
2018-06-30,,0.26335714285714285,0.27839920634920634,0.2888619047619047,0.29216190476190473,0.32289047619047617,0.3908380952380952,0.31456031746031743,0.30729557823129244,0.3908380952380952,0.26335714285714285
2018-07-31,,0.1348,0.04791781874039934,0.2156263736263736,0.06446082949308751,0.07713594470046076,0.20531428571428567,0.0531570660522273,0.11405890261811917,0.2156263736263736,0.04791781874039934
2018-08-31,,0.03402488479262669,0.03228801843317968,0.13897802197802195,0.04798156682027646,0.041086789554531454,0.06004976958525341,0.04164400921658981,0.05657900862578278,0.13897802197802195,0.03228801843317968
2018-09-30,,0.08836904761904758,0.08387619047619044,0.07708021978021974,0.0904444444444444,0.09758994708994705,0.10272857142857138,0.14644047619047615,0.09807555671841381,0.14644047619047615,0.07708021978021974
2018-10-31,,0.16204805793285054,0.09599999999999996,0.03666666666666662,0.1013302611367127,0.0954444444444444,0.14292307692307687,0.18848847926267276,0.11755728376663198,0.18848847926267276,0.03666666666666662
2018-11-30,,0.07758163265306119,0.12916666666666662,0.08073015873015868,0.128956862745098,0.12476666666666664,0.18280769230769228,0.11733333333333329,0.12019185901466808,0.18280769230769228,0.07758163265306119
2018-12-31,,0.12253930217248186,0.2347801843317972,0.1894539170506912,0.24374474906759142,0.2273333333333333,0.19873399503722078,0.19078479262672804,0.20105289623140626,0.24374474906759142,0.12253930217248186
2019-01-31,,0.3183917050691244,0.3348866359447004,0.1474489795918367,0.30164825114324556,0.2978387096774193,0.1792516129032258,0.2027364055299539,0.254600328551358,0.3348866359447004,0.1474489795918367
2019-02-28,,0.28079795918367345,0.31785102040816327,0.10590816326530607,0.2822204861111111,0.2911388888888889,0.17967959183673468,0.2074612244897959,0.23786533345481048,0.31785102040816327,0.10590816326530607
2019-03-31,,0.16228417818740395,0.31910522273425496,0.07198216331622648,0.31087499999999996,0.35102201740911415,0.2553993855606758,0.30520199692780337,0.25369570916221124,0.35102201740911415,0.07198216331622648
2019-04-30,,0.24538571428571426,0.2939730158730159,0.06428176795580107,0.34584767156862745,0.3444829131652661,0.2919470899470899,0.2845791005291005,0.2672138961892307,0.34584767156862745,0.06428176795580107
2019-05-31,,0.19945775729646695,0.2464439324116743,0.05922651933701653,0.2784777717538628,0.2781547844944429,0.22716333845366096,0.25090117767537123,0.21997504020321368,0.2784777717538628,0.05922651933701653
2019-06-30,,0.029345938375350097,0.1658739495798319,0.054171270718232,0.10568571428571424,0.06599642857142854,0.07168557422969182,0.09881442577030809,0.08451047164722239,0.1658739495798319,0.029345938375350097
2019-07-31,,0.02303388452155051,0.07814848197343452,0.04911602209944747,0.11117741935483867,0.03353225806451608,0.07122794882781412,0.1032590810517755,0.06707072798476812,0.11117741935483867,0.02303388452155051
2019-08-31,,0.030313364055299524,0.09358965844402273,0.04397790055248614,0.20122011385199237,0.0537462049335863,0.14438709677419348,0.10022384114936292,0.09535116853727764,0.20122011385199237,0.030313364055299524
2019-09-30,,0.06129999999999996,0.24728235294117645,0.0376322283609576,0.28720588235294114,0.14719786096256682,0.14991935483870963,0.19767941176470583,0.16117387017443677,0.28720588235294114,0.0376322283609576
2019-10-31,,0.1324285714285714,0.37585714285714283,0.02766666666666663,0.3224354838709677,0.3666855886049434,0.04557142857142853,0.32785714285714285,0.22835743212240905,0.37585714285714283,0.02766666666666663
