date,NOx_Load_mg
8/23/2008,10010822787
8/24/2008,8367849206
8/25/2008,6749482820
8/26/2008,5560239611
8/27/2008,3501160956
8/28/2008,2867469186
8/29/2008,2557171692
8/30/2008,2228013783
8/31/2008,2016727374
9/1/2008,1703843658
9/2/2008,1341242857
9/3/2008,1023245002
9/4/2008,867996655.3
9/5/2008,1164894453
9/6/2008,1587632906
9/7/2008,1153247663
9/8/2008,1075731328
9/9/2008,1108367311
9/10/2008,628534668.2
9/11/2008,407081829.1
9/12/2008,315777388.3
9/13/2008,313819188.8
9/14/2008,274745018.2
9/15/2008,221020328.5
9/16/2008,214335464.5
9/17/2008,327457503.6
9/18/2008,233487114.6
9/19/2008,108205250.9
9/20/2008,104348590.7
9/21/2008,112862299.3
9/22/2008,104706395.8
9/23/2008,321804379.5
9/24/2008,296988727.3
9/25/2008,272558060.6
9/26/2008,128214713.8
9/27/2008,223230937.9
9/28/2008,192566897.8
9/29/2008,230360358.7
9/30/2008,628301650
10/1/2008,670816535.1
10/2/2008,633215651.1
10/3/2008,1120604887
10/4/2008,989817558.6
10/5/2008,503199860.9
10/6/2008,1109582101
10/7/2008,1762927614
10/8/2008,1044763828
10/9/2008,1340827974
10/10/2008,2940726257
10/11/2008,2994612156
10/12/2008,1910243211
10/13/2008,1463770031
10/14/2008,1228353275
10/15/2008,1118748729
10/16/2008,834389229
10/17/2008,578095471.9
10/18/2008,512189332.4
10/19/2008,285381484.7
10/20/2008,318191577.6
10/21/2008,382415175.6
10/22/2008,269171718.6
10/23/2008,192128429.5
10/24/2008,234130667
10/25/2008,186920733.2
10/26/2008,158291803.9
10/27/2008,104252348.3
10/28/2008,91044380.85
10/29/2008,63728788.22
10/30/2008,18245246.26
10/31/2008,104097729.9
11/1/2008,4055723.234
11/2/2008,195998892.8
11/3/2008,34957255.09
11/4/2008,106358524.8
11/5/2008,158170766.5
11/6/2008,69680916.75
11/7/2008,193265213.8
11/8/2008,54468229.93
11/9/2008,184415161.7
11/10/2008,73663392.21
11/11/2008,54578348.98
11/12/2008,158214846.7
11/13/2008,181201982.9
11/14/2008,235982493.5
11/15/2008,160785333.3
11/16/2008,156356531.2
11/17/2008,180763381.2
11/18/2008,86581232.6
11/19/2008,118723772.7
11/20/2008,76296948.77
11/21/2008,173182645.8
11/22/2008,114926214.6
11/23/2008,99706570.7
11/24/2008,69025856.27
11/25/2008,79447490.32
11/26/2008,75675957.92
11/27/2008,66807299.05
11/28/2008,133197106.4
11/29/2008,60272187.32
11/30/2008,279744776.6
12/1/2008,73140352.25
12/2/2008,139231866.3
12/3/2008,75381934.59
12/4/2008,136093506
12/5/2008,213686081.9
12/6/2008,55734440.54
12/7/2008,66868978.97
12/8/2008,61914087.12
12/9/2008,60741758.24
12/10/2008,41794923.45
12/11/2008,178950727.8
12/12/2008,257771458.6
12/13/2008,643062322.5
12/14/2008,238593774.5
12/15/2008,64492107.26
12/16/2008,44607758.62
12/17/2008,91476736.99
12/18/2008,48913039.95
12/19/2008,50678783.13
12/20/2008,151394077.5
12/21/2008,87255775.27
12/22/2008,82331102.97
12/23/2008,32561435.5
12/24/2008,36298457.06
12/25/2008,75197420.77
12/26/2008,340424275.2
12/27/2008,512714056.4
12/28/2008,439221176.6
12/29/2008,357785856.7
12/30/2008,36747824.53
12/31/2008,78107537.44
1/1/2009,90778588.7
1/2/2009,21010079.19
1/3/2009,23436825.4
1/4/2009,14451504.88
1/5/2009,41473060.71
1/6/2009,51481542.62
1/7/2009,88804402.41
1/8/2009,65426286.08
1/9/2009,21309481.17
1/10/2009,31818878.69
1/11/2009,58969091.51
1/12/2009,52102053.28
1/13/2009,36729753.08
1/14/2009,52859634.76
1/15/2009,6937217.105
1/16/2009,55463304.92
1/17/2009,26082351.76
1/18/2009,35618045.43
1/19/2009,80691679.22
1/20/2009,40989501.11
1/21/2009,51573334.49
1/22/2009,49995231.16
1/23/2009,46636054.7
1/24/2009,74453172.77
1/25/2009,82855718.04
1/26/2009,141316310.4
1/27/2009,64021010.26
1/28/2009,101561875.1
1/29/2009,68809969.86
1/30/2009,104900645.3
1/31/2009,129022479.9
2/1/2009,35687528.76
2/2/2009,68036525.78
2/3/2009,92855835.87
2/4/2009,34659872.43
2/5/2009,584060.4948
2/6/2009,174685.494
2/7/2009,87986171.9
2/8/2009,412990318.1
2/9/2009,27964475.93
2/10/2009,29434358.94
2/11/2009,17530242.25
2/12/2009,16581323.24
2/13/2009,28181697.59
2/14/2009,16025285.13
2/15/2009,40444509.52
2/16/2009,3036865.721
2/17/2009,2101486.065
2/18/2009,17701732.52
2/19/2009,14510118.63
2/20/2009,11792435.42
2/21/2009,17109575.41
2/22/2009,9602565.114
2/23/2009,12932067.62
2/24/2009,9974386.632
2/25/2009,11221249.23
2/26/2009,12886283.53
2/27/2009,13686748.82
2/28/2009,11356226.43
3/1/2009,17387422.82
3/2/2009,12086931.97
3/3/2009,7064160.447
3/4/2009,9986149.176
3/5/2009,10622878.2
3/6/2009,6651255.373
3/7/2009,9992764.555
3/8/2009,9125766.497
3/9/2009,6783532.263
3/10/2009,10643699.88
3/11/2009,9343251.013
3/12/2009,9328614.361
3/13/2009,9059678.496
3/14/2009,8942245.344
3/15/2009,9277150.51
3/16/2009,4355266.216
3/17/2009,7351140.478
3/18/2009,27053086.17
3/19/2009,46066171.07
3/20/2009,171846904.2
3/21/2009,105165861.1
3/22/2009,36172047.65
3/23/2009,8976992.47
3/24/2009,3090683.044
3/25/2009,7435411.509
3/26/2009,5528608.897
3/27/2009,1889156.861
3/28/2009,4725049.683
3/29/2009,24010152.77
3/30/2009,48313037.25
3/31/2009,9278148.444
4/1/2009,25520369.33
4/2/2009,7927334.668
4/3/2009,10230803.02
4/4/2009,11357328.73
4/5/2009,10659380.14
4/6/2009,17121107.71
4/7/2009,8334251.734
4/8/2009,17308997.72
4/9/2009,23672296.06
4/10/2009,2691058.345
4/11/2009,20394171.43
4/12/2009,20776260.12
4/13/2009,18198590.07
4/14/2009,22973368.84
4/15/2009,132484499.4
4/16/2009,79047123.72
4/17/2009,61607013.32
4/18/2009,87163222.65
4/19/2009,50734913.22
4/20/2009,10705020.66
4/21/2009,45304828.03
4/22/2009,100895381
4/23/2009,76663294.45
4/24/2009,30928072.54
4/25/2009,52500048.27
4/26/2009,19900445.49
4/27/2009,40139748.22
4/28/2009,60806923.93
4/29/2009,25439981.84
4/30/2009,25130865.76
5/1/2009,77134235.78
5/2/2009,101746630.2
5/3/2009,85346655.91
5/4/2009,60751967.67
5/5/2009,70463978.71
5/6/2009,66385552.13
5/7/2009,47527072.14
5/8/2009,45521760.53
5/9/2009,36649069.07
5/10/2009,36833416.79
5/11/2009,9712544.922
5/12/2009,6594548.271
5/13/2009,19563233.99
5/14/2009,11080918.12
5/15/2009,3771036.208
5/16/2009,29576092.56
5/17/2009,10538337.57
5/18/2009,159259052.3
5/19/2009,231514624.2
5/20/2009,232967229.5
5/21/2009,324657873
5/22/2009,256112373
5/23/2009,274950759.4
5/24/2009,360944786.2
5/25/2009,329337960
5/26/2009,1054181302
5/27/2009,1767408514
5/28/2009,2736074803
5/29/2009,3975228821
5/30/2009,3307456786
5/31/2009,2269086197
6/1/2009,1996401163
6/2/2009,1657038706
6/3/2009,1283335773
6/4/2009,3728602544
6/5/2009,3846051772
6/6/2009,4375573461
6/7/2009,2839228947
6/8/2009,2789684886
6/9/2009,2857414887
6/10/2009,2660210232
6/11/2009,1430081161
6/12/2009,1125708275
6/13/2009,1049939400
6/14/2009,650720106.9
6/15/2009,438310385.5
6/16/2009,402994190.3
6/17/2009,499175614.3
6/18/2009,552695629.6
6/19/2009,471011582.6
6/20/2009,491250181.6
6/21/2009,437294632.4
6/22/2009,372951128
6/23/2009,379095007.5
6/24/2009,416460230.6
6/25/2009,661292502.2
6/26/2009,636867771.8
6/27/2009,625328557.6
6/28/2009,452080789.6
6/29/2009,514166172
6/30/2009,848221011.5
7/1/2009,1090621848
7/2/2009,1385208931
7/3/2009,2190920739
7/4/2009,1705157699
7/5/2009,1694569155
7/6/2009,1594728985
7/7/2009,1274825778
7/8/2009,1068049682
7/9/2009,589694658.5
7/10/2009,628096654.5
7/11/2009,538364860.6
7/12/2009,1353377958
7/13/2009,1412384757
7/14/2009,1131151317
7/15/2009,1018930633
7/16/2009,815292565.1
7/17/2009,583454951.2
7/18/2009,531948802.5
7/19/2009,450668851.5
7/20/2009,636485682.5
7/21/2009,631491191.4
7/22/2009,467845277.1
7/23/2009,383470747.7
7/24/2009,394327092.1
7/25/2009,508874481.7
7/26/2009,439439001.1
7/27/2009,1089288143
7/28/2009,983393654.6
7/29/2009,993425401.9
7/30/2009,797553843.5
7/31/2009,836588223.4
8/1/2009,720193088.1
8/2/2009,486436641.8
8/3/2009,377588130.4
8/4/2009,1010399267
8/5/2009,798004573.6
8/6/2009,489134171.9
8/7/2009,538388019.8
8/8/2009,550003110.6
8/9/2009,500018467.2
8/10/2009,447655441.8
8/11/2009,275990289.4
8/12/2009,344193130.7
8/13/2009,222783430.9
8/14/2009,410675309.4
8/15/2009,304651057.7
8/16/2009,232462551.6
8/17/2009,205595300.1
8/18/2009,163060456.2
8/19/2009,232111463.1
8/20/2009,169049973.2
8/21/2009,158765813.9
8/22/2009,137202890.6
8/23/2009,167375046.1
8/24/2009,371595871
8/25/2009,335301018.6
8/26/2009,553177481.9
8/27/2009,819531552.9
8/28/2009,418014712.1
8/29/2009,390628688.6
8/30/2009,441137593.3
8/31/2009,755970712.4
9/1/2009,1370133237
9/2/2009,940182978.5
9/3/2009,1848602947
9/4/2009,1348502491
9/5/2009,895276536.6
9/6/2009,920880778
9/7/2009,637437742.5
9/8/2009,556177681.4
9/9/2009,397490223.4
9/10/2009,261678685.7
9/11/2009,359760000.7
9/12/2009,396281276.8
9/13/2009,417008887.5
9/14/2009,612447777.5
9/15/2009,450943241.7
9/16/2009,316836190.8
9/17/2009,295706619.1
9/18/2009,248188332.9
9/19/2009,280894403.3
9/20/2009,232681391.5
9/21/2009,245166118.3
9/22/2009,193796693.9
9/23/2009,153148188.7
9/24/2009,167786161.4
9/25/2009,132434499.1
9/26/2009,94599034.23
9/27/2009,841536392.8
9/28/2009,398756322.3
9/29/2009,307234203.9
9/30/2009,308974220.7
10/1/2009,511409813.2
10/2/2009,110624416.5
10/3/2009,67700691.13
10/4/2009,290190126.2
10/5/2009,378096254.5
10/6/2009,89946321.3
10/7/2009,58217692.29
10/8/2009,428383554.2
10/9/2009,12780390.93
10/10/2009,74940989.73
10/11/2009,83173586.54
10/12/2009,120538915.1
10/13/2009,78213791.9
10/14/2009,29776182.25
10/15/2009,65755719.7
10/16/2009,101385283.3
10/17/2009,68806284.85
10/18/2009,265572974.2
10/19/2009,100084280
10/20/2009,25232033.41
10/21/2009,63325669.03
10/22/2009,37377737.81
10/23/2009,34297927.26
10/24/2009,52995944.89
10/25/2009,55006043.45
10/26/2009,42194245.24
10/27/2009,79963616.79
10/28/2009,51511198.21
10/29/2009,23057292.43
10/30/2009,16423196.59
10/31/2009,23082601.27
11/1/2009,140162068.2
11/2/2009,107341388.5
11/3/2009,105115856.8
11/4/2009,27014169.72
11/5/2009,26003373.5
11/6/2009,29383071.55
11/7/2009,69586830.2
11/8/2009,26031820.49
11/9/2009,26040734.98
11/10/2009,27014542.92
11/11/2009,83162582.39
11/12/2009,28264968.65
11/13/2009,28284445.14
11/14/2009,29409992.02
11/15/2009,30135654.68
11/16/2009,30919825.64
11/17/2009,31592401.68
11/18/2009,103816188.5
11/19/2009,34584038.14
11/20/2009,33911164.04
11/21/2009,81779405.47
11/22/2009,49278879.8
11/23/2009,35265536.03
11/24/2009,35713564.99
11/25/2009,34165734.31
11/26/2009,182954636
11/27/2009,270613552.8
11/28/2009,76217601.2
11/29/2009,75770387.58
11/30/2009,73303220.02
12/1/2009,62929721.36
12/2/2009,56300775.89
12/3/2009,54922819.68
12/4/2009,205162320
12/5/2009,986833224.5
12/6/2009,963884768.8
12/7/2009,608623140.5
12/8/2009,860612982
12/9/2009,332750595.3
12/10/2009,305143443.2
12/11/2009,219493059.2
12/12/2009,112999161.1
12/13/2009,68330837.46
12/14/2009,111242300.4
12/15/2009,106909549.2
12/16/2009,282934902.3
12/17/2009,317228108
12/18/2009,524509958.9
12/19/2009,468771735.7
12/20/2009,336584284.9
12/21/2009,216167525.2
12/22/2009,224888076.1
12/23/2009,324618478.7
12/24/2009,119756174.6
12/25/2009,227890825.2
12/26/2009,212192559.1
12/27/2009,35649701.21
12/28/2009,123568518.9
12/29/2009,64831263.66
12/30/2009,177510446.4
12/31/2009,171777739.8
1/1/2010,133979997.4
1/2/2010,224287109.7
1/3/2010,157881514.9
1/4/2010,190273686.1
1/5/2010,84572316.5
1/6/2010,52822388.62
1/7/2010,49667126.29
1/8/2010,117917426.8
1/9/2010,53232102
1/10/2010,243287774.6
1/11/2010,229715928.6
1/12/2010,1085197627
1/13/2010,564176979.1
1/14/2010,395204756.8
1/15/2010,992016372.3
1/16/2010,682045253.2
1/17/2010,674091765.6
1/18/2010,510133125.4
1/19/2010,416665016.5
1/20/2010,359883755.4
1/21/2010,390594569.7
1/22/2010,333330571.2
1/23/2010,235582241.3
1/24/2010,225737885.3
1/25/2010,356139991.5
1/26/2010,449635397.1
1/27/2010,443140490.5
1/28/2010,256661097.4
1/29/2010,411944051.9
1/30/2010,548409065.9
1/31/2010,462114975.6
2/1/2010,628067660.8
2/2/2010,750415516.7
2/3/2010,690929693.3
2/4/2010,515806786.5
2/5/2010,713587841.9
2/6/2010,607102112.6
2/7/2010,716256014.2
2/8/2010,710081523.6
2/9/2010,711473474.6
2/10/2010,866356172.3
2/11/2010,709900090.6
2/12/2010,954725678.3
2/13/2010,1101702810
2/14/2010,1591631910
2/15/2010,1852313134
2/16/2010,1930326676
2/17/2010,1669309187
2/18/2010,1314238131
2/19/2010,1119901513
2/20/2010,1012447537
2/21/2010,804160787.4
2/22/2010,942110964.7
2/23/2010,519612297.8
2/24/2010,367759612.9
2/25/2010,383550502.3
2/26/2010,415203821.6
2/27/2010,387286942
2/28/2010,958567632.3
3/1/2010,359507938.6
3/2/2010,337009696.9
3/3/2010,282881597.6
3/4/2010,261379977.6
3/5/2010,265910079.8
3/6/2010,290350525.3
3/7/2010,284277356.6
3/8/2010,235115877.8
3/9/2010,209432223.5
3/10/2010,206515709.2
3/11/2010,215332028.2
3/12/2010,7037118180
3/13/2010,11983072246
3/14/2010,7192857532
3/15/2010,4035288671
3/16/2010,3141422361
3/17/2010,2421011844
3/18/2010,2228316947
3/19/2010,1146769651
3/20/2010,1512955465
3/21/2010,2010064202
3/22/2010,3033085500
3/23/2010,2443771110
3/24/2010,767813356.6
3/25/2010,857173427
3/26/2010,1651678405
3/27/2010,2744837892
3/28/2010,3932758987
3/29/2010,10677517030
3/30/2010,7631287971
3/31/2010,4139566364
4/1/2010,2720560963
4/2/2010,2200139181
4/3/2010,1674593820
4/4/2010,1571997344
4/5/2010,1186675120
4/6/2010,943256302.7
4/7/2010,713414421.6
4/8/2010,740011752.8
4/9/2010,621151777.4
4/10/2010,644168763.2
4/11/2010,607006144
4/12/2010,535460123.1
4/13/2010,536812113.4
4/14/2010,351408964.5
4/15/2010,355445357.1
4/16/2010,314864766.9
4/17/2010,438584597.5
4/18/2010,545752972.6
4/19/2010,574511413.8
4/20/2010,523120178
4/21/2010,1242737618
4/22/2010,1213342191
4/23/2010,771765025.4
4/24/2010,424812064.2
4/25/2010,638012290.9
4/26/2010,2277204257
4/27/2010,2264904800
4/28/2010,1289237714
4/29/2010,743377086.6
4/30/2010,1087191575
5/1/2010,607214090.1
5/2/2010,351396421.1
5/3/2010,304877235.7
5/4/2010,342019743.8
5/5/2010,395203341.6
5/6/2010,322323064.3
5/7/2010,250646949.4
5/8/2010,101351346.9
5/9/2010,82348575.06
5/10/2010,91428020.32
5/11/2010,64664246.14
5/12/2010,68845765.59
5/13/2010,66458373.58
5/14/2010,71349954.49
5/15/2010,66154301.81
5/16/2010,73953296.12
5/17/2010,365428218.2
5/18/2010,330453283.9
5/19/2010,272814164.6
5/20/2010,244112066.1
5/21/2010,200351215.3
5/22/2010,118227079.9
5/23/2010,135601862.9
5/24/2010,121120889
5/25/2010,105483066.6
5/26/2010,100144933.7
5/27/2010,84622479.38
5/28/2010,85042582.66
5/29/2010,72941649.36
5/30/2010,82645912.63
5/31/2010,162742742.9
6/1/2010,273826225.3
6/2/2010,142200316.7
6/3/2010,197256386.4
6/4/2010,229908237.6
6/5/2010,208225621.3
6/6/2010,388865355.1
6/7/2010,430547539.7
6/8/2010,228958048.9
6/9/2010,187734746.8
6/10/2010,128342044.3
6/11/2010,22893469.43
6/12/2010,17239529.77
6/13/2010,69980078.9
6/14/2010,104814147.1
6/15/2010,78026799.21
6/16/2010,11968279.71
6/17/2010,6487042.634
6/18/2010,8439651.083
6/19/2010,14040897.06
6/20/2010,102161150.9
6/21/2010,287682242.3
6/22/2010,121251794.5
6/23/2010,40066811.48
6/24/2010,14458885.45
6/25/2010,12641605.93
6/26/2010,15916535.01
6/27/2010,15059686.27
6/28/2010,60645120.47
6/29/2010,59149514.86
6/30/2010,84803960.02
7/1/2010,290552623.6
7/2/2010,569194339.6
7/3/2010,1021804154
7/4/2010,893645658.4
7/5/2010,2343654269
7/6/2010,5302801601
7/7/2010,4078010320
7/8/2010,2871500684
7/9/2010,1620343894
7/10/2010,1699334483
7/11/2010,1063501320
7/12/2010,615950518.3
7/13/2010,273760401.8
7/14/2010,94305184.08
7/15/2010,76559433.01
7/16/2010,61326095.86
7/17/2010,70003605.63
7/18/2010,24536178.71
7/19/2010,18377798.73
7/20/2010,39658207.2
7/21/2010,78704495.01
7/22/2010,48716783.98
7/23/2010,257148404.8
7/24/2010,331194226.7
7/25/2010,78407232.72
7/26/2010,122304344.5
7/27/2010,135848196.8
7/28/2010,47922417.35
7/29/2010,57056536.55
7/30/2010,51029629.54
7/31/2010,86673691.47
8/1/2010,183057479
8/2/2010,143112244.7
8/3/2010,80765547.31
8/4/2010,72756340.49
8/5/2010,132922314.9
8/6/2010,206335996.9
8/7/2010,215002954.4
8/8/2010,373571999.3
8/9/2010,265810108.5
8/10/2010,272478100.3
8/11/2010,118364864.7
8/12/2010,240615783.4
8/13/2010,283868121.5
8/14/2010,185415043.9
8/15/2010,162743748
8/16/2010,160581685.5
8/17/2010,350368044.2
8/18/2010,180865356.3
8/19/2010,220831640
8/20/2010,102216470.7
8/21/2010,420728767.7
8/22/2010,861860630.3
8/23/2010,1472459297
8/24/2010,1480052603
8/25/2010,1265284592
8/26/2010,941271359
8/27/2010,879652479.9
8/28/2010,784009336
8/29/2010,796171751.6
8/30/2010,708420835.1
8/31/2010,477144806.1
9/1/2010,346903404.5
9/2/2010,326661749.3
9/3/2010,262684070.8
9/4/2010,188024662.9
9/5/2010,225254802.6
9/6/2010,758283764.2
9/7/2010,1827803317
9/8/2010,1564514439
9/9/2010,808914059.8
9/10/2010,783121283.1
9/11/2010,469550064.7
9/12/2010,212890522.9
9/13/2010,116072226.6
9/14/2010,86489543.97
9/15/2010,73637806.17
9/16/2010,90368993.54
9/17/2010,90361795.68
9/18/2010,108327195.1
9/19/2010,36120139.51
9/20/2010,52865867.07
9/21/2010,14588576.8
9/22/2010,72620787.3
9/23/2010,34359951.09
9/24/2010,137374588
9/25/2010,85931048.71
9/26/2010,14166792.46
9/27/2010,85307713.42
9/28/2010,268535921.3
9/29/2010,588980834.7
9/30/2010,396074233.1
10/1/2010,256003276.1
10/2/2010,278804121.2
10/3/2010,315329020.1
10/4/2010,109317900.9
10/5/2010,164392079.1
10/6/2010,196944637.4
10/7/2010,235860993.6
10/8/2010,310799719.7
10/9/2010,158979289.9
10/10/2010,103963890
10/11/2010,238533024.6
10/12/2010,99279611.69
10/13/2010,20451017.96
10/14/2010,210828094.7
10/15/2010,121691469.5
10/16/2010,121797668.9
10/17/2010,146525965.9
10/18/2010,141342348
10/19/2010,116130303.6
10/20/2010,21498735.19
10/21/2010,85602107.53
10/22/2010,263769161.8
10/23/2010,66567736.39
10/24/2010,943067.4954
10/25/2010,56281126.85
10/26/2010,104370549.3
10/27/2010,60215963.16
10/28/2010,97019047.65
10/29/2010,88385049.58
10/30/2010,19938832.26
10/31/2010,35745118.82
11/1/2010,35370799.75
11/2/2010,185723322.7
11/3/2010,102718121.7
11/4/2010,81416511.91
11/5/2010,231942614.1
11/6/2010,11914725.05
11/7/2010,117079492.2
11/8/2010,7277262.07
11/9/2010,34228594.99
11/10/2010,74869068.13
11/11/2010,82083588.21
11/12/2010,67357632.52
11/13/2010,2427002.942
11/14/2010,129082897.7
11/15/2010,45739323.13
11/16/2010,64143629.57
11/17/2010,35129686.84
11/18/2010,8719963.666
11/19/2010,51504960.56
11/20/2010,77053533.38
11/21/2010,89404247.6
11/22/2010,53772642.59
11/23/2010,94302699.33
11/24/2010,5335882.314
11/25/2010,93314126.25
11/26/2010,1205102.455
11/27/2010,51108910.9
11/28/2010,35153531.21
11/29/2010,40320972.46
11/30/2010,43175903.16
12/1/2010,120134075.6
12/2/2010,29599083.68
12/3/2010,151236.0084
12/4/2010,7468998.986
12/5/2010,5877054.622
12/6/2010,19643172.64
12/7/2010,65392096.79
12/8/2010,8312792.592
12/9/2010,73160851.91
12/10/2010,69162.80871
12/11/2010,61126.74903
12/12/2010,55396.11631
12/13/2010,544076.4602
12/14/2010,48952.78549
12/15/2010,51324.90005
12/16/2010,167019403.6
12/17/2010,72732324.88
12/18/2010,347343236.4
12/19/2010,115961447.1
12/20/2010,66641764.24
12/21/2010,687403.6121
12/22/2010,11764749.41
12/23/2010,41238505.27
12/24/2010,12335462.03
12/25/2010,27108936.81
12/26/2010,162517.8752
12/27/2010,167909.5435
12/28/2010,8328613.607
