date,RAD
9/23/2009,0.1315
9/24/2009,0.1725
9/25/2009,0.2035
9/26/2009,0.219
9/27/2009,0.1595
9/28/2009,0.19775
9/29/2009,0.21025
9/30/2009,0.12075
10/1/2009,0.16925
10/2/2009,0.23775
10/3/2009,0.1935
10/4/2009,0.19125
10/5/2009,0.14925
10/6/2009,0.217
10/7/2009,0.221
10/8/2009,0.20075
10/9/2009,0.17675
10/10/2009,0.1495
10/11/2009,0.1655
10/12/2009,0.19
10/13/2009,0.152
10/14/2009,0.15575
10/15/2009,0.132
10/16/2009,0.1155
10/17/2009,0.0645
10/18/2009,0.1545
10/19/2009,0.1215
10/20/2009,0.1455
10/21/2009,0.1845
10/22/2009,0.13325
10/23/2009,0.1745
10/24/2009,0.1395
10/25/2009,0.16475
10/26/2009,0.16425
10/27/2009,0.16975
10/28/2009,0.189
10/29/2009,0.18825
10/30/2009,0.13275
10/31/2009,0.15125
11/1/2009,0.14275
11/2/2009,0.14275
11/3/2009,0.15925
11/4/2009,0.087
11/5/2009,0.0965
11/6/2009,0.128
11/7/2009,0.146
11/8/2009,0.1215
11/9/2009,0.0855
11/10/2009,0.08675
11/11/2009,0.06925
11/12/2009,0.041
11/13/2009,0.126
11/14/2009,0.13075
11/15/2009,0.12975
11/16/2009,0.11125
11/17/2009,0.13825
11/18/2009,0.15525
11/19/2009,0.16325
11/20/2009,0.133
11/21/2009,0.13575
11/22/2009,0.09025
11/23/2009,0.11425
11/24/2009,0.1055
11/25/2009,0.035
11/26/2009,0.0505
11/27/2009,0.14425
11/28/2009,0.1025
11/29/2009,0.139
11/30/2009,0.1425
12/1/2009,0.1285
12/2/2009,0.1165
12/3/2009,0.0545
12/4/2009,0.02125
12/5/2009,0.029
12/6/2009,0.104
12/7/2009,0.11775
12/8/2009,0.11175
12/9/2009,0.1355
12/10/2009,0.11375
12/11/2009,0.06525
12/12/2009,0.071
12/13/2009,0.1375
12/14/2009,0.15525
12/15/2009,0.093
12/16/2009,0.11825
12/17/2009,0.0805
12/18/2009,0.0375
12/19/2009,0.11225
12/20/2009,0.1035
12/21/2009,0.09
12/22/2009,0.09375
12/23/2009,0.1245
12/24/2009,0.13825
12/25/2009,0.0815
12/26/2009,0.093
12/27/2009,0.07725
12/28/2009,0.10025
12/29/2009,0.1535
12/30/2009,0.1315
12/31/2009,0.12475
1/1/2010,0.04
1/2/2010,0.13575
1/3/2010,0.06375
1/4/2010,0.1385
1/5/2010,0.114
1/6/2010,0.12125
1/7/2010,0.15625
1/8/2010,0.11775
1/9/2010,0.018
1/10/2010,0.14575
1/11/2010,0.1475
1/12/2010,0.14025
1/13/2010,0.14625
1/14/2010,0.148
1/15/2010,0.09475
1/16/2010,0.0415
1/17/2010,0.1
1/18/2010,0.1455
1/19/2010,0.1305
1/20/2010,0.15825
1/21/2010,0.114
1/22/2010,0.0905
1/23/2010,0.06575
1/24/2010,0.086
1/25/2010,0.0705
1/26/2010,0.15375
1/27/2010,0.16275
1/28/2010,0.16925
1/29/2010,0.1315
1/30/2010,0.0735
1/31/2010,0.03325
2/1/2010,0.02525
2/2/2010,0.0475
2/3/2010,0.1375
2/4/2010,0.1235
2/5/2010,0.068
2/6/2010,0.1175
2/7/2010,0.136
2/8/2010,0.14025
2/9/2010,0.102
2/10/2010,0.17025
2/11/2010,0.15325
2/12/2010,0.07125
2/13/2010,0.16525
2/14/2010,0.13675
2/15/2010,0.19025
2/16/2010,0.17425
2/17/2010,0.16525
2/18/2010,0.15625
2/19/2010,0.11025
2/20/2010,0.13225
2/21/2010,0.1725
2/22/2010,0.09925
2/23/2010,0.1255
2/24/2010,0.06975
2/25/2010,0.1935
2/26/2010,0.18225
2/27/2010,0.0465
2/28/2010,0.19775
3/1/2010,0.218
3/2/2010,0.08175
3/3/2010,0.1175
3/4/2010,0.1705
3/5/2010,0.206
3/6/2010,0.24
3/7/2010,0.214
3/8/2010,0.215
3/9/2010,0.10175
3/10/2010,0.19325
3/11/2010,0.06575
3/12/2010,0.017
3/13/2010,0.18075
3/14/2010,0.19
3/15/2010,0.1535
3/16/2010,0.15975
3/17/2010,0.0815
3/18/2010,0.17675
3/19/2010,0.247
3/20/2010,0.2245
3/21/2010,0.12475
3/22/2010,0.11625
3/23/2010,0.17975
3/24/2010,0.21625
3/25/2010,0.2005
3/26/2010,0.118
3/27/2010,0.22975
3/28/2010,0.09325
3/29/2010,0.0795
3/30/2010,0.1765
3/31/2010,0.225
4/1/2010,0.222
4/2/2010,0.19925
4/3/2010,0.20325
4/4/2010,0.1935
4/5/2010,0.231
4/6/2010,0.21125
4/7/2010,0.20225
4/8/2010,0.18175
4/9/2010,0.1385
4/10/2010,0.15075
4/11/2010,0.057
4/12/2010,0.10275
4/13/2010,0.18375
4/14/2010,0.1635
4/15/2010,0.1515
4/16/2010,0.12875
4/17/2010,0.10975
4/18/2010,0.048
4/19/2010,0.16775
4/20/2010,0.22325
4/21/2010,0.16225
4/22/2010,0.2525
4/23/2010,0.24975
4/24/2010,0.22375
4/25/2010,0.16375
4/26/2010,0.16725
4/27/2010,0.2545
4/28/2010,0.256
4/29/2010,0.17425
4/30/2010,0.177
5/1/2010,0.193
5/2/2010,0.243
5/3/2010,0.252
5/4/2010,0.26075
5/5/2010,0.24525
5/6/2010,0.25525
5/7/2010,0.28125
5/8/2010,0.291333333
5/9/2010,0.269
5/10/2010,0.297333333
5/11/2010,0.231333333
5/12/2010,0.259666667
5/13/2010,0.263666667
5/14/2010,0.265
5/15/2010,0.270666667
5/16/2010,0.211666667
5/17/2010,0.194333333
5/18/2010,0.254
5/19/2010,0.159333333
5/20/2010,0.286333333
5/21/2010,0.293
5/22/2010,0.296333333
5/23/2010,0.292
5/24/2010,0.248
5/25/2010,0.246666667
5/26/2010,0.309333333
5/27/2010,0.304
5/28/2010,0.242333333
5/29/2010,0.185666667
5/30/2010,0.261
5/31/2010,0.265333333
6/1/2010,0.249
6/2/2010,0.232
6/3/2010,0.2135
6/4/2010,0.27675
6/5/2010,0.2285
6/6/2010,0.28875
6/7/2010,0.20275
6/8/2010,0.28075
6/9/2010,0.28575
6/10/2010,0.29525
6/11/2010,0.30825
6/12/2010,0.2885
6/13/2010,0.25425
6/14/2010,0.27025
6/15/2010,0.295666667
6/16/2010,0.310666667
6/17/2010,0.293
6/18/2010,0.27
6/19/2010,0.289
6/20/2010,0.227
6/21/2010,0.24275
6/22/2010,0.253
6/23/2010,0.24675
6/24/2010,0.23975
6/25/2010,0.23125
6/26/2010,0.23375
6/27/2010,0.235
6/28/2010,0.20675
6/29/2010,0.2045
6/30/2010,0.193
7/1/2010,0.18725
7/2/2010,0.131
7/3/2010,0.11375
7/4/2010,0.1305
7/5/2010,0.15275
7/6/2010,0.11975
7/7/2010,0.22375
7/8/2010,0.23775
7/9/2010,0.259
7/10/2010,0.27575
7/11/2010,0.227
7/12/2010,0.1905
7/13/2010,0.222
7/14/2010,0.18
7/15/2010,0.207
7/16/2010,0.1765
7/17/2010,0.2175
7/18/2010,0.2125
7/19/2010,0.2275
7/20/2010,0.21975
7/21/2010,0.2165
7/22/2010,0.1845
7/23/2010,0.0765
7/24/2010,0.23275
7/25/2010,0.21125
7/26/2010,0.30125
7/27/2010,0.19025
7/28/2010,0.235
7/29/2010,0.23975
7/30/2010,0.1815
7/31/2010,0.2505
8/1/2010,0.23475
8/2/2010,0.16225
8/3/2010,0.19175
8/4/2010,0.185
8/5/2010,0.19075
8/6/2010,0.258
8/7/2010,0.1715
8/8/2010,0.108
8/9/2010,0.197
8/10/2010,0.12075
8/11/2010,0.22475
8/12/2010,0.252
8/13/2010,0.264
8/14/2010,0.22975
8/15/2010,0.15
8/16/2010,0.24775
8/17/2010,0.26025
8/18/2010,0.249
8/19/2010,0.23625
8/20/2010,0.23825
8/21/2010,0.221
8/22/2010,0.13075
8/23/2010,0.131
8/24/2010,0.06875
8/25/2010,0.09925
8/26/2010,0.126
8/27/2010,0.25075
8/28/2010,0.204
8/29/2010,0.22925
8/30/2010,0.1485
8/31/2010,0.21225
9/1/2010,0.22975
9/2/2010,0.256
9/3/2010,0.23275
9/4/2010,0.225
9/5/2010,0.1895
9/6/2010,0.07625
9/7/2010,0.147
9/8/2010,0.185666667
9/9/2010,0.224666667
9/10/2010,0.248
9/11/2010,0.235666667
9/12/2010,0.226666667
9/13/2010,0.193333333
9/14/2010,0.221666667
9/15/2010,0.173
9/16/2010,0.173
9/17/2010,0.130666667
9/18/2010,0.160666667
9/19/2010,0.192
9/20/2010,0.208
9/21/2010,0.201666667
9/22/2010,0.175333333
9/23/2010,0.168333333
9/24/2010,0.159666667
9/25/2010,0.156
9/26/2010,0.169333333
9/27/2010,0.136
9/28/2010,0.059333333
9/29/2010,0.075333333
9/30/2010,0.169666667
10/1/2010,0.26375
10/2/2010,0.22025
10/3/2010,0.1955
10/4/2010,0.2435
10/5/2010,0.22125
10/6/2010,0.234
10/7/2010,0.208
10/8/2010,0.24725
10/9/2010,0.27875
10/10/2010,0.2815
10/11/2010,0.28
10/12/2010,0.171
10/13/2010,0.182
10/14/2010,0.059666667
10/15/2010,0.21525
10/16/2010,0.276
10/17/2010,0.192
10/18/2010,0.25125
10/19/2010,0.174333333
