date,LO_Avg_OP
4/13/2008,59.74896437
4/14/2008,59.43075117
4/15/2008,59.60829844
4/16/2008,59.7858457
4/17/2008,59.96339297
4/18/2008,60.14094024
4/19/2008,60.3184875
4/20/2008,60.49603477
4/21/2008,60.67358203
4/22/2008,60.8511293
4/23/2008,61.02867656
4/24/2008,61.20622383
4/25/2008,61.3837711
4/26/2008,61.56131836
4/27/2008,61.73886563
4/28/2008,61.91641289
4/29/2008,62.09396016
4/30/2008,62.27150742
5/1/2008,62.44905469
5/2/2008,62.62660195
5/3/2008,62.80414922
5/4/2008,62.98169649
5/5/2008,63.15924375
5/6/2008,63.33679102
5/7/2008,63.51433828
5/8/2008,63.69188555
5/9/2008,63.86943281
5/10/2008,64.04698008
5/11/2008,64.22452734
5/12/2008,64.40207461
5/13/2008,64.57962188
5/14/2008,64.75716914
5/15/2008,64.93471641
5/16/2008,65.11226367
5/17/2008,65.28981094
5/18/2008,65.4673582
5/19/2008,65.64490547
5/20/2008,65.82245273
5/21/2008,66
5/22/2008,64.48238424
5/23/2008,62.96476848
5/24/2008,61.44715272
5/25/2008,59.92953696
5/26/2008,58.4119212
5/27/2008,56.89430544
5/28/2008,55.37668968
5/29/2008,53.85907391
5/30/2008,52.34145815
5/31/2008,50.82384239
6/1/2008,49.30622663
6/2/2008,47.78861087
6/3/2008,46.27099511
6/4/2008,44.75337935
6/5/2008,43.23576359
6/6/2008,41.71814783
6/7/2008,40.20053207
6/8/2008,38.68291631
6/9/2008,37.16530055
6/10/2008,36.84787276
6/11/2008,36.53044496
6/12/2008,36.21301717
6/13/2008,35.89558938
6/14/2008,35.57816159
6/15/2008,35.2607338
6/16/2008,34.94330601
6/17/2008,34.62587822
6/18/2008,34.30845043
6/19/2008,33.99102264
6/20/2008,33.67359485
6/21/2008,33.35616706
6/22/2008,33.03873927
6/23/2008,32.72131148
6/24/2008,32.40388368
6/25/2008,32.08645589
6/26/2008,31.7690281
6/27/2008,31.45160031
6/28/2008,31.13417252
6/29/2008,30.81674473
6/30/2008,30.49931694
7/1/2008,30.18188915
7/2/2008,29.86446136
7/3/2008,29.54703357
7/4/2008,29.22960578
7/5/2008,28.91217799
7/6/2008,28.5947502
7/7/2008,28.2773224
7/8/2008,27.95989461
7/9/2008,27.64246682
7/10/2008,27.32503903
7/11/2008,27.00761124
7/12/2008,26.69018345
7/13/2008,26.37275566
7/14/2008,26.05532787
7/15/2008,25.73790008
7/16/2008,25.42047229
7/17/2008,25.1030445
7/18/2008,24.78561671
7/19/2008,24.46818891
7/20/2008,24.15076112
7/21/2008,23.83333333
7/22/2008,24.09973545
7/23/2008,24.36613757
7/24/2008,24.63253968
7/25/2008,24.8989418
7/26/2008,25.16534392
7/27/2008,25.43174603
7/28/2008,25.69814815
7/29/2008,25.96455026
7/30/2008,26.23095238
7/31/2008,26.4973545
8/1/2008,26.76375661
8/2/2008,27.03015873
8/3/2008,27.29656085
8/4/2008,27.56296296
8/5/2008,27.82936508
8/6/2008,28.0957672
8/7/2008,28.36216931
8/8/2008,28.62857143
8/9/2008,28.89497354
8/10/2008,29.16137566
8/11/2008,29.42777778
8/12/2008,29.8645195
8/13/2008,30.30126123
8/14/2008,30.73800295
8/15/2008,31.17474468
8/16/2008,31.6114864
8/17/2008,32.04822813
8/18/2008,32.48496985
8/19/2008,32.92171158
8/20/2008,33.3584533
8/21/2008,33.79519503
8/22/2008,34.23193675
8/23/2008,34.66867848
8/24/2008,35.1054202
8/25/2008,35.54216193
8/26/2008,35.97890365
8/27/2008,36.41564538
8/28/2008,36.8523871
8/29/2008,37.28912883
8/30/2008,37.72587055
8/31/2008,38.16261228
9/1/2008,38.59935401
9/2/2008,39.03609573
9/3/2008,39.47283746
9/4/2008,39.90957918
9/5/2008,40.34632091
9/6/2008,40.78306263
9/7/2008,41.21980436
9/8/2008,41.65654608
9/9/2008,42.09328781
9/10/2008,42.53002953
9/11/2008,42.96677126
9/12/2008,43.40351298
9/13/2008,43.84025471
9/14/2008,44.27699643
9/15/2008,44.71373816
9/16/2008,45.15047988
9/17/2008,45.58722161
9/18/2008,46.02396333
9/19/2008,46.46070506
9/20/2008,46.89744678
9/21/2008,47.33418851
9/22/2008,47.08936877
9/23/2008,47.52463054
9/24/2008,47.87730341
9/25/2008,48.22997628
9/26/2008,48.58264915
9/27/2008,48.93532202
9/28/2008,49.28799489
9/29/2008,49.64066776
9/30/2008,49.99334063
10/1/2008,50.3460135
10/2/2008,50.69868637
10/3/2008,51.05135924
10/4/2008,51.40403211
10/5/2008,51.75670498
10/6/2008,52.10937785
10/7/2008,52.46205072
10/8/2008,52.81472359
10/9/2008,53.16739646
10/10/2008,53.52006933
10/11/2008,53.8727422
10/12/2008,54.22541507
10/13/2008,54.57808794
10/14/2008,54.93076081
10/15/2008,55.28343368
10/16/2008,55.63610655
10/17/2008,55.98877942
10/18/2008,56.34145229
10/19/2008,56.69412516
10/20/2008,57.04679803
10/21/2008,57.09605911
10/22/2008,57.14449918
10/23/2008,57.19293924
10/24/2008,57.24137931
10/25/2008,57.28981938
10/26/2008,57.33825944
10/27/2008,57.38669951
10/28/2008,57.43513957
10/29/2008,57.48357964
10/30/2008,57.5320197
10/31/2008,57.58045977
11/1/2008,57.62889984
11/2/2008,57.6773399
11/3/2008,57.72577997
11/4/2008,57.77422003
11/5/2008,57.8226601
11/6/2008,57.87110016
11/7/2008,57.91954023
11/8/2008,57.9679803
11/9/2008,58.01642036
11/10/2008,58.06486043
11/11/2008,58.11330049
11/12/2008,58.16174056
11/13/2008,58.21018062
11/14/2008,58.25862069
11/15/2008,58.30706076
11/16/2008,58.35550082
11/17/2008,58.40394089
11/18/2008,58.31122449
11/19/2008,58.37755102
11/20/2008,58.44387755
11/21/2008,58.51020408
11/22/2008,58.57653061
11/23/2008,58.64285714
11/24/2008,58.70918367
11/25/2008,58.7755102
11/26/2008,58.84183673
11/27/2008,58.90816327
11/28/2008,58.9744898
11/29/2008,59.04081633
11/30/2008,59.10714286
12/1/2008,59.17346939
12/2/2008,59.23979592
12/3/2008,59.30612245
12/4/2008,59.37244898
12/5/2008,59.43877551
12/6/2008,59.50510204
12/7/2008,59.57142857
12/8/2008,59.6377551
12/9/2008,59.70408163
12/10/2008,59.77040816
12/11/2008,59.83673469
12/12/2008,59.90306122
12/13/2008,59.96938776
12/14/2008,60.03571429
12/15/2008,60.10204082
12/16/2008,60.31122449
12/17/2008,60.5255102
12/18/2008,60.73979592
12/19/2008,60.95408163
12/20/2008,61.16836735
12/21/2008,61.38265306
12/22/2008,61.59693878
12/23/2008,61.81122449
12/24/2008,62.0255102
12/25/2008,62.23979592
12/26/2008,62.45408163
12/27/2008,62.66836735
12/28/2008,62.88265306
12/29/2008,63.09693878
12/30/2008,63.31122449
12/31/2008,63.5255102
1/1/2009,63.73979592
1/2/2009,63.95408163
1/3/2009,64.16836735
1/4/2009,64.38265306
1/5/2009,64.59693878
1/6/2009,64.81122449
1/7/2009,65.0255102
1/8/2009,65.23979592
1/9/2009,65.45408163
1/10/2009,65.66836735
1/11/2009,65.88265306
1/12/2009,66.09693878
1/13/2009,66.00816327
1/14/2009,66.11632653
1/15/2009,66.2244898
1/16/2009,66.33265306
1/17/2009,66.44081633
1/18/2009,66.54897959
1/19/2009,66.65714286
1/20/2009,66.76530612
1/21/2009,66.87346939
1/22/2009,66.98163265
1/23/2009,67.08979592
1/24/2009,67.19795918
1/25/2009,67.30612245
1/26/2009,67.41428571
1/27/2009,67.52244898
1/28/2009,67.63061224
1/29/2009,67.73877551
1/30/2009,67.84693878
1/31/2009,67.95510204
2/1/2009,68.06326531
2/2/2009,68.17142857
2/3/2009,68.27959184
2/4/2009,68.3877551
2/5/2009,68.49591837
2/6/2009,68.60408163
2/7/2009,68.7122449
2/8/2009,68.82040816
2/9/2009,68.92857143
2/10/2009,69.00765306
2/11/2009,69.08673469
2/12/2009,69.16581633
2/13/2009,68.69709576
2/14/2009,68.2283752
2/15/2009,67.75965463
2/16/2009,67.29093407
2/17/2009,66.8222135
2/18/2009,66.35349294
2/19/2009,65.88477237
2/20/2009,65.41605181
2/21/2009,64.94733124
2/22/2009,64.47861068
2/23/2009,64.00989011
2/24/2009,63.54116954
2/25/2009,63.07244898
2/26/2009,62.60372841
2/27/2009,62.13500785
2/28/2009,61.66628728
3/1/2009,61.19756672
3/2/2009,60.72884615
3/3/2009,60.26012559
3/4/2009,59.79140502
3/5/2009,59.32268446
3/6/2009,58.85396389
3/7/2009,58.38524333
3/8/2009,57.91652276
3/9/2009,57.4478022
3/10/2009,56.95938375
3/11/2009,56.63888413
3/12/2009,56.3183845
3/13/2009,55.99788487
3/14/2009,55.67738524
3/15/2009,55.35688561
3/16/2009,55.03638598
3/17/2009,54.71588635
3/18/2009,54.39538673
3/19/2009,54.0748871
3/20/2009,53.75438747
3/21/2009,53.43388784
3/22/2009,53.11338821
3/23/2009,52.79288858
3/24/2009,52.47238896
3/25/2009,52.15188933
3/26/2009,51.8313897
3/27/2009,51.51089007
3/28/2009,51.19039044
3/29/2009,50.86989081
3/30/2009,50.54939119
3/31/2009,50.22889156
4/1/2009,49.90839193
4/2/2009,49.5878923
4/3/2009,49.26739267
4/4/2009,48.94689304
4/5/2009,48.62639341
4/6/2009,48.30589379
4/7/2009,47.98539416
4/8/2009,47.66489453
4/9/2009,47.3443949
4/10/2009,47.02389527
4/11/2009,46.70339564
4/12/2009,46.38289602
4/13/2009,46.06239639
4/14/2009,45.74189676
4/15/2009,45.42139713
4/16/2009,45.1008975
4/17/2009,44.78039787
4/18/2009,44.45989825
4/19/2009,44.13939862
4/20/2009,43.81889899
4/21/2009,43.49839936
4/22/2009,43.17789973
4/23/2009,42.8574001
4/24/2009,42.53690047
4/25/2009,42.21640085
4/26/2009,41.89590122
4/27/2009,41.57540159
4/28/2009,41.25490196
4/29/2009,41.05612245
4/30/2009,40.62323391
5/1/2009,40.19034537
5/2/2009,39.75745683
5/3/2009,39.32456829
5/4/2009,38.89167975
5/5/2009,38.45879121
5/6/2009,38.02590267
5/7/2009,37.59301413
5/8/2009,37.16012559
5/9/2009,36.72723705
5/10/2009,36.29434851
5/11/2009,35.86145997
5/12/2009,35.42857143
5/13/2009,35.48947179
5/14/2009,35.55037215
5/15/2009,35.61127251
5/16/2009,35.67217288
5/17/2009,35.73307324
5/18/2009,35.7939736
5/19/2009,35.85487396
5/20/2009,35.91577432
5/21/2009,35.97667468
5/22/2009,36.03757505
5/23/2009,36.09847541
5/24/2009,36.15937577
5/25/2009,36.22027613
5/26/2009,36.28117649
5/27/2009,36.34207686
5/28/2009,36.40297722
5/29/2009,36.46387758
5/30/2009,36.52477794
5/31/2009,36.5856783
6/1/2009,36.64657866
6/2/2009,36.70747903
6/3/2009,36.76837939
6/4/2009,36.82927975
6/5/2009,36.89018011
6/6/2009,36.95108047
6/7/2009,37.01198084
6/8/2009,37.0728812
6/9/2009,37.13378156
6/10/2009,37.19468192
6/11/2009,37.08250887
6/12/2009,36.97033582
6/13/2009,36.85816276
6/14/2009,36.74598971
6/15/2009,36.63381666
6/16/2009,36.52164361
6/17/2009,36.40947055
6/18/2009,36.2972975
6/19/2009,36.18512445
6/20/2009,36.07295139
6/21/2009,35.96077834
6/22/2009,35.84860529
6/23/2009,35.73643224
6/24/2009,35.62425918
6/25/2009,35.51208613
6/26/2009,35.39991308
6/27/2009,35.28774003
6/28/2009,35.17556697
6/29/2009,35.06339392
6/30/2009,34.95122087
7/1/2009,34.83904782
7/2/2009,34.72687476
7/3/2009,34.61470171
7/4/2009,34.50252866
7/5/2009,34.3903556
7/6/2009,34.27818255
7/7/2009,34.13068768
7/8/2009,34.05934549
7/9/2009,33.9880033
7/10/2009,33.91666111
7/11/2009,33.84531892
7/12/2009,33.77397673
7/13/2009,33.70263454
7/14/2009,33.63129235
7/15/2009,33.55995016
7/16/2009,33.48860797
7/17/2009,33.41726577
7/18/2009,33.34592358
7/19/2009,33.27458139
7/20/2009,33.2032392
7/21/2009,33.13189701
7/22/2009,33.06055482
7/23/2009,32.98921263
7/24/2009,32.91787044
7/25/2009,32.84652825
7/26/2009,32.77518606
7/27/2009,32.70384387
7/28/2009,32.63250168
7/29/2009,32.56115949
7/30/2009,32.4898173
7/31/2009,32.41847511
8/1/2009,32.34713292
8/2/2009,32.27579073
8/3/2009,32.20444854
8/4/2009,32.13310635
8/5/2009,32.06176416
8/6/2009,31.99042197
8/7/2009,31.91907978
8/8/2009,31.84773759
8/9/2009,31.7763954
8/10/2009,31.70505321
8/11/2009,31.63371102
8/12/2009,31.56236882
8/13/2009,31.49102663
8/14/2009,31.41968444
8/15/2009,31.34834225
8/16/2009,31.27700006
8/17/2009,31.20565787
8/18/2009,31.13243529
8/19/2009,31.07366849
8/20/2009,31.01490169
8/21/2009,30.95613489
8/22/2009,30.89736809
8/23/2009,30.83860129
8/24/2009,30.77983449
8/25/2009,30.7210677
8/26/2009,30.6623009
8/27/2009,30.6035341
8/28/2009,30.5447673
8/29/2009,30.4860005
8/30/2009,30.4272337
8/31/2009,30.3684669
9/1/2009,30.3097001
9/2/2009,30.2509333
9/3/2009,30.1921665
9/4/2009,30.1333997
9/5/2009,30.0746329
9/6/2009,30.0158661
9/7/2009,29.9570993
9/8/2009,29.8983325
9/9/2009,29.8395657
9/10/2009,29.7807989
9/11/2009,29.72203211
9/12/2009,29.66326531
9/13/2009,29.60449851
9/14/2009,29.54573171
9/15/2009,29.79691389
9/16/2009,30.10421852
9/17/2009,30.41152315
9/18/2009,30.71882778
9/19/2009,31.0261324
9/20/2009,31.33343703
9/21/2009,31.64074166
9/22/2009,31.94804629
9/23/2009,32.25535092
9/24/2009,32.56265555
9/25/2009,32.86996018
9/26/2009,33.17726481
9/27/2009,33.48456944
9/28/2009,33.79187407
9/29/2009,34.0991787
9/30/2009,34.40648333
10/1/2009,34.71378795
10/2/2009,35.02109258
10/3/2009,35.32839721
10/4/2009,35.63570184
10/5/2009,35.94300647
10/6/2009,36.2503111
10/7/2009,36.55761573
10/8/2009,36.86492036
10/9/2009,37.17222499
10/10/2009,37.47952962
10/11/2009,37.78683425
10/12/2009,38.09413888
10/13/2009,37.96879044
10/14/2009,38.12150324
10/15/2009,38.27421603
10/16/2009,38.42692882
10/17/2009,38.57964161
10/18/2009,38.73235441
10/19/2009,38.8850672
10/20/2009,39.03777999
10/21/2009,39.19049278
10/22/2009,39.34320557
10/23/2009,39.49591837
10/24/2009,39.64863116
10/25/2009,39.80134395
10/26/2009,39.95405674
10/27/2009,40.10676954
10/28/2009,40.25948233
10/29/2009,40.41219512
10/30/2009,40.56490791
10/31/2009,40.71762071
11/1/2009,40.8703335
11/2/2009,41.02304629
11/3/2009,41.17575908
11/4/2009,41.32847188
11/5/2009,41.48118467
11/6/2009,41.63389746
11/7/2009,41.78661025
11/8/2009,41.93932305
11/9/2009,42.09203584
11/10/2009,42.24474863
11/11/2009,42.39746142
11/12/2009,42.55017422
11/13/2009,42.70288701
11/14/2009,42.8555998
11/15/2009,43.00831259
11/16/2009,43.16102539
11/17/2009,43.24639124
11/18/2009,42.96441015
11/19/2009,42.68242907
11/20/2009,42.40044798
11/21/2009,42.1184669
11/22/2009,41.83648581
11/23/2009,41.55450473
11/24/2009,41.27252364
11/25/2009,40.99054256
11/26/2009,40.70856147
11/27/2009,40.42658039
11/28/2009,40.1445993
11/29/2009,39.86261822
11/30/2009,39.58063713
12/1/2009,39.29865605
12/2/2009,39.01667496
12/3/2009,38.73469388
12/4/2009,38.45271279
12/5/2009,38.17073171
12/6/2009,37.88875062
12/7/2009,37.60676954
12/8/2009,37.32478845
12/9/2009,37.04280737
12/10/2009,36.76082628
12/11/2009,36.4788452
12/12/2009,36.19686411
12/13/2009,35.91488303
12/14/2009,35.63290194
12/15/2009,35.51010453
12/16/2009,36.01689895
12/17/2009,36.52369338
12/18/2009,37.0304878
12/19/2009,37.53728223
12/20/2009,38.04407666
12/21/2009,38.55087108
12/22/2009,39.05766551
12/23/2009,39.56445993
12/24/2009,40.07125436
12/25/2009,40.57804878
12/26/2009,41.08484321
12/27/2009,41.59163763
12/28/2009,42.09843206
12/29/2009,42.60522648
12/30/2009,43.11202091
12/31/2009,43.61881533
1/1/2010,44.12560976
1/2/2010,44.63240418
1/3/2010,45.13919861
1/4/2010,45.64599303
1/5/2010,46.15278746
1/6/2010,46.65958188
1/7/2010,47.16637631
1/8/2010,47.67317073
1/9/2010,48.17996516
1/10/2010,48.68675958
1/11/2010,49.19355401
1/12/2010,49.70034843
1/13/2010,50.20714286
1/14/2010,50.87234043
1/15/2010,51.04078475
1/16/2010,51.20922907
1/17/2010,51.37767339
1/18/2010,51.54611771
1/19/2010,51.71456203
1/20/2010,51.88300636
1/21/2010,52.05145068
1/22/2010,52.219895
1/23/2010,52.38833932
1/24/2010,52.55678364
1/25/2010,52.72522796
1/26/2010,52.89367229
1/27/2010,53.06211661
1/28/2010,53.23056093
1/29/2010,53.39900525
1/30/2010,53.56744957
1/31/2010,53.73589389
2/1/2010,53.90433821
2/2/2010,54.07278254
2/3/2010,54.24122686
2/4/2010,54.40967118
2/5/2010,54.5781155
2/6/2010,54.74655982
2/7/2010,54.91500414
2/8/2010,55.08344847
2/9/2010,55.25189279
2/10/2010,55.42033711
2/11/2010,55.58878143
2/12/2010,55.75722575
2/13/2010,55.92567007
2/14/2010,56.0941144
2/15/2010,56.26255872
2/16/2010,56.43100304
2/17/2010,56.59944736
2/18/2010,56.76789168
2/19/2010,56.936336
2/20/2010,57.10478033
2/21/2010,57.27322465
2/22/2010,57.44166897
2/23/2010,57.61011329
2/24/2010,57.77855761
2/25/2010,57.94700193
2/26/2010,58.11544626
2/27/2010,58.28389058
2/28/2010,58.4523349
3/1/2010,58.62077922
3/2/2010,58.74655345
3/3/2010,58.87232767
3/4/2010,58.9981019
3/5/2010,59.12387612
3/6/2010,59.24965035
3/7/2010,59.37542458
3/8/2010,59.5011988
3/9/2010,59.62697303
3/10/2010,59.75274725
3/11/2010,59.87161619
3/12/2010,59.99048512
3/13/2010,60.10935406
3/14/2010,60.228223
3/15/2010,60.34709193
3/16/2010,60.46596087
3/17/2010,60.5848298
3/18/2010,60.70369874
3/19/2010,60.82256768
3/20/2010,60.94143661
3/21/2010,61.06030555
3/22/2010,61.17917448
3/23/2010,61.29804342
3/24/2010,61.41691236
3/25/2010,61.53578129
3/26/2010,61.65465023
3/27/2010,61.77351916
3/28/2010,61.8923881
3/29/2010,62.01125704
3/30/2010,62.13012597
3/31/2010,62.24899491
4/1/2010,62.36786384
4/2/2010,62.48673278
4/3/2010,62.60560172
4/4/2010,62.72447065
4/5/2010,62.84333959
4/6/2010,62.96220852
4/7/2010,63.08107746
4/8/2010,63.1999464
4/9/2010,63.31881533
4/10/2010,63.43768427
4/11/2010,63.5565532
4/12/2010,63.67542214
4/13/2010,63.79429107
4/14/2010,63.91316001
4/15/2010,64.03202895
4/16/2010,64.15089788
4/17/2010,64.26976682
4/18/2010,64.38863575
4/19/2010,64.50750469
4/20/2010,64.62637363
4/21/2010,64.7491474
4/22/2010,64.87192118
4/23/2010,65.04414551
4/24/2010,65.21636984
4/25/2010,65.38859416
4/26/2010,65.56081849
4/27/2010,65.73304282
4/28/2010,65.90526715
4/29/2010,66.07749147
4/30/2010,66.2497158
5/1/2010,66.42194013
5/2/2010,66.59416446
5/3/2010,66.76638878
5/4/2010,66.93861311
5/5/2010,67.11083744
5/6/2010,67.28306177
5/7/2010,67.45528609
5/8/2010,67.62751042
5/9/2010,67.79973475
5/10/2010,67.97195908
5/11/2010,68.1441834
5/12/2010,68.31640773
5/13/2010,68.48863206
5/14/2010,68.66085638
5/15/2010,68.83308071
5/16/2010,69.00530504
5/17/2010,69.17752937
5/18/2010,69.34975369
5/19/2010,68.8760393
5/20/2010,67.66742252
5/21/2010,66.45880574
5/22/2010,65.25018896
5/23/2010,64.04157218
5/24/2010,62.8329554
5/25/2010,61.62433862
5/26/2010,60.41572184
5/27/2010,59.20710506
5/28/2010,57.99848828
5/29/2010,56.7898715
5/30/2010,55.58125472
5/31/2010,54.37263794
6/1/2010,53.16402116
6/2/2010,51.95540438
6/3/2010,50.7467876
6/4/2010,49.53817082
6/5/2010,48.32955404
6/6/2010,47.12093726
6/7/2010,45.91232048
6/8/2010,44.7037037
6/9/2010,43.49508692
6/10/2010,42.28647014
6/11/2010,41.07785336
6/12/2010,39.86923658
6/13/2010,38.6606198
6/14/2010,37.45200302
6/15/2010,36.57964853
6/16/2010,36.28372217
6/17/2010,35.98779582
6/18/2010,35.69186947
6/19/2010,35.39594312
6/20/2010,35.10001677
6/21/2010,34.80409042
6/22/2010,34.50816406
6/23/2010,34.21223771
6/24/2010,33.91631136
6/25/2010,33.62038501
6/26/2010,33.32445866
6/27/2010,33.0285323
6/28/2010,32.73260595
6/29/2010,32.4366796
6/30/2010,32.14075325
7/1/2010,31.8448269
7/2/2010,31.54890055
7/3/2010,31.25297419
7/4/2010,30.95704784
7/5/2010,30.66112149
7/6/2010,30.36519514
7/7/2010,30.06926879
7/8/2010,29.77334244
7/9/2010,29.47741608
7/10/2010,29.18148973
7/11/2010,28.88556338
7/12/2010,28.58963703
7/13/2010,28.44163393
7/14/2010,28.54579322
7/15/2010,28.64995252
7/16/2010,28.75411181
7/17/2010,28.85827111
7/18/2010,28.9624304
7/19/2010,29.06658969
7/20/2010,29.17074899
7/21/2010,29.27490828
7/22/2010,29.37906757
7/23/2010,29.48322687
7/24/2010,29.58738616
7/25/2010,29.69154546
7/26/2010,29.79570475
7/27/2010,29.89986404
7/28/2010,30.00402334
7/29/2010,30.10818263
7/30/2010,30.21234193
7/31/2010,30.31650122
8/1/2010,30.42066051
8/2/2010,30.52481981
8/3/2010,30.6289791
8/4/2010,30.73313839
8/5/2010,30.83729769
8/6/2010,30.94145698
8/7/2010,31.04561628
8/8/2010,31.14977557
8/9/2010,31.25393486
8/10/2010,31.35809416
8/11/2010,31.46225345
8/12/2010,31.56641274
8/13/2010,31.67057204
8/14/2010,31.77473133
8/15/2010,31.87889063
8/16/2010,31.98304992
8/17/2010,32.08720921
8/18/2010,32.19136851
8/19/2010,32.2955278
8/20/2010,32.39968709
8/21/2010,32.50384639
8/22/2010,32.60800568
8/23/2010,32.71216498
8/24/2010,32.83989922
8/25/2010,32.96763346
8/26/2010,32.79497237
8/27/2010,32.62231128
8/28/2010,32.44965019
8/29/2010,32.2769891
8/30/2010,32.10432801
8/31/2010,31.93166692
9/1/2010,31.75900583
9/2/2010,31.58634474
9/3/2010,31.41368365
9/4/2010,31.24102255
9/5/2010,31.06836146
9/6/2010,30.89570037
9/7/2010,30.72303928
9/8/2010,30.55037819
9/9/2010,30.3777171
9/10/2010,30.20505601
9/11/2010,30.03239492
9/12/2010,29.85973383
9/13/2010,29.68707274
9/14/2010,29.51441165
9/15/2010,29.34175056
9/16/2010,29.16908947
9/17/2010,28.99642838
9/18/2010,28.82376729
9/19/2010,28.6511062
9/20/2010,28.47844511
9/21/2010,28.5787415
9/22/2010,28.64716553
9/23/2010,28.71558957
9/24/2010,28.78401361
9/25/2010,28.85243764
9/26/2010,28.92086168
9/27/2010,28.98928571
9/28/2010,29.05770975
9/29/2010,29.12613379
9/30/2010,29.19455782
10/1/2010,29.26298186
10/2/2010,29.3314059
10/3/2010,29.39982993
10/4/2010,29.46825397
10/5/2010,29.536678
10/6/2010,29.60510204
10/7/2010,29.67352608
10/8/2010,29.74195011
10/9/2010,29.81037415
10/10/2010,29.87879819
10/11/2010,29.94722222
10/12/2010,30.01564626
10/13/2010,30.08407029
10/14/2010,30.15249433
10/15/2010,30.22091837
10/16/2010,30.2893424
10/17/2010,30.35776644
10/18/2010,30.42619048
10/19/2010,30.49461451
10/20/2010,30.56303855
10/21/2010,30.46598639
10/22/2010,30.36893424
10/23/2010,30.27188209
10/24/2010,30.17482993
10/25/2010,30.07777778
10/26/2010,29.98072562
10/27/2010,29.88367347
10/28/2010,29.78662132
10/29/2010,29.68956916
10/30/2010,29.59251701
10/31/2010,29.49546485
11/1/2010,29.3984127
11/2/2010,29.48642548
11/3/2010,29.60505051
11/4/2010,29.72367553
11/5/2010,29.84230056
11/6/2010,29.96092558
11/7/2010,30.07955061
11/8/2010,30.19817563
11/9/2010,30.31680066
11/10/2010,30.43542569
11/11/2010,30.55405071
11/12/2010,30.67267574
11/13/2010,30.79130076
11/14/2010,30.90992579
11/15/2010,31.02855081
11/16/2010,31.14717584
11/17/2010,31.26580087
11/18/2010,31.38442589
11/19/2010,31.50305092
11/20/2010,31.62167594
11/21/2010,31.74030097
11/22/2010,31.85892599
11/23/2010,31.97755102
11/24/2010,32.09617605
11/25/2010,32.21480107
11/26/2010,32.3334261
11/27/2010,32.45205112
11/28/2010,32.57067615
11/29/2010,32.68930118
11/30/2010,32.8079262
12/1/2010,32.92655123
12/2/2010,33.04517625
12/3/2010,33.16380128
12/4/2010,33.2824263
12/5/2010,33.40105133
12/6/2010,33.51967636
12/7/2010,33.63830138
12/8/2010,33.75692641
12/9/2010,33.87555143
12/10/2010,33.99417646
12/11/2010,34.11280148
