,date,Chla,Chla_N,Chla_S
164,2021-04-06,11.5875,11.383333333333335,9.76
165,2021-05-04,21.525000000000002,21.1,17.85
166,2021-05-18,24.8,27.53333333333333,16.200000000000003
167,2021-06-08,11.945,13.146666666666667,8.84
168,2021-06-22,24.224999999999998,26.466666666666665,15.9
169,2021-07-08,17.4,17.666666666666668,14.700000000000001
170,2021-07-20,30.525,33.63333333333333,19.65
171,2021-08-03,18.5,19.36666666666667,12.05
172,2021-08-24,24.049999999999997,27.866666666666664,18.1
173,2021-09-08,18.575,18.733333333333334,19.700000000000003
174,2021-09-21,35.3,43.70000000000001,31.150000000000002
175,2021-10-05,32.35,38.300000000000004,37.45
176,2021-10-19,36.225,43.43333333333334,35.5
177,2021-11-02,24.3,27.400000000000002,31.0
178,2021-12-07,20.5725,17.63,20.65
179,2022-01-04,20.13,24.05333333333333,8.809999999999999
180,2022-02-08,17.962500000000002,20.516666666666666,9.765
181,2022-03-08,25.3125,31.400000000000002,26.525
182,2022-04-05,14.3675,16.923333333333336,7.9350000000000005
183,2022-05-03,20.63,25.900000000000002,17.310000000000002
184,2022-05-18,42.25,48.73333333333333,41.4
185,2022-06-07,43.4,53.699999999999996,19.45
186,2022-06-21,74.4275,96.35333333333334,9.055
187,2022-07-06,58.375,70.36666666666666,72.7
188,2022-07-19,27.150000000000002,30.76666666666667,16.1
189,2022-08-02,24.7,28.0,13.5
190,2022-08-16,31.575,36.93333333333333,17.15
191,2022-09-06,31.924999999999997,38.26666666666667,27.5
192,2022-09-20,32.175,36.833333333333336,26.5
193,2022-10-04,22.912499999999998,27.400000000000002,16.325
194,2022-10-18,20.3425,24.766666666666666,16.384999999999998
195,2022-11-15,17.9225,21.44333333333333,8.655
196,2022-12-06,10.035,10.916666666666666,7.015
197,2023-01-10,6.32,6.746666666666667,5.975
198,2023-02-07,5.835,5.823333333333333,5.785
199,2023-03-07,8.1625,9.386666666666667,8.344999999999999
200,2023-04-04,23.729999999999997,26.906666666666666,35.25
201,2023-05-02,4.2475000000000005,4.963333333333334,3.465
202,2023-05-16,1.29925,1.7590000000000001,-0.08
203,2023-06-06,14.305,16.066666666666666,11.51
204,2023-06-21,69.75,34.0,107.7
205,2023-07-11,28.525000000000002,30.366666666666664,28.1
206,2023-07-25,33.475,40.1,22.7
207,2023-08-08,32.5,35.63333333333333,25.4
208,2023-08-22,24.575,29.099999999999998,20.1
209,2023-09-05,30.085,36.96666666666667,21.97
210,2023-09-19,27.427500000000002,34.333333333333336,19.405
211,2023-10-03,36.33,45.833333333333336,24.71
212,2023-10-17,27.515,33.93333333333333,9.530000000000001
213,2023-11-14,15.615,18.34,10.97
214,2023-12-12,17.17,20.273333333333333,14.129999999999999
