date,Mean_NO,NO
9/2/2008,0.139785401,139.7854005
9/3/2008,0.143600646,143.600646
9/4/2008,0.147415891,147.4158915
9/5/2008,0.151231137,151.231137
9/6/2008,0.155046382,155.0463824
9/7/2008,0.158861628,158.8616279
9/8/2008,0.162676873,162.6768734
9/9/2008,0.166492119,166.4921189
9/10/2008,0.170307364,170.3073643
9/11/2008,0.17412261,174.1226098
9/12/2008,0.177937855,177.9378553
9/13/2008,0.181753101,181.7531008
9/14/2008,0.185568346,185.5683463
9/15/2008,0.189383592,189.3835917
9/16/2008,0.193198837,193.1988372
9/17/2008,0.197014083,197.0140827
9/18/2008,0.200829328,200.8293282
9/19/2008,0.204644574,204.6445736
9/20/2008,0.208459819,208.4598191
9/21/2008,0.212275065,212.2750646
9/22/2008,0.230648837,230.6488372
9/23/2008,0.235014778,235.0147783
9/24/2008,0.239063948,239.0639482
9/25/2008,0.243113118,243.113118
9/26/2008,0.247162288,247.1622879
9/27/2008,0.251211458,251.2114578
9/28/2008,0.255260628,255.2606276
9/29/2008,0.259309797,259.3097975
9/30/2008,0.263358967,263.3589673
10/1/2008,0.267408137,267.4081372
10/2/2008,0.271457307,271.4573071
10/3/2008,0.275506477,275.5064769
10/4/2008,0.279555647,279.5556468
10/5/2008,0.283604817,283.6048166
10/6/2008,0.287653986,287.6539865
10/7/2008,0.291703156,291.7031564
10/8/2008,0.295752326,295.7523262
10/9/2008,0.299801496,299.8014961
10/10/2008,0.303850666,303.8506659
10/11/2008,0.307899836,307.8998358
10/12/2008,0.311949006,311.9490057
10/13/2008,0.315998176,315.9981755
10/14/2008,0.320047345,320.0473454
10/15/2008,0.324096515,324.0965152
10/16/2008,0.328145685,328.1456851
10/17/2008,0.332194855,332.194855
10/18/2008,0.336244025,336.2440248
10/19/2008,0.340293195,340.2931947
10/20/2008,0.344342365,344.3423645
10/21/2008,0.345608374,345.6083744
10/22/2008,0.345693997,345.6939974
10/23/2008,0.345779621,345.7796205
10/24/2008,0.345865244,345.8652436
10/25/2008,0.345950867,345.9508666
10/26/2008,0.34603649,346.0364897
10/27/2008,0.346122113,346.1221128
10/28/2008,0.346207736,346.2077358
10/29/2008,0.346293359,346.2933589
10/30/2008,0.346378982,346.3789819
10/31/2008,0.346464605,346.464605
11/1/2008,0.346550228,346.5502281
11/2/2008,0.346635851,346.6358511
11/3/2008,0.346721474,346.7214742
11/4/2008,0.346807097,346.8070972
11/5/2008,0.34689272,346.8927203
11/6/2008,0.346978343,346.9783434
11/7/2008,0.347063966,347.0639664
11/8/2008,0.347149589,347.1495895
11/9/2008,0.347235213,347.2352126
11/10/2008,0.347320836,347.3208356
11/11/2008,0.347406459,347.4064587
11/12/2008,0.347492082,347.4920817
11/13/2008,0.347577705,347.5777048
11/14/2008,0.347663328,347.6633279
11/15/2008,0.347748951,347.7489509
11/16/2008,0.347834574,347.834574
11/17/2008,0.347920197,347.920197
11/18/2008,0.348519898,348.519898
11/19/2008,0.350059694,350.0596939
11/20/2008,0.35159949,351.5994898
11/21/2008,0.353139286,353.1392857
11/22/2008,0.354679082,354.6790816
11/23/2008,0.356218878,356.2188776
11/24/2008,0.357758673,357.7586735
11/25/2008,0.359298469,359.2984694
11/26/2008,0.360838265,360.8382653
11/27/2008,0.362378061,362.3780612
11/28/2008,0.363917857,363.9178571
11/29/2008,0.365457653,365.4576531
11/30/2008,0.366997449,366.997449
12/1/2008,0.368537245,368.5372449
12/2/2008,0.370077041,370.0770408
12/3/2008,0.371616837,371.6168367
12/4/2008,0.373156633,373.1566327
12/5/2008,0.374696429,374.6964286
12/6/2008,0.376236224,376.2362245
12/7/2008,0.37777602,377.7760204
12/8/2008,0.379315816,379.3158163
12/9/2008,0.380855612,380.8556122
12/10/2008,0.382395408,382.3954082
12/11/2008,0.383935204,383.9352041
12/12/2008,0.385475,385.475
12/13/2008,0.387014796,387.0147959
12/14/2008,0.388554592,388.5545918
12/15/2008,0.390094388,390.0943878
12/16/2008,0.391910714,391.9107143
12/17/2008,0.39152551,391.5255102
12/18/2008,0.391140306,391.1403061
12/19/2008,0.390755102,390.755102
12/20/2008,0.390369898,390.369898
12/21/2008,0.389984694,389.9846939
12/22/2008,0.38959949,389.5994898
12/23/2008,0.389214286,389.2142857
12/24/2008,0.388829082,388.8290816
12/25/2008,0.388443878,388.4438776
12/26/2008,0.388058673,388.0586735
12/27/2008,0.387673469,387.6734694
12/28/2008,0.387288265,387.2882653
12/29/2008,0.386903061,386.9030612
12/30/2008,0.386517857,386.5178571
12/31/2008,0.386132653,386.1326531
1/1/2009,0.385747449,385.747449
1/2/2009,0.385362245,385.3622449
1/3/2009,0.384977041,384.9770408
1/4/2009,0.384591837,384.5918367
1/5/2009,0.384206633,384.2066327
1/6/2009,0.383821429,383.8214286
1/7/2009,0.383436224,383.4362245
1/8/2009,0.38305102,383.0510204
1/9/2009,0.382665816,382.6658163
1/10/2009,0.382280612,382.2806122
1/11/2009,0.381895408,381.8954082
1/12/2009,0.381510204,381.5102041
1/13/2009,0.378986735,378.9867347
1/14/2009,0.380561565,380.5615646
1/15/2009,0.382136395,382.1363946
1/16/2009,0.383711224,383.7112245
1/17/2009,0.385286054,385.2860544
1/18/2009,0.386860884,386.8608844
1/19/2009,0.388435714,388.4357143
1/20/2009,0.390010544,390.0105442
1/21/2009,0.391585374,391.5853741
1/22/2009,0.393160204,393.1602041
1/23/2009,0.394735034,394.735034
1/24/2009,0.396309864,396.3098639
1/25/2009,0.397884694,397.8846939
1/26/2009,0.399459524,399.4595238
1/27/2009,0.401034354,401.0343537
1/28/2009,0.402609184,402.6091837
1/29/2009,0.404184014,404.1840136
1/30/2009,0.405758844,405.7588435
1/31/2009,0.407333673,407.3336735
2/1/2009,0.408908503,408.9085034
2/2/2009,0.410483333,410.4833333
2/3/2009,0.412058163,412.0581633
2/4/2009,0.413632993,413.6329932
2/5/2009,0.415207823,415.2078231
2/6/2009,0.416782653,416.7826531
2/7/2009,0.418357483,418.357483
2/8/2009,0.419932313,419.9323129
2/9/2009,0.421507143,421.5071429
2/10/2009,0.423062585,423.062585
2/11/2009,0.424618027,424.6180272
2/12/2009,0.426173469,426.1734694
2/13/2009,0.422154553,422.1545526
2/14/2009,0.418135636,418.1356358
2/15/2009,0.414116719,414.116719
2/16/2009,0.410097802,410.0978022
2/17/2009,0.406078885,406.0788854
2/18/2009,0.402059969,402.0599686
2/19/2009,0.398041052,398.0410518
2/20/2009,0.394022135,394.022135
2/21/2009,0.390003218,390.0032182
2/22/2009,0.385984301,385.9843014
2/23/2009,0.381965385,381.9653846
2/24/2009,0.377946468,377.9464678
2/25/2009,0.373927551,373.927551
2/26/2009,0.369908634,369.9086342
2/27/2009,0.365889717,365.8897174
2/28/2009,0.361870801,361.8708006
3/1/2009,0.357851884,357.8518838
3/2/2009,0.353832967,353.832967
3/3/2009,0.34981405,349.8140502
3/4/2009,0.345795133,345.7951334
3/5/2009,0.341776217,341.7762166
3/6/2009,0.3377573,337.7572998
3/7/2009,0.333738383,333.738383
3/8/2009,0.329719466,329.7194662
3/9/2009,0.325700549,325.7005495
3/10/2009,0.322047219,322.0472189
3/11/2009,0.32006091,320.0609101
3/12/2009,0.318074601,318.0746013
3/13/2009,0.316088292,316.0882925
3/14/2009,0.314101984,314.1019837
3/15/2009,0.312115675,312.1156748
3/16/2009,0.310129366,310.129366
3/17/2009,0.308143057,308.1430572
3/18/2009,0.306156748,306.1567484
3/19/2009,0.30417044,304.1704396
3/20/2009,0.302184131,302.1841308
3/21/2009,0.300197822,300.197822
3/22/2009,0.298211513,298.2115132
3/23/2009,0.296225204,296.2252044
3/24/2009,0.294238896,294.2388956
3/25/2009,0.292252587,292.2525867
3/26/2009,0.290266278,290.2662779
3/27/2009,0.288279969,288.2799691
3/28/2009,0.28629366,286.2936603
3/29/2009,0.284307352,284.3073515
3/30/2009,0.282321043,282.3210427
3/31/2009,0.280334734,280.3347339
4/1/2009,0.278348425,278.3484251
4/2/2009,0.276362116,276.3621163
4/3/2009,0.274375807,274.3758075
4/4/2009,0.272389499,272.3894987
4/5/2009,0.27040319,270.4031898
4/6/2009,0.268416881,268.416881
4/7/2009,0.266430572,266.4305722
4/8/2009,0.264444263,264.4442634
4/9/2009,0.262457955,262.4579546
4/10/2009,0.260471646,260.4716458
4/11/2009,0.258485337,258.485337
4/12/2009,0.256499028,256.4990282
4/13/2009,0.254512719,254.5127194
4/14/2009,0.252526411,252.5264106
4/15/2009,0.250540102,250.5401018
4/16/2009,0.248553793,248.5537929
4/17/2009,0.246567484,246.5674841
4/18/2009,0.244581175,244.5811753
4/19/2009,0.242594867,242.5948665
4/20/2009,0.240608558,240.6085577
4/21/2009,0.238622249,238.6222489
4/22/2009,0.23663594,236.6359401
4/23/2009,0.234649631,234.6496313
4/24/2009,0.232663322,232.6633225
4/25/2009,0.230677014,230.6770137
4/26/2009,0.228690705,228.6907049
4/27/2009,0.226704396,226.704396
4/28/2009,0.224718087,224.7180872
4/29/2009,0.221063776,221.0637755
4/30/2009,0.214848378,214.8483778
5/1/2009,0.20863298,208.6329801
5/2/2009,0.202417582,202.4175824
5/3/2009,0.196202185,196.2021847
5/4/2009,0.189986787,189.986787
5/5/2009,0.183771389,183.7713893
5/6/2009,0.177555992,177.5559916
5/7/2009,0.171340594,171.3405939
5/8/2009,0.165125196,165.1251962
5/9/2009,0.158909799,158.9097985
5/10/2009,0.152694401,152.6944008
5/11/2009,0.146479003,146.4790031
5/12/2009,0.140263605,140.2636054
5/13/2009,0.138918389,138.9183894
5/14/2009,0.137573173,137.5731734
5/15/2009,0.136227957,136.2279574
5/16/2009,0.134882741,134.8827413
5/17/2009,0.133537525,133.5375253
5/18/2009,0.132192309,132.1923093
5/19/2009,0.130847093,130.8470932
5/20/2009,0.129501877,129.5018772
5/21/2009,0.128156661,128.1566612
5/22/2009,0.126811445,126.8114452
5/23/2009,0.125466229,125.4662291
5/24/2009,0.124121013,124.1210131
5/25/2009,0.122775797,122.7757971
5/26/2009,0.121430581,121.430581
5/27/2009,0.120085365,120.085365
5/28/2009,0.118740149,118.740149
5/29/2009,0.117394933,117.394933
5/30/2009,0.116049717,116.0497169
5/31/2009,0.114704501,114.7045009
6/1/2009,0.113359285,113.3592849
6/2/2009,0.112014069,112.0140689
6/3/2009,0.110668853,110.6688528
6/4/2009,0.109323637,109.3236368
6/5/2009,0.107978421,107.9784208
6/6/2009,0.106633205,106.6332047
6/7/2009,0.105287989,105.2879887
6/8/2009,0.103942773,103.9427727
6/9/2009,0.102597557,102.5975567
6/10/2009,0.101252341,101.2523406
6/11/2009,0.099873761,99.87376109
6/12/2009,0.098495182,98.49518156
6/13/2009,0.097116602,97.11660202
6/14/2009,0.095738022,95.73802248
6/15/2009,0.094359443,94.35944295
6/16/2009,0.092980863,92.98086341
6/17/2009,0.091602284,91.60228388
6/18/2009,0.090223704,90.22370434
6/19/2009,0.088845125,88.84512481
6/20/2009,0.087466545,87.46654527
6/21/2009,0.086087966,86.08796574
6/22/2009,0.084709386,84.7093862
6/23/2009,0.083330807,83.33080666
6/24/2009,0.081952227,81.95222713
6/25/2009,0.080573648,80.57364759
6/26/2009,0.079195068,79.19506806
6/27/2009,0.077816489,77.81648852
6/28/2009,0.076437909,76.43790899
6/29/2009,0.075059329,75.05932945
6/30/2009,0.07368075,73.68074991
7/1/2009,0.07230217,72.30217038
7/2/2009,0.070923591,70.92359084
7/3/2009,0.069545011,69.54501131
7/4/2009,0.068166432,68.16643177
7/5/2009,0.066787852,66.78785224
7/6/2009,0.065409273,65.4092727
7/7/2009,0.064639929,64.63992917
7/8/2009,0.064107169,64.10716916
7/9/2009,0.063574409,63.57440915
7/10/2009,0.063041649,63.04164913
7/11/2009,0.062508889,62.50888912
7/12/2009,0.061976129,61.97612911
7/13/2009,0.061443369,61.4433691
7/14/2009,0.060910609,60.91060909
7/15/2009,0.060377849,60.37784908
7/16/2009,0.059845089,59.84508907
7/17/2009,0.059312329,59.31232906
7/18/2009,0.058779569,58.77956904
7/19/2009,0.058246809,58.24680903
7/20/2009,0.057714049,57.71404902
7/21/2009,0.057181289,57.18128901
7/22/2009,0.056648529,56.648529
7/23/2009,0.056115769,56.11576899
7/24/2009,0.055583009,55.58300898
7/25/2009,0.055050249,55.05024897
7/26/2009,0.054517489,54.51748895
7/27/2009,0.053984729,53.98472894
7/28/2009,0.053451969,53.45196893
7/29/2009,0.052919209,52.91920892
7/30/2009,0.052386449,52.38644891
7/31/2009,0.051853689,51.8536889
8/1/2009,0.051320929,51.32092889
8/2/2009,0.050788169,50.78816888
8/3/2009,0.050255409,50.25540886
8/4/2009,0.049722649,49.72264885
8/5/2009,0.049189889,49.18988884
8/6/2009,0.048657129,48.65712883
8/7/2009,0.048124369,48.12436882
8/8/2009,0.047591609,47.59160881
8/9/2009,0.047058849,47.0588488
8/10/2009,0.046526089,46.52608879
8/11/2009,0.045993329,45.99332877
8/12/2009,0.045460569,45.46056876
8/13/2009,0.044927809,44.92780875
8/14/2009,0.044395049,44.39504874
8/15/2009,0.043862289,43.86228873
8/16/2009,0.043329529,43.32952872
8/17/2009,0.042796769,42.79676871
8/18/2009,0.041924745,41.9247449
8/19/2009,0.042244375,42.24437467
8/20/2009,0.042564004,42.56400445
8/21/2009,0.042883634,42.88363422
8/22/2009,0.043203264,43.203264
8/23/2009,0.043522894,43.52289377
8/24/2009,0.043842524,43.84252355
8/25/2009,0.044162153,44.16215332
8/26/2009,0.044481783,44.4817831
8/27/2009,0.044801413,44.80141287
8/28/2009,0.045121043,45.12104265
8/29/2009,0.045440672,45.44067242
8/30/2009,0.045760302,45.7603022
8/31/2009,0.046079932,46.07993197
9/1/2009,0.046399562,46.39956175
9/2/2009,0.046719192,46.71919152
9/3/2009,0.047038821,47.0388213
9/4/2009,0.047358451,47.35845107
9/5/2009,0.047678081,47.67808085
9/6/2009,0.047997711,47.99771062
9/7/2009,0.04831734,48.3173404
9/8/2009,0.04863697,48.63697017
9/9/2009,0.0489566,48.95659995
9/10/2009,0.04927623,49.27622972
9/11/2009,0.049595859,49.5958595
9/12/2009,0.049915489,49.91548927
9/13/2009,0.050235119,50.23511905
9/14/2009,0.050554749,50.55474882
9/15/2009,0.052510858,52.51085819
9/16/2009,0.0545058,54.50579976
9/17/2009,0.056500741,56.50074132
9/18/2009,0.058495683,58.49568289
9/19/2009,0.060490624,60.49062445
9/20/2009,0.062485566,62.48556602
9/21/2009,0.064480508,64.48050759
9/22/2009,0.066475449,66.47544915
9/23/2009,0.068470391,68.47039072
9/24/2009,0.070465332,70.46533229
9/25/2009,0.072460274,72.46027385
9/26/2009,0.074455215,74.45521542
9/27/2009,0.076450157,76.45015699
9/28/2009,0.078445099,78.44509855
9/29/2009,0.08044004,80.44004012
9/30/2009,0.082434982,82.43498168
10/1/2009,0.084429923,84.42992325
10/2/2009,0.086424865,86.42486482
10/3/2009,0.088419806,88.41980638
10/4/2009,0.090414748,90.41474795
10/5/2009,0.09240969,92.40968952
10/6/2009,0.094404631,94.40463108
10/7/2009,0.096399573,96.39957265
10/8/2009,0.098394514,98.39451422
10/9/2009,0.100389456,100.3894558
10/10/2009,0.102384397,102.3843973
10/11/2009,0.104379339,104.3793389
10/12/2009,0.10637428,106.3742805
10/13/2009,0.107478406,107.4784057
10/14/2009,0.110348857,110.3488575
10/15/2009,0.113219309,113.2193093
10/16/2009,0.116089761,116.089761
10/17/2009,0.118960213,118.9602128
10/18/2009,0.121830665,121.8306646
10/19/2009,0.124701116,124.7011163
10/20/2009,0.127571568,127.5715681
10/21/2009,0.13044202,130.4420199
10/22/2009,0.133312472,133.3124717
10/23/2009,0.136182923,136.1829234
10/24/2009,0.139053375,139.0533752
10/25/2009,0.141923827,141.923827
10/26/2009,0.144794279,144.7942787
10/27/2009,0.147664731,147.6647305
10/28/2009,0.150535182,150.5351823
10/29/2009,0.153405634,153.405634
10/30/2009,0.156276086,156.2760858
10/31/2009,0.159146538,159.1465376
11/1/2009,0.162016989,162.0169894
11/2/2009,0.164887441,164.8874411
11/3/2009,0.167757893,167.7578929
11/4/2009,0.170628345,170.6283447
11/5/2009,0.173498796,173.4987964
11/6/2009,0.176369248,176.3692482
11/7/2009,0.1792397,179.2397
11/8/2009,0.182110152,182.1101518
11/9/2009,0.184980604,184.9806035
11/10/2009,0.187851055,187.8510553
11/11/2009,0.190721507,190.7215071
11/12/2009,0.193591959,193.5919588
11/13/2009,0.196462411,196.4624106
11/14/2009,0.199332862,199.3328624
11/15/2009,0.202203314,202.2033141
11/16/2009,0.205073766,205.0737659
11/17/2009,0.207403061,207.4030612
11/18/2009,0.207017857,207.0178571
11/19/2009,0.206632653,206.6326531
11/20/2009,0.206247449,206.247449
11/21/2009,0.205862245,205.8622449
11/22/2009,0.205477041,205.4770408
11/23/2009,0.205091837,205.0918367
11/24/2009,0.204706633,204.7066327
11/25/2009,0.204321429,204.3214286
11/26/2009,0.203936224,203.9362245
11/27/2009,0.20355102,203.5510204
11/28/2009,0.203165816,203.1658163
11/29/2009,0.202780612,202.7806122
11/30/2009,0.202395408,202.3954082
12/1/2009,0.202010204,202.0102041
12/2/2009,0.201625,201.625
12/3/2009,0.201239796,201.2397959
12/4/2009,0.200854592,200.8545918
12/5/2009,0.200469388,200.4693878
12/6/2009,0.200084184,200.0841837
12/7/2009,0.19969898,199.6989796
12/8/2009,0.199313776,199.3137755
12/9/2009,0.198928571,198.9285714
12/10/2009,0.198543367,198.5433673
12/11/2009,0.198158163,198.1581633
12/12/2009,0.197772959,197.7729592
12/13/2009,0.197387755,197.3877551
12/14/2009,0.197002551,197.002551
12/15/2009,0.198480952,198.4809524
12/16/2009,0.20382619,203.8261905
12/17/2009,0.209171429,209.1714286
12/18/2009,0.214516667,214.5166667
12/19/2009,0.219861905,219.8619048
12/20/2009,0.225207143,225.2071429
12/21/2009,0.230552381,230.552381
12/22/2009,0.235897619,235.897619
12/23/2009,0.241242857,241.2428571
12/24/2009,0.246588095,246.5880952
12/25/2009,0.251933333,251.9333333
12/26/2009,0.257278571,257.2785714
12/27/2009,0.26262381,262.6238095
12/28/2009,0.267969048,267.9690476
12/29/2009,0.273314286,273.3142857
12/30/2009,0.278659524,278.6595238
12/31/2009,0.284004762,284.0047619
1/1/2010,0.28935,289.35
1/2/2010,0.294695238,294.6952381
1/3/2010,0.300040476,300.0404762
1/4/2010,0.305385714,305.3857143
1/5/2010,0.310730952,310.7309524
1/6/2010,0.31607619,316.0761905
1/7/2010,0.321421429,321.4214286
1/8/2010,0.326766667,326.7666667
