date,Net_Inflow,LOSA_dmd_SFWMM,C44RO,C43RO,Cutback,Stage,Storage,S77_Q,S308_Q,S77EW,TotRegEW,TotRegSo
3/26/2008,3496.031655,0,0,19,0,10.0543896,2056839.79,0,0,0,0,0
3/27/2008,4206.968252,0.23,71,104,0,10.0664035,2060780.348,0,0,0,0,0
3/28/2008,4003.543156,14.83,33,95.99999998,0,10.07001944,2061966.376,0,0,0,0,0
3/29/2008,4223.510425,20.18,0,95.99999998,0,10.07119892,2062353.247,0,0,0,0,0
3/30/2008,4153.870652,25.29,0,93.99999998,0,10.07257223,2062803.692,0,0,0,0,0
3/31/2008,3941.638931,47.59,0,75.99999999,0,10.11029553,2075176.934,0,0,0,0,0
4/1/2008,3872.237174,51.37,0,73.99999999,0,10.09448848,2069992.222,0,0,0,0,0
4/2/2008,5079.399304,56.58,0,65.99999998,0,10.10531898,2073544.626,0,0,0,0,0
4/3/2008,5041.614123,241.02,0,397,0,10.13961708,2084794.401,0,0,0,0,0
4/4/2008,4724.040097,588.22,0,230,0,10.16555011,2093300.435,0,0,0,0,0
4/5/2008,4576.092769,1825.95,62,85.99999997,0,10.14283403,2085849.561,0,0,0,0,0
4/6/2008,4966.202441,3143.58,93,85.99999997,438.6014286,10.16109066,2091837.737,0,0,0,0,0
4/7/2008,9039.821733,2127.77,87,858,0,10.28146809,2131321.533,0,0,0,0,0
4/8/2008,7850.213349,143.84,0,1276,0,10.30605984,2139387.629,0,0,0,0,0
4/9/2008,6169.496796,981.51,0,632.9999999,0,10.32595319,2145912.645,0,0,0,0,0
4/10/2008,6561.490768,2710.49,0,1050,0,10.32148847,2144448.218,0,0,0,0,0
4/11/2008,7091.81222,4082.55,12,745.9999998,1093.142857,10.3184783,2143460.884,0,0,0,0,0
4/12/2008,5899.942675,4136.54,35,660.9999999,1147.132857,10.28427426,2132241.956,0,0,0,0,0
4/13/2008,5621.20507,5268.46,2.5,438.9999999,2279.052857,10.26218292,2124995.999,0,0,0,0,0
4/14/2008,5417.819643,3661.17,1.6,425.9999999,671.7628571,10.22778595,2113713.79,0,0,0,0,0
4/15/2008,4723.028525,6240.21,0,166,2952.231429,10.16566844,2093339.248,0,0,0,0,0
4/16/2008,3504.302742,7367.6,0,9.599999998,4079.621429,10.15224642,2088936.825,0,0,0,0,0
4/17/2008,3578.18715,6947.24,41,0,3659.261429,10.12970912,2081544.59,0,0,0,0,0
4/18/2008,3730.220434,6749.07,81,0,3461.091429,10.14587949,2086848.473,0,0,0,0,0
4/19/2008,3556.626787,6409.77,73,0,3121.791429,10.14046661,2085073.048,0,0,0,0,0
4/20/2008,2981.577996,6749.82,5.3,0,3461.841429,10.11952402,2078203.88,0,0,0,0,0
4/21/2008,2516.334328,7215.41,0,0,3927.431429,10.10553873,2073616.705,0,0,0,0,0
4/22/2008,2120.670928,7075.51,0,0,3494.695714,10.09655689,2070670.661,0,0,0,0,0
4/23/2008,1752.300132,6752.7,0,0,3171.885714,10.06377529,2059918.296,0,0,0,0,0
4/24/2008,1663.777686,6894.74,0,0,3313.925714,10.0556408,2057250.183,0,0,0,0,0
4/25/2008,1634.42227,5983.65,0,0,2402.835714,10.04299967,2053103.893,0,0,0,0,0
4/26/2008,1523.922932,822.42,0,0,0,10.01897835,2045224.9,0,0,0,0,0
4/27/2008,1515.25515,134.52,27,0,0,10.01436097,2043710.398,0,0,0,0,0
4/28/2008,808.5235188,934.54,27,0,0,9.973463239,2030773.604,0,0,0,0,0
4/29/2008,1047.056106,1709.19,0,0,0,9.937377818,2019587.124,0,0,0,0,0
4/30/2008,889.231077,3261.82,0,0,0,9.898492385,2007532.639,0,0,0,0,0
5/1/2008,697.5084773,7381.99,0,0,3542.361429,9.888145037,2004324.962,0,0,0,0,0
5/2/2008,722.8176059,9715.52,6.3,0,5875.891429,9.842386239,1990139.734,0,0,0,0,0
5/3/2008,909.7401985,9696.6,0,0,5856.971429,9.793069309,1974851.486,0,0,0,0,0
5/4/2008,921.2641826,7657.79,0,0,3818.161429,9.752845309,1962382.046,0,0,0,0,0
5/5/2008,813.9780723,8763.04,8.9,0,4923.411429,9.698852041,1945644.133,0,0,0,0,0
5/6/2008,814.9103051,9029.56,0,0,5003.952857,9.666136849,1935502.423,0,0,0,0,0
5/7/2008,1202.540635,8798.5,22,0,4772.892857,9.648423036,1930011.141,0,0,0,0,0
5/8/2008,622.533159,7278.76,61,0,3253.152857,9.647503451,1929726.07,0,0,0,0,0
5/9/2008,518.1825903,535.88,66,0,0,9.661142563,1933954.195,0,0,0,0,0
5/10/2008,1146.666171,1132.59,19,0,0,9.628753999,1923913.74,0,0,0,0,0
5/11/2008,1621.509854,5106.15,66,0,1080.542857,9.58020749,1908864.322,0,0,0,0,0
5/12/2008,692.8869828,2259.97,0,0,0,9.513675499,1888239.405,0,0,0,0,0
5/13/2008,1434.785609,895.55,0,347.9999999,0,9.511743292,1887640.421,0,0,0,0,0
5/14/2008,551.3859455,446.92,0,0,0,9.496296578,1882851.939,0,0,0,0,0
5/15/2008,145.646498,92.93,75,0,0,9.468140955,1874123.696,0,0,0,0,0
5/16/2008,314.1822863,647.09,61,0,0,9.415275706,1857735.469,0,0,0,0,0
5/17/2008,613.9843859,2809.51,0,0,0,9.365447847,1842288.833,0,0,0,0,0
5/18/2008,747.254006,3531.44,0,0,0,9.328317843,1830778.531,0,0,0,0,0
5/19/2008,676.8803474,3892.21,15,0,0,9.295079882,1820474.764,0,0,0,0,0
5/20/2008,583.5975638,5949.79,0,0,1989.318571,9.266515158,1811619.699,0,0,0,0,0
5/21/2008,720.8142972,6934.69,102,0,2974.218571,9.219234528,1796962.704,0,0,0,0,0
5/22/2008,294.6252324,6930.43,161,0,2969.958571,9.232323645,1801020.33,0,0,0,0,0
5/23/2008,252.5557482,6462.37,149,0,2501.898571,9.235055012,1801867.054,0,0,0,0,0
5/24/2008,656.6290776,1973.04,108,0,0,9.224078502,1798464.336,0,0,0,0,0
5/25/2008,570.2686183,1185.06,177,0,0,9.256685984,1808572.655,0,0,0,0,0
5/26/2008,559.1016595,1936.25,114,0,0,9.223161839,1798180.17,0,0,0,0,0
5/27/2008,222.3871082,4403.09,0,0,840.8185714,9.178182794,1784236.666,0,0,0,0,0
5/28/2008,296.6087064,6978.53,33,0,3416.258571,9.139945821,1772383.205,0,0,0,0,0
5/29/2008,-97.82493915,2766.07,5.8,0,0,9.096296639,1758851.958,0,0,0,0,0
5/30/2008,-187.6366432,2114.07,0,0,0,9.072105559,1751352.723,0,0,0,0,0
5/31/2008,28.76037343,1970.23,38,0,0,9.035997688,1740159.283,0,0,0,0,0
6/1/2008,300.1392902,2385.79,63,0,0,9.006660022,1731064.607,0,0,0,0,0
6/2/2008,408.0997816,3188.92,80,0,0,8.964306822,1718791.751,0,0,0,0,0
6/3/2008,51.84801114,3528.31,53,0,92.69571429,8.947976193,1714121.191,0,0,0,0,0
6/4/2008,25.80499713,6022.56,39,0,2586.945714,8.928741584,1708620.093,0,0,0,0,0
6/5/2008,107.8811525,6373.68,87,0,2938.065714,8.903947731,1701529.051,0,0,0,0,0
6/6/2008,345.5608455,7018.35,49,0,3582.735714,8.857530168,1688253.628,0,0,0,0,0
6/7/2008,109.0910716,824.98,0,0,0,8.804324364,1673036.768,0,0,0,0,0
6/8/2008,97.19022746,31.28,51,0,0,8.757084792,1659526.25,0,0,0,0,0
6/9/2008,-55.53727284,146.01,29,14,0,8.709325722,1645867.157,0,0,0,0,0
6/10/2008,-42.16865787,559.8,16,17.00000001,0,8.688656593,1639955.786,0,0,0,0,0
6/11/2008,571.6372154,1265.59,53,488,0,8.666470942,1633610.689,0,0,0,0,0
6/12/2008,86.10260763,1903.42,103,0,0,8.647688565,1628238.93,0,0,0,0,0
6/13/2008,-12.65456431,2152.78,74,0,0,8.630112949,1623212.303,0,0,0,0,0
6/14/2008,485.2370866,764.46,64,0,0,8.607772727,1616823,0,0,0,0,0
6/15/2008,553.7462796,1852.85,77,0,0,8.585958611,1610584.163,0,0,0,0,0
6/16/2008,128.5886213,50.2,70,172,0,8.59066386,1611929.864,0,0,0,0,0
6/17/2008,801.0656564,332.36,117,446,0,8.56899283,1605731.949,0,0,0,0,0
6/18/2008,180.0399377,0,153,59,0,8.586818116,1610829.981,0,0,0,0,0
6/19/2008,963.1749889,4.82,199,85,0,8.587510516,1611028.008,0,0,0,0,0
6/20/2008,1035.512287,0,76,27,0,8.59602882,1613464.243,0,0,0,0,0
6/21/2008,1152.279403,0,106,553,0,8.602820487,1615406.659,0,0,0,0,0
6/22/2008,762.5069212,0,266,373,0,8.61503759,1618900.751,0,0,0,0,0
6/23/2008,2291.19019,0,171,898,0,8.64853184,1628480.106,0,0,0,0,0
6/24/2008,1638.964425,0,124,1520,0,8.700351413,1643300.504,0,0,0,0,0
6/25/2008,2332.267938,123.73,23,1562,0,8.706713799,1645120.146,0,0,0,0,0
6/26/2008,4003.48365,112.04,14,1427,0,8.822029396,1678100.407,0,0,0,0,0
6/27/2008,5115.220844,98.84,197,1972,0,8.904742897,1701756.468,0,0,0,0,0
6/28/2008,5184.24574,235.33,320,2320,0,8.924041535,1707275.879,0,0,0,0,0
6/29/2008,4781.402165,713.07,171,1970,0,8.946904553,1713814.702,0,0,0,0,0
6/30/2008,5699.334111,1754.35,345,1596,0,8.984479931,1724561.26,0,0,0,0,0
7/1/2008,5098.519992,91.34,414,1448,0,9.072683156,1751531.778,0,0,0,0,0
7/2/2008,6411.044262,0,177,1667,0,9.18620379,1786723.175,0,0,0,0,0
7/3/2008,10142.91098,0.72,425,1554,0,9.219998561,1797199.554,0,0,0,0,0
7/4/2008,8435.020832,114.88,426,1216,0,9.263089595,1810557.774,0,0,0,0,0
7/5/2008,7099.924628,256.58,240,1130,0,9.28792801,1818257.683,0,0,0,0,0
7/6/2008,7015.984007,478.96,352,1520,0,9.325651242,1829951.885,0,0,0,0,0
7/7/2008,8212.137855,532.53,349,1014,0,9.387794746,1849216.371,0,0,0,0,0
7/8/2008,8219.754396,203.44,355,1914,0,9.403120598,1853967.385,0,0,0,0,0
7/9/2008,8546.293725,78.29,319,2500,0,9.41129833,1856502.482,0,0,0,0,0
7/10/2008,5448.999854,76.16,36,1009,0,9.423704829,1860348.497,0,0,0,0,0
7/11/2008,4587.220058,105.45,351,538,0,9.394144241,1851184.715,0,0,0,0,0
7/12/2008,4056.700259,34.67,357,910,0,9.401763613,1853546.72,0,0,0,0,0
7/13/2008,9087.663126,32.94,418,2455,0,9.415346635,1857757.457,0,0,0,0,0
7/14/2008,8829.751998,0,463,3965,0,9.457896532,1870947.925,0,0,0,0,0
7/15/2008,10339.39392,0,409,3589,0,9.514825001,1888595.75,0,0,0,0,0
7/16/2008,12809.79099,0.24,355,4694,0,9.58111181,1909144.661,0,0,0,0,0
7/17/2008,13470.74404,0,301,4062,0,9.627888647,1923645.48,0,0,0,0,0
7/18/2008,13922.53975,30.92,198,2932,0,9.664595302,1935024.544,0,0,0,0,0
7/19/2008,12596.32951,26.93,263,2614,0,9.691258223,1943290.049,0,0,0,0,0
7/20/2008,11809.48536,0.25,13,2314,0,9.695017894,1944455.547,0,0,0,0,0
7/21/2008,11400.73104,0,162,2151,0,9.749366173,1961303.514,0,0,0,0,0
7/22/2008,10868.66413,0,221,1331,0,9.80236977,1977734.629,0,0,0,0,0
7/23/2008,14428.60331,0,327,2195,0,9.851532851,1992975.184,0,0,0,0,0
7/24/2008,16403.23105,0,576,1590,0,9.927304176,2016464.295,0,0,0,0,0
7/25/2008,15881.39887,0,343,2290,0,10.00642662,2041107.931,0,0,0,0,0
7/26/2008,15883.7592,0,451,1047,0,10.04231684,2052879.923,0,0,0,0,0
7/27/2008,15115.75806,0,153,1963,0,10.08099787,2065567.302,0,0,0,0,0
7/28/2008,15522.78676,0,593,1849,0,10.14535975,2086677.999,0,0,0,0,0
7/29/2008,14037.30356,0,428,1839,0,10.16969323,2094659.379,0,0,0,0,0
7/30/2008,15816.02356,0,340,1306,0,10.17296316,2095731.917,0,0,0,0,0
7/31/2008,12857.07701,0,137,1714,0,10.19947591,2104428.097,0,0,0,0,0
8/1/2008,12014.14021,0,395,1183,0,10.19642844,2103428.529,0,0,0,0,0
8/2/2008,11435.46167,0,158,1138,0,10.22272113,2112052.53,0,0,0,0,0
8/3/2008,12072.59319,0,97,1147,0,10.27237351,2128338.512,0,0,0,0,0
8/4/2008,10640.28693,0,304,1370,0,10.3417586,2151096.822,0,0,0,0,0
8/5/2008,11342.05987,0,136,1312,0,10.36187074,2157693.604,0,0,0,0,0
8/6/2008,10539.62562,0,295,1154,0,10.43720882,2182404.494,0,0,0,0,0
8/7/2008,9059.339118,0,241,1238,0,10.48329073,2197519.359,0,0,0,0,0
8/8/2008,11066.595,3.41,426,948.9999999,0,10.49301777,2200709.827,0,0,0,0,0
8/9/2008,9819.4262,0,242,1238,0,10.51935024,2209308.179,0,0,0,0,0
8/10/2008,10496.86192,105.49,60,1126,0,10.58119177,2229468.518,0,0,0,0,0
8/11/2008,7847.178634,233.07,175,740,0,10.64844109,2251391.795,0,0,0,0,0
8/12/2008,6194.349725,417.75,336,1013,0,10.68775241,2264207.287,0,0,0,0,0
8/13/2008,6329.463976,244.91,187,953.9999999,0,10.68660569,2263833.454,0,0,0,0,0
8/14/2008,5310.553367,124.98,479,894,0,10.64637383,2250717.867,0,0,0,0,0
8/15/2008,5842.580606,5.75,69,938,0,10.68373013,2262896.024,0,0,0,0,0
8/16/2008,5345.343502,0,408,775,0,10.67633859,2260486.381,0,0,0,0,0
8/17/2008,5178.374658,95.84,578,904.9999999,0,10.6815846,2262196.58,0,0,0,0,0
8/18/2008,7462.186324,302.4,4140,2991,0,10.7979879,2300144.054,0,0,0,0,0
8/19/2008,37911.62673,73.21,3040,9710,0,11.30676606,2475208.716,0,0,0,0,0
8/20/2008,77211.48694,68.16,2024,17900,0,11.73937612,2629217.898,0,0,0,0,0
8/21/2008,83353.79031,4.03,1560.7,14100,0,12.04884279,2740853.318,0,0,0,0,0
8/22/2008,89130.8766,4.03,1881,12900,0,12.36964756,2864683.959,0,0,0,0,0
8/23/2008,80059.14077,4.03,1506,15500,0,12.67383831,2982101.588,0,0,0,0,0
8/24/2008,75407.23963,0,3303,12800,0,13.00318755,3109332.394,0,200,0,396.7,0
8/25/2008,65175.66736,0,2659,13100,0,13.22572062,3202351.221,0,0,0,0,0
8/26/2008,60976.29581,0,1812,13100,0,13.41346232,3280827.248,0,200,0,396.7,0
8/27/2008,50676.65071,0,1200.6,11400,0,13.58963562,3354646.961,0,0,0,0,0
8/28/2008,52739.22569,0.41,1341.87,11200,0,13.73712049,3416590.604,0,200,0,396.7,0
8/29/2008,50319.64522,0.41,1190,9250,0,13.8655415,3470527.43,0,0,0,0,0
8/30/2008,44946.09672,0.41,1011,7940,0,13.9864667,3521316.015,1400,189,0,3151.7815,0
8/31/2008,42747.0984,0,1123.5,12000,0,14.12524002,3584109.448,1400,76.5,0,2928.63775,0
9/1/2008,38013.85499,0,1192.4,6730,0,14.21998595,3627313.592,1400,7.6,0,2791.9746,0
9/2/2008,33430.93907,0,815.0000001,5460,0,14.28910408,3658831.459,1400,384.9999999,0,3540.5475,0
9/3/2008,29878.39824,0,1133,5120,0,14.35382622,3688344.755,1400,67,0,2909.7945,0
9/4/2008,27214.07691,0,983.9999999,4268,0,14.3838893,3702053.521,1400,216.0000001,0,3205.336,0
9/5/2008,28911.49432,0,584.9999999,3419.000001,0,14.54946916,3777261.123,1400,615.0000001,0,3996.7525,0
9/6/2008,32285.22496,0,416,4518.000001,0,14.68167178,3836752.3,1700,1084,0,5522.064,0
9/7/2008,24002.5151,2.09,675.9999999,3979.000001,0,14.72360835,3855623.756,1700,824.0000001,0,5006.354,0
9/8/2008,20123.07792,25.36,354,3760,0,14.74274668,3864236.007,1700,1146,0,5645.041,0
9/9/2008,19370.64704,39.76,0,4379.000001,0,14.76061694,3872277.625,1700,1500,0,6347.2,0
9/10/2008,14775.86995,27.25,0,0,0,14.77549281,3878971.764,1700,1500,0,6347.2,0
9/11/2008,12289.84311,11.57,299,2250,0,14.77879687,3880458.591,1700,1201,0,5754.1335,0
9/12/2008,11482.60884,0,95.99999999,2490,0,14.77770954,3879969.293,1700,1404,0,6156.784,0
9/13/2008,11174.73401,0,283,1500,0,14.77897348,3880538.065,1700,1217,0,5785.8695,0
9/14/2008,8046.656618,105.36,172.9999999,1670,0,14.77282224,3877770.01,1700,1327,0,6004.0545,0
9/15/2008,8186.888231,0,210.0000001,693,0,14.76829954,3875734.793,1700,1290,0,5930.665,0
9/16/2008,8267.020582,0.28,0,1298,0,14.76387845,3873745.303,1700,1500,0,6347.2,0
9/17/2008,7553.763321,0,0,1017,0,14.7589607,3871532.316,1700,1500,0,6347.2,0
9/18/2008,7049.445214,0,0,1289.000001,0,14.75605191,3870223.36,1700,1500,0,6347.2,0
9/19/2008,4185.031029,0,0,1460.000001,0,14.72141831,3854638.238,1700,1500,0,6347.2,0
9/20/2008,4416.224762,0,0,312.0000011,0,14.71889248,3853501.617,1400,1200,0,5157.1,0
9/21/2008,4773.785625,16.15,0,1223.000001,0,14.71838514,3853273.312,1400,1200,0,5157.1,0
9/22/2008,4380.819751,0,66.00000013,2164.999999,0,14.72370593,3855667.667,1400,1134,0,5026.189,0
9/23/2008,4775.431909,0,322,1986.000001,0,14.73514588,3860815.644,1400,878,0,4518.413,0
9/24/2008,4075.840784,0,204.0000002,1976.000001,0,14.71461006,3851574.527,1400,995.9999998,0,4752.466,0
9/25/2008,3056.196289,0,95.99999997,1922.000001,0,14.71443301,3851494.855,1400,1104,0,4966.684,0
9/26/2008,1974.627736,0,291.9999999,1007.000001,0,14.7093511,3849207.994,1400,908.0000001,0,4577.918,0
9/27/2008,1536.041958,0,33.00000002,1383.000001,0,14.69120249,3841041.122,1400,1167,0,5091.6445,0
9/28/2008,1644.121458,0,184.0000001,1481.000001,0,14.6818824,3836847.08,1400,1016,0,4792.136,0
9/29/2008,1585.033767,21.27,327,1714,0,14.67159511,3832217.801,1400,873,0,4508.4955,0
9/30/2008,4424.634692,54.79,551,5500,0,14.73138463,3859123.083,1400,649,0,4064.1915,208.1994019
10/1/2008,4394.862747,91.76,254.0000002,4580,0,14.74621353,3865796.089,1400,945.9999998,0,4653.291,397.3784383
10/2/2008,3551.489589,122.96,174,2800,0,14.73147635,3859164.355,1400,1026,0,4811.971,404.5683535
10/3/2008,4114.974726,10.5,179.9999999,2810,0,14.70847722,3848814.751,1400,1020,0,4800.07,595.05
10/4/2008,3756.798985,39.94,0,2330,0,14.66895654,3831030.441,1400,1200,0,5157.1,595.05
10/5/2008,2331.038184,291.6,0,2346,0,14.65777354,3825998.094,1400,1200,0,5157.1,253.1842746
10/6/2008,3766.319661,698.95,0,2618,0,14.65520779,3824843.504,1400,1200,0,5157.1,404.5683535
10/7/2008,6175.387713,0,229.0000001,3186,0,14.64434484,3819955.178,1400,970.9999999,0,4702.8785,404.5683535
10/8/2008,3471.654759,0,312.9999999,2470,0,14.65471161,3824620.226,1400,887.0000001,0,4536.2645,0
10/9/2008,4696.410303,0,40,2690,0,14.64217404,3818978.318,1400,1160,0,5077.76,0
10/10/2008,8442.577868,0,65.00000001,1979,0,14.6479599,3821581.956,1400,1135,0,5028.1725,0
10/11/2008,8894.790112,0,179,1381,0,14.67560802,3834023.608,1400,1021,0,4802.0535,0
10/12/2008,6008.498208,36.64,178,2019,0,14.66262188,3828179.848,1400,1022,0,4804.037,0
10/13/2008,4692.998727,159.21,62,2291,0,14.6378161,3817017.244,1400,1138,0,5034.123,0
