date,Chla
7/13/2010,4.818181818
7/14/2010,4.681818182
7/15/2010,4.545454545
7/16/2010,4.409090909
7/17/2010,4.272727273
7/18/2010,4.136363636
7/19/2010,4
7/20/2010,4.071428571
7/21/2010,4.142857143
7/22/2010,4.214285714
7/23/2010,4.285714286
7/24/2010,4.357142857
7/25/2010,4.428571429
7/26/2010,4.5
7/27/2010,4.571428571
7/28/2010,4.642857143
7/29/2010,4.714285714
7/30/2010,4.785714286
7/31/2010,4.857142857
8/1/2010,4.928571429
8/2/2010,5
8/3/2010,4.928571429
8/4/2010,4.857142857
8/5/2010,4.785714286
8/6/2010,4.714285714
8/7/2010,4.642857143
8/8/2010,4.571428571
8/9/2010,4.5
8/10/2010,4.428571429
8/11/2010,4.357142857
8/12/2010,4.285714286
8/13/2010,4.214285714
8/14/2010,4.142857143
8/15/2010,4.071428571
8/16/2010,4
8/17/2010,4
8/18/2010,4
8/19/2010,4
8/20/2010,4
8/21/2010,4
8/22/2010,4
8/23/2010,4
8/24/2010,4
8/25/2010,4
8/26/2010,4
8/27/2010,4
8/28/2010,4
8/29/2010,4
8/30/2010,4
8/31/2010,4
9/1/2010,4
9/2/2010,4
9/3/2010,4
9/4/2010,4
9/5/2010,4
9/6/2010,4
9/7/2010,4
9/8/2010,4
9/9/2010,4
9/10/2010,4
9/11/2010,4
9/12/2010,4
9/13/2010,4
9/14/2010,4
9/15/2010,3.769230769
9/16/2010,3.538461538
9/17/2010,3.307692308
9/18/2010,3.076923077
9/19/2010,2.846153846
9/20/2010,2.615384615
9/21/2010,2.384615385
9/22/2010,2.153846154
9/23/2010,1.923076923
9/24/2010,1.692307692
9/25/2010,1.461538462
9/26/2010,1.230769231
9/27/2010,1
9/28/2010,1.142857143
9/29/2010,1.285714286
9/30/2010,1.428571429
10/1/2010,1.571428571
10/2/2010,1.714285714
10/3/2010,1.857142857
10/4/2010,2
10/5/2010,2.142857143
10/6/2010,2.285714286
10/7/2010,2.428571429
10/8/2010,2.571428571
10/9/2010,2.714285714
10/10/2010,2.857142857
10/11/2010,3
10/12/2010,2.933333333
10/13/2010,2.866666667
10/14/2010,2.8
10/15/2010,2.733333333
10/16/2010,2.666666667
10/17/2010,2.6
10/18/2010,2.533333333
10/19/2010,2.466666667
10/20/2010,2.4
10/21/2010,2.333333333
10/22/2010,2.266666667
10/23/2010,2.2
10/24/2010,2.133333333
10/25/2010,2.066666667
10/26/2010,1.2
10/27/2010,1.385714286
10/28/2010,1.571428571
10/29/2010,1.757142857
10/30/2010,1.942857143
10/31/2010,2.128571429
11/1/2010,2.314285714
11/2/2010,2.5
11/3/2010,2.685714286
11/4/2010,2.871428571
11/5/2010,3.057142857
11/6/2010,3.242857143
11/7/2010,3.428571429
11/8/2010,3.614285714
11/9/2010,3.8
11/10/2010,3.735
11/11/2010,3.67
11/12/2010,3.605
11/13/2010,3.54
11/14/2010,3.475
11/15/2010,3.41
11/16/2010,3.345
11/17/2010,3.28
11/18/2010,3.215
11/19/2010,3.15
11/20/2010,3.085
11/21/2010,3.02
11/22/2010,2.955
11/23/2010,2.89
11/24/2010,2.825
11/25/2010,2.76
11/26/2010,2.695
11/27/2010,2.63
11/28/2010,2.565
11/29/2010,2.5
11/30/2010,2.98
12/1/2010,3.46
12/2/2010,3.94
12/3/2010,4.42
12/4/2010,4.9
12/5/2010,5.38
12/6/2010,5.86
12/7/2010,6.34
12/8/2010,6.82
12/9/2010,7.3
12/10/2010,7.776923077
12/11/2010,8.253846154
12/12/2010,8.730769231
12/13/2010,9.207692308
12/14/2010,9.684615385
12/15/2010,10.16153846
12/16/2010,10.63846154
12/17/2010,11.11538462
12/18/2010,11.59230769
12/19/2010,12.06923077
12/20/2010,12.54615385
12/21/2010,13.02307692
12/22/2010,13.5
12/23/2010,13.03684211
12/24/2010,12.57368421
12/25/2010,12.11052632
12/26/2010,11.64736842
12/27/2010,11.18421053
12/28/2010,10.72105263
12/29/2010,10.25789474
12/30/2010,9.794736842
12/31/2010,9.331578947
1/1/2011,8.868421053
1/2/2011,8.405263158
1/3/2011,7.942105263
1/4/2011,7.478947368
1/5/2011,7.015789474
1/6/2011,6.552631579
1/7/2011,6.089473684
1/8/2011,5.626315789
1/9/2011,5.163157895
1/10/2011,4.7
1/11/2011,4.764285714
1/12/2011,4.828571429
1/13/2011,4.892857143
1/14/2011,4.957142857
1/15/2011,5.021428571
1/16/2011,5.085714286
1/17/2011,5.15
1/18/2011,5.214285714
1/19/2011,5.278571429
1/20/2011,5.342857143
1/21/2011,5.407142857
1/22/2011,5.471428571
1/23/2011,5.535714286
1/24/2011,5.6
1/25/2011,6.371428571
1/26/2011,7.142857143
1/27/2011,7.914285714
1/28/2011,8.685714286
1/29/2011,9.457142857
1/30/2011,10.22857143
1/31/2011,11
2/1/2011,11.77142857
2/2/2011,12.54285714
2/3/2011,13.31428571
2/4/2011,14.08571429
2/5/2011,14.85714286
2/6/2011,15.62857143
2/7/2011,16.4
2/8/2011,16.45
2/9/2011,16.5
2/10/2011,16.55
2/11/2011,16.6
2/12/2011,16.65
2/13/2011,16.7
2/14/2011,16.75
2/15/2011,16.8
2/16/2011,16.85
2/17/2011,16.9
2/18/2011,16.95
2/19/2011,17
2/20/2011,17.05
2/21/2011,17.1
2/22/2011,17.15
2/23/2011,17.2
2/24/2011,16.43809524
2/25/2011,15.67619048
2/26/2011,14.91428571
2/27/2011,14.15238095
2/28/2011,13.39047619
3/1/2011,12.62857143
3/2/2011,11.86666667
3/3/2011,11.1047619
3/4/2011,10.34285714
3/5/2011,9.580952381
3/6/2011,8.819047619
3/7/2011,8.057142857
3/8/2011,7.295238095
3/9/2011,6.533333333
3/10/2011,6.588095238
3/11/2011,6.642857143
