date,Data_x,Data_y,Data,Mean_OP,OP
6/29/2008,0.019904762,0.026114754,0.023714286,0.023244601,23.24460057
6/30/2008,0.0195,0.025245902,0.024,0.022915301,22.91530055
7/1/2008,0.019095238,0.024377049,0.024285714,0.022586001,22.58600052
7/2/2008,0.018690476,0.023508197,0.024571429,0.0222567,22.25670049
7/3/2008,0.018285714,0.022639344,0.024857143,0.0219274,21.92740047
7/4/2008,0.017880952,0.021770492,0.025142857,0.0215981,21.59810044
7/5/2008,0.01747619,0.020901639,0.025428571,0.0212688,21.26880042
7/6/2008,0.017071429,0.020032787,0.025714286,0.0209395,20.93950039
7/7/2008,0.016666667,0.019163934,0.026,0.0206102,20.61020036
7/8/2008,0.016261905,0.018295082,0.026285714,0.0202809,20.28090034
7/9/2008,0.015857143,0.01742623,0.026571429,0.0199516,19.95160031
7/10/2008,0.015452381,0.016557377,0.026857143,0.0196223,19.62230029
7/11/2008,0.015047619,0.015688525,0.027142857,0.019293,19.29300026
7/12/2008,0.014642857,0.014819672,0.027428571,0.0189637,18.96370023
7/13/2008,0.014238095,0.01395082,0.027714286,0.0186344,18.63440021
7/14/2008,0.013833333,0.013081967,0.028,0.0183051,18.30510018
7/15/2008,0.013428571,0.012213115,0.028285714,0.0179758,17.97580016
7/16/2008,0.01302381,0.011344262,0.028571429,0.0176465,17.64650013
7/17/2008,0.012619048,0.01047541,0.028857143,0.0173172,17.3172001
7/18/2008,0.012214286,0.009606557,0.029142857,0.0169879,16.98790008
7/19/2008,0.011809524,0.008737705,0.029428571,0.0166586,16.65860005
7/20/2008,0.011404762,0.007868852,0.029714286,0.0163293,16.32930003
7/21/2008,0.011,0.007,0.03,0.016,16
7/22/2008,0.011257143,0.007531746,0.03047619,0.016421693,16.42169312
7/23/2008,0.011514286,0.008063492,0.030952381,0.016843386,16.84338624
7/24/2008,0.011771429,0.008595238,0.031428571,0.017265079,17.26507937
7/25/2008,0.012028571,0.009126984,0.031904762,0.017686772,17.68677249
7/26/2008,0.012285714,0.00965873,0.032380952,0.018108466,18.10846561
7/27/2008,0.012542857,0.010190476,0.032857143,0.018530159,18.53015873
7/28/2008,0.0128,0.010722222,0.033333333,0.018951852,18.95185185
7/29/2008,0.013057143,0.011253968,0.033809524,0.019373545,19.37354497
7/30/2008,0.013314286,0.011785714,0.034285714,0.019795238,19.7952381
7/31/2008,0.013571429,0.01231746,0.034761905,0.020216931,20.21693122
8/1/2008,0.013828571,0.012849206,0.035238095,0.020638624,20.63862434
8/2/2008,0.014085714,0.013380952,0.035714286,0.021060317,21.06031746
8/3/2008,0.014342857,0.013912698,0.036190476,0.021482011,21.48201058
8/4/2008,0.0146,0.014444444,0.036666667,0.021903704,21.9037037
8/5/2008,0.014857143,0.01497619,0.037142857,0.022325397,22.32539683
8/6/2008,0.015114286,0.015507937,0.037619048,0.02274709,22.74708995
8/7/2008,0.015371429,0.016039683,0.038095238,0.023168783,23.16878307
8/8/2008,0.015628571,0.016571429,0.038571429,0.023590476,23.59047619
8/9/2008,0.015885714,0.017103175,0.039047619,0.024012169,24.01216931
8/10/2008,0.016142857,0.017634921,0.03952381,0.024433862,24.43386243
8/11/2008,0.0164,0.018166667,0.04,0.024855556,24.85555556
8/12/2008,0.016669767,0.018698413,0.040162791,0.02517699,25.17699028
8/13/2008,0.016939535,0.019230159,0.040325581,0.025498425,25.498425
8/14/2008,0.017209302,0.019761905,0.040488372,0.02581986,25.81985973
8/15/2008,0.01747907,0.020293651,0.040651163,0.026141294,26.14129445
8/16/2008,0.017748837,0.020825397,0.040813953,0.026462729,26.46272917
8/17/2008,0.018018605,0.021357143,0.040976744,0.026784164,26.7841639
8/18/2008,0.018288372,0.021888889,0.041139535,0.027105599,27.10559862
8/19/2008,0.01855814,0.022420635,0.041302326,0.027427033,27.42703335
8/20/2008,0.018827907,0.022952381,0.041465116,0.027748468,27.74846807
8/21/2008,0.019097674,0.023484127,0.041627907,0.028069903,28.06990279
8/22/2008,0.019367442,0.024015873,0.041790698,0.028391338,28.39133752
8/23/2008,0.019637209,0.024547619,0.041953488,0.028712772,28.71277224
8/24/2008,0.019906977,0.025079365,0.042116279,0.029034207,29.03420696
8/25/2008,0.020176744,0.025611111,0.04227907,0.029355642,29.35564169
8/26/2008,0.020446512,0.026142857,0.04244186,0.029677076,29.67707641
8/27/2008,0.020716279,0.026674603,0.042604651,0.029998511,29.99851114
8/28/2008,0.020986047,0.027206349,0.042767442,0.030319946,30.31994586
8/29/2008,0.021255814,0.027738095,0.042930233,0.030641381,30.64138058
8/30/2008,0.021525581,0.028269841,0.043093023,0.030962815,30.96281531
8/31/2008,0.021795349,0.028801587,0.043255814,0.03128425,31.28425003
9/1/2008,0.022065116,0.029333333,0.043418605,0.031605685,31.60568475
9/2/2008,0.022334884,0.029865079,0.043581395,0.031927119,31.92711948
9/3/2008,0.022604651,0.030396825,0.043744186,0.032248554,32.2485542
9/4/2008,0.022874419,0.030928571,0.043906977,0.032569989,32.56998893
9/5/2008,0.023144186,0.031460317,0.044069767,0.032891424,32.89142365
9/6/2008,0.023413953,0.031992063,0.044232558,0.033212858,33.21285837
9/7/2008,0.023683721,0.03252381,0.044395349,0.033534293,33.5342931
9/8/2008,0.023953488,0.033055556,0.04455814,0.033855728,33.85572782
9/9/2008,0.024223256,0.033587302,0.04472093,0.034177163,34.17716254
9/10/2008,0.024493023,0.034119048,0.044883721,0.034498597,34.49859727
9/11/2008,0.024762791,0.034650794,0.045046512,0.034820032,34.82003199
9/12/2008,0.025032558,0.03518254,0.045209302,0.035141467,35.14146672
9/13/2008,0.025302326,0.035714286,0.045372093,0.035462901,35.46290144
9/14/2008,0.025572093,0.036246032,0.045534884,0.035784336,35.78433616
9/15/2008,0.02584186,0.036777778,0.045697674,0.036105771,36.10577089
9/16/2008,0.026111628,0.037309524,0.045860465,0.036427206,36.42720561
9/17/2008,0.026381395,0.03784127,0.046023256,0.03674864,36.74864033
9/18/2008,0.026651163,0.038373016,0.046186047,0.037070075,37.07007506
9/19/2008,0.02692093,0.038904762,0.046348837,0.03739151,37.39150978
9/20/2008,0.027190698,0.039436508,0.046511628,0.037712945,37.71294451
9/21/2008,0.027460465,0.039968254,0.046674419,0.038034379,38.03437923
9/22/2008,0.027730233,0.0405,0.046837209,0.038355814,38.35581395
9/23/2008,0.028,0.040637931,0.047,0.038545977,38.54597701
9/24/2008,0.029814815,0.040775862,0.047074074,0.039221584,39.22158365
9/25/2008,0.03162963,0.040913793,0.047148148,0.03989719,39.89719029
9/26/2008,0.033444444,0.041051724,0.047222222,0.040572797,40.57279693
9/27/2008,0.035259259,0.041189655,0.047296296,0.041248404,41.24840358
9/28/2008,0.037074074,0.041327586,0.04737037,0.04192401,41.92401022
9/29/2008,0.038888889,0.041465517,0.047444444,0.042599617,42.59961686
9/30/2008,0.040703704,0.041603448,0.047518519,0.043275223,43.2752235
10/1/2008,0.042518519,0.041741379,0.047592593,0.04395083,43.95083014
10/2/2008,0.044333333,0.04187931,0.047666667,0.044626437,44.62643678
10/3/2008,0.046148148,0.042017241,0.047740741,0.045302043,45.30204342
10/4/2008,0.047962963,0.042155172,0.047814815,0.04597765,45.97765006
10/5/2008,0.049777778,0.042293103,0.047888889,0.046653257,46.6532567
10/6/2008,0.051592593,0.042431034,0.047962963,0.047328863,47.32886335
10/7/2008,0.053407407,0.042568966,0.048037037,0.04800447,48.00446999
10/8/2008,0.055222222,0.042706897,0.048111111,0.048680077,48.68007663
10/9/2008,0.057037037,0.042844828,0.048185185,0.049355683,49.35568327
10/10/2008,0.058851852,0.042982759,0.048259259,0.05003129,50.03128991
10/11/2008,0.060666667,0.04312069,0.048333333,0.050706897,50.70689655
10/12/2008,0.062481481,0.043258621,0.048407407,0.051382503,51.38250319
10/13/2008,0.064296296,0.043396552,0.048481481,0.05205811,52.05810983
10/14/2008,0.066111111,0.043534483,0.048555556,0.052733716,52.73371648
10/15/2008,0.067925926,0.043672414,0.04862963,0.053409323,53.40932312
10/16/2008,0.069740741,0.043810345,0.048703704,0.05408493,54.08492976
10/17/2008,0.071555556,0.043948276,0.048777778,0.054760536,54.7605364
10/18/2008,0.07337037,0.044086207,0.048851852,0.055436143,55.43614304
10/19/2008,0.075185185,0.044224138,0.048925926,0.05611175,56.11174968
10/20/2008,0.077,0.044362069,0.049,0.056787356,56.78735632
10/21/2008,0.075275862,0.0445,0.049448276,0.056408046,56.40804598
10/22/2008,0.073551724,0.044777778,0.049896552,0.056075351,56.07535121
10/23/2008,0.071827586,0.045055556,0.050344828,0.055742656,55.74265645
10/24/2008,0.070103448,0.045333333,0.050793103,0.055409962,55.40996169
10/25/2008,0.06837931,0.045611111,0.051241379,0.055077267,55.07726692
10/26/2008,0.066655172,0.045888889,0.051689655,0.054744572,54.74457216
10/27/2008,0.064931034,0.046166667,0.052137931,0.054411877,54.41187739
10/28/2008,0.063206897,0.046444444,0.052586207,0.054079183,54.07918263
10/29/2008,0.061482759,0.046722222,0.053034483,0.053746488,53.74648787
10/30/2008,0.059758621,0.047,0.053482759,0.053413793,53.4137931
10/31/2008,0.058034483,0.047277778,0.053931034,0.053081098,53.08109834
11/1/2008,0.056310345,0.047555556,0.05437931,0.052748404,52.74840358
11/2/2008,0.054586207,0.047833333,0.054827586,0.052415709,52.41570881
11/3/2008,0.052862069,0.048111111,0.055275862,0.052083014,52.08301405
11/4/2008,0.051137931,0.048388889,0.055724138,0.051750319,51.75031928
11/5/2008,0.049413793,0.048666667,0.056172414,0.051417625,51.41762452
11/6/2008,0.047689655,0.048944444,0.05662069,0.05108493,51.08492976
11/7/2008,0.045965517,0.049222222,0.057068966,0.050752235,50.75223499
11/8/2008,0.044241379,0.0495,0.057517241,0.05041954,50.41954023
11/9/2008,0.042517241,0.049777778,0.057965517,0.050086845,50.08684547
11/10/2008,0.040793103,0.050055556,0.058413793,0.049754151,49.7541507
11/11/2008,0.039068966,0.050333333,0.058862069,0.049421456,49.42145594
11/12/2008,0.037344828,0.050611111,0.059310345,0.049088761,49.08876117
11/13/2008,0.03562069,0.050888889,0.059758621,0.048756066,48.75606641
11/14/2008,0.033896552,0.051166667,0.060206897,0.048423372,48.42337165
11/15/2008,0.032172414,0.051444444,0.060655172,0.048090677,48.09067688
11/16/2008,0.030448276,0.051722222,0.061103448,0.047757982,47.75798212
11/17/2008,0.028724138,0.052,0.061551724,0.047425287,47.42528736
11/18/2008,0.027,0.051428571,0.062,0.046809524,46.80952381
11/19/2008,0.026964286,0.050857143,0.062142857,0.046654762,46.6547619
11/20/2008,0.026928571,0.050285714,0.062285714,0.0465,46.5
11/21/2008,0.026892857,0.049714286,0.062428571,0.046345238,46.3452381
11/22/2008,0.026857143,0.049142857,0.062571429,0.046190476,46.19047619
11/23/2008,0.026821429,0.048571429,0.062714286,0.046035714,46.03571429
11/24/2008,0.026785714,0.048,0.062857143,0.045880952,45.88095238
11/25/2008,0.02675,0.047428571,0.063,0.04572619,45.72619048
11/26/2008,0.026714286,0.046857143,0.063142857,0.045571429,45.57142857
11/27/2008,0.026678571,0.046285714,0.063285714,0.045416667,45.41666667
11/28/2008,0.026642857,0.045714286,0.063428571,0.045261905,45.26190476
11/29/2008,0.026607143,0.045142857,0.063571429,0.045107143,45.10714286
11/30/2008,0.026571429,0.044571429,0.063714286,0.044952381,44.95238095
12/1/2008,0.026535714,0.044,0.063857143,0.044797619,44.79761905
12/2/2008,0.0265,0.043428571,0.064,0.044642857,44.64285714
12/3/2008,0.026464286,0.042857143,0.064142857,0.044488095,44.48809524
12/4/2008,0.026428571,0.042285714,0.064285714,0.044333333,44.33333333
12/5/2008,0.026392857,0.041714286,0.064428571,0.044178571,44.17857143
12/6/2008,0.026357143,0.041142857,0.064571429,0.04402381,44.02380952
12/7/2008,0.026321429,0.040571429,0.064714286,0.043869048,43.86904762
12/8/2008,0.026285714,0.04,0.064857143,0.043714286,43.71428571
12/9/2008,0.02625,0.039428571,0.065,0.043559524,43.55952381
12/10/2008,0.026214286,0.038857143,0.065142857,0.043404762,43.4047619
12/11/2008,0.026178571,0.038285714,0.065285714,0.04325,43.25
12/12/2008,0.026142857,0.037714286,0.065428571,0.043095238,43.0952381
12/13/2008,0.026107143,0.037142857,0.065571429,0.042940476,42.94047619
12/14/2008,0.026071429,0.036571429,0.065714286,0.042785714,42.78571429
12/15/2008,0.026035714,0.036,0.065857143,0.042630952,42.63095238
12/16/2008,0.026,0.037285714,0.066,0.043095238,43.0952381
12/17/2008,0.026107143,0.038571429,0.066071429,0.043583333,43.58333333
12/18/2008,0.026214286,0.039857143,0.066142857,0.044071429,44.07142857
12/19/2008,0.026321429,0.041142857,0.066214286,0.044559524,44.55952381
12/20/2008,0.026428571,0.042428571,0.066285714,0.045047619,45.04761905
12/21/2008,0.026535714,0.043714286,0.066357143,0.045535714,45.53571429
12/22/2008,0.026642857,0.045,0.066428571,0.04602381,46.02380952
12/23/2008,0.02675,0.046285714,0.0665,0.046511905,46.51190476
12/24/2008,0.026857143,0.047571429,0.066571429,0.047,47
12/25/2008,0.026964286,0.048857143,0.066642857,0.047488095,47.48809524
12/26/2008,0.027071429,0.050142857,0.066714286,0.04797619,47.97619048
12/27/2008,0.027178571,0.051428571,0.066785714,0.048464286,48.46428571
12/28/2008,0.027285714,0.052714286,0.066857143,0.048952381,48.95238095
12/29/2008,0.027392857,0.054,0.066928571,0.049440476,49.44047619
12/30/2008,0.0275,0.055285714,0.067,0.049928571,49.92857143
12/31/2008,0.027607143,0.056571429,0.067071429,0.050416667,50.41666667
1/1/2009,0.027714286,0.057857143,0.067142857,0.050904762,50.9047619
1/2/2009,0.027821429,0.059142857,0.067214286,0.051392857,51.39285714
1/3/2009,0.027928571,0.060428571,0.067285714,0.051880952,51.88095238
1/4/2009,0.028035714,0.061714286,0.067357143,0.052369048,52.36904762
1/5/2009,0.028142857,0.063,0.067428571,0.052857143,52.85714286
1/6/2009,0.02825,0.064285714,0.0675,0.053345238,53.3452381
1/7/2009,0.028357143,0.065571429,0.067571429,0.053833333,53.83333333
1/8/2009,0.028464286,0.066857143,0.067642857,0.054321429,54.32142857
1/9/2009,0.028571429,0.068142857,0.067714286,0.054809524,54.80952381
1/10/2009,0.028678571,0.069428571,0.067785714,0.055297619,55.29761905
1/11/2009,0.028785714,0.070714286,0.067857143,0.055785714,55.78571429
1/12/2009,0.028892857,0.072,0.067928571,0.05627381,56.27380952
1/13/2009,0.029,0.071021429,0.068,0.056007143,56.00714286
1/14/2009,0.030333333,0.070042857,0.0682,0.056192063,56.19206349
