date,Mean_OP,LO_Avg_OP
4/23/2008,0.056496185,56.49618485
4/24/2008,0.056661243,56.661243
4/25/2008,0.056826301,56.82630115
4/26/2008,0.056991359,56.9913593
4/27/2008,0.057156417,57.15641745
4/28/2008,0.057321476,57.3214756
4/29/2008,0.057486534,57.48653375
4/30/2008,0.057651592,57.6515919
5/1/2008,0.05781665,57.81665005
5/2/2008,0.057981708,57.9817082
5/3/2008,0.058146766,58.14676635
5/4/2008,0.058311825,58.3118245
5/5/2008,0.058476883,58.47688265
5/6/2008,0.058641941,58.6419408
5/7/2008,0.058806999,58.80699895
5/8/2008,0.058972057,58.9720571
5/9/2008,0.059137115,59.13711525
5/10/2008,0.059302173,59.3021734
5/11/2008,0.059467232,59.46723155
5/12/2008,0.05963229,59.6322897
5/13/2008,0.059797348,59.79734785
5/14/2008,0.059962406,59.962406
5/15/2008,0.060127464,60.12746415
5/16/2008,0.060292522,60.2925223
5/17/2008,0.06045758,60.45758045
5/18/2008,0.060622639,60.6226386
5/19/2008,0.060787697,60.78769675
5/20/2008,0.060952755,60.9527549
5/21/2008,0.061117813,61.11781305
5/22/2008,0.059829874,59.82987432
5/23/2008,0.058541936,58.54193559
5/24/2008,0.057253997,57.25399686
5/25/2008,0.055966058,55.96605813
5/26/2008,0.054678119,54.6781194
5/27/2008,0.053390181,53.39018067
5/28/2008,0.052102242,52.10224194
5/29/2008,0.050814303,50.81430321
5/30/2008,0.049526364,49.52636448
5/31/2008,0.048238426,48.23842575
6/1/2008,0.046950487,46.95048703
6/2/2008,0.045662548,45.6625483
6/3/2008,0.04437461,44.37460957
6/4/2008,0.043086671,43.08667084
6/5/2008,0.041798732,41.79873211
6/6/2008,0.040510793,40.51079338
6/7/2008,0.039222855,39.22285465
6/8/2008,0.037934916,37.93491592
6/9/2008,0.036646977,36.64697719
6/10/2008,0.036387771,36.387771
6/11/2008,0.036128565,36.12856482
6/12/2008,0.035869359,35.86935864
6/13/2008,0.035610152,35.61015245
6/14/2008,0.035350946,35.35094627
6/15/2008,0.03509174,35.09174008
6/16/2008,0.034832534,34.8325339
6/17/2008,0.034573328,34.57332772
6/18/2008,0.034314122,34.31412153
6/19/2008,0.034054915,34.05491535
6/20/2008,0.033795709,33.79570916
6/21/2008,0.033536503,33.53650298
6/22/2008,0.033277297,33.2772968
6/23/2008,0.033018091,33.01809061
6/24/2008,0.032758884,32.75888443
6/25/2008,0.032499678,32.49967824
6/26/2008,0.032240472,32.24047206
6/27/2008,0.031981266,31.98126588
6/28/2008,0.03172206,31.72205969
6/29/2008,0.031462854,31.46285351
6/30/2008,0.031203647,31.20364732
7/1/2008,0.030944441,30.94444114
7/2/2008,0.030685235,30.68523496
7/3/2008,0.030426029,30.42602877
7/4/2008,0.030166823,30.16682259
7/5/2008,0.029907616,29.9076164
7/6/2008,0.02964841,29.64841022
7/7/2008,0.029389204,29.38920404
7/8/2008,0.029129998,29.12999785
7/9/2008,0.028870792,28.87079167
7/10/2008,0.028611585,28.61158548
7/11/2008,0.028352379,28.3523793
7/12/2008,0.028093173,28.09317312
7/13/2008,0.027833967,27.83396693
7/14/2008,0.027574761,27.57476075
7/15/2008,0.027315555,27.31555456
7/16/2008,0.027056348,27.05634838
7/17/2008,0.026797142,26.7971422
7/18/2008,0.026537936,26.53793601
7/19/2008,0.02627873,26.27872983
7/20/2008,0.026019524,26.01952364
7/21/2008,0.025760317,25.76031746
7/22/2008,0.026001537,26.00153691
7/23/2008,0.026242756,26.24275636
7/24/2008,0.026483976,26.48397581
7/25/2008,0.026725195,26.72519526
7/26/2008,0.026966415,26.96641471
7/27/2008,0.027207634,27.20763416
7/28/2008,0.027448854,27.44885362
7/29/2008,0.027690073,27.69007307
7/30/2008,0.027931293,27.93129252
7/31/2008,0.028172512,28.17251197
8/1/2008,0.028413731,28.41373142
8/2/2008,0.028654951,28.65495087
8/3/2008,0.02889617,28.89617032
8/4/2008,0.02913739,29.13738977
8/5/2008,0.029378609,29.37860922
8/6/2008,0.029619829,29.61982867
8/7/2008,0.029861048,29.86104812
8/8/2008,0.030102268,30.10226757
8/9/2008,0.030343487,30.34348702
8/10/2008,0.030584706,30.58470648
8/11/2008,0.030825926,30.82592593
8/12/2008,0.031213151,31.21315076
8/13/2008,0.031600376,31.60037559
8/14/2008,0.0319876,31.98760041
8/15/2008,0.032374825,32.37482524
8/16/2008,0.03276205,32.76205007
8/17/2008,0.033149275,33.1492749
8/18/2008,0.0335365,33.53649973
8/19/2008,0.033923725,33.92372456
8/20/2008,0.034310949,34.31094939
8/21/2008,0.034698174,34.69817422
8/22/2008,0.035085399,35.08539905
8/23/2008,0.035472624,35.47262388
8/24/2008,0.035859849,35.85984871
8/25/2008,0.036247074,36.24707354
8/26/2008,0.036634298,36.63429837
8/27/2008,0.037021523,37.0215232
8/28/2008,0.037408748,37.40874803
8/29/2008,0.037795973,37.79597286
8/30/2008,0.038183198,38.18319769
8/31/2008,0.038570423,38.57042252
9/1/2008,0.038957647,38.95764735
9/2/2008,0.039344872,39.34487218
9/3/2008,0.039732097,39.73209701
9/4/2008,0.040119322,40.11932184
9/5/2008,0.040506547,40.50654667
9/6/2008,0.040893771,40.8937715
9/7/2008,0.041280996,41.28099633
9/8/2008,0.041668221,41.66822116
9/9/2008,0.042055446,42.05544599
9/10/2008,0.042442671,42.44267082
9/11/2008,0.042829896,42.82989564
9/12/2008,0.04321712,43.21712047
9/13/2008,0.043604345,43.6043453
9/14/2008,0.04399157,43.99157013
9/15/2008,0.044378795,44.37879496
9/16/2008,0.04476602,44.76601979
9/17/2008,0.045153245,45.15324462
9/18/2008,0.045540469,45.54046945
9/19/2008,0.045927694,45.92769428
9/20/2008,0.046314919,46.31491911
9/21/2008,0.046702144,46.70214394
9/22/2008,0.047089369,47.08936877
9/23/2008,0.047524631,47.52463054
9/24/2008,0.047877303,47.87730341
9/25/2008,0.048229976,48.22997628
9/26/2008,0.048582649,48.58264915
9/27/2008,0.048935322,48.93532202
9/28/2008,0.049287995,49.28799489
9/29/2008,0.049640668,49.64066776
9/30/2008,0.049993341,49.99334063
10/1/2008,0.050346014,50.3460135
10/2/2008,0.050698686,50.69868637
10/3/2008,0.051051359,51.05135924
10/4/2008,0.051404032,51.40403211
10/5/2008,0.051756705,51.75670498
10/6/2008,0.052109378,52.10937785
10/7/2008,0.052462051,52.46205072
10/8/2008,0.052814724,52.81472359
10/9/2008,0.053167396,53.16739646
10/10/2008,0.053520069,53.52006933
10/11/2008,0.053872742,53.8727422
10/12/2008,0.054225415,54.22541507
10/13/2008,0.054578088,54.57808794
10/14/2008,0.054930761,54.93076081
10/15/2008,0.055283434,55.28343368
10/16/2008,0.055636107,55.63610655
10/17/2008,0.055988779,55.98877942
10/18/2008,0.056341452,56.34145229
10/19/2008,0.056694125,56.69412516
10/20/2008,0.057046798,57.04679803
10/21/2008,0.057096059,57.09605911
10/22/2008,0.057144499,57.14449918
10/23/2008,0.057192939,57.19293924
10/24/2008,0.057241379,57.24137931
10/25/2008,0.057289819,57.28981938
10/26/2008,0.057338259,57.33825944
10/27/2008,0.0573867,57.38669951
10/28/2008,0.05743514,57.43513957
10/29/2008,0.05748358,57.48357964
10/30/2008,0.05753202,57.5320197
10/31/2008,0.05758046,57.58045977
11/1/2008,0.0576289,57.62889984
11/2/2008,0.05767734,57.6773399
11/3/2008,0.05772578,57.72577997
11/4/2008,0.05777422,57.77422003
11/5/2008,0.05782266,57.8226601
11/6/2008,0.0578711,57.87110016
11/7/2008,0.05791954,57.91954023
11/8/2008,0.05796798,57.9679803
11/9/2008,0.05801642,58.01642036
11/10/2008,0.05806486,58.06486043
11/11/2008,0.0581133,58.11330049
11/12/2008,0.058161741,58.16174056
11/13/2008,0.058210181,58.21018062
11/14/2008,0.058258621,58.25862069
11/15/2008,0.058307061,58.30706076
11/16/2008,0.058355501,58.35550082
11/17/2008,0.058403941,58.40394089
11/18/2008,0.058311224,58.31122449
11/19/2008,0.058377551,58.37755102
11/20/2008,0.058443878,58.44387755
11/21/2008,0.058510204,58.51020408
11/22/2008,0.058576531,58.57653061
11/23/2008,0.058642857,58.64285714
11/24/2008,0.058709184,58.70918367
11/25/2008,0.05877551,58.7755102
11/26/2008,0.058841837,58.84183673
11/27/2008,0.058908163,58.90816327
11/28/2008,0.05897449,58.9744898
11/29/2008,0.059040816,59.04081633
11/30/2008,0.059107143,59.10714286
12/1/2008,0.059173469,59.17346939
12/2/2008,0.059239796,59.23979592
12/3/2008,0.059306122,59.30612245
12/4/2008,0.059372449,59.37244898
12/5/2008,0.059438776,59.43877551
12/6/2008,0.059505102,59.50510204
12/7/2008,0.059571429,59.57142857
12/8/2008,0.059637755,59.6377551
12/9/2008,0.059704082,59.70408163
12/10/2008,0.059770408,59.77040816
12/11/2008,0.059836735,59.83673469
12/12/2008,0.059903061,59.90306122
12/13/2008,0.059969388,59.96938776
12/14/2008,0.060035714,60.03571429
12/15/2008,0.060102041,60.10204082
12/16/2008,0.060311224,60.31122449
12/17/2008,0.06052551,60.5255102
12/18/2008,0.060739796,60.73979592
12/19/2008,0.060954082,60.95408163
12/20/2008,0.061168367,61.16836735
12/21/2008,0.061382653,61.38265306
12/22/2008,0.061596939,61.59693878
12/23/2008,0.061811224,61.81122449
12/24/2008,0.06202551,62.0255102
12/25/2008,0.062239796,62.23979592
12/26/2008,0.062454082,62.45408163
12/27/2008,0.062668367,62.66836735
12/28/2008,0.062882653,62.88265306
12/29/2008,0.063096939,63.09693878
12/30/2008,0.063311224,63.31122449
12/31/2008,0.06352551,63.5255102
1/1/2009,0.063739796,63.73979592
1/2/2009,0.063954082,63.95408163
1/3/2009,0.064168367,64.16836735
1/4/2009,0.064382653,64.38265306
1/5/2009,0.064596939,64.59693878
1/6/2009,0.064811224,64.81122449
1/7/2009,0.06502551,65.0255102
1/8/2009,0.065239796,65.23979592
1/9/2009,0.065454082,65.45408163
1/10/2009,0.065668367,65.66836735
1/11/2009,0.065882653,65.88265306
1/12/2009,0.066096939,66.09693878
1/13/2009,0.066008163,66.00816327
1/14/2009,0.066116327,66.11632653
1/15/2009,0.06622449,66.2244898
1/16/2009,0.066332653,66.33265306
1/17/2009,0.066440816,66.44081633
1/18/2009,0.06654898,66.54897959
1/19/2009,0.066657143,66.65714286
1/20/2009,0.066765306,66.76530612
1/21/2009,0.066873469,66.87346939
1/22/2009,0.066981633,66.98163265
1/23/2009,0.067089796,67.08979592
1/24/2009,0.067197959,67.19795918
1/25/2009,0.067306122,67.30612245
1/26/2009,0.067414286,67.41428571
1/27/2009,0.067522449,67.52244898
1/28/2009,0.067630612,67.63061224
1/29/2009,0.067738776,67.73877551
1/30/2009,0.067846939,67.84693878
1/31/2009,0.067955102,67.95510204
2/1/2009,0.068063265,68.06326531
2/2/2009,0.068171429,68.17142857
2/3/2009,0.068279592,68.27959184
2/4/2009,0.068387755,68.3877551
2/5/2009,0.068495918,68.49591837
2/6/2009,0.068604082,68.60408163
2/7/2009,0.068712245,68.7122449
2/8/2009,0.068820408,68.82040816
2/9/2009,0.068928571,68.92857143
2/10/2009,0.069007653,69.00765306
2/11/2009,0.069086735,69.08673469
2/12/2009,0.069165816,69.16581633
2/13/2009,0.068697096,68.69709576
2/14/2009,0.068228375,68.2283752
2/15/2009,0.067759655,67.75965463
2/16/2009,0.067290934,67.29093407
2/17/2009,0.066822214,66.8222135
2/18/2009,0.066353493,66.35349294
2/19/2009,0.065884772,65.88477237
2/20/2009,0.065416052,65.41605181
2/21/2009,0.064947331,64.94733124
2/22/2009,0.064478611,64.47861068
2/23/2009,0.06400989,64.00989011
2/24/2009,0.06354117,63.54116954
2/25/2009,0.063072449,63.07244898
2/26/2009,0.062603728,62.60372841
2/27/2009,0.062135008,62.13500785
2/28/2009,0.061666287,61.66628728
3/1/2009,0.061197567,61.19756672
3/2/2009,0.060728846,60.72884615
3/3/2009,0.060260126,60.26012559
3/4/2009,0.059791405,59.79140502
3/5/2009,0.059322684,59.32268446
3/6/2009,0.058853964,58.85396389
3/7/2009,0.058385243,58.38524333
3/8/2009,0.057916523,57.91652276
3/9/2009,0.057447802,57.4478022
3/10/2009,0.056959384,56.95938375
3/11/2009,0.056638884,56.63888413
3/12/2009,0.056318384,56.3183845
3/13/2009,0.055997885,55.99788487
3/14/2009,0.055677385,55.67738524
3/15/2009,0.055356886,55.35688561
3/16/2009,0.055036386,55.03638598
3/17/2009,0.054715886,54.71588635
3/18/2009,0.054395387,54.39538673
3/19/2009,0.054074887,54.0748871
3/20/2009,0.053754387,53.75438747
3/21/2009,0.053433888,53.43388784
3/22/2009,0.053113388,53.11338821
3/23/2009,0.052792889,52.79288858
3/24/2009,0.052472389,52.47238896
3/25/2009,0.052151889,52.15188933
3/26/2009,0.05183139,51.8313897
3/27/2009,0.05151089,51.51089007
3/28/2009,0.05119039,51.19039044
3/29/2009,0.050869891,50.86989081
3/30/2009,0.050549391,50.54939119
3/31/2009,0.050228892,50.22889156
4/1/2009,0.049908392,49.90839193
4/2/2009,0.049587892,49.5878923
4/3/2009,0.049267393,49.26739267
4/4/2009,0.048946893,48.94689304
4/5/2009,0.048626393,48.62639341
4/6/2009,0.048305894,48.30589379
4/7/2009,0.047985394,47.98539416
4/8/2009,0.047664895,47.66489453
4/9/2009,0.047344395,47.3443949
4/10/2009,0.047023895,47.02389527
4/11/2009,0.046703396,46.70339564
4/12/2009,0.046382896,46.38289602
4/13/2009,0.046062396,46.06239639
4/14/2009,0.045741897,45.74189676
4/15/2009,0.045421397,45.42139713
4/16/2009,0.045100898,45.1008975
4/17/2009,0.044780398,44.78039787
4/18/2009,0.044459898,44.45989825
4/19/2009,0.044139399,44.13939862
4/20/2009,0.043818899,43.81889899
4/21/2009,0.043498399,43.49839936
4/22/2009,0.0431779,43.17789973
4/23/2009,0.0428574,42.8574001
4/24/2009,0.0425369,42.53690047
4/25/2009,0.042216401,42.21640085
4/26/2009,0.041895901,41.89590122
4/27/2009,0.041575402,41.57540159
4/28/2009,0.041254902,41.25490196
4/29/2009,0.041056122,41.05612245
4/30/2009,0.040623234,40.62323391
5/1/2009,0.040190345,40.19034537
5/2/2009,0.039757457,39.75745683
5/3/2009,0.039324568,39.32456829
5/4/2009,0.03889168,38.89167975
5/5/2009,0.038458791,38.45879121
5/6/2009,0.038025903,38.02590267
5/7/2009,0.037593014,37.59301413
5/8/2009,0.037160126,37.16012559
5/9/2009,0.036727237,36.72723705
5/10/2009,0.036294349,36.29434851
5/11/2009,0.03586146,35.86145997
5/12/2009,0.035428571,35.42857143
5/13/2009,0.035489472,35.48947179
5/14/2009,0.035550372,35.55037215
5/15/2009,0.035611273,35.61127251
5/16/2009,0.035672173,35.67217288
5/17/2009,0.035733073,35.73307324
5/18/2009,0.035793974,35.7939736
5/19/2009,0.035854874,35.85487396
5/20/2009,0.035915774,35.91577432
5/21/2009,0.035976675,35.97667468
5/22/2009,0.036037575,36.03757505
5/23/2009,0.036098475,36.09847541
5/24/2009,0.036159376,36.15937577
5/25/2009,0.036220276,36.22027613
5/26/2009,0.036281176,36.28117649
5/27/2009,0.036342077,36.34207686
5/28/2009,0.036402977,36.40297722
5/29/2009,0.036463878,36.46387758
5/30/2009,0.036524778,36.52477794
5/31/2009,0.036585678,36.5856783
6/1/2009,0.036646579,36.64657866
6/2/2009,0.036707479,36.70747903
6/3/2009,0.036768379,36.76837939
6/4/2009,0.03682928,36.82927975
6/5/2009,0.03689018,36.89018011
6/6/2009,0.03695108,36.95108047
6/7/2009,0.037011981,37.01198084
6/8/2009,0.037072881,37.0728812
6/9/2009,0.037133782,37.13378156
6/10/2009,0.037194682,37.19468192
6/11/2009,0.037082509,37.08250887
6/12/2009,0.036970336,36.97033582
6/13/2009,0.036858163,36.85816276
6/14/2009,0.03674599,36.74598971
6/15/2009,0.036633817,36.63381666
6/16/2009,0.036521644,36.52164361
6/17/2009,0.036409471,36.40947055
6/18/2009,0.036297297,36.2972975
6/19/2009,0.036185124,36.18512445
6/20/2009,0.036072951,36.07295139
6/21/2009,0.035960778,35.96077834
6/22/2009,0.035848605,35.84860529
6/23/2009,0.035736432,35.73643224
6/24/2009,0.035624259,35.62425918
6/25/2009,0.035512086,35.51208613
6/26/2009,0.035399913,35.39991308
6/27/2009,0.03528774,35.28774003
6/28/2009,0.035175567,35.17556697
6/29/2009,0.035063394,35.06339392
6/30/2009,0.034951221,34.95122087
7/1/2009,0.034839048,34.83904782
7/2/2009,0.034726875,34.72687476
7/3/2009,0.034614702,34.61470171
7/4/2009,0.034502529,34.50252866
7/5/2009,0.034390356,34.3903556
7/6/2009,0.034278183,34.27818255
7/7/2009,0.034130688,34.13068768
7/8/2009,0.034059345,34.05934549
7/9/2009,0.033988003,33.9880033
7/10/2009,0.033916661,33.91666111
7/11/2009,0.033845319,33.84531892
7/12/2009,0.033773977,33.77397673
7/13/2009,0.033702635,33.70263454
7/14/2009,0.033631292,33.63129235
7/15/2009,0.03355995,33.55995016
7/16/2009,0.033488608,33.48860797
7/17/2009,0.033417266,33.41726577
7/18/2009,0.033345924,33.34592358
7/19/2009,0.033274581,33.27458139
7/20/2009,0.033203239,33.2032392
7/21/2009,0.033131897,33.13189701
7/22/2009,0.033060555,33.06055482
7/23/2009,0.032989213,32.98921263
7/24/2009,0.03291787,32.91787044
7/25/2009,0.032846528,32.84652825
7/26/2009,0.032775186,32.77518606
7/27/2009,0.032703844,32.70384387
7/28/2009,0.032632502,32.63250168
7/29/2009,0.032561159,32.56115949
7/30/2009,0.032489817,32.4898173
7/31/2009,0.032418475,32.41847511
8/1/2009,0.032347133,32.34713292
8/2/2009,0.032275791,32.27579073
8/3/2009,0.032204449,32.20444854
8/4/2009,0.032133106,32.13310635
8/5/2009,0.032061764,32.06176416
8/6/2009,0.031990422,31.99042197
8/7/2009,0.03191908,31.91907978
8/8/2009,0.031847738,31.84773759
8/9/2009,0.031776395,31.7763954
8/10/2009,0.031705053,31.70505321
8/11/2009,0.031633711,31.63371102
8/12/2009,0.031562369,31.56236882
8/13/2009,0.031491027,31.49102663
8/14/2009,0.031419684,31.41968444
8/15/2009,0.031348342,31.34834225
8/16/2009,0.031277,31.27700006
8/17/2009,0.031205658,31.20565787
8/18/2009,0.031132435,31.13243529
8/19/2009,0.031073668,31.07366849
8/20/2009,0.031014902,31.01490169
8/21/2009,0.030956135,30.95613489
8/22/2009,0.030897368,30.89736809
8/23/2009,0.030838601,30.83860129
8/24/2009,0.030779834,30.77983449
8/25/2009,0.030721068,30.7210677
8/26/2009,0.030662301,30.6623009
8/27/2009,0.030603534,30.6035341
8/28/2009,0.030544767,30.5447673
8/29/2009,0.030486,30.4860005
8/30/2009,0.030427234,30.4272337
8/31/2009,0.030368467,30.3684669
9/1/2009,0.0303097,30.3097001
9/2/2009,0.030250933,30.2509333
9/3/2009,0.030192167,30.1921665
9/4/2009,0.0301334,30.1333997
9/5/2009,0.030074633,30.0746329
9/6/2009,0.030015866,30.0158661
9/7/2009,0.029957099,29.9570993
9/8/2009,0.029898333,29.8983325
9/9/2009,0.029839566,29.8395657
9/10/2009,0.029780799,29.7807989
9/11/2009,0.029722032,29.72203211
9/12/2009,0.029663265,29.66326531
9/13/2009,0.029604499,29.60449851
9/14/2009,0.029545732,29.54573171
9/15/2009,0.029796914,29.79691389
9/16/2009,0.030104219,30.10421852
9/17/2009,0.030411523,30.41152315
9/18/2009,0.030718828,30.71882778
9/19/2009,0.031026132,31.0261324
9/20/2009,0.031333437,31.33343703
9/21/2009,0.031640742,31.64074166
9/22/2009,0.031948046,31.94804629
9/23/2009,0.032255351,32.25535092
9/24/2009,0.032562656,32.56265555
9/25/2009,0.03286996,32.86996018
9/26/2009,0.033177265,33.17726481
9/27/2009,0.033484569,33.48456944
9/28/2009,0.033791874,33.79187407
9/29/2009,0.034099179,34.0991787
9/30/2009,0.034406483,34.40648333
10/1/2009,0.034713788,34.71378795
10/2/2009,0.035021093,35.02109258
10/3/2009,0.035328397,35.32839721
10/4/2009,0.035635702,35.63570184
10/5/2009,0.035943006,35.94300647
10/6/2009,0.036250311,36.2503111
10/7/2009,0.036557616,36.55761573
10/8/2009,0.03686492,36.86492036
10/9/2009,0.037172225,37.17222499
10/10/2009,0.03747953,37.47952962
10/11/2009,0.037786834,37.78683425
10/12/2009,0.038094139,38.09413888
10/13/2009,0.03796879,37.96879044
10/14/2009,0.038121503,38.12150324
10/15/2009,0.038274216,38.27421603
10/16/2009,0.038426929,38.42692882
10/17/2009,0.038579642,38.57964161
10/18/2009,0.038732354,38.73235441
10/19/2009,0.038885067,38.8850672
10/20/2009,0.03903778,39.03777999
10/21/2009,0.039190493,39.19049278
10/22/2009,0.039343206,39.34320557
10/23/2009,0.039495918,39.49591837
10/24/2009,0.039648631,39.64863116
10/25/2009,0.039801344,39.80134395
10/26/2009,0.039954057,39.95405674
10/27/2009,0.04010677,40.10676954
10/28/2009,0.040259482,40.25948233
10/29/2009,0.040412195,40.41219512
10/30/2009,0.040564908,40.56490791
10/31/2009,0.040717621,40.71762071
11/1/2009,0.040870333,40.8703335
11/2/2009,0.041023046,41.02304629
11/3/2009,0.041175759,41.17575908
11/4/2009,0.041328472,41.32847188
11/5/2009,0.041481185,41.48118467
11/6/2009,0.041633897,41.63389746
11/7/2009,0.04178661,41.78661025
11/8/2009,0.041939323,41.93932305
11/9/2009,0.042092036,42.09203584
11/10/2009,0.042244749,42.24474863
11/11/2009,0.042397461,42.39746142
11/12/2009,0.042550174,42.55017422
11/13/2009,0.042702887,42.70288701
11/14/2009,0.0428556,42.8555998
11/15/2009,0.043008313,43.00831259
11/16/2009,0.043161025,43.16102539
11/17/2009,0.043246391,43.24639124
11/18/2009,0.04296441,42.96441015
11/19/2009,0.042682429,42.68242907
11/20/2009,0.042400448,42.40044798
11/21/2009,0.042118467,42.1184669
11/22/2009,0.041836486,41.83648581
11/23/2009,0.041554505,41.55450473
11/24/2009,0.041272524,41.27252364
11/25/2009,0.040990543,40.99054256
11/26/2009,0.040708561,40.70856147
11/27/2009,0.04042658,40.42658039
11/28/2009,0.040144599,40.1445993
11/29/2009,0.039862618,39.86261822
11/30/2009,0.039580637,39.58063713
12/1/2009,0.039298656,39.29865605
12/2/2009,0.039016675,39.01667496
12/3/2009,0.038734694,38.73469388
12/4/2009,0.038452713,38.45271279
12/5/2009,0.038170732,38.17073171
12/6/2009,0.037888751,37.88875062
12/7/2009,0.03760677,37.60676954
12/8/2009,0.037324788,37.32478845
12/9/2009,0.037042807,37.04280737
12/10/2009,0.036760826,36.76082628
12/11/2009,0.036478845,36.4788452
12/12/2009,0.036196864,36.19686411
12/13/2009,0.035914883,35.91488303
12/14/2009,0.035632902,35.63290194
12/15/2009,0.035510105,35.51010453
12/16/2009,0.036016899,36.01689895
12/17/2009,0.036523693,36.52369338
12/18/2009,0.037030488,37.0304878
12/19/2009,0.037537282,37.53728223
12/20/2009,0.038044077,38.04407666
12/21/2009,0.038550871,38.55087108
12/22/2009,0.039057666,39.05766551
12/23/2009,0.03956446,39.56445993
12/24/2009,0.040071254,40.07125436
12/25/2009,0.040578049,40.57804878
12/26/2009,0.041084843,41.08484321
12/27/2009,0.041591638,41.59163763
12/28/2009,0.042098432,42.09843206
12/29/2009,0.042605226,42.60522648
12/30/2009,0.043112021,43.11202091
12/31/2009,0.043618815,43.61881533
1/1/2010,0.04412561,44.12560976
1/2/2010,0.044632404,44.63240418
1/3/2010,0.045139199,45.13919861
1/4/2010,0.045645993,45.64599303
