date,Inflows_cmd
5/23/2008,468103.2993
5/24/2008,809938.8346
5/25/2008,704246.771
5/26/2008,736125.6504
5/27/2008,470036.0939
5/28/2008,642323.9439
5/29/2008,170477.3841
5/30/2008,101288.2276
5/31/2008,35475.34542
6/1/2008,370215.8117
6/2/2008,589013.0628
6/3/2008,183835.6865
6/4/2008,195750.5095
6/5/2008,221145.9636
6/6/2008,560804.0467
6/7/2008,212852.0725
6/8/2008,119882.2018
6/9/2008,34252.05765
6/10/2008,202429.6607
6/11/2008,849451.0297
6/12/2008,297038.7371
6/13/2008,131185.3808
6/14/2008,607093.256
6/15/2008,683034.961
6/16/2008,158611.4927
6/17/2008,988098.4659
6/18/2008,222075.6623
6/19/2008,1188057.085
6/20/2008,1277283.695
6/21/2008,1420604.091
6/22/2008,845389.7142
6/23/2008,2815372.344
6/24/2008,2023391.374
6/25/2008,2877906.815
6/26/2008,4933935.507
6/27/2008,6307540.881
6/28/2008,6433955.44
6/29/2008,5905690.848
6/30/2008,7033611.107
7/1/2008,6288555.456
7/2/2008,7920861.728
7/3/2008,12491505.23
7/4/2008,10413310.57
7/5/2008,8770581.882
7/6/2008,8649354.063
7/7/2008,10126620.84
7/8/2008,10125715.61
7/9/2008,10534636.25
7/10/2008,6717171.025
7/11/2008,5656335.868
7/12/2008,5005155.321
7/13/2008,11191541.78
7/14/2008,10868911.86
7/15/2008,12737312.68
7/16/2008,15766026.41
7/17/2008,16590253.25
7/18/2008,17157075.87
7/19/2008,15528855.38
7/20/2008,14560158.25
7/21/2008,14055943.5
7/22/2008,13393973.55
7/23/2008,17775252.11
7/24/2008,20213240.18
7/25/2008,19569815.27
7/26/2008,19575760.45
7/27/2008,18641975.96
7/28/2008,19136306.55
7/29/2008,17300567.52
7/30/2008,19492503.49
7/31/2008,15847130.39
8/1/2008,14803641.45
8/2/2008,14101670
8/3/2008,14882592.45
8/4/2008,13123822.68
8/5/2008,13974130.01
8/6/2008,12987401.63
8/7/2008,11159589.5
8/8/2008,13627401.33
8/9/2008,12091123.14
8/10/2008,12938886.04
8/11/2008,9666566.778
8/12/2008,7655481.679
8/13/2008,7809982.924
8/14/2008,6559269.039
8/15/2008,7213923.724
8/16/2008,6606903.865
8/17/2008,6399752.314
8/18/2008,9200616.465
8/19/2008,46741850.28
8/20/2008,95205037.71
8/21/2008,102779146.3
8/22/2008,109909543.9
8/23/2008,98729549.98
8/24/2008,92996905.42
8/25/2008,80379646.2
8/26/2008,75204184.76
8/27/2008,62501124.14
8/28/2008,65047275.31
8/29/2008,62051565.88
8/30/2008,55417040.18
8/31/2008,52713280.61
9/1/2008,46880057.33
9/2/2008,41236296.86
9/3/2008,36853403.56
9/4/2008,33557670.58
9/5/2008,35651939.24
9/6/2008,39819093.51
9/7/2008,29602340.82
9/8/2008,24810893.87
9/9/2008,23884302.32
9/10/2008,18227623.93
9/11/2008,15161208.47
9/12/2008,14185000.36
9/13/2008,13799860.44
9/14/2008,9938699.376
9/15/2008,10120822.46
9/16/2008,10307961.02
9/17/2008,9403143.989
9/18/2008,8772343.416
9/19/2008,5241470.053
9/20/2008,5546264.435
9/21/2008,5972506.826
9/22/2008,5523682.542
9/23/2008,5893996.217
9/24/2008,5027981.871
9/25/2008,3772325.903
9/26/2008,2508791.962
9/27/2008,1920586.27
9/28/2008,2044187.266
9/29/2008,1955939.286
9/30/2008,5452218.071
10/1/2008,5418577.657
10/2/2008,4400533.106
10/3/2008,5074907.19
10/4/2008,4660212.635
10/5/2008,2914434.188
10/6/2008,4658059.648
10/7/2008,7611663.511
10/8/2008,4273311.178
10/9/2008,5826837.718
10/10/2008,10421971.44
10/11/2008,10963765.6
10/12/2008,7436121.715
10/13/2008,5780988.892
10/14/2008,4860685.035
10/15/2008,4133122.399
10/16/2008,4097035.41
10/17/2008,3047968.281
10/18/2008,2766685.491
10/19/2008,2143885.22
10/20/2008,2593370.079
10/21/2008,2640417.727
10/22/2008,2148851.768
10/23/2008,1512032.619
10/24/2008,1448543.984
10/25/2008,1535666.539
10/26/2008,1983903.645
10/27/2008,1459871.628
10/28/2008,1447027.107
10/29/2008,1217269.197
10/30/2008,1021200.633
10/31/2008,786182.586
11/1/2008,126683.6818
11/2/2008,790292.8329
11/3/2008,329724.9864
11/4/2008,365078.003
11/5/2008,1130293.437
11/6/2008,350618.7415
11/7/2008,794794.532
11/8/2008,392283.9231
11/9/2008,774830.4755
11/10/2008,417801.706
11/11/2008,277466.1327
11/12/2008,753789.9258
11/13/2008,745960.884
11/14/2008,1129559.464
11/15/2008,631950.4636
11/16/2008,564620.7046
11/17/2008,599435.4746
11/18/2008,277955.4478
11/19/2008,413128.7467
11/20/2008,225843.3887
11/21/2008,434242.6937
11/22/2008,326691.2327
11/23/2008,281869.9687
11/24/2008,197071.6602
11/25/2008,232938.4578
11/26/2008,230418.4849
11/27/2008,212436.1547
11/28/2008,432456.6936
11/29/2008,208864.1544
11/30/2008,713910.7444
12/1/2008,277612.9272
12/2/2008,525108.5095
12/3/2008,412199.048
12/4/2008,695463.5648
12/5/2008,720222.9093
12/6/2008,283998.4894
12/7/2008,364613.1537
12/8/2008,365029.0715
12/9/2008,505168.9188
12/10/2008,295375.0657
12/11/2008,923141.8851
12/12/2008,1458526.012
12/13/2008,2412568.146
12/14/2008,1493903.494
12/15/2008,602420.2968
12/16/2008,446133.0509
12/17/2008,915190.5146
12/18/2008,565917.3896
12/19/2008,767050.3653
12/20/2008,567165.1431
12/21/2008,332930.0003
12/22/2008,435123.4609
12/23/2008,446744.6947
12/24/2008,488703.4654
12/25/2008,534674.6199
12/26/2008,583190.213
12/27/2008,536460.62
12/28/2008,601955.4474
12/29/2008,501181.0006
12/30/2008,307999.3955
12/31/2008,374937.7025
1/1/2009,407795.212
1/2/2009,368185.154
1/3/2009,407990.9381
1/4/2009,247691.3083
1/5/2009,338288.0008
1/6/2009,660795.5893
1/7/2009,549990.1828
1/8/2009,439135.8448
1/9/2009,352576.002
1/10/2009,523836.2902
1/11/2009,387782.2241
1/12/2009,565477.006
1/13/2009,590334.2136
1/14/2009,730376.1978
1/15/2009,94266.5558
1/16/2009,382057.2373
1/17/2009,278836.215
1/18/2009,297821.6412
1/19/2009,664930.302
1/20/2009,329211.2055
1/21/2009,381518.9907
1/22/2009,344771.426
1/23/2009,300659.6689
1/24/2009,368772.3321
1/25/2009,368087.2909
1/26/2009,755918.4465
1/27/2009,326006.1915
1/28/2009,512533.1112
1/29/2009,381934.9085
1/30/2009,608805.8589
1/31/2009,668746.9598
2/1/2009,230516.348
2/2/2009,462060.2577
2/3/2009,591997.8849
2/4/2009,93948.50098
2/5/2009,6091.97311
2/6/2009,3425.205765
2/7/2009,872913.6891
2/8/2009,666789.6994
2/9/2009,341639.8093
2/10/2009,405519.8968
2/11/2009,277539.53
2/12/2009,307877.0667
2/13/2009,569734.0475
2/14/2009,455283.2434
2/15/2009,661651.8907
2/16/2009,182343.2755
2/17/2009,291754.1339
2/18/2009,720663.2929
2/19/2009,449313.5991
2/20/2009,361628.3315
2/21/2009,519310.1254
2/22/2009,289013.9693
2/23/2009,385017.5937
2/24/2009,266065.0907
2/25/2009,327816.6574
2/26/2009,372833.6475
2/27/2009,318397.3416
2/28/2009,322532.0543
3/1/2009,357689.3449
3/2/2009,337040.2473
3/3/2009,178404.2888
3/4/2009,281845.5029
3/5/2009,306335.7241
3/6/2009,148482.6699
3/7/2009,301295.7785
3/8/2009,281576.3796
3/9/2009,176740.6175
3/10/2009,344477.8369
3/11/2009,309981.1217
3/12/2009,317467.6429
3/13/2009,316464.5469
3/14/2009,320843.9171
3/15/2009,342153.5901
3/16/2009,165241.7124
3/17/2009,287154.5719
3/18/2009,384259.1553
3/19/2009,537708.3736
3/20/2009,715916.9363
3/21/2009,522025.8243
3/22/2009,343303.4806
3/23/2009,426315.7889
3/24/2009,152250.3962
3/25/2009,380466.9632
3/26/2009,294298.5725
3/27/2009,104786.8306
3/28/2009,273576.0776
3/29/2009,1453901.984
3/30/2009,1757937.927
3/31/2009,618543.2296
4/1/2009,1440666.01
4/2/2009,388051.3474
4/3/2009,521193.9886
4/4/2009,439233.7078
4/5/2009,373078.305
4/6/2009,547250.0182
4/7/2009,245587.2533
4/8/2009,469497.8473
4/9/2009,431575.9264
4/10/2009,63855.62176
4/11/2009,454647.1338
4/12/2009,436738.2008
4/13/2009,269123.3101
4/14/2009,433459.7895
4/15/2009,535384.1268
4/16/2009,632341.9157
4/17/2009,598358.9813
4/18/2009,741043.2672
4/19/2009,364466.3591
4/20/2009,126536.8873
4/21/2009,268829.721
4/22/2009,676209.0152
4/23/2009,587765.3092
4/24/2009,192741.2215
4/25/2009,439918.749
4/26/2009,171260.2882
4/27/2009,330458.959
4/28/2009,429422.9399
4/29/2009,165388.5069
4/30/2009,218112.2099
5/1/2009,679169.3716
5/2/2009,974984.8209
5/3/2009,897036.924
5/4/2009,763992.1458
5/5/2009,996539.1515
5/6/2009,1080260.967
5/7/2009,906260.5138
5/8/2009,997542.2475
5/9/2009,977676.054
5/10/2009,577514.1577
5/11/2009,505144.453
5/12/2009,551237.9363
5/13/2009,544827.9084
5/14/2009,1219177.526
5/15/2009,1398487.048
5/16/2009,1346546.249
5/17/2009,609099.448
5/18/2009,1596928.791
5/19/2009,3653446.797
5/20/2009,4126223.056
5/21/2009,5827669.554
5/22/2009,4276491.726
5/23/2009,3996334.36
5/24/2009,4233945.777
5/25/2009,4041351.35
5/26/2009,7302807.814
5/27/2009,9546611.179
5/28/2009,14477048.08
5/29/2009,22113226.28
5/30/2009,22604278.46
5/31/2009,18237434.7
6/1/2009,14411993.64
6/2/2009,13667892.15
6/3/2009,12169462.49
6/4/2009,14791481.97
6/5/2009,18106175.92
6/6/2009,19900445.49
6/7/2009,16520379.05
6/8/2009,16653546.15
6/9/2009,17787069.07
6/10/2009,17163681.62
6/11/2009,13209477.29
6/12/2009,12804544.57
6/13/2009,13160276.66
6/14/2009,11874087.43
6/15/2009,8546720.219
6/16/2009,9578025.209
6/17/2009,11413666.38
6/18/2009,11315240.64
6/19/2009,10696599.55
6/20/2009,10237279.46
6/21/2009,9092649.086
6/22/2009,7931137.345
6/23/2009,8921560.058
6/24/2009,10914785.16
6/25/2009,11586516.94
6/26/2009,11504556.66
6/27/2009,11115208.62
6/28/2009,8805176.459
6/29/2009,10038323.93
6/30/2009,14748104.19
7/1/2009,17233311.16
7/2/2009,21622247.5
7/3/2009,29161443.44
7/4/2009,27973288.49
7/5/2009,27228991.28
7/6/2009,24432628.83
7/7/2009,21536519.49
7/8/2009,17401048.38
7/9/2009,13608733.96
7/10/2009,14240464.23
7/11/2009,13427369.31
7/12/2009,20079485.89
7/13/2009,19866535.96
7/14/2009,18588200.23
7/15/2009,17397990.16
7/16/2009,15666622.04
7/17/2009,13034963.06
7/18/2009,12399098.07
7/19/2009,11899262.69
7/20/2009,15686830.76
7/21/2009,15565089.16
7/22/2009,13470844.96
7/23/2009,11940903.41
7/24/2009,12101741.28
7/25/2009,11783808.79
7/26/2009,11784738.49
7/27/2009,17767202.88
7/28/2009,16480304.14
7/29/2009,16690318.18
7/30/2009,16719065.45
7/31/2009,16427286.85
8/1/2009,16067224.32
8/2/2009,14706267.75
8/3/2009,15286032.75
8/4/2009,18381293.34
8/5/2009,15690207.03
8/6/2009,6175083.281
8/7/2009,15813538.91
8/8/2009,15172536.11
8/9/2009,13952159.76
8/10/2009,13924268.8
8/11/2009,12403868.9
8/12/2009,13350253.25
8/13/2009,11285514.75
8/14/2009,9757554.922
8/15/2009,11375866.78
8/16/2009,11147943.81
8/17/2009,8958454.417
8/18/2009,7610538.086
8/19/2009,7143560.211
8/20/2009,5471815.141
8/21/2009,4391138.256
8/22/2009,3909260.737
8/23/2009,4327062.443
8/24/2009,5083983.985
8/25/2009,6605435.92
8/26/2009,7535819.669
8/27/2009,7056144.067
8/28/2009,6582266.85
8/29/2009,5637864.223
8/30/2009,5704141.955
8/31/2009,6812489.609
9/1/2009,8667067.27
9/2/2009,8827317.968
9/3/2009,14643659.88
9/4/2009,13760690.76
9/5/2009,10282492.17
9/6/2009,10086399.14
9/7/2009,11334348.4
9/8/2009,12122537.17
9/9/2009,10036317.74
9/10/2009,10009356.48
9/11/2009,13421937.91
9/12/2009,12108126.84
9/13/2009,9866990.246
9/14/2009,13294471.33
9/15/2009,12118084.41
9/16/2009,9118729.581
9/17/2009,9508640.326
9/18/2009,9758753.744
9/19/2009,9345796.258
9/20/2009,9299335.788
9/21/2009,9222513.316
9/22/2009,8120012.978
9/23/2009,7773064.099
9/24/2009,7355849.572
9/25/2009,7251234.001
9/26/2009,4896307.175
9/27/2009,6695005.051
9/28/2009,6231574.711
9/29/2009,6757074.672
9/30/2009,5508464.842
10/1/2009,5033902.584
10/2/2009,2413497.845
10/3/2009,2451982.478
10/4/2009,2579962.845
10/5/2009,2785719.848
10/6/2009,2553368.569
10/7/2009,1414169.597
10/8/2009,882333.005
10/9/2009,466537.4909
10/10/2009,1611045.531
10/11/2009,1534883.635
10/12/2009,1669689.947
10/13/2009,1150795.74
10/14/2009,757166.2001
10/15/2009,846270.4814
10/16/2009,1236205.692
10/17/2009,704075.5107
10/18/2009,1271509.777
10/19/2009,757582.1179
10/20/2009,214956.1275
10/21/2009,485449.5199
10/22/2009,889892.9234
10/23/2009,321284.3007
10/24/2009,386974.8541
10/25/2009,266676.7345
10/26/2009,318030.3553
10/27/2009,234039.4168
10/28/2009,266236.3509
10/29/2009,231299.2521
10/30/2009,121937.3252
10/31/2009,167443.6304
11/1/2009,944035.6403
11/2/2009,751294.4187
11/3/2009,731501.6226
11/4/2009,189242.6185
11/5/2009,176300.2339
11/6/2009,202723.2498
11/7/2009,473975.0806
11/8/2009,177474.5901
11/9/2009,176349.1654
11/10/2009,291460.5448
11/11/2009,536020.2364
11/12/2009,179652.0424
11/13/2009,175761.9872
11/14/2009,179015.9327
11/15/2009,179774.3711
11/16/2009,180801.9329
11/17/2009,181242.3165
11/18/2009,582505.1718
11/19/2009,194111.3038
11/20/2009,189731.9336
11/21/2009,454378.0104
11/22/2009,273404.8173
11/23/2009,188141.6595
11/24/2009,195285.6601
11/25/2009,188679.9061
11/26/2009,459833.8739
11/27/2009,948268.216
11/28/2009,415208.336
11/29/2009,411416.1439
11/30/2009,493547.6849
12/1/2009,346410.6316
12/2/2009,313039.3411
12/3/2009,385971.7582
12/4/2009,1361445.894
12/5/2009,1784605.601
12/6/2009,1644685.945
12/7/2009,1979548.74
12/8/2009,1636930.301
12/9/2009,1103430.037
12/10/2009,1797841.574
12/11/2009,1500900.7
12/12/2009,796311.4088
12/13/2009,527212.5645
12/14/2009,818306.123
12/15/2009,797950.6144
12/16/2009,1711991.238
12/17/2009,1697067.128
12/18/2009,1774134.257
12/19/2009,2027256.963
12/20/2009,1487248.809
12/21/2009,1066437.815
12/22/2009,1059758.664
12/23/2009,1373140.525
12/24/2009,830514.5349
12/25/2009,1191531.223
12/26/2009,1229526.541
12/27/2009,312060.7109
12/28/2009,595961.3373
12/29/2009,343058.8231
12/30/2009,974642.3004
12/31/2009,920524.0493
1/1/2010,707965.5658
1/2/2010,860631.8799
1/3/2010,773705.0507
1/4/2010,789363.1342
1/5/2010,402535.0746
1/6/2010,259581.6655
1/7/2010,198906.5919
1/8/2010,436102.0911
1/9/2010,318495.2046
1/10/2010,909979.3087
1/11/2010,753496.3367
1/12/2010,971853.2042
1/13/2010,761056.2552
1/14/2010,1193341.688
1/15/2010,1896952.35
1/16/2010,919349.693
1/17/2010,1593014.27
1/18/2010,1715538.773
1/19/2010,1406438.419
1/20/2010,1308599.862
1/21/2010,1526540.812
1/22/2010,1506381.03
1/23/2010,1055256.965
1/24/2010,1016870.194
1/25/2010,1602017.668
1/26/2010,1830894.81
1/27/2010,1752359.735
1/28/2010,1167921.769
1/29/2010,1864266.1
1/30/2010,2208768.403
1/31/2010,1752873.516
2/1/2010,2826284.071
2/2/2010,3028493.54
2/3/2010,2666840.743
2/4/2010,2255693.722
2/5/2010,3095407.381
2/6/2010,2742072.941
2/7/2010,2803041.603
2/8/2010,3124130.178
2/9/2010,2917957.257
2/10/2010,3808584.153
2/11/2010,2994168.085
2/12/2010,4568955.367
2/13/2010,5000384.499
2/14/2010,6658771.267
2/15/2010,7045110.011
2/16/2010,7785248.046
2/17/2010,6794849.799
2/18/2010,6144403.224
2/19/2010,6276469.372
2/20/2010,6197273.722
2/21/2010,6418028.233
2/22/2010,6716290.258
2/23/2010,6249263.452
2/24/2010,6409000.369
2/25/2010,6180025.364
2/26/2010,6023517.926
2/27/2010,6121845.798
2/28/2010,6307785.539
3/1/2010,5500611.335
3/2/2010,4778798.151
3/3/2010,5014525.705
3/4/2010,4539131.611
3/5/2010,4478652.263
3/6/2010,3932992.519
3/7/2010,3960394.165
3/8/2010,3892159.173
3/9/2010,3446246.314
3/10/2010,3366487.952
3/11/2010,3556219.885
3/12/2010,16736852.05
3/13/2010,29337866.01
3/14/2010,20035153.94
3/15/2010,18331921.44
3/16/2010,18319101.39
3/17/2010,17620310.48
3/18/2010,15908539.43
3/19/2010,14858958.53
3/20/2010,13900708.28
3/21/2010,12961516.86
3/22/2010,15078342.95
3/23/2010,10716490.21
3/24/2010,8497299.393
3/25/2010,10142645.91
3/26/2010,13014680.95
3/27/2010,13933981.71
3/28/2010,16730833.48
3/29/2010,37130013.39
3/30/2010,30922146
3/31/2010,26353337.43
4/1/2010,25984075.78
4/2/2010,24878174.7
4/3/2010,22790413.93
4/4/2010,21620706.16
4/5/2010,20408085.45
4/6/2010,19161579.68
4/7/2010,15179386.52
4/8/2010,15312211.11
4/9/2010,14795665.62
4/10/2010,12980844.81
4/11/2010,12048454.87
4/12/2010,12476409.86
4/13/2010,10774082.6
4/14/2010,9107499.8
4/15/2010,8817091.282
4/16/2010,8052536.424
4/17/2010,7620642.443
4/18/2010,6977927.047
4/19/2010,7303664.115
4/20/2010,8720206.891
4/21/2010,13961187.63
4/22/2010,11190514.22
4/23/2010,8069711.384
4/24/2010,8270477.374
4/25/2010,9342468.915
4/26/2010,16044177.58
4/27/2010,16152781.07
4/28/2010,13581332.31
4/29/2010,11522025.21
4/30/2010,12659095.66
5/1/2010,11342960.34
5/2/2010,11551751.1
5/3/2010,10458572.21
5/4/2010,9850402.464
5/5/2010,9844530.683
5/6/2010,9368084.561
5/7/2010,8025721.956
5/8/2010,7501910.132
5/9/2010,7459657.772
5/10/2010,7402285.575
5/11/2010,7517617.147
5/12/2010,7159976.733
5/13/2010,6236834.848
5/14/2010,5680092.117
5/15/2010,5195743.556
5/16/2010,5371530.009
5/17/2010,6720033.519
5/18/2010,7731937.165
5/19/2010,7484539.445
5/20/2010,7758066.591
5/21/2010,7074493.384
5/22/2010,5975222.525
5/23/2010,6447436.071
5/24/2010,5487155.169
5/25/2010,5347333.377
5/26/2010,5492244.046
5/27/2010,5148084.264
5/28/2010,5411604.916
5/29/2010,4707896.392
5/30/2010,3923353.012
5/31/2010,4381547.68
6/1/2010,6622708.743
6/2/2010,6175352.405
6/3/2010,7296226.526
6/4/2010,8823525.776
6/5/2010,7007506.145
6/6/2010,9277071.951
6/7/2010,7787621.224
6/8/2010,6077146.862
6/9/2010,4824035.333
6/10/2010,2907950.763
6/11/2010,1535691.005
6/12/2010,1473058.671
6/13/2010,1828423.769
6/14/2010,1572463.035
6/15/2010,1483921.466
6/16/2010,963412.5186
6/17/2010,93312.39133
6/18/2010,382619.9497
6/19/2010,1123565.354
6/20/2010,1573979.912
6/21/2010,2338559.236
6/22/2010,2020528.881
6/23/2010,900755.7189
6/24/2010,915826.6242
6/25/2010,743024.9934
6/26/2010,965492.1078
6/27/2010,866503.6612
6/28/2010,252706.7882
6/29/2010,894883.9375
6/30/2010,1265001.886
7/1/2010,2888255.83
7/2/2010,4605507.206
7/3/2010,5986696.964
7/4/2010,7249912.85
7/5/2010,15115873.42
7/6/2010,25944661.45
7/7/2010,21522671.87
7/8/2010,20281328.37
7/9/2010,17832306.25
7/10/2010,18678209.75
7/11/2010,14684444.29
7/12/2010,14087406.46
7/13/2010,8808454.871
7/14/2010,5943955.29
7/15/2010,5638133.346
7/16/2010,4817992.292
7/17/2010,4113133.877
7/18/2010,1782085.628
7/19/2010,1925797.475
7/20/2010,2389301.213
7/21/2010,2870175.636
7/22/2010,2152276.974
7/23/2010,3011196.251
7/24/2010,4948199.042
7/25/2010,2424018.12
7/26/2010,2446697.875
7/27/2010,2363930.224
7/28/2010,768983.1599
7/29/2010,754523.8985
7/30/2010,633907.724
7/31/2010,957296.0797
8/1/2010,1693641.922
8/2/2010,1444604.997
8/3/2010,1229257.417
8/4/2010,1210638.978
8/5/2010,1293480.026
8/6/2010,2068432.83
8/7/2010,1872975.909
8/8/2010,4153135.387
8/9/2010,4621899.262
8/10/2010,4125684.809
8/11/2010,3046035.487
8/12/2010,3746563.463
8/13/2010,3586239.367
8/14/2010,3082685.188
8/15/2010,2496461.222
8/16/2010,2844266.401
8/17/2010,4160401.716
8/18/2010,2770820.203
8/19/2010,3212035.637
8/20/2010,2043551.157
8/21/2010,3797060.782
8/22/2010,6742493.082
8/23/2010,9776369.088
8/24/2010,10003753.82
8/25/2010,9887761.673
8/26/2010,7606819.291
8/27/2010,7373880.833
8/28/2010,7680167.626
8/29/2010,8717515.658
8/30/2010,8445285.197
8/31/2010,7111779.195
9/1/2010,5524196.323
9/2/2010,5052031.708
9/3/2010,4796144.372
9/4/2010,3961372.796
9/5/2010,4674965.485
9/6/2010,7414787.576
9/7/2010,10445801.09
9/8/2010,11245023.92
9/9/2010,8058995.384
9/10/2010,8796760.24
9/11/2010,8111816.95
9/12/2010,7513727.092
9/13/2010,4970805.4
9/14/2010,3987967.072
9/15/2010,3843814.841
9/16/2010,3716079.131
9/17/2010,3190628.101
9/18/2010,2805904.097
9/19/2010,1651805.48
9/20/2010,1516240.729
9/21/2010,1243839.008
9/22/2010,2193306.046
9/23/2010,1122195.272
9/24/2010,2298998.109
9/25/2010,1841610.811
9/26/2010,517670.9198
9/27/2010,1780593.217
9/28/2010,3976370.304
9/29/2010,5585483.041
9/30/2010,3516169.444
10/1/2010,2462747.411
10/2/2010,2386267.459
10/3/2010,2381961.486
10/4/2010,1083490.446
10/5/2010,1178295.249
10/6/2010,1698241.484
10/7/2010,1496594.727
10/8/2010,1628807.67
10/9/2010,864277.2775
10/10/2010,578125.8016
10/11/2010,1025971.455
10/12/2010,465265.2716
10/13/2010,274579.1736
10/14/2010,834453.5216
10/15/2010,540252.8121
10/16/2010,540521.9354
10/17/2010,649027.5609
10/18/2010,550577.3609
10/19/2010,642079.2864
10/20/2010,258554.1037
10/21/2010,472066.7516
10/22/2010,1175432.755
10/23/2010,339927.2064
10/24/2010,21040.5497
10/25/2010,267361.7757
10/26/2010,486085.6295
10/27/2010,293319.9422
10/28/2010,471234.916
10/29/2010,530466.5099
10/30/2010,106156.913
10/31/2010,184912.1798
11/1/2010,189193.687
11/2/2010,992526.7676
11/3/2010,735465.075
11/4/2010,461375.2165
11/5/2010,1072309.596
11/6/2010,90547.76097
11/7/2010,697641.017
11/8/2010,89887.18557
11/9/2010,256180.9254
11/10/2010,495896.3975
11/11/2010,540106.0176
11/12/2010,262419.6931
11/13/2010,75843.84193
11/14/2010,810256.8894
11/15/2010,318813.2594
11/16/2010,422009.816
11/17/2010,274481.3105
11/18/2010,302837.1211
11/19/2010,425924.3368
11/20/2010,521512.0434
11/21/2010,642226.0809
11/22/2010,400455.4854
11/23/2010,685970.8517
11/24/2010,113178.5848
11/25/2010,633491.8062
11/26/2010,42864.00357
11/27/2010,450561.3526
11/28/2010,337749.7542
11/29/2010,284952.6539
11/30/2010,294323.0382
12/1/2010,820385.7122
12/2/2010,214564.6754
12/3/2010,10030.95974
12/4/2010,63439.70391
12/5/2010,52479.04547
12/6/2010,162061.1642
12/7/2010,540008.1546
12/8/2010,76479.95158
12/9/2010,648220.191
12/10/2010,7339.726639
12/11/2010,7095.069084
12/12/2010,7095.069084
12/13/2010,52258.85367
