Date,RegWCA
17-Nov-11,0
18-Nov-11,0
19-Nov-11,0
20-Nov-11,0
21-Nov-11,0
22-Nov-11,0
23-Nov-11,0
24-Nov-11,0
25-Nov-11,0
26-Nov-11,0
27-Nov-11,0
28-Nov-11,0
29-Nov-11,0
30-Nov-11,0
1-Dec-11,359
2-Dec-11,368
3-Dec-11,334
4-Dec-11,276
5-Dec-11,267
6-Dec-11,295
7-Dec-11,325
8-Dec-11,376
9-Dec-11,540
10-Dec-11,540
11-Dec-11,540
12-Dec-11,540
13-Dec-11,540
14-Dec-11,540
15-Dec-11,540
16-Dec-11,540
17-Dec-11,540
18-Dec-11,496
19-Dec-11,496
20-Dec-11,496
21-Dec-11,540
22-Dec-11,824
23-Dec-11,802
24-Dec-11,804
25-Dec-11,743
26-Dec-11,690
27-Dec-11,951
28-Dec-11,857
29-Dec-11,805
30-Dec-11,820
31-Dec-11,844
1-Jan-12,815
2-Jan-12,819
3-Jan-12,630
4-Jan-12,644
5-Jan-12,564
6-Jan-12,613
7-Jan-12,612
8-Jan-12,598
9-Jan-12,571
10-Jan-12,628
11-Jan-12,569
12-Jan-12,520
13-Jan-12,490
14-Jan-12,395
15-Jan-12,152
16-Jan-12,251
17-Jan-12,226
18-Jan-12,144
19-Jan-12,86
20-Jan-12,97
21-Jan-12,166
22-Jan-12,206
23-Jan-12,145
24-Jan-12,105
25-Jan-12,88
26-Jan-12,228
27-Jan-12,217
28-Jan-12,167
29-Jan-12,78
30-Jan-12,24
31-Jan-12,92
1-Feb-12,188
2-Feb-12,281
3-Feb-12,165
4-Feb-12,221
5-Feb-12,436
6-Feb-12,620
7-Feb-12,495
8-Feb-12,394
9-Feb-12,348
10-Feb-12,346
11-Feb-12,548
12-Feb-12,540
13-Feb-12,540
14-Feb-12,540
15-Feb-12,537
16-Feb-12,342
17-Feb-12,294
18-Feb-12,245
19-Feb-12,68
20-Feb-12,156
21-Feb-12,322
22-Feb-12,188
23-Feb-12,117
24-Feb-12,0
25-Feb-12,188
26-Feb-12,176
27-Feb-12,402
28-Feb-12,397
29-Feb-12,246
1-Mar-12,145
2-Mar-12,0
3-Mar-12,0
4-Mar-12,153
5-Mar-12,0
6-Mar-12,0
7-Mar-12,0
8-Mar-12,180
9-Mar-12,180
10-Mar-12,180
11-Mar-12,180
12-Mar-12,0
13-Mar-12,0
14-Mar-12,0
15-Mar-12,180
16-Mar-12,99
17-Mar-12,0
18-Mar-12,0
19-Mar-12,0
20-Mar-12,0
21-Mar-12,0
22-Mar-12,0
23-Mar-12,0
24-Mar-12,0
25-Mar-12,0
26-Mar-12,0
27-Mar-12,0
28-Mar-12,0
29-Mar-12,0
30-Mar-12,0
31-Mar-12,81
1-Apr-12,102
2-Apr-12,0
3-Apr-12,0
4-Apr-12,0
5-Apr-12,0
6-Apr-12,142
7-Apr-12,83
8-Apr-12,0
9-Apr-12,0
10-Apr-12,0
11-Apr-12,0
12-Apr-12,0
13-Apr-12,180
14-Apr-12,95
15-Apr-12,180
16-Apr-12,52
17-Apr-12,0
18-Apr-12,0
19-Apr-12,180
20-Apr-12,184
21-Apr-12,180
22-Apr-12,180
23-Apr-12,180
24-Apr-12,180
25-Apr-12,180
26-Apr-12,89
27-Apr-12,88
28-Apr-12,87
29-Apr-12,180
30-Apr-12,180
1-May-12,180
2-May-12,180
3-May-12,180
4-May-12,0
5-May-12,0
6-May-12,0
7-May-12,199
8-May-12,202
9-May-12,185
10-May-12,180
11-May-12,180
12-May-12,180
13-May-12,180
14-May-12,180
15-May-12,180
16-May-12,180
17-May-12,180
18-May-12,71
19-May-12,180
20-May-12,116
21-May-12,220
22-May-12,220
23-May-12,220
24-May-12,220
25-May-12,218
26-May-12,197
27-May-12,182
28-May-12,180
29-May-12,185
30-May-12,180
31-May-12,180
1-Jun-12,88
2-Jun-12,238
3-Jun-12,209
4-Jun-12,183
5-Jun-12,161
6-Jun-12,205
7-Jun-12,37
8-Jun-12,233
9-Jun-12,103
10-Jun-12,396
11-Jun-12,240
12-Jun-12,138
13-Jun-12,114
14-Jun-12,358
15-Jun-12,166
16-Jun-12,148
17-Jun-12,134
18-Jun-12,11
19-Jun-12,0
20-Jun-12,158
21-Jun-12,196
22-Jun-12,0
23-Jun-12,141
24-Jun-12,161
25-Jun-12,430
26-Jun-12,363
27-Jun-12,378
28-Jun-12,272
29-Jun-12,27
30-Jun-12,23
1-Jul-12,18
2-Jul-12,14
3-Jul-12,11
4-Jul-12,272
5-Jul-12,0
6-Jul-12,203
7-Jul-12,7
8-Jul-12,2
9-Jul-12,0
10-Jul-12,1
11-Jul-12,40
12-Jul-12,2
13-Jul-12,68
14-Jul-12,0
15-Jul-12,253
16-Jul-12,0
17-Jul-12,0
18-Jul-12,673
19-Jul-12,347
20-Jul-12,235
21-Jul-12,157
22-Jul-12,99
23-Jul-12,0
24-Jul-12,564
25-Jul-12,266
26-Jul-12,179
27-Jul-12,512
28-Jul-12,321
29-Jul-12,0
30-Jul-12,0
31-Jul-12,0
1-Aug-12,0
2-Aug-12,0
3-Aug-12,0
4-Aug-12,0
5-Aug-12,0
6-Aug-12,0
7-Aug-12,0
8-Aug-12,0
9-Aug-12,0
10-Aug-12,0
11-Aug-12,0
12-Aug-12,0
13-Aug-12,0
14-Aug-12,0
15-Aug-12,0
16-Aug-12,0
17-Aug-12,0
18-Aug-12,0
19-Aug-12,0
20-Aug-12,0
21-Aug-12,0
22-Aug-12,0
23-Aug-12,0
24-Aug-12,0
25-Aug-12,0
26-Aug-12,0
27-Aug-12,0
28-Aug-12,0
29-Aug-12,0
30-Aug-12,0
31-Aug-12,0
1-Sep-12,0
2-Sep-12,870
3-Sep-12,838
4-Sep-12,0
5-Sep-12,0
6-Sep-12,0
7-Sep-12,602
8-Sep-12,1130
9-Sep-12,1177
10-Sep-12,1196
11-Sep-12,895
12-Sep-12,956
13-Sep-12,826
14-Sep-12,686
15-Sep-12,606
16-Sep-12,456
17-Sep-12,586
18-Sep-12,372
19-Sep-12,357
20-Sep-12,384
21-Sep-12,265
22-Sep-12,0
23-Sep-12,20
24-Sep-12,772
25-Sep-12,778
26-Sep-12,685
27-Sep-12,359
28-Sep-12,0
29-Sep-12,135
30-Sep-12,876
1-Oct-12,0
2-Oct-12,0
3-Oct-12,0
4-Oct-12,0
5-Oct-12,0
6-Oct-12,0
7-Oct-12,0
8-Oct-12,0
9-Oct-12,0
10-Oct-12,0
11-Oct-12,0
12-Oct-12,0
13-Oct-12,0
14-Oct-12,0
15-Oct-12,0
16-Oct-12,0
17-Oct-12,0
18-Oct-12,0
19-Oct-12,0
20-Oct-12,0
21-Oct-12,0
22-Oct-12,0
23-Oct-12,0
24-Oct-12,0
25-Oct-12,0
26-Oct-12,0
27-Oct-12,0
28-Oct-12,0
29-Oct-12,0
30-Oct-12,0
31-Oct-12,0
1-Nov-12,0
2-Nov-12,0
3-Nov-12,0
4-Nov-12,0
5-Nov-12,0
6-Nov-12,0
7-Nov-12,0
8-Nov-12,0
9-Nov-12,0
10-Nov-12,0
11-Nov-12,0
12-Nov-12,0
13-Nov-12,0
14-Nov-12,0
15-Nov-12,0
16-Nov-12,0
17-Nov-12,0
18-Nov-12,0
19-Nov-12,0
20-Nov-12,0
21-Nov-12,0
22-Nov-12,0
23-Nov-12,0
24-Nov-12,0
25-Nov-12,0
26-Nov-12,0
27-Nov-12,0
28-Nov-12,0
29-Nov-12,0
30-Nov-12,0
1-Dec-12,466
2-Dec-12,609
3-Dec-12,531
4-Dec-12,634
5-Dec-12,689
6-Dec-12,900
7-Dec-12,900
8-Dec-12,1100
9-Dec-12,0
10-Dec-12,96
11-Dec-12,0
12-Dec-12,0
13-Dec-12,0
14-Dec-12,1095
15-Dec-12,1095
16-Dec-12,1080
17-Dec-12,988
18-Dec-12,913
19-Dec-12,851
20-Dec-12,797
21-Dec-12,772
22-Dec-12,740
23-Dec-12,713
24-Dec-12,473
25-Dec-12,447
26-Dec-12,548
27-Dec-12,432
28-Dec-12,453
29-Dec-12,448
30-Dec-12,444
31-Dec-12,441
1-Jan-13,438
2-Jan-13,435
3-Jan-13,258
4-Jan-13,786
5-Jan-13,268
6-Jan-13,1100
7-Jan-13,574
8-Jan-13,438
9-Jan-13,436
10-Jan-13,433
11-Jan-13,351
12-Jan-13,774
13-Jan-13,681
14-Jan-13,422
15-Jan-13,472
16-Jan-13,675
17-Jan-13,667
18-Jan-13,581
19-Jan-13,629
20-Jan-13,727
21-Jan-13,555
22-Jan-13,435
23-Jan-13,427
24-Jan-13,546
25-Jan-13,575
26-Jan-13,554
27-Jan-13,465
28-Jan-13,470
29-Jan-13,528
30-Jan-13,416
31-Jan-13,685
1-Feb-13,492
2-Feb-13,511
3-Feb-13,427
4-Feb-13,579
5-Feb-13,658
6-Feb-13,700
7-Feb-13,587
8-Feb-13,472
9-Feb-13,520
10-Feb-13,483
11-Feb-13,581
12-Feb-13,561
13-Feb-13,476
14-Feb-13,0
15-Feb-13,0
16-Feb-13,0
17-Feb-13,859
18-Feb-13,1006
19-Feb-13,1096
20-Feb-13,1096
21-Feb-13,1096
22-Feb-13,1064
23-Feb-13,974
24-Feb-13,908
25-Feb-13,852
26-Feb-13,596
27-Feb-13,749
28-Feb-13,776
1-Mar-13,744
2-Mar-13,653
3-Mar-13,692
4-Mar-13,629
5-Mar-13,331
6-Mar-13,60
7-Mar-13,0
8-Mar-13,422
9-Mar-13,396
10-Mar-13,544
11-Mar-13,462
12-Mar-13,484
13-Mar-13,242
14-Mar-13,299
15-Mar-13,347
16-Mar-13,431
17-Mar-13,388
18-Mar-13,149
19-Mar-13,631
20-Mar-13,975
21-Mar-13,931
22-Mar-13,900
23-Mar-13,919
24-Mar-13,1002
25-Mar-13,740
26-Mar-13,698
27-Mar-13,900
28-Mar-13,827
29-Mar-13,811
30-Mar-13,807
31-Mar-13,180
1-Apr-13,88
2-Apr-13,87
3-Apr-13,80
4-Apr-13,180
5-Apr-13,180
6-Apr-13,180
7-Apr-13,180
8-Apr-13,180
9-Apr-13,95
10-Apr-13,93
11-Apr-13,0
12-Apr-13,0
13-Apr-13,143
14-Apr-13,0
15-Apr-13,180
16-Apr-13,220
17-Apr-13,220
18-Apr-13,220
19-Apr-13,217
20-Apr-13,220
21-Apr-13,220
22-Apr-13,220
23-Apr-13,220
24-Apr-13,199
25-Apr-13,183
26-Apr-13,180
27-Apr-13,180
28-Apr-13,180
29-Apr-13,180
30-Apr-13,200
1-May-13,0
2-May-13,0
3-May-13,220
4-May-13,1100
5-May-13,1100
6-May-13,1100
7-May-13,1100
8-May-13,1087
9-May-13,986
10-May-13,911
11-May-13,900
12-May-13,925
13-May-13,846
14-May-13,839
15-May-13,851
16-May-13,826
17-May-13,821
18-May-13,900
19-May-13,900
20-May-13,900
21-May-13,1100
22-May-13,900
23-May-13,900
24-May-13,901
25-May-13,844
26-May-13,843
27-May-13,842
28-May-13,900
29-May-13,900
30-May-13,900
31-May-13,963
1-Jun-13,89
2-Jun-13,0
3-Jun-13,111
4-Jun-13,432
5-Jun-13,0
6-Jun-13,0
7-Jun-13,0
8-Jun-13,0
9-Jun-13,0
10-Jun-13,0
11-Jun-13,0
12-Jun-13,0
13-Jun-13,866
14-Jun-13,1188
15-Jun-13,1194
16-Jun-13,1196
17-Jun-13,1322
18-Jun-13,1153
19-Jun-13,990
20-Jun-13,718
21-Jun-13,770
22-Jun-13,754
23-Jun-13,633
24-Jun-13,592
25-Jun-13,483
26-Jun-13,438
27-Jun-13,404
28-Jun-13,21
29-Jun-13,393
30-Jun-13,0
1-Jul-13,0
2-Jul-13,0
3-Jul-13,0
4-Jul-13,227
5-Jul-13,193
6-Jul-13,730
7-Jul-13,810
8-Jul-13,810
9-Jul-13,765
10-Jul-13,1105
11-Jul-13,811
12-Jul-13,322
13-Jul-13,0
14-Jul-13,0
15-Jul-13,0
16-Jul-13,0
17-Jul-13,0
18-Jul-13,0
19-Jul-13,576
20-Jul-13,1067
21-Jul-13,1212
22-Jul-13,1337
23-Jul-13,1338
24-Jul-13,2223
25-Jul-13,1850
26-Jul-13,1818
27-Jul-13,1111
28-Jul-13,1046
29-Jul-13,281
30-Jul-13,642
31-Jul-13,1332
1-Aug-13,1102
2-Aug-13,545
3-Aug-13,511
4-Aug-13,0
5-Aug-13,0
6-Aug-13,555
7-Aug-13,1002
8-Aug-13,1334
9-Aug-13,968
10-Aug-13,988
11-Aug-13,846
12-Aug-13,729
13-Aug-13,626
14-Aug-13,0
15-Aug-13,105
16-Aug-13,0
17-Aug-13,0
18-Aug-13,29
19-Aug-13,0
20-Aug-13,0
21-Aug-13,479
22-Aug-13,0
23-Aug-13,455
24-Aug-13,575
25-Aug-13,347
26-Aug-13,789
27-Aug-13,0
28-Aug-13,0
29-Aug-13,0
30-Aug-13,306
31-Aug-13,0
1-Sep-13,0
2-Sep-13,0
3-Sep-13,1456
4-Sep-13,1703
5-Sep-13,1687
6-Sep-13,769
7-Sep-13,0
8-Sep-13,0
9-Sep-13,1104
10-Sep-13,864
11-Sep-13,888
12-Sep-13,0
13-Sep-13,718
14-Sep-13,1145
15-Sep-13,960
16-Sep-13,52
17-Sep-13,0
18-Sep-13,0
19-Sep-13,0
20-Sep-13,300
21-Sep-13,411
22-Sep-13,432
23-Sep-13,241
24-Sep-13,0
25-Sep-13,160
26-Sep-13,0
27-Sep-13,250
28-Sep-13,0
29-Sep-13,591
30-Sep-13,602
1-Oct-13,0
2-Oct-13,0
3-Oct-13,0
4-Oct-13,0
5-Oct-13,0
6-Oct-13,0
7-Oct-13,0
8-Oct-13,0
9-Oct-13,0
10-Oct-13,0
11-Oct-13,0
12-Oct-13,0
13-Oct-13,0
14-Oct-13,0
15-Oct-13,0
16-Oct-13,0
17-Oct-13,0
18-Oct-13,0
19-Oct-13,0
20-Oct-13,0
21-Oct-13,0
22-Oct-13,0
23-Oct-13,0
24-Oct-13,0
25-Oct-13,0
26-Oct-13,0
27-Oct-13,0
28-Oct-13,0
29-Oct-13,0
30-Oct-13,0
31-Oct-13,0
1-Nov-13,0
2-Nov-13,0
3-Nov-13,0
4-Nov-13,0
5-Nov-13,0
6-Nov-13,0
7-Nov-13,0
8-Nov-13,0
9-Nov-13,0
10-Nov-13,0
11-Nov-13,0
12-Nov-13,0
13-Nov-13,0
14-Nov-13,0
15-Nov-13,0
16-Nov-13,0
17-Nov-13,0
18-Nov-13,0
19-Nov-13,0
20-Nov-13,0
21-Nov-13,0
22-Nov-13,0
23-Nov-13,0
24-Nov-13,0
25-Nov-13,0
26-Nov-13,0
27-Nov-13,0
28-Nov-13,0
29-Nov-13,0
30-Nov-13,0
1-Dec-13,540
2-Dec-13,540
3-Dec-13,540
4-Dec-13,497
5-Dec-13,322
6-Dec-13,169
7-Dec-13,246
8-Dec-13,254
9-Dec-13,235
10-Dec-13,163
11-Dec-13,358
12-Dec-13,253
13-Dec-13,233
14-Dec-13,335
15-Dec-13,462
16-Dec-13,322
17-Dec-13,257
18-Dec-13,148
19-Dec-13,254
20-Dec-13,291
21-Dec-13,135
22-Dec-13,123
23-Dec-13,540
24-Dec-13,569
25-Dec-13,578
26-Dec-13,566
27-Dec-13,459
28-Dec-13,364
29-Dec-13,384
30-Dec-13,283
31-Dec-13,237
1-Jan-14,458
2-Jan-14,210
3-Jan-14,199
4-Jan-14,540
5-Jan-14,437
6-Jan-14,250
7-Jan-14,177
8-Jan-14,492
9-Jan-14,340
10-Jan-14,596
11-Jan-14,540
12-Jan-14,540
13-Jan-14,540
14-Jan-14,540
15-Jan-14,441
16-Jan-14,433
17-Jan-14,381
18-Jan-14,369
19-Jan-14,361
20-Jan-14,265
21-Jan-14,270
22-Jan-14,186
23-Jan-14,235
24-Jan-14,113
25-Jan-14,145
26-Jan-14,249
27-Jan-14,241
28-Jan-14,195
29-Jan-14,636
30-Jan-14,0
31-Jan-14,0
1-Feb-14,0
2-Feb-14,540
3-Feb-14,140
4-Feb-14,660
5-Feb-14,0
6-Feb-14,87
7-Feb-14,656
8-Feb-14,657
9-Feb-14,657
10-Feb-14,660
11-Feb-14,660
12-Feb-14,305
13-Feb-14,660
14-Feb-14,660
15-Feb-14,660
16-Feb-14,615
17-Feb-14,604
18-Feb-14,574
19-Feb-14,534
20-Feb-14,463
21-Feb-14,467
22-Feb-14,582
23-Feb-14,507
24-Feb-14,507
25-Feb-14,352
26-Feb-14,244
27-Feb-14,534
28-Feb-14,540
1-Mar-14,393
2-Mar-14,0
3-Mar-14,0
4-Mar-14,0
5-Mar-14,180
6-Mar-14,185
7-Mar-14,180
8-Mar-14,180
9-Mar-14,180
10-Mar-14,180
11-Mar-14,0
12-Mar-14,0
13-Mar-14,0
14-Mar-14,0
15-Mar-14,0
16-Mar-14,0
17-Mar-14,0
18-Mar-14,183
19-Mar-14,180
20-Mar-14,180
21-Mar-14,0
22-Mar-14,0
23-Mar-14,0
24-Mar-14,220
25-Mar-14,180
26-Mar-14,180
27-Mar-14,180
28-Mar-14,180
29-Mar-14,180
30-Mar-14,180
31-Mar-14,180
1-Apr-14,180
2-Apr-14,111
3-Apr-14,111
4-Apr-14,108
5-Apr-14,180
6-Apr-14,101
7-Apr-14,105
8-Apr-14,145
9-Apr-14,180
10-Apr-14,180
11-Apr-14,0
12-Apr-14,0
13-Apr-14,201
14-Apr-14,91
15-Apr-14,0
16-Apr-14,0
17-Apr-14,97
18-Apr-14,180
19-Apr-14,180
20-Apr-14,180
21-Apr-14,180
22-Apr-14,118
23-Apr-14,117
24-Apr-14,117
25-Apr-14,180
26-Apr-14,91
27-Apr-14,91
28-Apr-14,72
29-Apr-14,0
30-Apr-14,0
1-May-14,0
2-May-14,0
3-May-14,211
4-May-14,180
5-May-14,180
6-May-14,92
7-May-14,0
8-May-14,0
9-May-14,0
10-May-14,0
11-May-14,0
12-May-14,0
13-May-14,0
14-May-14,0
15-May-14,164
16-May-14,180
17-May-14,180
18-May-14,180
19-May-14,180
20-May-14,180
21-May-14,127
22-May-14,122
23-May-14,114
24-May-14,99
25-May-14,0
26-May-14,0
27-May-14,180
28-May-14,180
29-May-14,180
30-May-14,189
31-May-14,201
1-Jun-14,73
2-Jun-14,271
3-Jun-14,192
4-Jun-14,176
5-Jun-14,59
6-Jun-14,0
7-Jun-14,0
8-Jun-14,137
9-Jun-14,70
10-Jun-14,0
11-Jun-14,123
12-Jun-14,0
13-Jun-14,285
14-Jun-14,0
15-Jun-14,920
16-Jun-14,1012
17-Jun-14,528
18-Jun-14,0
19-Jun-14,800
20-Jun-14,1353
21-Jun-14,279
22-Jun-14,1488
23-Jun-14,1423
24-Jun-14,1432
25-Jun-14,1378
26-Jun-14,1327
27-Jun-14,1049
28-Jun-14,945
29-Jun-14,771
30-Jun-14,455
1-Jul-14,580
2-Jul-14,474
3-Jul-14,184
4-Jul-14,400
5-Jul-14,457
6-Jul-14,427
7-Jul-14,385
8-Jul-14,0
9-Jul-14,563
10-Jul-14,695
11-Jul-14,1131
12-Jul-14,717
13-Jul-14,554
14-Jul-14,789
15-Jul-14,599
16-Jul-14,203
17-Jul-14,0
18-Jul-14,1350
19-Jul-14,1222
20-Jul-14,1063
21-Jul-14,892
22-Jul-14,870
23-Jul-14,1169
24-Jul-14,942
25-Jul-14,848
26-Jul-14,726
27-Jul-14,649
28-Jul-14,400
29-Jul-14,218
30-Jul-14,205
31-Jul-14,342
1-Aug-14,231
2-Aug-14,15
3-Aug-14,223
4-Aug-14,0
5-Aug-14,0
6-Aug-14,777
7-Aug-14,828
8-Aug-14,461
9-Aug-14,796
10-Aug-14,514
11-Aug-14,580
12-Aug-14,406
13-Aug-14,249
14-Aug-14,311
15-Aug-14,0
16-Aug-14,606
17-Aug-14,732
18-Aug-14,599
19-Aug-14,482
20-Aug-14,364
21-Aug-14,515
22-Aug-14,497
23-Aug-14,158
24-Aug-14,76
25-Aug-14,407
26-Aug-14,7
27-Aug-14,0
28-Aug-14,316
29-Aug-14,26
30-Aug-14,4
31-Aug-14,2
1-Sep-14,201
2-Sep-14,323
3-Sep-14,58
4-Sep-14,122
5-Sep-14,312
6-Sep-14,0
7-Sep-14,0
8-Sep-14,390
9-Sep-14,244
10-Sep-14,367
11-Sep-14,72
12-Sep-14,0
13-Sep-14,0
14-Sep-14,0
15-Sep-14,426
16-Sep-14,544
17-Sep-14,1272
18-Sep-14,1124
19-Sep-14,0
20-Sep-14,476
21-Sep-14,0
22-Sep-14,0
23-Sep-14,149
24-Sep-14,1311
25-Sep-14,0
26-Sep-14,0
27-Sep-14,607
28-Sep-14,1340
29-Sep-14,0
30-Sep-14,0
1-Oct-14,0
2-Oct-14,0
3-Oct-14,0
4-Oct-14,0
5-Oct-14,0
6-Oct-14,0
7-Oct-14,0
8-Oct-14,0
9-Oct-14,0
10-Oct-14,0
11-Oct-14,0
12-Oct-14,0
13-Oct-14,0
14-Oct-14,0
15-Oct-14,0
16-Oct-14,0
17-Oct-14,0
18-Oct-14,0
19-Oct-14,0
20-Oct-14,0
21-Oct-14,0
22-Oct-14,0
23-Oct-14,0
24-Oct-14,0
25-Oct-14,0
26-Oct-14,0
27-Oct-14,0
28-Oct-14,0
29-Oct-14,0
30-Oct-14,0
31-Oct-14,0
1-Nov-14,0
2-Nov-14,0
3-Nov-14,0
4-Nov-14,0
5-Nov-14,0
6-Nov-14,0
7-Nov-14,0
8-Nov-14,0
9-Nov-14,0
10-Nov-14,0
11-Nov-14,0
12-Nov-14,0
13-Nov-14,0
14-Nov-14,0
15-Nov-14,0
16-Nov-14,0
17-Nov-14,0
18-Nov-14,0
19-Nov-14,0
20-Nov-14,0
21-Nov-14,0
22-Nov-14,0
23-Nov-14,0
24-Nov-14,0
25-Nov-14,0
26-Nov-14,0
27-Nov-14,0
28-Nov-14,0
29-Nov-14,0
30-Nov-14,0
1-Dec-14,877
2-Dec-14,900
3-Dec-14,900
4-Dec-14,826
5-Dec-14,900
6-Dec-14,873
7-Dec-14,801
8-Dec-14,815
9-Dec-14,808
10-Dec-14,810
11-Dec-14,830
12-Dec-14,775
13-Dec-14,605
14-Dec-14,600
15-Dec-14,664
16-Dec-14,625
17-Dec-14,656
18-Dec-14,632
19-Dec-14,583
20-Dec-14,554
21-Dec-14,606
22-Dec-14,678
23-Dec-14,542
24-Dec-14,651
25-Dec-14,933
26-Dec-14,900
27-Dec-14,836
28-Dec-14,741
29-Dec-14,560
30-Dec-14,732
31-Dec-14,699
1-Jan-15,722
2-Jan-15,665
3-Jan-15,615
4-Jan-15,900
5-Jan-15,750
6-Jan-15,733
7-Jan-15,713
8-Jan-15,814
9-Jan-15,764
10-Jan-15,583
11-Jan-15,900
12-Jan-15,916
13-Jan-15,900
14-Jan-15,900
15-Jan-15,900
16-Jan-15,900
17-Jan-15,693
18-Jan-15,531
19-Jan-15,559
20-Jan-15,611
21-Jan-15,526
22-Jan-15,596
23-Jan-15,551
24-Jan-15,589
25-Jan-15,561
26-Jan-15,929
27-Jan-15,631
28-Jan-15,548
29-Jan-15,534
30-Jan-15,500
31-Jan-15,468
1-Feb-15,482
2-Feb-15,609
3-Feb-15,534
4-Feb-15,698
5-Feb-15,900
6-Feb-15,900
7-Feb-15,900
8-Feb-15,900
9-Feb-15,0
10-Feb-15,938
11-Feb-15,937
12-Feb-15,900
13-Feb-15,900
14-Feb-15,881
15-Feb-15,898
16-Feb-15,826
17-Feb-15,790
18-Feb-15,900
19-Feb-15,878
20-Feb-15,892
21-Feb-15,900
22-Feb-15,900
23-Feb-15,877
24-Feb-15,805
25-Feb-15,467
26-Feb-15,553
27-Feb-15,900
28-Feb-15,493
1-Mar-15,900
2-Mar-15,900
3-Mar-15,900
4-Mar-15,900
5-Mar-15,900
6-Mar-15,900
7-Mar-15,900
8-Mar-15,900
9-Mar-15,880
10-Mar-15,875
11-Mar-15,866
12-Mar-15,900
13-Mar-15,900
14-Mar-15,900
15-Mar-15,657
16-Mar-15,480
17-Mar-15,449
18-Mar-15,451
19-Mar-15,587
20-Mar-15,518
21-Mar-15,390
22-Mar-15,338
23-Mar-15,682
24-Mar-15,680
25-Mar-15,526
26-Mar-15,913
27-Mar-15,1037
28-Mar-15,900
29-Mar-15,900
30-Mar-15,900
31-Mar-15,900
1-Apr-15,791
2-Apr-15,810
3-Apr-15,796
4-Apr-15,908
5-Apr-15,826
6-Apr-15,866
7-Apr-15,601
8-Apr-15,594
9-Apr-15,323
10-Apr-15,474
11-Apr-15,846
12-Apr-15,898
13-Apr-15,605
14-Apr-15,363
15-Apr-15,541
16-Apr-15,43
17-Apr-15,126
18-Apr-15,1041
19-Apr-15,1100
20-Apr-15,1090
21-Apr-15,1100
22-Apr-15,1046
23-Apr-15,1031
24-Apr-15,1100
25-Apr-15,1100
26-Apr-15,1038
27-Apr-15,952
28-Apr-15,1019
29-Apr-15,1100
30-Apr-15,1100
1-May-15,1100
2-May-15,1100
3-May-15,1031
4-May-15,956
5-May-15,852
6-May-15,900
7-May-15,866
8-May-15,806
9-May-15,806
10-May-15,801
11-May-15,825
12-May-15,825
13-May-15,837
14-May-15,689
15-May-15,657
16-May-15,652
17-May-15,861
18-May-15,767
19-May-15,0
20-May-15,0
21-May-15,329
22-May-15,24
23-May-15,122
24-May-15,0
25-May-15,0
26-May-15,0
27-May-15,0
28-May-15,0
29-May-15,0
30-May-15,0
31-May-15,0
1-Jun-15,0
2-Jun-15,0
3-Jun-15,0
4-Jun-15,0
5-Jun-15,0
6-Jun-15,0
7-Jun-15,0
8-Jun-15,0
9-Jun-15,142
10-Jun-15,263
11-Jun-15,549
12-Jun-15,566
13-Jun-15,738
14-Jun-15,575
15-Jun-15,513
16-Jun-15,418
17-Jun-15,0
18-Jun-15,0
19-Jun-15,0
20-Jun-15,0
21-Jun-15,0
22-Jun-15,0
23-Jun-15,0
24-Jun-15,0
25-Jun-15,0
26-Jun-15,0
27-Jun-15,150
28-Jun-15,0
29-Jun-15,0
30-Jun-15,0
1-Jul-15,0
2-Jul-15,0
3-Jul-15,0
4-Jul-15,0
5-Jul-15,0
6-Jul-15,0
7-Jul-15,0
8-Jul-15,0
9-Jul-15,0
10-Jul-15,0
11-Jul-15,0
12-Jul-15,0
13-Jul-15,0
14-Jul-15,3
15-Jul-15,0
16-Jul-15,48
17-Jul-15,0
18-Jul-15,132
19-Jul-15,161
20-Jul-15,70
21-Jul-15,97
22-Jul-15,28
23-Jul-15,0
24-Jul-15,0
25-Jul-15,289
26-Jul-15,333
27-Jul-15,177
28-Jul-15,134
29-Jul-15,151
30-Jul-15,79
31-Jul-15,154
1-Aug-15,0
2-Aug-15,0
3-Aug-15,905
4-Aug-15,419
5-Aug-15,317
6-Aug-15,306
7-Aug-15,221
8-Aug-15,183
9-Aug-15,122
10-Aug-15,133
11-Aug-15,52
12-Aug-15,66
13-Aug-15,0
14-Aug-15,71
15-Aug-15,608
16-Aug-15,1091
17-Aug-15,903
18-Aug-15,711
19-Aug-15,689
20-Aug-15,905
21-Aug-15,832
22-Aug-15,733
23-Aug-15,688
24-Aug-15,589
25-Aug-15,875
26-Aug-15,0
27-Aug-15,1188
28-Aug-15,0
29-Aug-15,341
30-Aug-15,0
31-Aug-15,0
1-Sep-15,1483
2-Sep-15,1880
3-Sep-15,2500
4-Sep-15,2463
5-Sep-15,1784
6-Sep-15,834
7-Sep-15,2380
8-Sep-15,1060
9-Sep-15,2436
10-Sep-15,2419
11-Sep-15,1427
12-Sep-15,1589
13-Sep-15,1334
14-Sep-15,2121
15-Sep-15,1857
16-Sep-15,0
17-Sep-15,0
18-Sep-15,0
19-Sep-15,52
20-Sep-15,1628
21-Sep-15,1576
22-Sep-15,950
23-Sep-15,1333
24-Sep-15,846
25-Sep-15,0
26-Sep-15,0
27-Sep-15,0
28-Sep-15,404
29-Sep-15,823
30-Sep-15,1487
