Date,"EOD Stg(ft,NGVD)",Net Inflow,LOSAdmd,LOSAsup,C44Runoff,SLTRIB,S308BK,S308RG,STEST,S80,C43Runoff,S77BK,S77RG,CAEST,S79,RegWCA,RegL8C51,ETVOL,et_open,et_litoral,et_dry,CE_SAL,MA_CESAL
2-Feb-00,15.612,-5726.371269,188.54,188.54,0,4.33,0,0,0,0,13.17681885,0,636.8231812,0,650,0,42.67544556,2489,0.06360061,0.076343249,0.01108545,4.36,5.21
3-Feb-00,15.614,2068.421577,259.83,259.83,0,5.19,0,0,0,0,0,0,650,0,650,0,37.3742981,3069,0.078431845,0.09405381,0.013163972,4.37,5.24
4-Feb-00,15.616,2058.226576,361.41,361.41,0,4.63,0,0,0,0,0,0,650,0,650,0,32.7951355,5061,0.129292456,0.155167018,0.022429907,4.38,5.26
5-Feb-00,15.6,-6050.965012,552.8,552.8,0,4.08,0,0,0,0,0,0,650,0,650,0,25.93301392,5099,0.130250758,0.156357751,0.022377622,4.4,5.28
6-Feb-00,15.584,-6388.451265,797.31,797.31,0,3.6,0,0,0,0,0,0,650,0,650,0,12.24023438,4543,0.116063641,0.139320316,0.020185615,4.42,5.3
7-Feb-00,15.584,3013.951581,1096.02,1096.02,0,3.08,0,0,0,0,0,0,650,0,650,0,10.95916748,4191,0.107101086,0.128435511,0.018055556,4.44,5.33
8-Feb-00,15.58,-227.6158147,875.78,875.78,0,4.82,0,0,0,0,0,0,650,0,650,0,16.71340942,3045,0.077830579,0.093382955,0.013163972,4.47,5.35
9-Feb-00,15.614,15557.56589,1004.9,1004.9,35,6.05,0,0,0,0,0,0,650,0,650,0,18.82312012,5893,0.150625622,0.180876336,0.025517241,4.51,5.37
10-Feb-00,15.616,1449.561242,1225.93,1225.93,35,3.92,0,0,0,0,0,0,650,0,650,0,75.89268494,5591,0.142922502,0.171470059,0.024193548,4.56,5.4
11-Feb-00,15.614,-162.1349869,985.21,985.21,6.999999985,4.59,0,0,0,0,0,0,650,0,650,0,53.67456055,4684,0.119742269,0.143674991,0.020737327,4.61,5.43
12-Feb-00,15.612,357.532356,825.47,825.47,0,4.83,0,0,0,0,0,0,650,0,650,0,38.1288147,5049,0.129061124,0.154819873,0.022119816,4.67,5.46
13-Feb-00,15.61,-257.3412177,905.92,905.92,35,4.1,0,0,0,0,0,0,650,0,650,0,22.98773193,5311,0.135785589,0.162996721,0.023394495,4.73,5.5
14-Feb-00,15.614,2115.33719,1542,1542,35,3.28,0,0,0,0,0,0,650,0,650,0,14.7901001,5535,0.14151786,0.16985386,0.02402746,4.78,5.53
15-Feb-00,15.586,-11837.62014,1876.99,1876.99,0,3.33,0,0,0,0,0,0,650,0,650,0,2.057617188,6002,0.153493081,0.184130048,0.026027397,4.83,5.56
16-Feb-00,15.58,-1136.425501,2229.53,2229.53,0,5.71,0,0,0,0,0,0,650,0,650,0,0,6057,0.154882615,0.185892031,0.026651481,4.88,5.59
17-Feb-00,15.576,859.5203324,1644.9,1644.9,0,4.27,0,0,0,0,0,0,650,0,650,0,0,6095,0.155871308,0.187117146,0.026590909,4.91,5.62
18-Feb-00,15.566,-1925.857251,1926.36,1926.36,0,3.43,0,0,0,0,0,0,650,0,650,0,0,5170,0.132235222,0.158651596,0.0225,4.93,5.64
19-Feb-00,15.56,-676.3017218,3221.97,3221.97,0,3.16,0,0,0,0,0,0,650,0,650,0,0,5388,0.137820939,0.165521821,0.023755656,4.94,5.67
20-Feb-00,15.552,-2202.226296,2947.52,2947.52,8.999999979,4.03,0,0,0,0,0,0,650,0,650,0,0,5196,0.132936623,0.159431596,0.023024831,4.94,5.69
21-Feb-00,15.518,-13394.30181,3482.57,3482.57,0,4.55,0,0,0,0,0,0,650,0,650,0,0,6065,0.155185559,0.186082263,0.026351351,4.93,5.72
22-Feb-00,15.496,-7973.74167,2290.97,2290.97,0,2.02,0,0,0,0,0,0,650,0,650,0,0,4267,0.109213215,0.13100201,0.018785642,4.92,5.74
23-Feb-00,15.49,582.5221201,2871.81,2871.81,0,1.61,0,0,0,0,0,0,650,0,650,0,0,4857,0.124376614,0.149149841,0.021264813,4.93,5.77
24-Feb-00,15.48,-1248.572162,2835.84,2835.84,0,3.24,0,0,0,0,0,0,650,0,650,0,0,4489,0.115008664,0.137989395,0.019654946,4.94,5.79
25-Feb-00,15.48,2192.817675,3409.35,3409.35,35,4.25,0,0,0,0,0,0,650,0,650,0,0,5595,0.143427769,0.172095333,0.024550447,4.96,5.81
26-Feb-00,15.476,282.6625523,3939.69,3939.69,35,4.28,0,0,0,0,0,0,650,0,650,0,0,5766,0.147895806,0.177443717,0.02548853,4.99,5.84
27-Feb-00,15.472,196.8182675,3386.47,3386.47,35,4.61,0,0,0,0,0,0,650,0,650,0,0,5475,0.140506234,0.16852853,0.023994948,5.03,5.86
28-Feb-00,15.478,4701.760876,3466.71,3466.71,0,4.63,0,0,0,0,0,0,650,0,650,0,0,4645,0.119253753,0.143112262,0.020650814,5.06,5.88
29-Feb-00,15.47,-402.7437497,4589.86,4589.86,0,5.75,0,0,0,0,0,0,650,0,650,0,0,6380,0.163823918,0.196723448,0.027909861,5.08,5.9
1-Mar-00,15.456,-534.3278655,5340.46,5340.46,35,2.37,0,0,0,0,0,0,650,0,650,0,0,6223,0.158846425,0.190457281,0.05186786,5.1,5.91
2-Mar-00,15.434,-4062.493825,4600.32,4600.32,35,1.77,0,0,0,0,0,0,650,0,650,0,0,6346,0.162041576,0.19455509,0.052407069,5.11,5.93
3-Mar-00,15.414,-4812.024321,4792.5,4792.5,0,0.89,0,1500,0,1500,0,0,1700,0,1700,0,0,6098,0.155788001,0.18682493,0.050745066,5.11,5.93
4-Mar-00,15.396,-4515.317679,5274.93,5274.93,0,0.58,0,2000,0,2000,0,0,4400,0,4400,0,0,6696,0.171191327,0.205377278,0.055819477,4.67,5.73
5-Mar-00,15.37,-8872.43239,5251.86,5251.86,35,0.08,0,1800,0,1800,0,0,5200,0,5200,0,0,6946,0.17771682,0.213114268,0.057563717,4.19,5.48
6-Mar-00,15.346,-6800.189048,4557.79,4557.79,0,0.13,0,1200,0,1200,0,0,4000,0,4000,0,0,6784,0.173742838,0.208565444,0.056159592,2.91,3.4
7-Mar-00,15.316,-6801.836493,4643.8,4643.8,0,0.1,0,900,0,900,0,0,3200,0,3200,0,0,5632,0.144370468,0.173173197,0.046888083,0.3,3.22
8-Mar-00,15.286,-5793.741352,5022.17,5022.17,0,0.02,0,700,0,700,0,0,2400,0,2400,0,0,6083,0.156086867,0.187141062,0.050544822,0.3,3.17
9-Mar-00,15.26,-3981.48997,5820.9,5820.9,0,0.1,0,500,0,500,0,0,1700,0,1700,0,0,6508,0.167141485,0.200368725,0.054452332,0.3,2.98
10-Mar-00,15.234,-4010.30969,5285.84,5285.84,0,0.04,0,500,0,500,0,0,1000,0,1000,0,0,6982,0.179535407,0.215206159,0.05819135,0.3,2.92
11-Mar-00,15.222,-764.4885379,1581.82,1581.82,0,1.51,0,400,0,400,0,0,700,0,700,0,0,4586,0.118026875,0.141707831,0.038520801,0.35,2.74
12-Mar-00,15.228,3226.044464,776.59,776.59,35,2.23,0,0,0,0,0,0,700,0,700,0,0,5686,0.146398569,0.175813299,0.047635135,0.42,2.58
13-Mar-00,15.2,-9677.282454,2127.31,2127.31,255,2.43,0,1500,0,1500,0,0,1700,0,1700,0,36.4493103,6587,0.169714467,0.203396891,0.055373773,0.66,2.49
14-Mar-00,15.16,-12725.88747,3120.76,3120.76,270,2.21,0,2000,0,2000,0,0,4400,0,4400,720,11.79403687,6849,0.176589617,0.212157898,0.057255676,0.7,2.35
15-Mar-00,15.134,-5339.587017,2966.78,2966.78,92,0.61,0,1800,0,1800,0,0,5200,0,5200,720,2.165618896,4928,0.127248607,0.152579187,0.041372675,0.66,2.17
16-Mar-00,15.116,-2879.456456,3286.76,3286.76,18.99999998,0.69,0,1200,0,1200,0,0,4000,0,4000,720,0,5891,0.152358501,0.182857276,0.049428771,0.49,1.62
17-Mar-00,15.098,-4244.198104,2431.41,2431.41,0,1.99,0,900,0,900,0,0,3200,0,3200,720,0,6925,0.179562847,0.215039389,0.058466382,0.3,1.46
18-Mar-00,15.092,-285.5405238,660.52,660.52,35,2.7,0,700,0,700,0,0,2400,0,2400,0,9.921600342,5905,0.153367391,0.184075371,0.049796156,0.3,1.38
19-Mar-00,15.102,5516.607982,168.91,168.91,233,5.44,0,500,0,500,0,0,1700,0,1700,0,93.77645874,5401,0.140430083,0.168284199,0.045516353,0.3,1.25
20-Mar-00,15.116,6693.437112,517.07,517.07,303,4.37,0,500,0,500,0,0,1000,0,1000,400,300,5587,0.145317119,0.174217254,0.047395389,0.3,1.14
21-Mar-00,15.106,-4239.832924,819.06,819.06,84,1.96,0,400,0,400,0,0,700,0,700,720,277.1158752,7997,0.208077225,0.249436052,0.067511146,0.3,1.11
22-Mar-00,15.09,-6103.674573,1120.22,1120.22,125,2.14,0,0,0,0,0,0,700,0,700,720,69.61555481,7129,0.185524149,0.223130656,0.060046189,0.3,1.07
23-Mar-00,15.036,-21194.5241,875.6,875.6,35,2.11,0,1200,0,1200,0,0,1400,0,1400,720,185.7853088,6198,0.161351594,0.194076629,0.052199332,0.32,1.13
24-Mar-00,15.012,-7834.505572,1744.87,1744.87,109,2.76,0,1599.274048,0,1600,0,0,3200,0,3200,720,124.052597,4579,0.119339365,0.142900738,0.038623936,0.36,1.19
25-Mar-00,15.008,1452.092585,1858.54,1858.54,109,4.05,0,1394.822266,0,1400,0,0,3700,0,3700,720,63.86236572,7473,0.195011308,0.234128967,0.063401748,0.33,1.2
26-Mar-00,14.99,-5061.555359,1841.94,1841.94,0,2.58,0,1000,0,1000,0,0,2800,0,2800,720,55.08856201,6603,0.172710674,0.207324367,0.056191467,0.24,1.03
27-Mar-00,14.988,1979.98537,628.39,628.39,0,1.02,0,700,0,700,0,0,2400,0,2400,720,68.81814575,6057,0.159039567,0.19115952,0.051260301,0.3,1.04
28-Mar-00,15.022,17652.48964,259.11,259.11,56,1.18,0,600,0,600,0,0,1900,0,1900,720,100.9161987,8226,0.216746629,0.260243209,0.070167393,0.3,1.06
29-Mar-00,15.012,361.5238767,326.17,326.17,85,2.12,0,400,0,400,0,0,1600,0,1600,720,87.793396,7689,0.202924583,0.243460364,0.065993266,0.3,1.16
30-Mar-00,15.008,1188.17298,733.54,733.54,0,0.8,0,400,0,400,0,0,1200,0,1200,720,89.2789917,7884,0.208165409,0.250103218,0.067303421,0.31,1.19
31-Mar-00,14.998,161.9018265,2637.65,2637.65,0,0.68,0,0,0,0,0,0,900,0,900,720,89.56556702,6721,0.177458389,0.213057854,0.057641048,0.33,1.21
1-Apr-00,14.974,-5789.928434,3742.74,3742.74,0,1.66,0,0,0,0,0,0,900,0,900,720,94.73495483,7414,0.189734302,0.22771844,0.139360313,0.35,1.26
2-Apr-00,14.944,-8406.771152,5001.43,5001.43,0,1.07,0,1200,0,1200,0,0,1400,0,1400,720,101.9638062,8538,0.218696371,0.262650848,0.160544649,0.37,1.3
3-Apr-00,14.92,-4826.005017,4709.94,4709.94,0,0.25,0,1600,0,1600,0,0,3200,0,3200,720,112.3986664,8843,0.226789788,0.272215629,0.166903553,0.43,1.31
4-Apr-00,14.868,-15963.91886,5288.94,5288.94,0,0.09,0,1400,0,1400,0,0,3700,0,3700,720,125.7963715,8890,0.228360686,0.273766426,0.168604651,0.36,1.26
5-Apr-00,14.808,-20499.64988,5287.84,5287.84,0,0,0,1000,0,1000,0,0,2800,0,2800,720,143.4593658,8489,0.218567734,0.261811629,0.161504828,0.24,1.09
6-Apr-00,14.79,-420.6934165,5307.98,5307.98,0,0.24,0,700,0,700,0,0,2400,0,2400,720,156.4522247,7901,0.203841609,0.244964674,0.149454167,0.3,1.06
7-Apr-00,14.748,-8600.139565,4001.66,4001.66,0,0.3,0,600,0,600,0,0,1900,0,1900,720,172.0872498,6829,0.176511311,0.211924818,0.129852965,0.3,1.02
8-Apr-00,14.72,-4522.032876,2483.35,2483.35,0,0,0,400,0,400,0,0,1600,0,1600,720,182.2646179,5660,0.146514473,0.175890986,0.107715631,0.3,1.11
9-Apr-00,14.672,-15117.83941,5139.8,5139.8,0,0,0,400,0,400,0,0,1200,0,1200,720,193.8465118,8171,0.211894552,0.254824536,0.155409535,0.32,1.08
10-Apr-00,14.646,-4340.836806,5934.99,5934.99,0,0,0,0,0,0,0,0,900,0,900,720,203.3720398,7725,0.200524991,0.240222413,0.147977051,0.37,1.07
11-Apr-00,14.618,-5181.41536,5801.37,5801.37,0,0,0,0,0,0,0,0,900,0,900,720,216.1608276,8046,0.209278283,0.250466657,0.154550658,0.44,1.07
12-Apr-00,14.602,-3210.11026,711.86,711.86,0,0,0,0,0,0,0,0,0,0,4.999999523,720,230.437088,4409,0.114903672,0.137800536,0.084619587,0.51,1.08
13-Apr-00,14.708,48574.81256,117.73,117.73,324,0,0,0,0,0,0,0,0,0,4.999999523,720,300,5534,0.144466531,0.173017421,0.10658889,0.82,1.19
14-Apr-00,14.906,86604.47654,0,0,705,1.86,0,0,0,0,48.22908783,0,0,0,48.22908783,0,300,4272,0.11145615,0.133589891,0.082337229,1.05,1.31
15-Apr-00,15.006,38869.25197,0,0,760,2.97,0,0,0,22.57121277,491.3591309,0,0,0,491.3591309,0,300,6234,0.162313056,0.19430112,0.119924523,1.2,1.45
16-Apr-00,15.032,9889.651461,0,0,1320,2.66,0,0,0,154.2475433,677.2724609,0,0,0,677.2724609,0,203.9669037,5204,0.135115411,0.161763604,0.099694509,1.35,1.59
17-Apr-00,15.02,-6067.336749,0,0,736,3.55,0,0,0,227.8094177,789.2550049,0,0,0,789.2550049,0,0,8505,0.219888529,0.263658672,0.16204918,1.45,1.73
18-Apr-00,15.002,-8497.040597,0,0,594,476.55,0,0,0,284.5323792,755.9038086,0,0,0,755.9038086,0,0,9010,0.232355707,0.279001054,0.170859539,1.54,1.89
19-Apr-00,14.992,-4751.651198,0.93,0.93,508,7.1,0,885.3188477,0,1200,705.0415649,0,694.9584351,0,1400,0,0,7931,0.204185674,0.245345489,0.150027327,1.64,2.05
20-Apr-00,14.982,-2641.411413,1.17,1.17,311.9999998,29.54,0,1277.025391,0,1599.999878,637.5732422,0,2562.426758,0,3200,0,0,8299,0.213819189,0.256298028,0.157710908,1.58,2.15
21-Apr-00,14.96,-6785.778897,7.53,7.53,127.9999998,266.58,0,1125.707031,0,1400,563.8400879,0,3136.159668,0,3699.999756,0,0,9044,0.233320649,0.28029205,0.171287472,1.4,1.93
22-Apr-00,14.932,-9791.182047,7.82,7.82,258.9999999,9.3,0,744.512207,0,1000,295.5214844,0,2504.478516,0,2800,0,148.1080322,9442,0.243903653,0.293121322,0.178972982,0.98,1.51
23-Apr-00,14.912,-6361.826775,358.81,358.81,145.9999999,0.83,0,534.333252,0,700.000061,0,0,2400,0,2400,0,203.9669037,8078,0.208859325,0.251197192,0.153196721,0.3,1.49
24-Apr-00,14.892,-5691.416234,996.79,996.79,0,5.51,0,456.5616455,0,600,0,0,1900,0,1900,0,203.9669037,8839,0.228925557,0.275264085,0.167747548,0.3,1.48
25-Apr-00,14.868,-3489.012015,366.27,366.27,0,1.03,0,281.5124817,0,400,2.505981445,0,1597.494019,0,1600,0,300,9976,0.258716198,0.310063039,0.190938264,0.3,1.59
26-Apr-00,14.81,-10793.14976,1250.25,1250.25,406.999999,0.07,0,364.9508362,0,399.9999695,0,0,1200,0,1200,720,300,8559,0.222172765,0.266067668,0.164071232,0.33,1.58
27-Apr-00,14.73,-16199.2317,3744.96,3744.96,177.9999987,0.17,0,0,0,57.08091736,0,0,900,0,900,720,300,8297,0.21563798,0.259380415,0.158135815,0.36,1.57
28-Apr-00,14.644,-18705.27817,6242.67,6242.67,0,0.12,0,0,0,41.61835098,0,0,900,0,900,720,300,9321,0.242399543,0.290711772,0.178591872,0.41,1.57
29-Apr-00,14.582,-5129.523022,6169.36,6169.36,0,0.01,0,0,0,18.46735573,0,0,0,0,4.999999523,720,300,8333,0.21710518,0.260040342,0.160209208,0.44,1.55
30-Apr-00,14.506,-9427.139579,5426.18,5426.18,0,0.01,0,0,0,7.612805843,0,0,0,0,4.999999523,720,300,7633,0.199266495,0.239428149,0.146162005,0.72,1.65
1-May-00,14.436,-10189.7951,7653.71,7653.71,0,0,0,0,0,5.248298168,0,0,0,0,4.999999523,720,300,7260,0.208880102,0.250269338,0.011479344,1,1.74
2-May-00,14.356,-11829.49672,8655.66,8655.66,0,0,0,0,0,0,0,0,0,0,4.999999523,720,261.6026917,8353,0.241833362,0.290438919,0.013242151,1.27,1.84
3-May-00,14.278,-12255.33972,7797.1,7797.1,0,0,0,0,0,0,0,0,0,0,4.999999523,720,274.7779236,7300,0.212497704,0.255100472,0.01171875,1.54,1.94
4-May-00,14.202,-11743.99639,7562.13,7562.13,0,0,0,0,0,0,0,0,0,0,4.999999523,720,287.5101929,7780,0.227895392,0.273402243,0.012561791,1.8,2.04
5-May-00,14.118,-14360.34925,8321.13,8321.13,0,0,0,0,0,0,0,0,0,0,4.999999523,720,298.3031616,7589,0.22349028,0.267151779,0.012245592,1.99,2.15
6-May-00,14.03,-15080.06192,8153.89,8153.89,0,0,0,0,0,0,0,0,0,0,4.999999523,720,300,6315,0.186879005,0.224002878,0.01031328,2.19,2.26
7-May-00,13.948,-11862.49571,8314.4,8314.4,23.99999836,0,0,0,0,0,0,0,0,0,4.999999523,720,300,7134,0.211896435,0.253557,0.011626638,2.39,2.39
8-May-00,13.87,-9798.207027,1862.55,1862.55,0,0,0,0,0,0,0,0,0,0,4.999999523,720,300,6453,0.192512423,0.23229327,0.010577488,2.6,2.54
9-May-00,13.804,-10532.30073,1633.48,1633.48,0,0,0,0,0,0,0,0,0,0,4.999999523,720,300,6874,0.205811787,0.247493685,0.011241885,2.82,2.72
10-May-00,13.736,-7179.422554,2304.45,2304.45,0,0,0,0,0,0,0,0,0,0,4.999999523,720,300,6478,0.194898897,0.233826526,0.010731505,3.05,2.91
11-May-00,13.67,-5697.272137,4103.95,4103.95,0,0,0,0,0,0,0,0,0,0,4.999999523,720,300,7578,0.22887814,0.273986833,0.012567692,3.29,3.12
12-May-00,13.588,-11761.43418,6263.31,6263.31,0,0,0,0,0,0,0,0,0,0,4.999999523,0,300,7957,0.241032971,0.291731206,0.013293721,3.52,3.33
13-May-00,13.51,-10161.49814,6608.06,6608.06,0,0,0,0,0,0,0,0,0,0,4.999999523,0,0,7571,0.230044022,0.275981665,0.012581128,3.73,3.54
14-May-00,13.424,-14213.18391,6872.74,6872.74,0,0,0,0,0,0,0,0,0,0,4.999999523,0,0,7819,0.238152829,0.288601797,0.013031889,3.93,3.77
15-May-00,13.35,-8575.455104,1327.44,1327.44,0,0,0,0,0,0,0,0,0,0,4.999999523,0,0,6952,0.212418314,0.256925455,0.011715318,4.11,4
16-May-00,13.294,-3189.192985,1898.39,1898.39,0,0,0,0,0,0,0,0,0,0,4.999999523,0,0,6835,0.209239049,0.252472655,0.011504854,4.27,4.24
17-May-00,13.228,-10099.21348,4768.86,4768.86,0,0,0,0,0,0,0,0,0,0,4.999999523,0,0,7402,0.226838591,0.275461614,0.012448133,4.43,4.47
18-May-00,13.154,-14991.10548,8785.09,8785.09,0,0,0,0,0,0,0,0,0,0,4.999999523,0,0,8776,0.269435427,0.321843494,0.01486363,4.59,4.7
19-May-00,13.074,-17369.99493,9951.83,9951.83,0,0,0,0,0,0,0,0,0,0,4.999999523,0,0,8835,0.271736643,0.329666853,0.014872724,4.75,4.92
20-May-00,12.996,-16623.00371,10520.44,10520.44,0,0,0,0,0,0,0,0,0,295.0991516,300.0991516,0,0,8279,0.255491179,0.304429388,0.014031275,4.99,5.15
21-May-00,12.936,-15344.10997,10333.87,10333.87,0,0,0,0,0,0,0,0,0,294.6445923,299.6445923,0,0,8322,0.25767362,0.3084836,0.014244484,5.25,5.37
22-May-00,12.886,-11732.98732,8438.66,8438.66,0,0,0,0,0,0,0,0,0,294.1445923,299.1445923,0,0,6472,0.201433279,0.241985408,0.011052488,5.5,5.59
23-May-00,12.836,-12262.73065,5019.71,5019.71,226.0000001,0,0,0,0,0,0,0,0,293.5890198,298.5889893,0,0,6166,0.192691532,0.232097574,0.010597389,5.75,5.8
24-May-00,12.796,-7197.908029,6684.05,6684.05,401.0000003,0,0,0,0,0,0,0,0,292.9640198,297.9639893,0,0,7111,0.222520141,0.266785897,0.012272121,6.01,6
25-May-00,12.75,-9364.232532,6476.34,6476.34,468.0000002,0,0,0,0,0,0,0,0,292.2497253,297.2496948,0,0,6889,0.216139445,0.260044012,0.011872307,6.25,6.2
26-May-00,12.706,-8097.31332,7363.48,7363.48,230.0000001,0,0,0,0,0,0,0,0,291.4163818,296.4163818,0,0,7359,0.231559359,0.277586659,0.012785944,6.48,6.39
27-May-00,12.662,-9785.557806,7482.46,7482.46,407.0000003,0,0,0,0,0,0,0,0,290.4163818,295.4163818,0,0,7069,0.223016693,0.267534984,0.012260174,6.69,6.58
28-May-00,12.614,-12174.12739,8561.12,8561.12,514.0000004,0,0,0,0,0,0,0,0,289.1663818,294.1663818,0,0,8380,0.264867528,0.319207451,0.014593557,6.9,6.75
29-May-00,12.556,-15993.9897,10655.07,10655.07,576.0000005,0,0,0,0,0,0,0,0,287.4997253,292.4996948,0,0,8893,0.281900716,0.338715173,0.015451513,7.08,6.92
