,date,Net_Inflow,LOSA_dmd_SFWMM,C44RO,C43RO,WSM_Zone,Max_Supply,LOSA_Supply,Cut_back,% Demand_Not_Supplied,NI-Supply,Zone_Code,Zone,DecTree_Relslevel,DayFlags,PlsDay,Release_Level,7day_dh,Fraction_of_Zone_height,S80_Mult,S80_Mult2,S80RS,S308RG1,Sum_S308RG1,S80BS,S308BK,ROeast,S308BS,Sum_S308BK,S308RG,S80,S77BSAP,S77_Mult,S77_Mult2,S77RS,Sum_S77RS,S77BK,ROwest,S79BS,S77BS,S77EWS,S77REG,S79,TotRegEW,RegWCA,RegL8C51,TotRegSo,Stg2ar(ac),Stg2mar(ac),ET(af),WSA_MIA_cfs,WSA_NNR_cfs,Simulated DSto (af),Storage (af),Sim_Outflows(acft),Stage
12,2008-01-11,218.79988509999998,2450.23,0.0,0.0,3,1457.8928571428573,1457.8928571428573,992.3371428571427,40.49975483351125,-1239.0929720428574,1,SSM,0,2008-01-11,0,0,0.0020848495780860787,1,1,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318514.10653907433,0.0,3031.391732,0,0,-1390.4538570428576,2078840.8933837763,1457.8928571428573,10.121466138365172
13,2008-01-12,485.7393153,1091.6,47.00000004,0.0,3,1457.8928571428573,1091.6,0.0,0.0,-605.8606846999999,1,SSM,0,2008-01-12,0,0,-0.01873652068591447,1,1,1,0,0,0,0,47.00000004,0.0,0,47.00000004,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318429.32276730344,0.0,2969.0188980000003,0,0,-3059.5982676206595,2075781.2951161556,1091.6,10.112138094866328
14,2008-01-13,304.42758019999997,1532.68,93.00000007,0.0,3,1457.8928571428573,1457.8928571428573,74.78714285714273,4.879501452171538,-1153.4652769428574,1,SSM,0,2008-01-13,0,0,-0.016375299072940663,1,1,1,0,0,0,0,93.00000007,0.0,0,93.00000007,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318242.76189732656,0.0,2430.129921,0,0,1166.110571195988,2076947.4056873517,1457.8928571428573,10.115693310022413
15,2008-01-14,313.05580519999995,3426.25,173.0000001,0.0,3,1457.8928571428573,1457.8928571428573,1968.3571428571427,57.44931464012091,-1144.8370519428574,1,SSM,0,2008-01-14,0,0,-0.06854380214158695,1,1,1,0,0,0,0,173.0000001,0.0,0,173.0000001,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318313.86620044825,0.0,3445.333596,0,0,-15858.150477744506,2061089.2552096073,1457.8928571428573,10.067345290273193
16,2008-01-15,209.4774351,3354.2,89.00000005,0.0,3,1467.6357142857146,1467.6357142857146,1886.5642857142852,56.24483589870268,-1258.1582791857145,1,SSM,0,2008-01-15,0,0,-0.10014578255940343,1,1,1,0,0,0,0,89.00000005,0.0,0,89.00000005,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317346.90580546384,0.0,3515.8976380000004,0,0,-10651.63243408654,2050437.6227755207,1467.6357142857146,10.03487080114488
17,2008-01-16,165.6420851,2210.91,13.00000001,0.0,3,1467.6357142857146,1467.6357142857146,743.2742857142853,33.618477717966144,-1301.9936291857146,1,SSM,0,2008-01-16,0,0,-0.07185498037105731,1,1,1,0,0,0,0,13.00000001,0.0,0,13.00000001,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316697.4160228976,0.0,3005.5702100000003,0,0,6081.592760834121,2056519.2155363548,1467.6357142857146,10.053412242488887
18,2008-01-17,169.60908500000002,699.22,19.00000003,0.0,3,1467.6357142857146,699.22,0.0,0.0,-529.610915,1,SSM,0,2008-01-17,0,0,-0.06389269208599124,1,1,1,0,0,0,0,19.00000003,0.0,0,19.00000003,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317068.2448497777,0.0,1044.097113,0,0,2755.3287002595052,2059274.5442366144,699.22,10.061812634867726
19,2008-01-18,218.52219509999998,300.91,131.0000001,0.0,3,1467.6357142857146,300.91,0.0,0.0,-82.38780490000005,1,SSM,0,2008-01-18,0,0,-0.07230481804430866,1,1,1,0,0,0,0,131.0000001,0.0,0,131.0000001,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317236.25269735453,0.0,2002.069816,0,0,-4149.6311713716495,2055124.9130652428,300.91,10.049161320320863
20,2008-01-19,477.6069653,142.95,85.00000006,96.0,3,1467.6357142857146,142.95,0.0,0.0,334.6569653,1,SSM,0,2008-01-19,0,0,-0.0518492000533346,1,1,1,0,0,0,0,85.00000006,0.0,0,85.00000006,0,0.0,0.0,1,1,0,0,23.799999999999997,72.2,0,0,0.0,0.0,72.2,0.0,0.0,0.0,0.0,316983.22640641726,0.0,2857.55643,0,0,3649.84443341901,2058774.7574986618,142.95,10.060288894812993
21,2008-01-20,521.1447903,33.96,389.0000002,0.0,3,1467.6357142857146,33.96,0.0,0.0,487.1847903,1,SSM,0,2008-01-20,0,0,-0.08466129221949181,1,1,1,0,0,0,0,389.0000002,0.0,0,389.0000002,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317205.77789625985,0.0,1057.7693570000001,0,0,-9596.255659303299,2049178.5018393584,33.96,10.031032017802922
22,2008-01-21,719.6534704,1032.14,256.0000002,0.0,3,1467.6357142857146,1032.14,0.0,0.0,-312.48652960000015,1,SSM,0,2008-01-21,0,0,0.010709311166303692,1,1,1,0,0,0,0,256.0000002,0.0,0,256.0000002,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316620.64035605843,0.0,2883.6338579999997,0,0,15423.407432796697,2064601.909272155,1032.14,10.078054601439497
23,2008-01-22,471.63663030000004,669.89,0.0,124.0,3,1484.7642857142857,669.89,0.0,0.0,-198.25336969999995,1,SSM,0,2008-01-22,0,0,0.04921522925894628,1,1,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1,0,0,32.199999999999996,91.80000000000001,0,0,0.0,0.0,91.80000000000001,0.0,0.0,0.0,0.0,317561.0920287899,0.0,3197.971654,0,0,1978.3087003,2066580.217972455,669.89,10.084086030403826
24,2008-01-23,362.7821502,125.76,40.00000001,124.0,3,1484.7642857142857,125.76,0.0,0.0,237.0221502,1,SSM,0,2008-01-23,0,0,0.02973523966560876,1,1,1,0,0,0,0,40.00000001,0.0,0,40.00000001,0,0.0,0.0,1,1,0,0,32.199999999999996,91.80000000000001,0,0,0.0,0.0,91.80000000000001,0.0,0.0,0.0,0.0,317681.72060807655,0.0,2372.317323,0,0,-307.84382578016493,2066272.374146675,125.76,10.083147482154496
25,2008-01-24,487.72281519999996,926.7,49.00000004,64.0,3,1484.7642857142857,926.7,0.0,0.0,-438.9771848000001,1,SSM,0,2008-01-24,0,0,0.012208394562012614,1,1,1,0,0,0,0,49.00000004,0.0,0,49.00000004,0,0.0,0.0,1,1,0,0,14.2,49.8,0,0,0.0,0.0,49.8,0.0,0.0,0.0,0.0,317662.9496430899,0.0,1776.737992,0,0,-2993.47649372066,2063278.8976529543,926.7,10.074021029429739
26,2008-01-25,411.0407053,851.91,195.0000001,565.0,3,1484.7642857142857,851.91,0.0,0.0,-440.86929469999995,1,SSM,0,2008-01-25,0,0,0.0020312668451509808,1,1,1,0,0,0,0,195.0000001,0.0,0,195.0000001,0,0.0,0.0,1,1,0,0,164.5,400.5,0,0,0.0,0.0,400.5,0.0,0.0,0.0,0.0,317480.4205885948,0.0,3707.87664,0,0,-7487.72906250165,2055791.1685904528,851.91,10.051192587166014
27,2008-01-26,316.07072519999997,614.32,69.00000004,1114.0,3,1484.7642857142857,614.32,0.0,0.0,-298.2492748000001,1,SSM,0,2008-01-26,0,0,-0.001873463917467788,1,1,1,0,0,0,0,69.00000004,0.0,0,69.00000004,0,0.0,0.0,1,1,0,0,329.2,784.8,0,0,0.0,0.0,784.8,0.0,0.0,0.0,0.0,317023.8517433203,0.0,3358.0488189999996,0,0,2369.09274327934,2058160.2613337322,614.32,10.058415430895526
28,2008-01-27,292.1497152,634.02,104.0000001,952.0,3,1484.7642857142857,634.02,0.0,0.0,-341.8702848,1,SSM,0,2008-01-27,0,0,0.002905406791988696,1,1,1,0,0,0,0,104.0000001,0.0,0,104.0000001,0,0.0,0.0,1,1,0,0,280.59999999999997,671.4000000000001,0,0,0.0,0.0,671.4000000000001,0.0,0.0,0.0,0.0,317168.3086179105,0.0,3231.9349079999997,0,0,-8028.7860666016495,2050131.4752671304,634.02,10.03393742459491
29,2008-01-28,240.0035002,896.15,97.00000006,38.0,3,1484.7642857142857,896.15,0.0,0.0,-656.1464998,1,SSM,0,2008-01-28,0,0,-0.06701200176739519,1,1,1,0,0,0,0,97.00000006,0.0,0,97.00000006,0,0.0,0.0,1,1,0,0,6.4,31.6,0,0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,316678.7484918982,0.0,4058.028478,0,0,-7509.50257468099,2042621.9726924493,896.15,10.011042599672102
30,2008-01-29,127.51921499999999,1672.3,75.00000006,0.0,3,1510.457142857143,1510.457142857143,161.84285714285693,9.67786026088961,-1382.937927857143,1,SSM,0,2008-01-29,0,0,-0.06285023676446322,1,1,1,0,0,0,0,75.00000006,0.0,0,75.00000006,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316220.85199344205,0.0,3795.073753,0,0,3343.3676212618675,2045965.3403137112,1510.457142857143,10.021235793639363
31,2008-01-30,57.87853006,1946.88,51.00000003,0.0,3,1510.457142857143,1510.457142857143,436.4228571428571,22.416525781910394,-1452.578612797143,1,SSM,0,2008-01-30,0,0,-0.06820832498689455,1,1,1,0,0,0,0,51.00000003,0.0,0,51.00000003,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316424.7158727873,0.0,3702.2868770000005,0,0,-2065.296762737639,2043900.0435509735,1510.457142857143,10.014939157167602
32,2008-01-31,166.5941651,2356.86,8.400000022,0.0,3,1510.457142857143,1510.457142857143,846.4028571428571,35.912309477137256,-1343.862977757143,1,SSM,0,2008-01-31,0,0,-0.060102542486873745,1,1,1,0,0,0,0,8.400000022,0.0,0,8.400000022,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316298.783143352,0.0,3291.741404,0,0,-334.7798337135064,2043565.26371726,1510.457142857143,10.013918486942865
33,2008-02-01,178.2769802,2563.89,26.00000002,0.0,3,1510.457142857143,1510.457142857143,1053.4328571428568,41.087287564710536,-1332.180162657143,1,SSM,0,2008-02-01,0,0,-0.05384319189910336,1,1,1,0,0,0,0,26.00000002,0.0,0,26.00000002,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316278.3697388573,0.0,3228.277034,0,0,-5386.951184517473,2038178.3125327425,1510.457142857143,9.99734939526691
34,2008-02-02,355.3440252,3101.95,26.00000002,0.0,3,1510.457142857143,1510.457142857143,1591.4928571428568,51.306206004057344,-1155.113117657143,1,SSM,0,2008-02-02,0,0,-0.0849004571918961,1,1,1,0,0,0,0,26.00000002,0.0,0,26.00000002,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315951.22887291113,0.0,3219.4131230000003,0,0,-7388.670684617473,2030789.641848125,1510.457142857143,9.97351497370363
35,2008-02-03,239.80515019999999,3552.41,57.00000004,126.0,3,1510.457142857143,1510.457142857143,2041.9528571428568,57.48077663171922,-1270.651992657143,1,SSM,0,2008-02-03,0,0,-0.059542829089918925,1,1,1,0,0,0,0,57.00000004,0.0,0,57.00000004,0,0.0,0.0,1,1,0,0,32.8,93.2,0,0,0.0,0.0,93.2,0.0,0.0,0.0,0.0,315512.67551614676,0.0,3689.350919,0,0,272.68275842219737,2031062.3246065471,1510.457142857143,9.974394595504991
36,2008-02-04,255.2169452,3967.69,25.00000001,0.0,3,1510.457142857143,1510.457142857143,2457.232857142857,61.93106964361774,-1255.240197657143,1,SSM,0,2008-02-04,0,0,-0.03705784359068254,1,1,1,0,0,0,0,25.00000001,0.0,0,25.00000001,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315528.86055729183,0.0,3764.2528869999996,0,0,-127.05022130730868,2030935.27438524,1510.457142857143,9.97398475608142
37,2008-02-05,235.4216151,3872.78,0.0,0.0,3,1547.15,1547.15,2325.63,60.05066128207645,-1311.7283849,1,SSM,0,2008-02-05,0,0,-0.05050148271784671,1,1,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315521.3195118981,0.0,3449.089173,0,0,-1007.6379995699995,2029927.63638567,1547.15,9.970734310921516
38,2008-02-06,191.34824509999999,3718.06,0.0,0.0,3,1547.15,1547.15,2170.91,58.38824548285933,-1355.8017549,1,SSM,0,2008-02-06,0,0,-0.061641152697376356,1,1,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315461.5113209559,0.0,2870.925984,0,0,-5405.2549999,2024522.38138577,1547.15,9.953298004470225
39,2008-02-07,224.73055019999998,3329.61,0.0,0.0,3,1547.15,1547.15,1782.46,53.53359702788014,-1322.4194498000002,1,SSM,0,2008-02-07,0,0,-0.08249379537521939,1,1,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315140.68328225217,0.0,3667.24685,0,0,-6780.7269998,2017741.65438597,1547.15,9.931424691567646
40,2008-02-08,-40.26505004,1950.6,15.0,0.0,3,1547.15,1547.15,403.4499999999998,20.68337947298266,-1587.41505004,1,SSM,0,2008-02-08,0,0,-0.08375770836713592,1,1,1,0,0,0,0,15.0,0.0,0,15.0,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314738.21432484465,0.0,2229.881102,0,0,-5528.23144704,2012213.4229389299,1547.15,9.913591686899775
41,2008-02-09,264.14269509999997,130.2,41.00000003,0.0,3,1547.15,130.2,0.0,0.0,133.94269509999998,1,SSM,0,2008-02-09,0,0,-0.05447303676785786,1,1,1,0,0,0,0,41.00000003,0.0,0,41.00000003,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314410.0870389558,0.0,3263.837008,0,0,1689.5775111595058,2013903.0004500893,130.2,9.919041936935772
42,2008-02-10,262.07985519999994,1692.0,115.0000001,0.0,3,1547.15,1547.15,144.8499999999999,8.56087470449172,-1285.0701448000002,1,SSM,0,2008-02-10,0,0,-0.0778274061851274,1,1,1,0,0,0,0,115.0000001,0.0,0,115.0000001,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314510.3716396182,0.0,3904.1605640000002,0,0,-6967.171760931651,2006935.8286891577,1547.15,9.896567189319864
43,2008-02-11,553.6146852999999,1508.63,160.0000001,0.0,3,1547.15,1508.63,0.0,0.0,-955.0153147000002,1,SSM,0,2008-02-11,0,0,-0.09225049612510894,1,1,1,0,0,0,0,160.0000001,0.0,0,160.0000001,0,0.0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314096.8362834855,0.0,4127.817322999999,0,0,-4598.208102701649,2002337.620586456,1508.63,9.88173425995631
44,2008-02-12,699.4416054,75.46,4.099999999,100.0,3,1598.0642857142857,75.46,0.0,0.0,623.9816053999999,1,SSM,0,2008-02-12,0,0,-0.07067818757360023,1,1,1,0,0,0,0,4.099999999,0.0,0,4.099999999,0,0.0,0.0,1,1,0,0,25.0,75.0,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,313823.91038319614,0.0,1208.75748,0,0,5679.777651398017,2008017.398237854,75.46,9.900056123347916
45,2008-02-13,3156.998107,0.0,126.0000001,312.0,3,1598.0642857142857,0.0,0.0,0,3156.998107,1,SSM,0,2008-02-13,0,0,0.027857766439620235,1,1,1,0,0,0,0,126.0000001,0.0,0,126.0000001,0,0.0,0.0,1,1,0,0,88.6,223.4,0,0,0.0,0.0,223.4,0.0,0.0,0.0,0.0,314161.0326696017,0.0,1473.52021,0,0,25140.89074419835,2033158.2889820524,0.0,9.981155770909846
46,2008-02-14,4641.885875999999,0.33,428.00000030000007,300.0,3,1598.0642857142857,0.33,0.0,0.0,4641.555875999999,1,SSM,0,2008-02-14,0,0,0.07146409580323088,1,1,1,0,0,0,0,428.00000030000007,0.0,0,428.00000030000007,0,0.0,0.0,1,1,0,0,85.0,215.0,0,0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,315653.26618474117,0.0,4181.097507,0,0,6789.23327559505,2039947.5222576475,0.33,10.002888787370876
47,2008-02-15,2194.623741,0.32,234.0000002,912.0,3,1598.0642857142857,0.32,0.0,0.0,2194.3037409999997,1,SSM,0,2008-02-15,0,0,0.108985322191824,1,1,1,0,0,0,0,234.0000002,0.0,0,234.0000002,0,0.0,0.0,1,1,0,0,268.59999999999997,643.4000000000001,0,0,0.0,0.0,643.4000000000001,0.0,0.0,0.0,0.0,316057.77574741753,0.0,4084.3314299999997,0,0,6457.736724396699,2046405.2589820442,0.32,10.022577009091599
48,2008-02-16,833.9030705,0.31,68.00000003,478.0,3,1598.0642857142857,0.31,0.0,0.0,833.5930705000001,1,SSM,0,2008-02-16,0,0,0.11058108711485026,1,1,1,0,0,0,0,68.00000003,0.0,0,68.00000003,0,0.0,0.0,1,1,0,0,138.4,339.6,0,0,0.0,0.0,339.6,0.0,0.0,0.0,0.0,316451.540181832,0.0,4319.82815,0,0,2311.092906559505,2048716.3518886038,0.31,10.029623024050622
49,2008-02-17,1517.079976,93.3,42.00000004,450.0,3,1598.0642857142857,93.3,0.0,0.0,1423.779976,1,SSM,0,2008-02-17,0,0,0.14586429981636506,1,1,1,0,0,0,0,42.00000004,0.0,0,42.00000004,0,0.0,0.0,1,1,0,0,130.0,320.0,0,0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,316592.4604810124,0.0,3828.5480310000003,0,0,4201.17654807934,2052917.5284366831,93.3,10.042431489136229
50,2008-02-18,1801.970081,88.74,108.0000001,410.0,3,1598.0642857142857,88.74,0.0,0.0,1713.230081,1,SSM,0,2008-02-18,0,0,0.15130190290003576,1,1,1,0,0,0,0,108.0000001,0.0,0,108.0000001,0,0.0,0.0,1,1,0,0,118.0,292.0,0,0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,316848.6297827246,0.0,3971.673228,0,0,-3081.66701980165,2049835.8614168814,88.74,10.033036162856346
51,2008-02-19,1757.8768760000003,52.46,0.0,176.0,3,1667.5214285714285,52.46,0.0,0.0,1705.4168760000002,1,SSM,0,2008-02-19,0,0,0.10410108173403998,1,1,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1,0,0,47.8,128.2,0,0,0.0,0.0,128.2,0.0,0.0,0.0,0.0,316660.7232571269,0.0,3309.235302,0,0,-9472.29815,2040363.5632668815,52.46,10.004157205081956
52,2008-02-20,1602.092786,67.01,0.0,116.0,3,1667.5214285714285,67.01,0.0,0.0,1535.082786,1,SSM,0,2008-02-20,0,0,0.02333413173308685,1,1,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1,0,0,29.799999999999997,86.2,0,0,0.0,0.0,86.2,0.0,0.0,0.0,0.0,316083.1441016391,0.0,3882.640945,0,0,109.1247999999996,2040472.6880668816,67.01,10.004489902642932
53,2008-02-21,1534.356261,0.0,0.0,72.0,3,1667.5214285714285,0.0,0.0,0,1534.356261,1,SSM,0,2008-02-21,0,0,0.021804303076933707,1,1,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1,0,0,16.599999999999998,55.400000000000006,0,0,0.0,0.0,55.400000000000006,0.0,0.0,0.0,0.0,316089.7980528586,0.0,2166.708661,0,0,6626.645599999998,2047099.3336668815,0.0,10.02469309044781
54,2008-02-22,1971.6188359999999,98.8,64.00000004,200.0,3,1667.5214285714285,98.8,0.0,0.0,1872.818836,1,SSM,0,2008-02-22,0,0,0.014938016902183548,1,1,1,0,0,0,0,64.00000004,0.0,0,64.00000004,0,0.0,0.0,1,1,0,0,55.0,145.0,0,0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,316493.8618089562,0.0,4017.6909450000003,0,0,4205.59485907934,2051304.9285259608,98.8,10.037515025993782
55,2008-02-23,1819.2066960000002,80.85,151.0000001,418.0,3,1667.5214285714285,80.85,0.0,0.0,1738.3566960000003,1,SSM,0,2008-02-23,0,0,-0.0009325926751362346,1,1,1,0,0,0,0,151.0000001,0.0,0,151.0000001,0,0.0,0.0,1,1,0,0,120.39999999999999,297.6,0,0,0.0,0.0,297.6,0.0,0.0,0.0,0.0,316750.30051987566,0.0,3570.654856,0,0,-2894.46703480165,2048410.4614911592,80.85,10.028690431375486
