Date,Flow_In_cms,Flow_cmd
6/6/2008,6.544589588,565452.5404
6/7/2008,1.08170354,93459.18586
6/8/2008,1.571584987,135784.9429
6/9/2008,1.070376802,92480.55569
6/10/2008,1.802367286,155724.5335
6/11/2008,10.07570036,870540.5111
6/12/2008,4.141055648,357787.208
6/13/2008,1.389507663,120053.4621
6/14/2008,5.951068483,514172.3169
6/15/2008,8.28890734,716161.5942
6/16/2008,2.899078757,250480.4046
6/17/2008,12.47215509,1077594.2
6/18/2008,1.551763194,134072.34
6/19/2008,11.28426337,974960.3553
6/20/2008,11.68154873,1009285.81
6/21/2008,13.81975382,1194026.73
6/22/2008,9.164181067,791785.2442
6/23/2008,28.60143091,2471163.631
6/24/2008,21.02271009,1816362.152
6/25/2008,23.1022993,1996038.66
6/26/2008,33.84174654,2923926.901
6/27/2008,43.15289205,3728409.873
6/28/2008,44.44980362,3840463.033
6/29/2008,39.89277349,3446735.63
6/30/2008,51.83172235,4478260.811
7/1/2008,47.99167479,4146480.702
7/2/2008,62.23703081,5377279.462
7/3/2008,102.9906364,8898390.989
7/4/2008,98.04028532,8470680.652
7/5/2008,78.60077014,6791106.54
7/6/2008,68.01989723,5876919.121
7/7/2008,106.2807709,9182658.602
7/8/2008,97.92220406,8460478.431
7/9/2008,86.23923949,7451070.292
7/10/2008,64.47887556,5570974.848
7/11/2008,56.53033672,4884221.093
7/12/2008,56.6365249,4893395.752
7/13/2008,102.1510419,8825850.023
7/14/2008,105.3117684,9098936.786
7/15/2008,121.8909989,10531382.3
7/16/2008,146.9768933,12698803.58
7/17/2008,158.8829946,13727490.73
7/18/2008,155.4852562,13433926.13
7/19/2008,136.3439174,11780114.46
7/20/2008,133.8429735,11564032.91
7/21/2008,137.2806387,11861047.18
7/22/2008,151.0981271,13054878.18
7/23/2008,201.0626366,17371811.8
7/24/2008,223.0812502,19274220.02
7/25/2008,221.4787999,19135768.31
7/26/2008,213.1590272,18416939.95
7/27/2008,204.9151436,17704668.41
7/28/2008,198.1179678,17117392.41
7/29/2008,180.0257681,15554226.37
7/30/2008,190.3682132,16447813.62
7/31/2008,152.6348824,13187653.84
8/1/2008,156.4568072,13517868.14
8/2/2008,160.051914,13828485.37
8/3/2008,167.7611755,14494565.57
8/4/2008,162.0697725,14002828.35
8/5/2008,177.7094501,15354096.49
8/6/2008,158.1787546,13666644.4
8/7/2008,138.3286452,11951594.94
8/8/2008,160.0499319,13828314.11
8/9/2008,140.4776107,12137265.56
8/10/2008,143.1391111,12367219.2
8/11/2008,112.0055877,9677282.78
8/12/2008,90.06399597,7781529.252
8/13/2008,83.42567763,7207978.547
8/14/2008,69.55183865,6009278.859
8/15/2008,84.15710178,7271173.594
8/16/2008,69.35673557,5992421.953
8/17/2008,74.46339568,6433637.387
8/18/2008,101.7206259,8788662.076
8/19/2008,535.457401,46263519.44
8/20/2008,1019.388333,88075151.93
8/21/2008,1118.989159,96680663.35
8/22/2008,1192.966642,103072317.9
8/23/2008,1124.131789,97124986.53
8/24/2008,1094.904267,94599728.65
8/25/2008,961.8955288,83107773.68
8/26/2008,904.2192041,78124539.23
8/27/2008,758.9294282,65571502.6
8/28/2008,805.2070859,69569892.22
8/29/2008,778.8132345,67289463.46
8/30/2008,701.4816253,60608012.43
8/31/2008,664.2565822,57391768.7
9/1/2008,590.055401,50980786.65
9/2/2008,507.9277683,43884959.18
9/3/2008,440.7970209,38084862.6
9/4/2008,396.7518654,34279361.17
9/5/2008,430.0182093,37153573.28
9/6/2008,481.5367509,41604775.27
9/7/2008,366.3687375,31654258.92
9/8/2008,308.2093323,26629286.31
9/9/2008,296.1285163,25585503.81
9/10/2008,227.745881,19677244.12
9/11/2008,189.7268336,16392398.43
9/12/2008,174.9782874,15118124.03
9/13/2008,169.9551622,14684126.02
9/14/2008,122.6600844,10597831.3
9/15/2008,124.9687538,10797300.33
9/16/2008,126.6133994,10939397.71
9/17/2008,112.8842563,9753199.745
9/18/2008,104.7845087,9053381.551
9/19/2008,66.11586882,5712411.066
9/20/2008,69.39043261,5995333.378
9/21/2008,72.0080383,6221494.509
9/22/2008,65.23663439,5636445.211
9/23/2008,67.31678529,5816170.249
9/24/2008,59.37079961,5129637.086
9/25/2008,46.36657097,4006071.732
9/26/2008,31.84568779,2751467.425
9/27/2008,24.41478514,2109437.436
9/28/2008,24.68691005,2132949.028
9/29/2008,24.00050407,2073643.551
9/30/2008,65.6622277,5673216.473
10/1/2008,64.43214942,5566937.71
10/2/2008,50.87007839,4395174.773
10/3/2008,59.48859767,5139814.839
10/4/2008,54.59006113,4716581.282
10/5/2008,35.08287393,3031160.307
10/6/2008,54.78941699,4733805.628
10/7/2008,90.90245272,7853971.915
10/8/2008,51.2045042,4424069.163
10/9/2008,67.74720244,5853358.291
10/10/2008,121.2116777,10472688.95
10/11/2008,127.4977345,11015804.26
10/12/2008,87.6179816,7570193.611
10/13/2008,69.13020078,5972849.347
10/14/2008,59.7207912,5159876.359
10/15/2008,49.90023025,4311379.893
10/16/2008,48.82305434,4218311.895
10/17/2008,35.43088798,3061228.721
10/18/2008,31.40479874,2713374.611
10/19/2008,24.67784444,2132165.76
10/20/2008,30.40549721,2627034.959
10/21/2008,31.70269195,2739112.585
10/22/2008,25.15753603,2173611.113
10/23/2008,18.95246543,1637493.013
10/24/2008,19.6612324,1698730.479
10/25/2008,17.49216566,1511323.113
10/26/2008,29.36032063,2536731.703
10/27/2008,17.16255756,1482844.973
10/28/2008,16.72732763,1445241.107
10/29/2008,12.8626444,1111332.476
10/30/2008,11.90695083,1028760.552
10/31/2008,8.552820347,738963.678
11/1/2008,2.47375972,213732.8398
11/2/2008,10.29543909,889525.9371
11/3/2008,4.897398619,423135.2407
11/4/2008,5.083440301,439209.242
11/5/2008,13.44738728,1161854.261
11/6/2008,5.049460087,436273.3515
11/7/2008,10.14677564,876681.4156
11/8/2008,5.030770967,434658.6115
11/9/2008,9.618383286,831028.3159
11/10/2008,6.190629005,534870.346
11/11/2008,4.372404285,377775.7302
11/12/2008,10.22549648,883482.8958
11/13/2008,9.301234605,803626.6699
11/14/2008,13.86449444,1197892.319
11/15/2008,7.852261565,678435.3992
11/16/2008,7.37314052,637039.3409
11/17/2008,7.54672279,652036.8491
11/18/2008,3.818243597,329896.2468
11/19/2008,5.540474208,478696.9716
11/20/2008,3.273427468,282824.1332
11/21/2008,5.585497889,482587.0176
11/22/2008,4.491051872,388026.8817
11/23/2008,3.98757834,344526.7686
11/24/2008,3.240863095,280010.5714
11/25/2008,-4.313210599,-372661.3958
11/26/2008,-2.503766717,-216325.4443
11/27/2008,2.959959976,255740.5419
11/28/2008,5.682058441,490929.8493
11/29/2008,2.380597294,205683.6062
11/30/2008,8.469568818,731770.7459
12/1/2008,3.51865136,304011.4775
12/2/2008,6.641150035,573795.363
12/3/2008,5.509890207,476054.5139
12/4/2008,8.973891859,775344.2566
12/5/2008,8.967378983,774781.5441
12/6/2008,2.938722341,253905.6103
12/7/2008,4.357396356,376479.0452
12/8/2008,5.490919726,474415.4643
12/9/2008,6.971322267,602322.2439
12/10/2008,3.510156305,303277.5048
12/11/2008,12.24675119,1058119.303
12/12/2008,18.18564523,1571239.748
12/13/2008,29.1510609,2518651.662
12/14/2008,19.21892696,1660515.289
12/15/2008,9.087725582,785179.4903
12/16/2008,6.115023025,528337.9894
12/17/2008,11.50570112,994092.5763
12/18/2008,7.416465295,640782.6015
12/19/2008,9.489255994,819871.7179
12/20/2008,5.289303776,456995.8462
12/21/2008,0.730008306,63072.71764
12/22/2008,2.541436982,219580.1552
12/23/2008,5.859888237,506294.3437
12/24/2008,7.243731336,625858.3874
12/25/2008,5.50309597,475467.4918
12/26/2008,8.017631946,692723.4001
12/27/2008,7.566827749,653773.9175
12/28/2008,7.871800187,680123.5362
12/29/2008,4.94355508,427123.1589
12/30/2008,3.76585743,325370.082
12/31/2008,4.718719318,407697.3491
1/1/2009,3.354979986,289870.2708
1/2/2009,5.739541639,495896.3976
1/3/2009,5.727082226,494819.9043
1/4/2009,3.622857355,313014.8755
1/5/2009,4.206467934,363438.8295
1/6/2009,7.101016467,613527.8227
1/7/2009,5.697350339,492251.0693
1/8/2009,3.864400729,333884.223
1/9/2009,3.806351135,328868.7381
1/10/2009,6.650495203,574602.7855
1/11/2009,3.131277486,270542.3748
1/12/2009,6.556482836,566480.117
1/13/2009,7.23467114,625075.5865
1/14/2009,8.065483938,696857.8122
1/15/2009,1.385543305,119710.9416
1/16/2009,3.784829713,327009.2872
1/17/2009,3.895548588,336575.398
1/18/2009,3.529128593,304916.7104
1/19/2009,7.03900173,608169.7495
1/20/2009,4.203919024,363218.6037
1/21/2009,4.514554739,390057.5294
1/22/2009,3.950766798,341346.2513
1/23/2009,3.571321216,308562.1531
1/24/2009,2.965057485,256180.9667
1/25/2009,2.324813528,200863.8888
1/26/2009,9.492656864,820165.553
1/27/2009,4.239598639,366301.3224
1/28/2009,4.201087713,362973.9784
1/29/2009,3.43964764,297185.5561
1/30/2009,7.215698947,623436.389
1/31/2009,5.732745597,495309.2196
2/1/2009,3.644944496,314923.2045
2/2/2009,5.670731702,489951.2191
2/3/2009,7.162746349,618861.2846
2/4/2009,1.365721512,117998.3386
2/5/2009,0.102506985,8856.603504
2/6/2009,0.622970625,53824.662
2/7/2009,10.71481159,925759.7215
2/8/2009,8.335346966,720173.9779
2/9/2009,4.795174805,414303.1032
2/10/2009,5.367458275,463748.395
2/11/2009,3.424639429,295888.8467
2/12/2009,3.047742201,263324.9262
2/13/2009,6.746771873,582921.0898
2/14/2009,4.918353087,424945.7067
2/15/2009,5.865268438,506759.193
2/16/2009,2.331325981,201426.5648
2/17/2009,4.047893223,349737.9745
2/18/2009,8.593030271,742437.8154
2/19/2009,4.804236196,415086.0073
2/20/2009,4.187212108,361775.1261
2/21/2009,6.611700514,571250.9244
2/22/2009,3.76415842,325223.2875
2/23/2009,5.005285806,432456.6936
2/24/2009,4.508608317,389543.7586
2/25/2009,5.366891937,463699.4634
2/26/2009,4.983481835,430572.8305
2/27/2009,4.294532957,371047.6475
2/28/2009,4.347202291,375598.2779
3/1/2009,4.291134935,370754.0584
3/2/2009,3.962942683,342398.2478
3/3/2009,2.157460543,186404.5909
3/4/2009,3.739805931,323119.2324
3/5/2009,4.165124967,359866.7971
3/6/2009,1.966604997,169914.6717
3/7/2009,3.966340704,342691.8368
3/8/2009,3.96520803,342593.9738
3/9/2009,2.751831153,237758.2116
3/10/2009,4.551933092,393287.0191
3/11/2009,4.464717205,385751.5665
3/12/2009,4.551366756,393238.0877
3/13/2009,4.42677263,382473.1552
3/14/2009,4.336158721,374644.1135
3/15/2009,4.4692479,386143.0186
3/16/2009,2.535207277,219041.9087
3/17/2009,4.059219962,350716.6047
3/18/2009,4.581099444,395806.992
3/19/2009,6.081609146,525451.0302
3/20/2009,4.321433961,373371.8942
3/21/2009,3.691667292,318960.054
3/22/2009,3.633617757,313944.5742
3/23/2009,5.415596914,467907.5734
3/24/2009,2.385411158,206099.5241
3/25/2009,5.762761453,497902.5895
3/26/2009,4.539190511,392186.0602
3/27/2009,1.694480101,146403.0807
3/28/2009,3.420958238,295570.7918
3/29/2009,17.36558936,1500386.92
3/30/2009,20.23323641,1748151.625
3/31/2009,7.753718939,669921.3163
4/1/2009,17.24071206,1489597.522
4/2/2009,5.029355127,434536.283
4/3/2009,6.542039565,565232.2184
4/4/2009,5.593426711,483272.0678
4/5/2009,4.856339194,419587.7064
4/6/2009,6.786981796,586395.2272
4/7/2009,3.267197761,282285.8866
4/8/2009,5.580400961,482146.643
4/9/2009,5.334893901,460934.833
4/10/2009,1.277089783,110340.5573
4/11/2009,5.270048322,455332.175
4/12/2009,5.2927018,457289.4355
4/13/2009,4.16285962,359671.0712
4/14/2009,5.280242387,456212.9422
4/15/2009,2.441761683,210968.2094
4/16/2009,7.556633686,652893.1505
4/17/2009,7.265253334,627717.8881
4/18/2009,8.80710563,760933.9264
4/19/2009,4.846428295,418731.4047
4/20/2009,1.662765233,143662.9161
4/21/2009,3.536207805,305528.3544
4/22/2009,8.416049981,727146.7184
4/23/2009,7.099882949,613429.8868
4/24/2009,2.47744091,214050.8946
4/25/2009,5.82817337,503554.1792
4/26/2009,2.775050968,239764.4036
4/27/2009,4.702578717,406302.8011
4/28/2009,5.819678315,502820.2064
4/29/2009,2.282337837,197193.9891
4/30/2009,2.916635201,251997.2814
5/1/2009,8.171958763,706057.2371
5/2/2009,11.46011099,990153.5894
5/3/2009,10.8637582,938628.7087
5/4/2009,9.351920523,808005.9332
5/5/2009,11.79707908,1019267.632
5/6/2009,12.78590357,1104702.068
5/7/2009,10.73831248,927790.1978
5/8/2009,11.91346201,1029323.118
5/9/2009,11.59886204,1002141.681
5/10/2009,6.030070795,520998.1167
5/11/2009,6.186379571,534503.1949
5/12/2009,6.687305119,577783.1623
5/13/2009,5.308842402,458683.9835
5/14/2009,12.50245411,1080212.035
5/15/2009,11.71213092,1011928.112
5/16/2009,8.477497538,732455.7873
5/17/2009,4.186645771,361726.1946
5/18/2009,20.06446801,1733570.036
5/19/2009,29.62140373,2559289.282
5/20/2009,30.56803591,2641078.303
5/21/2009,48.15109864,4160254.923
5/22/2009,44.95440984,3884061.01
5/23/2009,43.45021894,3754098.917
5/24/2009,42.09412516,3636932.414
5/25/2009,43.50628629,3758943.136
5/26/2009,79.81414702,6895942.302
5/27/2009,123.202352,10644683.22
5/28/2009,174.2856599,15058281.02
5/29/2009,238.2151807,20581791.61
5/30/2009,219.1624762,18935637.94
5/31/2009,188.4755113,16284284.18
6/1/2009,166.4549168,14381704.81
6/2/2009,153.6653325,13276684.73
6/3/2009,139.8648341,12084321.67
6/4/2009,166.6007512,14394304.9
6/5/2009,202.0741144,17459203.48
6/6/2009,221.3009701,19120403.82
6/7/2009,174.9805556,15118320
6/8/2009,186.9197835,16149869.3
6/9/2009,192.49764,16631796.1
6/10/2009,183.9043228,15889333.49
6/11/2009,142.6962329,12328954.52
6/12/2009,136.7264765,11813167.57
6/13/2009,130.8946234,11309295.46
6/14/2009,119.7301368,10344683.82
6/15/2009,92.28262092,7973218.447
6/16/2009,109.3270972,9445861.2
6/17/2009,132.4027787,11439600.08
6/18/2009,127.4968807,11015730.49
6/19/2009,124.0759217,10720159.64
6/20/2009,122.1070512,10550049.22
6/21/2009,102.1298002,8824014.737
6/22/2009,100.4930884,8682602.84
6/23/2009,108.6160567,9384427.303
6/24/2009,143.353463,12385739.2
6/25/2009,121.5058839,10498108.37
6/26/2009,128.1787495,11074643.96
6/27/2009,126.4027197,10921194.98
6/28/2009,100.4330543,8677415.892
6/29/2009,117.1691634,10123415.72
6/30/2009,165.1189249,14266275.11
7/1/2009,203.4449209,17577641.16
7/2/2009,253.2097885,21877325.72
7/3/2009,318.5393016,27521795.66
7/4/2009,281.217137,24297160.64
7/5/2009,291.1269047,25153364.56
7/6/2009,301.1997729,26023660.38
7/7/2009,268.2157446,23173840.34
7/8/2009,231.8682453,20033416.4
7/9/2009,187.5583276,16205039.51
7/10/2009,187.0214384,16158652.28
7/11/2009,164.4418704,14207777.6
7/12/2009,240.8543117,20809812.53
7/13/2009,234.3587122,20248592.73
7/14/2009,228.8666615,19774079.56
7/15/2009,220.3721748,19040155.9
7/16/2009,197.5037728,17064325.97
7/17/2009,161.0367723,13913577.13
7/18/2009,155.6279731,13446256.88
7/19/2009,145.1382805,12539947.43
7/20/2009,195.5020543,16891377.49
7/21/2009,193.8868635,16751825.01
7/22/2009,156.0357351,13481487.51
7/23/2009,138.6188928,11976672.34
7/24/2009,141.167974,12196912.96
7/25/2009,139.8755946,12085251.37
7/26/2009,138.9875782,12008526.76
7/27/2009,214.9070245,18567966.92
7/28/2009,204.0350561,17628628.85
7/29/2009,204.9918815,17711298.56
7/30/2009,192.1510419,16601850.02
7/31/2009,180.1778296,15567364.48
8/1/2009,168.2878689,14540071.87
8/2/2009,146.9516913,12696626.13
8/3/2009,155.9431382,13473487.14
8/4/2009,194.2578153,16783875.24
8/5/2009,171.9214867,14854016.45
8/6/2009,118.9423657,10276620.39
8/7/2009,191.4547287,16541688.56
8/8/2009,196.9167671,17013608.68
8/9/2009,186.4718151,16111164.83
8/10/2009,182.1367891,15736618.58
8/11/2009,166.0225186,14344345.61
8/12/2009,175.3478251,15150052.09
8/13/2009,149.2235519,12892914.89
8/14/2009,124.4361171,10751280.51
8/15/2009,143.4973192,12398168.38
8/16/2009,141.7042965,12243251.22
8/17/2009,112.4612034,9716647.973
8/18/2009,89.53220561,7735582.565
8/19/2009,83.86204025,7245680.277
8/20/2009,64.70597668,5590596.385
8/21/2009,51.63803513,4461526.236
8/22/2009,43.80955973,3785145.96
8/23/2009,50.44872759,4358770.063
8/24/2009,59.75760773,5163057.308
8/25/2009,77.74022118,6716755.11
8/26/2009,90.42078832,7812356.111
8/27/2009,83.08785757,7178790.894
8/28/2009,73.78832138,6375310.967
8/29/2009,63.43143541,5480476.02
8/30/2009,67.29158794,5813993.198
8/31/2009,82.9185229,7164160.378
9/1/2009,100.5851203,8690554.396
9/2/2009,99.98225351,8638466.703
9/3/2009,163.929623,14163519.43
9/4/2009,156.4148978,13514247.17
9/5/2009,122.0696782,10546820.2
9/6/2009,115.7550214,10001233.85
9/7/2009,134.59535,11629038.24
9/8/2009,139.6349012,12064455.47
9/9/2009,119.6403759,10336928.48
9/10/2009,114.2788641,9873693.858
9/11/2009,143.7295154,12418230.13
9/12/2009,135.8531865,11737715.31
9/13/2009,107.0189911,9246440.827
9/14/2009,145.2648553,12550883.5
9/15/2009,136.9091217,11828948.11
9/16/2009,98.65815779,8524064.833
9/17/2009,107.8670806,9319715.763
9/18/2009,112.6047706,9729052.176
9/19/2009,110.913407,9582918.363
9/20/2009,107.9155024,9323899.409
9/21/2009,106.2269689,9178010.109
9/22/2009,95.59427416,8259345.288
9/23/2009,91.06159849,7867722.11
9/24/2009,86.53968126,7477028.461
9/25/2009,84.11972354,7267944.114
9/26/2009,58.68723094,5070576.753
9/27/2009,73.59973185,6359016.832
9/28/2009,65.38246372,5649044.865
9/29/2009,64.60573504,5581935.507
9/30/2009,55.65364715,4808475.114
10/1/2009,53.72272138,4641643.127
10/2/2009,26.52014269,2291340.328
10/3/2009,28.83249639,2491127.688
10/4/2009,33.88677034,2927816.957
10/5/2009,34.18664574,2953726.192
10/6/2009,30.99703614,2678143.923
10/7/2009,15.41342443,1331719.871
10/8/2009,12.54068185,1083514.912
10/9/2009,8.003756695,691524.5784
10/10/2009,21.46954993,1854969.114
10/11/2009,20.0016046,1728138.637
10/12/2009,21.86683403,1889294.46
10/13/2009,15.13195675,1307401.063
10/14/2009,7.70388154,665615.3651
10/15/2009,9.163048642,791687.4027
10/16/2009,12.48206498,1078450.414
10/17/2009,8.432473752,728565.7322
10/18/2009,15.15659215,1309529.562
10/19/2009,10.32573812,892143.7732
10/20/2009,1.426889838,123283.282
10/21/2009,3.364613568,290702.6123
10/22/2009,9.421584703,814024.9183
10/23/2009,4.287739053,370460.6542
10/24/2009,5.324699945,460054.0752
10/25/2009,0.981462013,84798.31792
10/26/2009,4.980933279,430352.6353
10/27/2009,3.705259377,320134.4102
10/28/2009,3.072944194,265502.3784
10/29/2009,5.116288496,442047.3261
10/30/2009,3.087670087,266774.6955
10/31/2009,3.596240655,310715.1926
11/1/2009,11.35703878,981248.1503
11/2/2009,9.065073142,783222.3195
11/3/2009,9.297837523,803333.162
11/4/2009,2.856321216,246786.1531
11/5/2009,2.478857484,214173.2866
11/6/2009,2.871045808,248058.3578
11/7/2009,6.051594008,522857.7223
11/8/2009,2.996772586,258921.1514
11/9/2009,5.018028647,433557.6751
11/10/2009,5.463167071,472017.6349
11/11/2009,6.594710406,569782.9791
11/12/2009,2.583345916,223201.0871
11/13/2009,2.684720545,231959.8551
11/14/2009,2.16227486,186820.5479
11/15/2009,2.412029428,208399.3426
11/16/2009,1.973402544,170501.9798
11/17/2009,1.84569421,159467.9797
11/18/2009,6.583668831,568828.987
11/19/2009,1.983596815,171382.7648
11/20/2009,2.025222377,174979.2134
11/21/2009,5.36292896,463357.0621
11/22/2009,2.347467914,202821.2278
11/23/2009,1.642378074,141901.4656
11/24/2009,3.29409935,284610.1838
11/25/2009,2.532092778,218772.816
11/26/2009,6.120969436,528851.7593
11/27/2009,11.19081765,966886.645
11/28/2009,4.876161339,421300.3397
11/29/2009,5.170656492,446744.7209
11/30/2009,6.022142278,520313.0928
12/1/2009,4.85294134,419294.1318
12/2/2009,1.98274685,171309.3278
12/3/2009,3.835798441,331412.9853
12/4/2009,15.5564219,1344074.852
12/5/2009,23.97728327,2071637.275
12/6/2009,20.42125728,1764396.629
12/7/2009,23.29626605,2012797.386
12/8/2009,19.54938235,1689066.635
12/9/2009,12.37898841,1069544.598
12/10/2009,20.21879221,1746903.647
12/11/2009,16.80519307,1451968.681
12/12/2009,9.007021336,778206.6434
12/13/2009,6.265667211,541353.647
12/14/2009,9.17663854,792861.5699
12/15/2009,9.104713729,786647.2662
12/16/2009,15.53886555,1342557.984
12/17/2009,14.34729469,1239606.261
12/18/2009,15.46977307,1336588.393
12/19/2009,20.79079079,1796324.325
12/20/2009,11.49352029,993040.1526
12/21/2009,8.672880668,749336.8897
12/22/2009,12.82582713,1108151.464
12/23/2009,16.68343446,1441448.737
12/24/2009,9.592329941,828777.3069
12/25/2009,11.21205359,968721.4305
12/26/2009,12.70151846,1097411.195
12/27/2009,3.611811132,312060.4818
12/28/2009,6.739971786,582333.5623
12/29/2009,3.036130143,262321.6444
12/30/2009,11.01865116,952011.4606
12/31/2009,10.46873739,904498.9102
1/1/2010,8.219528988,710167.3046
1/2/2010,6.024972454,520557.62
1/3/2010,8.930282432,771576.4021
1/4/2010,9.245164679,798782.2283
1/5/2010,4.607999322,398131.1414
1/6/2010,2.742768652,236975.2115
