Date,RegL8C51
27-Apr-08,0
28-Apr-08,0
29-Apr-08,0
30-Apr-08,0
1-May-08,0
2-May-08,0
3-May-08,0
4-May-08,0
5-May-08,0
6-May-08,0
7-May-08,0
8-May-08,0
9-May-08,0
10-May-08,0
11-May-08,0
12-May-08,0
13-May-08,0
14-May-08,0
15-May-08,0
16-May-08,0
17-May-08,0
18-May-08,0
19-May-08,0
20-May-08,0
21-May-08,0
22-May-08,0
23-May-08,0
24-May-08,0
25-May-08,0
26-May-08,0
27-May-08,0
28-May-08,0
29-May-08,0
30-May-08,0
31-May-08,0
1-Jun-08,0
2-Jun-08,0
3-Jun-08,0
4-Jun-08,0
5-Jun-08,0
6-Jun-08,0
7-Jun-08,0
8-Jun-08,0
9-Jun-08,0
10-Jun-08,0
11-Jun-08,0
12-Jun-08,0
13-Jun-08,0
14-Jun-08,0
15-Jun-08,0
16-Jun-08,0
17-Jun-08,0
18-Jun-08,0
19-Jun-08,0
20-Jun-08,0
21-Jun-08,0
22-Jun-08,0
23-Jun-08,0
24-Jun-08,0
25-Jun-08,0
26-Jun-08,0
27-Jun-08,0
28-Jun-08,0
29-Jun-08,0
30-Jun-08,0
1-Jul-08,0
2-Jul-08,0
3-Jul-08,0
4-Jul-08,0
5-Jul-08,0
6-Jul-08,0
7-Jul-08,0
8-Jul-08,0
9-Jul-08,0
10-Jul-08,0
11-Jul-08,0
12-Jul-08,0
13-Jul-08,0
14-Jul-08,0
15-Jul-08,0
16-Jul-08,0
17-Jul-08,0
18-Jul-08,0
19-Jul-08,0
20-Jul-08,0
21-Jul-08,0
22-Jul-08,0
23-Jul-08,0
24-Jul-08,0
25-Jul-08,0
26-Jul-08,0
27-Jul-08,0
28-Jul-08,0
29-Jul-08,0
30-Jul-08,0
31-Jul-08,0
1-Aug-08,0
2-Aug-08,0
3-Aug-08,0
4-Aug-08,0
5-Aug-08,0
6-Aug-08,0
7-Aug-08,0
8-Aug-08,0
9-Aug-08,0
10-Aug-08,0
11-Aug-08,0
12-Aug-08,0
13-Aug-08,0
14-Aug-08,0
15-Aug-08,0
16-Aug-08,0
17-Aug-08,0
18-Aug-08,0
19-Aug-08,0
20-Aug-08,0
21-Aug-08,0
22-Aug-08,0
23-Aug-08,0
24-Aug-08,0
25-Aug-08,0
26-Aug-08,0
27-Aug-08,0
28-Aug-08,0
29-Aug-08,0
30-Aug-08,0
31-Aug-08,0
1-Sep-08,0
2-Sep-08,0
3-Sep-08,0
4-Sep-08,0
5-Sep-08,0
6-Sep-08,0
7-Sep-08,0
8-Sep-08,0
9-Sep-08,0
10-Sep-08,0
11-Sep-08,0
12-Sep-08,0
13-Sep-08,0
14-Sep-08,0
15-Sep-08,0
16-Sep-08,0
17-Sep-08,0
18-Sep-08,0
19-Sep-08,0
20-Sep-08,0
21-Sep-08,0
22-Sep-08,0
23-Sep-08,0
24-Sep-08,0
25-Sep-08,0
26-Sep-08,0
27-Sep-08,0
28-Sep-08,0
29-Sep-08,0
30-Sep-08,0
1-Oct-08,0
2-Oct-08,0
3-Oct-08,0
4-Oct-08,0
5-Oct-08,0
6-Oct-08,0
7-Oct-08,0
8-Oct-08,0
9-Oct-08,0
10-Oct-08,0
11-Oct-08,0
12-Oct-08,0
13-Oct-08,0
14-Oct-08,0
15-Oct-08,0
16-Oct-08,0
17-Oct-08,0
18-Oct-08,0
19-Oct-08,0
20-Oct-08,0
21-Oct-08,0
22-Oct-08,0
23-Oct-08,0
24-Oct-08,0
25-Oct-08,0
26-Oct-08,0
27-Oct-08,0
28-Oct-08,0
29-Oct-08,0
30-Oct-08,0
31-Oct-08,0
1-Nov-08,0
2-Nov-08,130
3-Nov-08,0
4-Nov-08,0
5-Nov-08,0
6-Nov-08,99
7-Nov-08,102
8-Nov-08,84
9-Nov-08,0
10-Nov-08,0
11-Nov-08,112
12-Nov-08,114
13-Nov-08,0
14-Nov-08,0
15-Nov-08,0
16-Nov-08,0
17-Nov-08,0
18-Nov-08,0
19-Nov-08,0
20-Nov-08,169
21-Nov-08,159
22-Nov-08,169
23-Nov-08,0
24-Nov-08,0
25-Nov-08,0
26-Nov-08,0
27-Nov-08,0
28-Nov-08,0
29-Nov-08,0
30-Nov-08,0
1-Dec-08,0
2-Dec-08,0
3-Dec-08,0
4-Dec-08,0
5-Dec-08,0
6-Dec-08,0
7-Dec-08,0
8-Dec-08,0
9-Dec-08,0
10-Dec-08,0
11-Dec-08,0
12-Dec-08,0
13-Dec-08,0
14-Dec-08,0
15-Dec-08,105
16-Dec-08,88
17-Dec-08,103
18-Dec-08,0
19-Dec-08,0
20-Dec-08,0
21-Dec-08,0
22-Dec-08,0
23-Dec-08,32
24-Dec-08,17
25-Dec-08,47
26-Dec-08,114
27-Dec-08,134
28-Dec-08,200
29-Dec-08,85
30-Dec-08,0
31-Dec-08,0
1-Jan-09,0
2-Jan-09,0
3-Jan-09,0
4-Jan-09,0
5-Jan-09,0
6-Jan-09,0
7-Jan-09,0
8-Jan-09,0
9-Jan-09,0
10-Jan-09,0
11-Jan-09,0
12-Jan-09,0
13-Jan-09,0
14-Jan-09,0
15-Jan-09,0
16-Jan-09,0
17-Jan-09,30
18-Jan-09,0
19-Jan-09,0
20-Jan-09,0
21-Jan-09,0
22-Jan-09,0
23-Jan-09,37
24-Jan-09,0
25-Jan-09,23
26-Jan-09,0
27-Jan-09,0
28-Jan-09,0
29-Jan-09,0
30-Jan-09,0
31-Jan-09,0
1-Feb-09,0
2-Feb-09,0
3-Feb-09,0
4-Feb-09,0
5-Feb-09,0
6-Feb-09,0
7-Feb-09,0
8-Feb-09,0
9-Feb-09,0
10-Feb-09,0
11-Feb-09,0
12-Feb-09,0
13-Feb-09,0
14-Feb-09,0
15-Feb-09,0
16-Feb-09,0
17-Feb-09,0
18-Feb-09,0
19-Feb-09,0
20-Feb-09,0
21-Feb-09,0
22-Feb-09,0
23-Feb-09,0
24-Feb-09,0
25-Feb-09,0
26-Feb-09,0
27-Feb-09,0
28-Feb-09,0
1-Mar-09,0
2-Mar-09,0
3-Mar-09,0
4-Mar-09,0
5-Mar-09,0
6-Mar-09,0
7-Mar-09,0
8-Mar-09,0
9-Mar-09,0
10-Mar-09,0
11-Mar-09,0
12-Mar-09,0
13-Mar-09,0
14-Mar-09,0
15-Mar-09,0
16-Mar-09,0
17-Mar-09,0
18-Mar-09,0
19-Mar-09,0
20-Mar-09,0
21-Mar-09,0
22-Mar-09,0
23-Mar-09,0
24-Mar-09,0
25-Mar-09,0
26-Mar-09,0
27-Mar-09,0
28-Mar-09,0
29-Mar-09,0
30-Mar-09,0
31-Mar-09,0
1-Apr-09,0
2-Apr-09,0
3-Apr-09,0
4-Apr-09,0
5-Apr-09,0
6-Apr-09,0
7-Apr-09,0
8-Apr-09,0
9-Apr-09,0
10-Apr-09,0
11-Apr-09,0
12-Apr-09,0
13-Apr-09,0
14-Apr-09,0
15-Apr-09,0
16-Apr-09,0
17-Apr-09,0
18-Apr-09,0
19-Apr-09,0
20-Apr-09,0
21-Apr-09,0
22-Apr-09,0
23-Apr-09,0
24-Apr-09,0
25-Apr-09,0
26-Apr-09,0
27-Apr-09,0
28-Apr-09,0
29-Apr-09,0
30-Apr-09,0
1-May-09,0
2-May-09,0
3-May-09,0
4-May-09,0
5-May-09,0
6-May-09,0
7-May-09,0
8-May-09,0
9-May-09,0
10-May-09,0
11-May-09,0
12-May-09,0
13-May-09,0
14-May-09,0
15-May-09,0
16-May-09,0
17-May-09,0
18-May-09,0
19-May-09,0
20-May-09,0
21-May-09,0
22-May-09,0
23-May-09,0
24-May-09,0
25-May-09,0
26-May-09,0
27-May-09,0
28-May-09,0
29-May-09,0
30-May-09,0
31-May-09,0
1-Jun-09,0
2-Jun-09,0
3-Jun-09,0
4-Jun-09,0
5-Jun-09,0
6-Jun-09,0
7-Jun-09,0
8-Jun-09,0
9-Jun-09,0
10-Jun-09,0
11-Jun-09,0
12-Jun-09,0
13-Jun-09,0
14-Jun-09,0
15-Jun-09,0
16-Jun-09,0
17-Jun-09,0
18-Jun-09,0
19-Jun-09,0
20-Jun-09,0
21-Jun-09,0
22-Jun-09,0
23-Jun-09,0
24-Jun-09,0
25-Jun-09,0
26-Jun-09,0
27-Jun-09,0
28-Jun-09,0
29-Jun-09,0
30-Jun-09,0
1-Jul-09,0
2-Jul-09,0
3-Jul-09,0
4-Jul-09,0
5-Jul-09,0
6-Jul-09,0
7-Jul-09,0
8-Jul-09,0
9-Jul-09,0
10-Jul-09,0
11-Jul-09,0
12-Jul-09,0
13-Jul-09,0
14-Jul-09,0
15-Jul-09,0
16-Jul-09,0
17-Jul-09,0
18-Jul-09,0
19-Jul-09,0
20-Jul-09,0
21-Jul-09,0
22-Jul-09,0
23-Jul-09,0
24-Jul-09,0
25-Jul-09,0
26-Jul-09,0
27-Jul-09,0
28-Jul-09,0
29-Jul-09,0
30-Jul-09,0
31-Jul-09,0
1-Aug-09,0
2-Aug-09,0
3-Aug-09,0
4-Aug-09,0
5-Aug-09,0
6-Aug-09,0
7-Aug-09,0
8-Aug-09,0
9-Aug-09,0
10-Aug-09,0
11-Aug-09,0
12-Aug-09,0
13-Aug-09,0
14-Aug-09,0
15-Aug-09,0
16-Aug-09,0
17-Aug-09,0
18-Aug-09,0
19-Aug-09,0
20-Aug-09,0
21-Aug-09,0
22-Aug-09,0
23-Aug-09,0
24-Aug-09,0
25-Aug-09,0
26-Aug-09,0
27-Aug-09,0
28-Aug-09,0
29-Aug-09,0
30-Aug-09,0
31-Aug-09,0
1-Sep-09,0
2-Sep-09,0
3-Sep-09,0
4-Sep-09,0
5-Sep-09,0
6-Sep-09,0
7-Sep-09,0
8-Sep-09,0
9-Sep-09,0
10-Sep-09,0
11-Sep-09,0
12-Sep-09,0
13-Sep-09,0
14-Sep-09,0
15-Sep-09,0
16-Sep-09,0
17-Sep-09,0
18-Sep-09,0
19-Sep-09,0
20-Sep-09,0
21-Sep-09,0
22-Sep-09,0
23-Sep-09,0
24-Sep-09,0
25-Sep-09,0
26-Sep-09,0
27-Sep-09,0
28-Sep-09,0
29-Sep-09,0
30-Sep-09,0
1-Oct-09,0
2-Oct-09,0
3-Oct-09,0
4-Oct-09,0
5-Oct-09,0
6-Oct-09,0
7-Oct-09,0
8-Oct-09,0
9-Oct-09,0
10-Oct-09,0
11-Oct-09,0
12-Oct-09,0
13-Oct-09,0
14-Oct-09,0
15-Oct-09,0
16-Oct-09,0
17-Oct-09,0
18-Oct-09,0
19-Oct-09,0
20-Oct-09,0
21-Oct-09,0
22-Oct-09,0
23-Oct-09,0
24-Oct-09,0
25-Oct-09,0
26-Oct-09,0
27-Oct-09,0
28-Oct-09,0
29-Oct-09,0
30-Oct-09,0
31-Oct-09,0
1-Nov-09,0
2-Nov-09,0
3-Nov-09,0
4-Nov-09,0
5-Nov-09,0
6-Nov-09,0
7-Nov-09,0
8-Nov-09,0
9-Nov-09,0
10-Nov-09,0
11-Nov-09,0
12-Nov-09,0
13-Nov-09,0
14-Nov-09,0
15-Nov-09,0
16-Nov-09,0
17-Nov-09,0
18-Nov-09,0
19-Nov-09,0
20-Nov-09,0
21-Nov-09,0
22-Nov-09,0
23-Nov-09,0
24-Nov-09,0
25-Nov-09,0
26-Nov-09,0
27-Nov-09,0
28-Nov-09,0
29-Nov-09,0
30-Nov-09,0
1-Dec-09,0
2-Dec-09,0
3-Dec-09,0
4-Dec-09,0
5-Dec-09,0
6-Dec-09,0
7-Dec-09,0
8-Dec-09,0
9-Dec-09,0
10-Dec-09,0
11-Dec-09,0
12-Dec-09,0
13-Dec-09,0
14-Dec-09,0
15-Dec-09,0
16-Dec-09,0
17-Dec-09,0
18-Dec-09,0
19-Dec-09,0
20-Dec-09,0
21-Dec-09,0
22-Dec-09,0
23-Dec-09,0
24-Dec-09,0
25-Dec-09,0
26-Dec-09,0
27-Dec-09,200
28-Dec-09,200
29-Dec-09,200
30-Dec-09,0
31-Dec-09,0
1-Jan-10,0
2-Jan-10,0
3-Jan-10,0
4-Jan-10,0
5-Jan-10,0
6-Jan-10,0
7-Jan-10,0
8-Jan-10,0
9-Jan-10,0
10-Jan-10,0
11-Jan-10,0
12-Jan-10,99
13-Jan-10,90
14-Jan-10,80
15-Jan-10,0
16-Jan-10,0
17-Jan-10,0
18-Jan-10,180
19-Jan-10,165
20-Jan-10,0
21-Jan-10,0
22-Jan-10,0
23-Jan-10,92
24-Jan-10,0
25-Jan-10,0
26-Jan-10,0
27-Jan-10,188
28-Jan-10,110
29-Jan-10,90
30-Jan-10,0
31-Jan-10,0
1-Feb-10,0
2-Feb-10,0
3-Feb-10,0
4-Feb-10,152
5-Feb-10,0
6-Feb-10,73
7-Feb-10,200
8-Feb-10,144
9-Feb-10,91
10-Feb-10,0
11-Feb-10,0
12-Feb-10,0
13-Feb-10,0
14-Feb-10,0
15-Feb-10,138
16-Feb-10,119
17-Feb-10,114
18-Feb-10,101
19-Feb-10,73
20-Feb-10,0
21-Feb-10,64
22-Feb-10,0
23-Feb-10,0
24-Feb-10,0
25-Feb-10,0
26-Feb-10,55
27-Feb-10,103
28-Feb-10,47
1-Mar-10,159
2-Mar-10,0
3-Mar-10,200
4-Mar-10,176
5-Mar-10,0
6-Mar-10,0
7-Mar-10,0
8-Mar-10,0
9-Mar-10,0
10-Mar-10,37
11-Mar-10,0
12-Mar-10,0
13-Mar-10,0
14-Mar-10,0
15-Mar-10,0
16-Mar-10,0
17-Mar-10,0
18-Mar-10,0
19-Mar-10,0
20-Mar-10,0
21-Mar-10,0
22-Mar-10,0
23-Mar-10,105
24-Mar-10,151
25-Mar-10,146
26-Mar-10,158
27-Mar-10,0
28-Mar-10,0
29-Mar-10,0
30-Mar-10,0
31-Mar-10,0
1-Apr-10,0
2-Apr-10,0
3-Apr-10,0
4-Apr-10,171
5-Apr-10,186
6-Apr-10,0
7-Apr-10,200
8-Apr-10,194
9-Apr-10,0
10-Apr-10,0
11-Apr-10,0
12-Apr-10,0
13-Apr-10,0
14-Apr-10,0
15-Apr-10,0
16-Apr-10,0
17-Apr-10,0
18-Apr-10,0
19-Apr-10,0
20-Apr-10,0
21-Apr-10,200
22-Apr-10,170
23-Apr-10,0
24-Apr-10,0
25-Apr-10,0
26-Apr-10,0
27-Apr-10,0
28-Apr-10,0
29-Apr-10,0
30-Apr-10,0
1-May-10,0
2-May-10,0
3-May-10,0
4-May-10,0
5-May-10,186
6-May-10,109
7-May-10,184
8-May-10,187
9-May-10,0
10-May-10,0
11-May-10,0
12-May-10,0
13-May-10,0
14-May-10,0
15-May-10,0
16-May-10,200
17-May-10,50
18-May-10,0
19-May-10,0
20-May-10,0
21-May-10,0
22-May-10,0
23-May-10,0
24-May-10,0
25-May-10,184
26-May-10,200
27-May-10,200
28-May-10,0
29-May-10,0
30-May-10,0
31-May-10,0
1-Jun-10,0
2-Jun-10,0
3-Jun-10,0
4-Jun-10,0
5-Jun-10,0
6-Jun-10,0
7-Jun-10,0
8-Jun-10,0
9-Jun-10,0
10-Jun-10,0
11-Jun-10,0
12-Jun-10,0
13-Jun-10,0
14-Jun-10,0
15-Jun-10,0
16-Jun-10,0
17-Jun-10,0
18-Jun-10,0
19-Jun-10,0
20-Jun-10,0
21-Jun-10,0
22-Jun-10,0
23-Jun-10,0
24-Jun-10,0
25-Jun-10,0
26-Jun-10,0
27-Jun-10,0
28-Jun-10,0
29-Jun-10,0
30-Jun-10,0
1-Jul-10,0
2-Jul-10,0
3-Jul-10,0
4-Jul-10,0
5-Jul-10,0
6-Jul-10,0
7-Jul-10,0
8-Jul-10,0
9-Jul-10,0
10-Jul-10,0
11-Jul-10,0
12-Jul-10,0
13-Jul-10,0
14-Jul-10,0
15-Jul-10,0
16-Jul-10,0
17-Jul-10,0
18-Jul-10,0
19-Jul-10,0
20-Jul-10,0
21-Jul-10,0
22-Jul-10,0
23-Jul-10,0
24-Jul-10,0
25-Jul-10,0
26-Jul-10,0
27-Jul-10,0
28-Jul-10,0
29-Jul-10,0
30-Jul-10,0
31-Jul-10,0
1-Aug-10,0
2-Aug-10,0
3-Aug-10,0
4-Aug-10,0
5-Aug-10,0
6-Aug-10,0
7-Aug-10,0
8-Aug-10,0
9-Aug-10,0
10-Aug-10,0
11-Aug-10,0
12-Aug-10,0
13-Aug-10,0
14-Aug-10,0
15-Aug-10,0
16-Aug-10,0
17-Aug-10,0
18-Aug-10,0
19-Aug-10,0
20-Aug-10,0
21-Aug-10,0
22-Aug-10,0
23-Aug-10,0
24-Aug-10,0
25-Aug-10,0
26-Aug-10,0
27-Aug-10,0
28-Aug-10,0
29-Aug-10,0
30-Aug-10,0
31-Aug-10,0
1-Sep-10,0
2-Sep-10,0
3-Sep-10,0
4-Sep-10,0
5-Sep-10,0
6-Sep-10,0
7-Sep-10,0
8-Sep-10,0
9-Sep-10,0
10-Sep-10,0
11-Sep-10,0
12-Sep-10,0
13-Sep-10,0
14-Sep-10,0
15-Sep-10,0
16-Sep-10,0
17-Sep-10,0
18-Sep-10,0
19-Sep-10,0
20-Sep-10,0
21-Sep-10,0
22-Sep-10,0
23-Sep-10,0
24-Sep-10,0
25-Sep-10,0
26-Sep-10,0
27-Sep-10,0
28-Sep-10,0
29-Sep-10,0
30-Sep-10,0
1-Oct-10,0
2-Oct-10,0
3-Oct-10,0
4-Oct-10,0
5-Oct-10,0
6-Oct-10,0
7-Oct-10,0
8-Oct-10,0
9-Oct-10,0
10-Oct-10,0
11-Oct-10,0
12-Oct-10,0
13-Oct-10,0
14-Oct-10,0
15-Oct-10,0
16-Oct-10,0
17-Oct-10,0
18-Oct-10,0
19-Oct-10,0
20-Oct-10,0
21-Oct-10,0
22-Oct-10,0
23-Oct-10,0
24-Oct-10,0
25-Oct-10,0
26-Oct-10,0
27-Oct-10,0
28-Oct-10,0
29-Oct-10,0
30-Oct-10,0
31-Oct-10,0
1-Nov-10,0
2-Nov-10,0
3-Nov-10,0
4-Nov-10,0
5-Nov-10,0
6-Nov-10,0
7-Nov-10,0
8-Nov-10,0
9-Nov-10,0
10-Nov-10,0
11-Nov-10,0
12-Nov-10,0
13-Nov-10,0
14-Nov-10,0
15-Nov-10,0
16-Nov-10,0
17-Nov-10,0
18-Nov-10,0
19-Nov-10,0
20-Nov-10,0
21-Nov-10,0
22-Nov-10,0
23-Nov-10,0
24-Nov-10,0
25-Nov-10,0
26-Nov-10,0
27-Nov-10,0
28-Nov-10,0
29-Nov-10,0
30-Nov-10,0
1-Dec-10,0
2-Dec-10,0
3-Dec-10,0
4-Dec-10,0
5-Dec-10,0
6-Dec-10,0
7-Dec-10,0
8-Dec-10,0
9-Dec-10,0
10-Dec-10,0
11-Dec-10,0
12-Dec-10,0
13-Dec-10,0
14-Dec-10,0
15-Dec-10,0
16-Dec-10,0
17-Dec-10,0
18-Dec-10,0
19-Dec-10,0
20-Dec-10,0
21-Dec-10,57
22-Dec-10,10
23-Dec-10,0
24-Dec-10,6
25-Dec-10,0
26-Dec-10,18
27-Dec-10,5
28-Dec-10,0
29-Dec-10,0
30-Dec-10,0
31-Dec-10,0
1-Jan-11,0
2-Jan-11,0
3-Jan-11,0
4-Jan-11,0
5-Jan-11,0
6-Jan-11,0
7-Jan-11,159
8-Jan-11,200
9-Jan-11,171
10-Jan-11,0
11-Jan-11,0
12-Jan-11,0
13-Jan-11,0
14-Jan-11,0
15-Jan-11,0
16-Jan-11,0
17-Jan-11,0
18-Jan-11,0
19-Jan-11,0
20-Jan-11,0
21-Jan-11,0
22-Jan-11,76
23-Jan-11,49
24-Jan-11,17
25-Jan-11,0
26-Jan-11,0
27-Jan-11,199
28-Jan-11,147
29-Jan-11,0
30-Jan-11,0
31-Jan-11,0
1-Feb-11,0
2-Feb-11,0
3-Feb-11,0
4-Feb-11,0
5-Feb-11,0
6-Feb-11,0
7-Feb-11,0
8-Feb-11,0
9-Feb-11,0
10-Feb-11,0
11-Feb-11,0
12-Feb-11,0
13-Feb-11,0
14-Feb-11,0
15-Feb-11,0
16-Feb-11,0
17-Feb-11,0
18-Feb-11,0
19-Feb-11,0
20-Feb-11,0
21-Feb-11,0
22-Feb-11,0
23-Feb-11,0
24-Feb-11,0
25-Feb-11,0
26-Feb-11,0
27-Feb-11,0
28-Feb-11,0
1-Mar-11,0
2-Mar-11,0
3-Mar-11,0
4-Mar-11,0
5-Mar-11,0
6-Mar-11,0
7-Mar-11,0
8-Mar-11,0
9-Mar-11,0
10-Mar-11,0
11-Mar-11,0
12-Mar-11,0
13-Mar-11,0
14-Mar-11,0
15-Mar-11,0
16-Mar-11,0
17-Mar-11,0
18-Mar-11,0
19-Mar-11,0
20-Mar-11,0
21-Mar-11,0
22-Mar-11,0
23-Mar-11,0
24-Mar-11,0
25-Mar-11,0
26-Mar-11,0
27-Mar-11,0
28-Mar-11,0
29-Mar-11,0
30-Mar-11,0
31-Mar-11,0
1-Apr-11,0
2-Apr-11,0
3-Apr-11,0
4-Apr-11,0
5-Apr-11,0
6-Apr-11,0
7-Apr-11,0
8-Apr-11,0
9-Apr-11,0
10-Apr-11,0
11-Apr-11,0
12-Apr-11,0
13-Apr-11,0
14-Apr-11,0
15-Apr-11,0
16-Apr-11,0
17-Apr-11,0
18-Apr-11,0
19-Apr-11,0
20-Apr-11,0
21-Apr-11,0
22-Apr-11,0
23-Apr-11,0
24-Apr-11,0
25-Apr-11,0
26-Apr-11,0
27-Apr-11,0
28-Apr-11,0
29-Apr-11,0
30-Apr-11,0
1-May-11,0
2-May-11,0
3-May-11,0
4-May-11,0
5-May-11,0
6-May-11,0
7-May-11,0
8-May-11,0
9-May-11,0
10-May-11,0
11-May-11,0
12-May-11,0
13-May-11,0
14-May-11,0
15-May-11,0
16-May-11,0
17-May-11,0
18-May-11,0
19-May-11,0
20-May-11,0
21-May-11,0
22-May-11,0
23-May-11,0
24-May-11,0
25-May-11,0
26-May-11,0
27-May-11,0
28-May-11,0
29-May-11,0
30-May-11,0
31-May-11,0
1-Jun-11,0
2-Jun-11,0
3-Jun-11,0
4-Jun-11,0
5-Jun-11,0
6-Jun-11,0
7-Jun-11,0
8-Jun-11,0
9-Jun-11,0
10-Jun-11,0
11-Jun-11,0
12-Jun-11,0
13-Jun-11,0
14-Jun-11,0
15-Jun-11,0
16-Jun-11,0
17-Jun-11,0
18-Jun-11,0
19-Jun-11,0
20-Jun-11,0
21-Jun-11,0
22-Jun-11,0
23-Jun-11,0
24-Jun-11,0
25-Jun-11,0
26-Jun-11,0
27-Jun-11,0
28-Jun-11,0
29-Jun-11,0
30-Jun-11,0
1-Jul-11,0
2-Jul-11,0
3-Jul-11,0
4-Jul-11,0
5-Jul-11,0
6-Jul-11,0
7-Jul-11,0
8-Jul-11,0
9-Jul-11,0
10-Jul-11,0
11-Jul-11,0
12-Jul-11,0
13-Jul-11,0
14-Jul-11,0
15-Jul-11,0
16-Jul-11,0
17-Jul-11,0
18-Jul-11,0
19-Jul-11,0
20-Jul-11,0
21-Jul-11,0
22-Jul-11,0
23-Jul-11,0
24-Jul-11,0
25-Jul-11,0
26-Jul-11,0
27-Jul-11,0
28-Jul-11,0
29-Jul-11,0
30-Jul-11,0
31-Jul-11,0
1-Aug-11,0
2-Aug-11,0
3-Aug-11,0
4-Aug-11,0
5-Aug-11,0
6-Aug-11,0
7-Aug-11,0
8-Aug-11,0
9-Aug-11,0
10-Aug-11,0
11-Aug-11,0
12-Aug-11,0
13-Aug-11,0
14-Aug-11,0
15-Aug-11,0
16-Aug-11,0
17-Aug-11,0
18-Aug-11,0
19-Aug-11,0
20-Aug-11,0
21-Aug-11,0
22-Aug-11,0
23-Aug-11,0
24-Aug-11,0
25-Aug-11,0
26-Aug-11,0
27-Aug-11,0
28-Aug-11,0
29-Aug-11,0
30-Aug-11,0
31-Aug-11,0
1-Sep-11,0
2-Sep-11,0
3-Sep-11,0
4-Sep-11,0
5-Sep-11,0
6-Sep-11,0
7-Sep-11,0
8-Sep-11,0
9-Sep-11,0
10-Sep-11,0
11-Sep-11,0
12-Sep-11,0
13-Sep-11,0
14-Sep-11,0
15-Sep-11,0
16-Sep-11,0
17-Sep-11,0
18-Sep-11,0
19-Sep-11,0
20-Sep-11,0
21-Sep-11,0
22-Sep-11,0
23-Sep-11,0
24-Sep-11,0
25-Sep-11,0
26-Sep-11,0
27-Sep-11,0
28-Sep-11,0
29-Sep-11,0
30-Sep-11,0
1-Oct-11,0
2-Oct-11,0
3-Oct-11,0
4-Oct-11,0
5-Oct-11,0
6-Oct-11,0
7-Oct-11,0
8-Oct-11,0
9-Oct-11,0
10-Oct-11,0
11-Oct-11,0
12-Oct-11,0
13-Oct-11,0
14-Oct-11,0
15-Oct-11,0
16-Oct-11,0
17-Oct-11,0
18-Oct-11,0
19-Oct-11,0
20-Oct-11,0
21-Oct-11,0
22-Oct-11,0
23-Oct-11,0
24-Oct-11,0
25-Oct-11,0
26-Oct-11,0
27-Oct-11,0
28-Oct-11,0
29-Oct-11,0
30-Oct-11,0
31-Oct-11,0
1-Nov-11,0
2-Nov-11,0
3-Nov-11,0
4-Nov-11,0
5-Nov-11,0
6-Nov-11,0
7-Nov-11,0
8-Nov-11,0
9-Nov-11,0
10-Nov-11,0
11-Nov-11,0
12-Nov-11,0
13-Nov-11,0
14-Nov-11,0
15-Nov-11,0
16-Nov-11,0
17-Nov-11,0
18-Nov-11,0
19-Nov-11,0
20-Nov-11,0
21-Nov-11,0
22-Nov-11,0
