Date,TP_Loads_In_mg,Atm_Loading_mg
9/15/2008,464058180.3,95890410.96
9/16/2008,493039531.4,95890410.96
9/17/2008,429461204.5,95890410.96
9/18/2008,404517143.5,95890410.96
9/19/2008,234455677.2,95890410.96
9/20/2008,253242588.3,95890410.96
9/21/2008,283263831.8,95890410.96
9/22/2008,290605760.4,95890410.96
9/23/2008,283646084.7,95890410.96
9/24/2008,264810878.3,95890410.96
9/25/2008,216340791.5,95890410.96
9/26/2008,124406898.6,95890410.96
9/27/2008,132457844.8,95890410.96
9/28/2008,138709530.4,95890410.96
9/29/2008,104019046.3,95890410.96
9/30/2008,221851605,95890410.96
10/1/2008,212086685.9,95890410.96
10/2/2008,207431831.3,95890410.96
10/3/2008,248651442.5,95890410.96
10/4/2008,190229420.4,95890410.96
10/5/2008,163376149.7,95890410.96
10/6/2008,235277726.6,95890410.96
10/7/2008,350956515.9,95890410.96
10/8/2008,227427155,95890410.96
10/9/2008,271878447.8,95890410.96
10/10/2008,476182381.2,95890410.96
10/11/2008,493449528.5,95890410.96
10/12/2008,326952673.9,95890410.96
10/13/2008,276651472.1,95890410.96
10/14/2008,204175488.1,95890410.96
10/15/2008,197587789.9,95890410.96
10/16/2008,192349280.2,95890410.96
10/17/2008,162172874.9,95890410.96
10/18/2008,173149289.3,95890410.96
10/19/2008,115516434.5,95890410.96
10/20/2008,156678502.3,95890410.96
10/21/2008,130764423,95890410.96
10/22/2008,152226077.3,95890410.96
10/23/2008,112754348.6,95890410.96
10/24/2008,94931290.4,95890410.96
10/25/2008,77491512.72,95890410.96
10/26/2008,121898620.4,95890410.96
10/27/2008,78514964.2,95890410.96
10/28/2008,70667475.27,95890410.96
10/29/2008,77913840.6,95890410.96
10/30/2008,57182782.7,95890410.96
10/31/2008,61349545.52,95890410.96
11/1/2008,33741016.96,95890410.96
11/2/2008,81134219.08,95890410.96
11/3/2008,42638673.97,95890410.96
11/4/2008,25618141.49,95890410.96
11/5/2008,66780209.25,95890410.96
11/6/2008,52849554.88,95890410.96
11/7/2008,55696928.44,95890410.96
11/8/2008,67054568.25,95890410.96
11/9/2008,41993365.21,95890410.96
11/10/2008,64389073.12,95890410.96
11/11/2008,75259648.65,95890410.96
11/12/2008,397780448.8,95890410.96
11/13/2008,325825438.6,95890410.96
11/14/2008,192114996.1,95890410.96
11/15/2008,28977240.78,95890410.96
11/16/2008,26755652.32,95890410.96
11/17/2008,33037137.18,95890410.96
11/18/2008,29269068.31,95890410.96
11/19/2008,22982445.65,95890410.96
11/20/2008,11878613.6,95890410.96
11/21/2008,21037271.3,95890410.96
11/22/2008,16386526.91,95890410.96
11/23/2008,14470124.28,95890410.96
11/24/2008,11760444,95890410.96
11/25/2008,9649832.204,95890410.96
11/26/2008,10592106.31,95890410.96
11/27/2008,10741102.76,95890410.96
11/28/2008,20619053.67,95890410.96
11/29/2008,8638711.46,95890410.96
11/30/2008,30734371.34,95890410.96
12/1/2008,12768482.06,95890410.96
12/2/2008,24099405.25,95890410.96
12/3/2008,16013521.99,95890410.96
12/4/2008,32564458.78,95890410.96
12/5/2008,32540824.86,95890410.96
12/6/2008,11568289.95,95890410.96
12/7/2008,15812119.9,95890410.96
12/8/2008,19925449.5,95890410.96
12/9/2008,20447450.86,95890410.96
12/10/2008,12737655.2,95890410.96
12/11/2008,35743734.77,95890410.96
12/12/2008,63012140.39,95890410.96
12/13/2008,102186903.8,95890410.96
12/14/2008,66453444.63,95890410.96
12/15/2008,29278316.36,95890410.96
12/16/2008,21583934.13,95890410.96
12/17/2008,41751888.21,95890410.96
12/18/2008,26912869.26,95890410.96
12/19/2008,28980323.47,95890410.96
12/20/2008,19193825.55,95890410.96
12/21/2008,2649054.141,95890410.96
12/22/2008,9222366.52,95890410.96
12/23/2008,17363738.11,95890410.96
12/24/2008,23650360.77,95890410.96
12/25/2008,23155076.02,95890410.96
12/26/2008,29094382.81,95890410.96
12/27/2008,27458504.54,95890410.96
12/28/2008,28565188.52,95890410.96
12/29/2008,17939172.68,95890410.96
12/30/2008,13665543.44,95890410.96
12/31/2008,17123288.66,95890410.96
1/1/2009,12174551.37,95890410.96
1/2/2009,20827648.7,95890410.96
1/3/2009,20782435.98,95890410.96
1/4/2009,13146624.77,95890410.96
1/5/2009,16080313.51,95890410.96
1/6/2009,19608960.49,95890410.96
1/7/2009,22709114.23,95890410.96
1/8/2009,15504878.94,95890410.96
1/9/2009,15164756.01,95890410.96
1/10/2009,25474282.84,95890410.96
1/11/2009,12659560.51,95890410.96
1/12/2009,24171334.57,95890410.96
1/13/2009,26253174.63,95890410.96
1/14/2009,21441103.05,95890410.96
1/15/2009,5027859.545,95890410.96
1/16/2009,13724114.46,95890410.96
1/17/2009,14136166.72,95890410.96
1/18/2009,12806501.84,95890410.96
1/19/2009,26673447.38,95890410.96
1/20/2009,15201748.23,95890410.96
1/21/2009,16127581.35,95890410.96
1/22/2009,15127763.79,95890410.96
1/23/2009,14110477.67,95890410.96
1/24/2009,11809766.96,95890410.96
1/25/2009,8801066.215,95890410.96
1/26/2009,35273111.5,95890410.96
1/27/2009,16189235.05,95890410.96
1/28/2009,18584481.45,95890410.96
1/29/2009,15876856.29,95890410.96
1/30/2009,26391895.47,95890410.96
1/31/2009,20802987.22,95890410.96
2/1/2009,13226774.59,95890410.96
2/2/2009,20577951.2,95890410.96
2/3/2009,25992173.95,95890410.96
2/4/2009,4955930.223,95890410.96
2/5/2009,371977.3472,95890410.96
2/6/2009,2260635.804,95890410.96
2/7/2009,38881908.31,95890410.96
2/8/2009,30247307.08,95890410.96
2/9/2009,17400730.33,95890410.96
2/10/2009,19477432.59,95890410.96
2/11/2009,12427331.56,95890410.96
2/12/2009,12806501.84,95890410.96
2/13/2009,24482685.77,95890410.96
2/14/2009,18978037.59,95890410.96
2/15/2009,22825228.7,95890410.96
2/16/2009,8459915.72,95890410.96
2/17/2009,13887496.78,95890410.96
2/18/2009,31182388.25,95890410.96
2/19/2009,18769442.56,95890410.96
2/20/2009,15194555.3,95890410.96
2/21/2009,23992538.83,95890410.96
2/22/2009,13659378.07,95890410.96
2/23/2009,18163181.13,95890410.96
2/24/2009,13483665.02,95890410.96
2/25/2009,16598204.62,95890410.96
2/26/2009,18084058.88,95890410.96
2/27/2009,15584001.19,95890410.96
2/28/2009,15775127.67,95890410.96
3/1/2009,14893479.71,95890410.96
3/2/2009,14380726.41,95890410.96
3/3/2009,7828992.818,95890410.96
3/4/2009,13571007.76,95890410.96
3/5/2009,15114405.48,95890410.96
3/6/2009,7136416.213,95890410.96
3/7/2009,14393057.15,95890410.96
3/8/2009,14388946.9,95890410.96
3/9/2009,9013771.491,95890410.96
3/10/2009,16518054.8,95890410.96
3/11/2009,16201565.79,95890410.96
3/12/2009,16515999.68,95890410.96
3/13/2009,16063872.52,95890410.96
3/14/2009,20359080.55,95890410.96
3/15/2009,27623941.98,95890410.96
3/16/2009,18345059.56,95890410.96
3/17/2009,14730097.4,95890410.96
3/18/2009,16623893.66,95890410.96
3/19/2009,28542582.17,95890410.96
3/20/2009,13934764.62,95890410.96
3/21/2009,13396322.27,95890410.96
3/22/2009,13185672.12,95890410.96
3/23/2009,23351340.31,95890410.96
3/24/2009,8656180.01,95890410.96
3/25/2009,21117421.11,95890410.96
3/26/2009,23767502.81,95890410.96
3/27/2009,6148929.391,95890410.96
3/28/2009,12413973.25,95890410.96
3/29/2009,63016250.66,95890410.96
3/30/2009,73422368.27,95890410.96
3/31/2009,28136695.29,95890410.96
4/1/2009,62563095.93,95890410.96
4/2/2009,21949746.11,95890410.96
4/3/2009,20416624.01,95890410.96
4/4/2009,20297426.85,95890410.96
4/5/2009,21424662.07,95890410.96
4/6/2009,26580966.83,95890410.96
4/7/2009,11856007.24,95890410.96
4/8/2009,22613550.99,95890410.96
4/9/2009,19359262.99,95890410.96
4/10/2009,8230769.458,95890410.96
4/11/2009,19123951.35,95890410.96
4/12/2009,20110410.61,95890410.96
4/13/2009,16133746.72,95890410.96
4/14/2009,19160943.57,95890410.96
4/15/2009,8860664.795,95890410.96
4/16/2009,27421512.32,95890410.96
4/17/2009,26364151.3,95890410.96
4/18/2009,37610814.43,95890410.96
4/19/2009,26218237.53,95890410.96
4/20/2009,6033842.478,95890410.96
4/21/2009,12832190.88,95890410.96
4/22/2009,33314578.84,95890410.96
4/23/2009,25764055.25,95890410.96
4/24/2009,8990137.574,95890410.96
4/25/2009,29678037.88,95890410.96
4/26/2009,10070104.95,95890410.96
4/27/2009,17064717.65,95890410.96
4/28/2009,21118448.67,95890410.96
4/29/2009,8282147.543,95890410.96
4/30/2009,10583885.82,95890410.96
5/1/2009,29654403.96,95890410.96
5/2/2009,41586450.76,95890410.96
5/3/2009,39422405.76,95890410.96
5/4/2009,31207049.73,95890410.96
5/5/2009,37538885.11,95890410.96
5/6/2009,41585423.21,95890410.96
5/7/2009,34346250.82,95890410.96
5/8/2009,39504610.69,95890410.96
5/9/2009,38785317.5,95890410.96
5/10/2009,22984500.77,95890410.96
5/11/2009,18244358.51,95890410.96
5/12/2009,21258197.07,95890410.96
5/13/2009,19264727.31,95890410.96
5/14/2009,45368905.48,95890410.96
5/15/2009,42500980.69,95890410.96
5/16/2009,30763143.07,95890410.96
5/17/2009,15192500.17,95890410.96
5/18/2009,72809941.5,95890410.96
5/19/2009,57908241.27,95890410.96
5/20/2009,60259302.53,95890410.96
5/21/2009,112270367,95890410.96
5/22/2009,132200954.4,95890410.96
5/23/2009,131263818,95890410.96
5/24/2009,135796392.8,95890410.96
5/25/2009,149860630.2,95890410.96
5/26/2009,263940533.5,95890410.96
5/27/2009,411934084,95890410.96
5/28/2009,590277697.7,95890410.96
5/29/2009,803000444.4,95890410.96
5/30/2009,748095766.1,95890410.96
5/31/2009,632326551.3,95890410.96
6/1/2009,563310367.9,95890410.96
6/2/2009,531726202.9,95890410.96
6/3/2009,476611902,95890410.96
6/4/2009,581235154.7,95890410.96
6/5/2009,707597503.1,95890410.96
6/6/2009,782505725.8,95890410.96
6/7/2009,620378063.6,95890410.96
6/8/2009,656784575.8,95890410.96
6/9/2009,685074377.5,95890410.96
6/10/2009,653399787.4,95890410.96
6/11/2009,503652188.9,95890410.96
6/12/2009,508767391.2,95890410.96
6/13/2009,482697122.5,95890410.96
6/14/2009,425402335.6,95890410.96
6/15/2009,331073196.4,95890410.96
6/16/2009,377202497.6,95890410.96
6/17/2009,459404353.2,95890410.96
6/18/2009,432739126.4,95890410.96
6/19/2009,422410075.9,95890410.96
6/20/2009,420611842.8,95890410.96
6/21/2009,359444175.8,95890410.96
6/22/2009,354873581.2,95890410.96
6/23/2009,371576597.1,95890410.96
6/24/2009,489816070.2,95890410.96
6/25/2009,426029148.3,95890410.96
6/26/2009,451978164.6,95890410.96
6/27/2009,451417115.9,95890410.96
6/28/2009,352537933.3,95890410.96
6/29/2009,417520937.2,95890410.96
6/30/2009,571399333.8,95890410.96
7/1/2009,687845711.7,95890410.96
7/2/2009,821495528.1,95890410.96
7/3/2009,1093970989,95890410.96
7/4/2009,979535549.6,95890410.96
7/5/2009,1023996091,95890410.96
7/6/2009,1059888822,95890410.96
7/7/2009,949963350.6,95890410.96
7/8/2009,843061993.6,95890410.96
7/9/2009,678489762.1,95890410.96
7/10/2009,683205242.9,95890410.96
7/11/2009,586318502.5,95890410.96
7/12/2009,865814265.5,95890410.96
7/13/2009,847788777.6,95890410.96
7/14/2009,819907945.2,95890410.96
7/15/2009,789144802.1,95890410.96
7/16/2009,716868165.1,95890410.96
7/17/2009,580740897.4,95890410.96
7/18/2009,573936383.6,95890410.96
7/19/2009,526225665,95890410.96
7/20/2009,701208124.5,95890410.96
7/21/2009,692844799.6,95890410.96
7/22/2009,564907198.7,95890410.96
7/23/2009,503020238.3,95890410.96
7/24/2009,509387010.7,95890410.96
7/25/2009,507580557.6,95890410.96
7/26/2009,504317021.3,95890410.96
7/27/2009,775396026,95890410.96
7/28/2009,739806425.8,95890410.96
7/29/2009,742200644.4,95890410.96
7/30/2009,704209632.2,95890410.96
7/31/2009,653773819.7,95890410.96
8/1/2009,610683018.7,95890410.96
8/2/2009,536649251.2,95890410.96
8/3/2009,562795559.2,95890410.96
8/4/2009,704922760.1,95890410.96
8/5/2009,627876181.6,95890410.96
8/6/2009,433364911.4,95890410.96
8/7/2009,689257581.3,95890410.96
8/8/2009,717406607.4,95890410.96
8/9/2009,665160231.3,95890410.96
8/10/2009,640068201.6,95890410.96
8/11/2009,655652202.7,95890410.96
8/12/2009,708679525.8,95890410.96
8/13/2009,615701630.2,95890410.96
8/14/2009,496361638.4,95890410.96
8/15/2009,560047859.3,95890410.96
8/16/2009,556038313.4,95890410.96
8/17/2009,419393154.7,95890410.96
8/18/2009,347696062.5,95890410.96
8/19/2009,329409574,95890410.96
8/20/2009,252470889.4,95890410.96
8/21/2009,256473242.4,95890410.96
8/22/2009,227689183.2,95890410.96
8/23/2009,224586974.4,95890410.96
8/24/2009,243966788.5,95890410.96
8/25/2009,318047823.9,95890410.96
8/26/2009,321476797.4,95890410.96
8/27/2009,319974502.1,95890410.96
8/28/2009,293819973.4,95890410.96
8/29/2009,261828894.1,95890410.96
8/30/2009,293716189.7,95890410.96
8/31/2009,287300094.2,95890410.96
9/1/2009,383973101.8,95890410.96
9/2/2009,362250446.8,95890410.96
9/3/2009,595586081.7,95890410.96
9/4/2009,563688510.5,95890410.96
9/5/2009,489252966.4,95890410.96
9/6/2009,427529388.4,95890410.96
9/7/2009,486509376.6,95890410.96
9/8/2009,500963059.8,95890410.96
9/9/2009,434361646.4,95890410.96
9/10/2009,415676463.8,95890410.96
9/11/2009,509177388.5,95890410.96
9/12/2009,485893867.2,95890410.96
9/13/2009,408387968.5,95890410.96
9/14/2009,516182276.7,95890410.96
9/15/2009,544460775.5,95890410.96
9/16/2009,365573581.5,95890410.96
9/17/2009,489503691.5,95890410.96
9/18/2009,426965257,95890410.96
9/19/2009,421800731.8,95890410.96
9/20/2009,415231529.6,95890410.96
9/21/2009,397087872.1,95890410.96
9/22/2009,365155363.9,95890410.96
9/23/2009,353259281.7,95890410.96
9/24/2009,327393497.9,95890410.96
9/25/2009,308006490.7,95890410.96
9/26/2009,223034328.6,95890410.96
9/27/2009,299857926.2,95890410.96
9/28/2009,276624755.5,95890410.96
9/29/2009,270283672,95890410.96
9/30/2009,225281606.1,95890410.96
10/1/2009,200703357.1,95890410.96
10/2/2009,96236293.79,95890410.96
10/3/2009,122815205.5,95890410.96
10/4/2009,157597142.5,95890410.96
10/5/2009,174098756.3,95890410.96
10/6/2009,130703796.9,95890410.96
10/7/2009,51741843.34,95890410.96
10/8/2009,54858438.07,95890410.96
