,Date,Flow_In_cms,Flow_cmd
6449,2008-08-18,101.7206259,8788662.076
6450,2008-08-19,535.457401,46263519.44
6451,2008-08-20,1019.388333,88075151.93
6452,2008-08-21,1118.989159,96680663.35
6453,2008-08-22,1192.966642,103072317.9
6454,2008-08-23,1124.131789,97124986.53
6455,2008-08-24,1094.904267,94599728.65
6456,2008-08-25,961.8955287999999,83107773.68
6457,2008-08-26,904.2192041000001,78124539.23
6458,2008-08-27,758.9294282000001,65571502.6
6459,2008-08-28,805.2070859,69569892.22
6460,2008-08-29,778.8132345,67289463.46
6461,2008-08-30,701.4816252999999,60608012.43
6462,2008-08-31,664.2565822,57391768.7
6463,2008-09-01,590.055401,50980786.65
6464,2008-09-02,507.9277683,43884959.18
6465,2008-09-03,440.7970209,38084862.6
6466,2008-09-04,396.7518654,34279361.17
6467,2008-09-05,430.0182093,37153573.28
6468,2008-09-06,481.53675089999996,41604775.27
6469,2008-09-07,366.3687375,31654258.92
6470,2008-09-08,308.2093323,26629286.31
6471,2008-09-09,296.1285163,25585503.81
6472,2008-09-10,227.745881,19677244.12
6473,2008-09-11,189.7268336,16392398.43
6474,2008-09-12,174.9782874,15118124.03
6475,2008-09-13,169.9551622,14684126.02
6476,2008-09-14,122.6600844,10597831.3
6477,2008-09-15,124.96875379999999,10797300.33
6478,2008-09-16,126.61339939999999,10939397.71
6479,2008-09-17,112.8842563,9753199.745
6480,2008-09-18,104.7845087,9053381.551
6481,2008-09-19,66.11586882,5712411.066000001
6482,2008-09-20,69.39043261,5995333.378
6483,2008-09-21,72.0080383,6221494.509
6484,2008-09-22,65.23663439,5636445.211
6485,2008-09-23,67.31678529,5816170.249
6486,2008-09-24,59.37079961,5129637.086
6487,2008-09-25,46.36657097,4006071.732
6488,2008-09-26,31.84568779,2751467.425
6489,2008-09-27,24.41478514,2109437.4359999998
6490,2008-09-28,24.68691005,2132949.028
6491,2008-09-29,24.00050407,2073643.551
6492,2008-09-30,65.6622277,5673216.472999999
6493,2008-10-01,64.43214942,5566937.71
6494,2008-10-02,50.87007839,4395174.773
6495,2008-10-03,59.48859767,5139814.839
6496,2008-10-04,54.59006113,4716581.282
6497,2008-10-05,35.08287393,3031160.307
6498,2008-10-06,54.78941699,4733805.6280000005
6499,2008-10-07,90.90245272,7853971.915
6500,2008-10-08,51.2045042,4424069.163
6501,2008-10-09,67.74720244,5853358.291
6502,2008-10-10,121.2116777,10472688.95
6503,2008-10-11,127.49773449999999,11015804.26
6504,2008-10-12,87.6179816,7570193.6110000005
6505,2008-10-13,69.13020078,5972849.347
6506,2008-10-14,59.7207912,5159876.359
6507,2008-10-15,49.90023025,4311379.893
6508,2008-10-16,48.82305434,4218311.895
6509,2008-10-17,35.43088798,3061228.7210000004
6510,2008-10-18,31.40479874,2713374.611
6511,2008-10-19,24.67784444,2132165.76
6512,2008-10-20,30.40549721,2627034.9590000003
6513,2008-10-21,31.70269195,2739112.585
6514,2008-10-22,25.15753603,2173611.113
6515,2008-10-23,18.95246543,1637493.013
6516,2008-10-24,19.6612324,1698730.479
6517,2008-10-25,17.49216566,1511323.1130000001
6518,2008-10-26,29.36032063,2536731.703
6519,2008-10-27,17.16255756,1482844.9730000002
6520,2008-10-28,16.72732763,1445241.1069999998
6521,2008-10-29,12.8626444,1111332.476
6522,2008-10-30,11.90695083,1028760.552
6523,2008-10-31,8.552820347,738963.678
6524,2008-11-01,2.47375972,213732.8398
6525,2008-11-02,10.29543909,889525.9371
6526,2008-11-03,4.897398619,423135.2407
6527,2008-11-04,5.083440301,439209.242
6528,2008-11-05,13.44738728,1161854.261
6529,2008-11-06,5.049460087,436273.3515
6530,2008-11-07,10.14677564,876681.4156
6531,2008-11-08,5.030770967,434658.6115
6532,2008-11-09,9.618383286,831028.3159
6533,2008-11-10,6.190629005,534870.346
6534,2008-11-11,4.372404285,377775.7302
6535,2008-11-12,10.22549648,883482.8958
6536,2008-11-13,9.301234605,803626.6699
6537,2008-11-14,13.86449444,1197892.3190000001
6538,2008-11-15,7.852261565,678435.3992
6539,2008-11-16,7.37314052,637039.3409
6540,2008-11-17,7.54672279,652036.8491
6541,2008-11-18,3.818243597,329896.2468
6542,2008-11-19,5.540474207999999,478696.9716
6543,2008-11-20,3.273427468,282824.1332
6544,2008-11-21,5.585497889,482587.0176
6545,2008-11-22,4.491051872,388026.8817
6546,2008-11-23,3.98757834,344526.7686
6547,2008-11-24,3.240863095,280010.5714
6548,2008-11-25,-4.313210599,-372661.3958
6549,2008-11-26,-2.503766717,-216325.4443
6550,2008-11-27,2.9599599760000004,255740.5419
6551,2008-11-28,5.682058441000001,490929.8493
6552,2008-11-29,2.380597294,205683.6062
6553,2008-11-30,8.469568817999999,731770.7459
6554,2008-12-01,3.51865136,304011.4775
6555,2008-12-02,6.641150035,573795.363
6556,2008-12-03,5.509890207000001,476054.5139
6557,2008-12-04,8.973891859,775344.2566
6558,2008-12-05,8.967378983,774781.5441
6559,2008-12-06,2.938722341,253905.6103
6560,2008-12-07,4.357396356000001,376479.0452
6561,2008-12-08,5.4909197260000004,474415.4643
6562,2008-12-09,6.971322267000001,602322.2439
6563,2008-12-10,3.510156305,303277.5048
6564,2008-12-11,12.24675119,1058119.303
6565,2008-12-12,18.18564523,1571239.7480000001
6566,2008-12-13,29.1510609,2518651.662
6567,2008-12-14,19.21892696,1660515.289
6568,2008-12-15,9.087725582000001,785179.4903
6569,2008-12-16,6.115023025,528337.9894
6570,2008-12-17,11.50570112,994092.5763
6571,2008-12-18,7.416465295,640782.6015
6572,2008-12-19,9.489255994,819871.7179
6573,2008-12-20,5.289303776000001,456995.8462
6574,2008-12-21,0.730008306,63072.717639999995
6575,2008-12-22,2.541436982,219580.1552
6576,2008-12-23,5.859888237000001,506294.3437
6577,2008-12-24,7.243731336000001,625858.3874
6578,2008-12-25,5.50309597,475467.4918
6579,2008-12-26,8.017631946,692723.4001
6580,2008-12-27,7.566827749,653773.9175
6581,2008-12-28,7.871800187000001,680123.5362
6582,2008-12-29,4.94355508,427123.1589
6583,2008-12-30,3.76585743,325370.082
6584,2008-12-31,4.718719318,407697.3491
6585,2009-01-01,3.354979986,289870.2708
6586,2009-01-02,5.739541639,495896.3976
6587,2009-01-03,5.727082226,494819.9043
6588,2009-01-04,3.622857355,313014.8755
6589,2009-01-05,4.206467934,363438.8295
6590,2009-01-06,7.101016467000001,613527.8227
6591,2009-01-07,5.697350339,492251.0693
6592,2009-01-08,3.8644007289999998,333884.223
6593,2009-01-09,3.806351135,328868.7381
6594,2009-01-10,6.650495202999999,574602.7855
6595,2009-01-11,3.131277486,270542.3748
6596,2009-01-12,6.556482836,566480.1170000001
6597,2009-01-13,7.23467114,625075.5865
6598,2009-01-14,8.065483938,696857.8122
6599,2009-01-15,1.385543305,119710.9416
6600,2009-01-16,3.784829713,327009.2872
6601,2009-01-17,3.895548588,336575.398
6602,2009-01-18,3.5291285930000003,304916.7104
6603,2009-01-19,7.03900173,608169.7495
6604,2009-01-20,4.203919024,363218.6037
6605,2009-01-21,4.514554738999999,390057.5294
6606,2009-01-22,3.950766798,341346.2513
6607,2009-01-23,3.5713212160000003,308562.1531
6608,2009-01-24,2.965057485,256180.9667
6609,2009-01-25,2.324813528,200863.8888
6610,2009-01-26,9.492656864,820165.553
6611,2009-01-27,4.239598639,366301.3224
6612,2009-01-28,4.201087713,362973.9784
6613,2009-01-29,3.43964764,297185.5561
6614,2009-01-30,7.215698947000001,623436.389
6615,2009-01-31,5.732745597,495309.2196
6616,2009-02-01,3.6449444960000004,314923.2045
6617,2009-02-02,5.670731702,489951.2191
6618,2009-02-03,7.162746349,618861.2846
6619,2009-02-04,1.365721512,117998.3386
6620,2009-02-05,0.102506985,8856.603504
6621,2009-02-06,0.622970625,53824.662000000004
6622,2009-02-07,10.71481159,925759.7215
6623,2009-02-08,8.335346966,720173.9779
6624,2009-02-09,4.795174805,414303.1032
6625,2009-02-10,5.367458275,463748.395
6626,2009-02-11,3.424639429,295888.8467
6627,2009-02-12,3.047742201,263324.9262
6628,2009-02-13,6.746771872999999,582921.0898
6629,2009-02-14,4.918353087,424945.7067
6630,2009-02-15,5.865268437999999,506759.19299999997
6631,2009-02-16,2.331325981,201426.5648
6632,2009-02-17,4.047893223,349737.9745
6633,2009-02-18,8.593030271,742437.8154
6634,2009-02-19,4.804236196000001,415086.0073
6635,2009-02-20,4.187212108,361775.1261
6636,2009-02-21,6.611700514,571250.9244
6637,2009-02-22,3.76415842,325223.2875
6638,2009-02-23,5.005285806,432456.6936
6639,2009-02-24,4.508608317,389543.7586
6640,2009-02-25,5.366891937,463699.4634
6641,2009-02-26,4.983481835,430572.8305
6642,2009-02-27,4.2945329569999995,371047.6475
6643,2009-02-28,4.347202291,375598.2779
6644,2009-03-01,4.291134935,370754.0584
6645,2009-03-02,3.962942683,342398.2478
6646,2009-03-03,2.157460543,186404.5909
6647,2009-03-04,3.7398059310000002,323119.2324
6648,2009-03-05,4.165124967,359866.7971
6649,2009-03-06,1.966604997,169914.6717
6650,2009-03-07,3.966340704,342691.8368
6651,2009-03-08,3.96520803,342593.9738
6652,2009-03-09,2.751831153,237758.2116
6653,2009-03-10,4.551933092,393287.0191
6654,2009-03-11,4.464717205,385751.5665
6655,2009-03-12,4.551366756,393238.0877
6656,2009-03-13,4.42677263,382473.1552
6657,2009-03-14,4.336158721,374644.1135
6658,2009-03-15,4.469247900000001,386143.0186
6659,2009-03-16,2.535207277,219041.9087
6660,2009-03-17,4.059219962,350716.6047
6661,2009-03-18,4.5810994439999995,395806.992
6662,2009-03-19,6.081609146,525451.0302
6663,2009-03-20,4.321433961,373371.8942
6664,2009-03-21,3.691667292,318960.054
6665,2009-03-22,3.6336177569999997,313944.5742
6666,2009-03-23,5.415596914,467907.5734
6667,2009-03-24,2.385411158,206099.5241
6668,2009-03-25,5.7627614529999995,497902.5895
6669,2009-03-26,4.539190511,392186.0602
6670,2009-03-27,1.694480101,146403.0807
6671,2009-03-28,3.4209582380000003,295570.7918
6672,2009-03-29,17.36558936,1500386.92
6673,2009-03-30,20.23323641,1748151.625
6674,2009-03-31,7.753718939,669921.3163
6675,2009-04-01,17.24071206,1489597.5219999999
6676,2009-04-02,5.029355127,434536.283
6677,2009-04-03,6.542039565,565232.2184
6678,2009-04-04,5.593426711,483272.0678
6679,2009-04-05,4.856339193999999,419587.7064
6680,2009-04-06,6.786981796,586395.2272
6681,2009-04-07,3.2671977610000003,282285.8866
6682,2009-04-08,5.5804009610000005,482146.643
6683,2009-04-09,5.334893901,460934.833
6684,2009-04-10,1.2770897829999999,110340.5573
6685,2009-04-11,5.270048322,455332.175
6686,2009-04-12,5.2927018,457289.4355
6687,2009-04-13,4.16285962,359671.0712
6688,2009-04-14,5.2802423869999995,456212.9422
6689,2009-04-15,2.441761683,210968.2094
6690,2009-04-16,7.5566336860000005,652893.1505
6691,2009-04-17,7.265253334,627717.8881
6692,2009-04-18,8.80710563,760933.9264
6693,2009-04-19,4.846428295,418731.4047
6694,2009-04-20,1.662765233,143662.9161
6695,2009-04-21,3.536207805,305528.3544
6696,2009-04-22,8.416049981,727146.7184
6697,2009-04-23,7.0998829489999995,613429.8868
6698,2009-04-24,2.47744091,214050.8946
6699,2009-04-25,5.82817337,503554.1792
6700,2009-04-26,2.775050968,239764.4036
6701,2009-04-27,4.702578717,406302.8011
6702,2009-04-28,5.819678315,502820.2064
6703,2009-04-29,2.282337837,197193.9891
6704,2009-04-30,2.916635201,251997.2814
6705,2009-05-01,8.171958763,706057.2371
6706,2009-05-02,11.46011099,990153.5894
6707,2009-05-03,10.8637582,938628.7087
6708,2009-05-04,9.351920522999999,808005.9332
6709,2009-05-05,11.79707908,1019267.632
6710,2009-05-06,12.78590357,1104702.068
6711,2009-05-07,10.73831248,927790.1978
6712,2009-05-08,11.91346201,1029323.118
6713,2009-05-09,11.59886204,1002141.681
6714,2009-05-10,6.030070795,520998.1167
6715,2009-05-11,6.186379571,534503.1949
6716,2009-05-12,6.6873051189999995,577783.1623
6717,2009-05-13,5.308842402,458683.9835
6718,2009-05-14,12.50245411,1080212.035
6719,2009-05-15,11.71213092,1011928.1120000001
6720,2009-05-16,8.477497538,732455.7873
6721,2009-05-17,4.186645771,361726.1946
6722,2009-05-18,20.06446801,1733570.0359999998
6723,2009-05-19,29.62140373,2559289.2819999997
6724,2009-05-20,30.56803591,2641078.3030000003
6725,2009-05-21,48.15109864,4160254.923
6726,2009-05-22,44.95440984,3884061.01
6727,2009-05-23,43.45021894,3754098.917
6728,2009-05-24,42.09412516,3636932.414
6729,2009-05-25,43.50628629,3758943.1360000004
6730,2009-05-26,79.81414702,6895942.302
6731,2009-05-27,123.202352,10644683.22
6732,2009-05-28,174.2856599,15058281.02
6733,2009-05-29,238.2151807,20581791.61
6734,2009-05-30,219.16247620000001,18935637.94
6735,2009-05-31,188.47551130000002,16284284.18
6736,2009-06-01,166.4549168,14381704.81
6737,2009-06-02,153.6653325,13276684.73
6738,2009-06-03,139.8648341,12084321.67
6739,2009-06-04,166.6007512,14394304.9
6740,2009-06-05,202.0741144,17459203.48
6741,2009-06-06,221.3009701,19120403.82
6742,2009-06-07,174.98055559999997,15118320.0
6743,2009-06-08,186.9197835,16149869.3
6744,2009-06-09,192.49764,16631796.1
6745,2009-06-10,183.90432280000002,15889333.49
6746,2009-06-11,142.6962329,12328954.52
6747,2009-06-12,136.7264765,11813167.57
6748,2009-06-13,130.89462340000003,11309295.46
6749,2009-06-14,119.7301368,10344683.82
6750,2009-06-15,92.28262092,7973218.447000001
6751,2009-06-16,109.32709720000001,9445861.2
6752,2009-06-17,132.4027787,11439600.08
6753,2009-06-18,127.4968807,11015730.49
6754,2009-06-19,124.0759217,10720159.64
6755,2009-06-20,122.10705120000002,10550049.22
6756,2009-06-21,102.12980019999999,8824014.737
6757,2009-06-22,100.4930884,8682602.84
6758,2009-06-23,108.6160567,9384427.303
6759,2009-06-24,143.35346299999998,12385739.2
6760,2009-06-25,121.50588390000001,10498108.37
6761,2009-06-26,128.1787495,11074643.96
6762,2009-06-27,126.40271969999999,10921194.98
6763,2009-06-28,100.4330543,8677415.892
6764,2009-06-29,117.1691634,10123415.72
6765,2009-06-30,165.1189249,14266275.11
6766,2009-07-01,203.4449209,17577641.16
6767,2009-07-02,253.20978849999997,21877325.72
6768,2009-07-03,318.53930160000004,27521795.66
6769,2009-07-04,281.21713700000004,24297160.64
6770,2009-07-05,291.12690469999995,25153364.56
6771,2009-07-06,301.19977289999997,26023660.38
6772,2009-07-07,268.2157446,23173840.34
6773,2009-07-08,231.8682453,20033416.4
6774,2009-07-09,187.55832759999998,16205039.51
6775,2009-07-10,187.0214384,16158652.28
6776,2009-07-11,164.44187040000003,14207777.6
6777,2009-07-12,240.8543117,20809812.53
6778,2009-07-13,234.35871219999999,20248592.73
6779,2009-07-14,228.86666150000002,19774079.56
6780,2009-07-15,220.3721748,19040155.9
6781,2009-07-16,197.5037728,17064325.97
6782,2009-07-17,161.03677230000002,13913577.13
6783,2009-07-18,155.6279731,13446256.88
6784,2009-07-19,145.1382805,12539947.43
6785,2009-07-20,195.5020543,16891377.49
6786,2009-07-21,193.8868635,16751825.01
6787,2009-07-22,156.0357351,13481487.51
6788,2009-07-23,138.6188928,11976672.34
6789,2009-07-24,141.167974,12196912.96
6790,2009-07-25,139.8755946,12085251.37
6791,2009-07-26,138.9875782,12008526.76
6792,2009-07-27,214.9070245,18567966.92
6793,2009-07-28,204.0350561,17628628.85
6794,2009-07-29,204.9918815,17711298.56
6795,2009-07-30,192.1510419,16601850.02
6796,2009-07-31,180.1778296,15567364.48
6797,2009-08-01,168.2878689,14540071.87
6798,2009-08-02,146.95169130000002,12696626.13
6799,2009-08-03,155.9431382,13473487.14
6800,2009-08-04,194.2578153,16783875.24
6801,2009-08-05,171.92148669999997,14854016.45
6802,2009-08-06,118.94236570000001,10276620.39
6803,2009-08-07,191.45472869999998,16541688.56
6804,2009-08-08,196.9167671,17013608.68
6805,2009-08-09,186.4718151,16111164.83
6806,2009-08-10,182.1367891,15736618.58
6807,2009-08-11,166.0225186,14344345.61
6808,2009-08-12,175.3478251,15150052.09
6809,2009-08-13,149.22355190000002,12892914.89
6810,2009-08-14,124.43611709999999,10751280.51
6811,2009-08-15,143.4973192,12398168.38
6812,2009-08-16,141.7042965,12243251.22
6813,2009-08-17,112.4612034,9716647.973
6814,2009-08-18,89.53220561,7735582.565
6815,2009-08-19,83.86204025,7245680.277000001
6816,2009-08-20,64.70597668,5590596.385
6817,2009-08-21,51.63803513,4461526.2360000005
6818,2009-08-22,43.80955973,3785145.96
6819,2009-08-23,50.44872759,4358770.063
6820,2009-08-24,59.75760773,5163057.308
6821,2009-08-25,77.74022118,6716755.11
6822,2009-08-26,90.42078832,7812356.1110000005
6823,2009-08-27,83.08785757,7178790.893999999
6824,2009-08-28,73.78832138,6375310.967
6825,2009-08-29,63.43143541,5480476.02
6826,2009-08-30,67.29158794,5813993.198
6827,2009-08-31,82.9185229,7164160.378
6828,2009-09-01,100.5851203,8690554.396
6829,2009-09-02,99.98225351,8638466.703
6830,2009-09-03,163.929623,14163519.43
6831,2009-09-04,156.4148978,13514247.17
6832,2009-09-05,122.06967820000001,10546820.2
6833,2009-09-06,115.75502140000002,10001233.85
6834,2009-09-07,134.59535,11629038.24
6835,2009-09-08,139.63490119999997,12064455.47
